bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.14445,,,,,,,,,,3be6a4e1-8818-4276-9461-6cd3c3c3e4b2,15,,"[61.0, 43.0]",19759,0,,,3.1415927,,,Right Foot,,,"[52.0, 43.0]",,Ground Pass,9.0,,,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Midfield,3,Arsenal WFC,968,['5c1e0037-1d9b-4266-b533-a6ddb324c67f'],11,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:11.624,Pass,
,,,,,,,,,,,,1.157101,,,,,,,,,,75cbc0ce-f34a-4aaf-9ed8-2b39abca4e0d,19,,"[50.0, 48.0]",19759,0,,,0.98279375,,,Right Foot,,,"[62.0, 66.0]",,Ground Pass,21.633308,,,Bethany Mead,15619.0,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Center Midfield,3,Arsenal WFC,968,"['84146acc-ad97-4770-b3e4-6cd4cb1c7562', 'd0dea272-94ff-4d8c-b031-ae4980d61c9c']",13,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:13.570,Pass,True
,,,,,,,,,,,,2.413074,,,,,,,,,,6b5c907a-8d3c-483b-b6e5-cd08cb842ca4,22,,"[57.0, 70.0]",19759,0,,,-2.6779451,,,Left Foot,,,"[31.0, 57.0]",,Ground Pass,29.068884,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,3,Arsenal WFC,968,['fec0932d-c6e8-40a7-889d-0ef7e3b935fd'],16,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:16.089,Pass,
,,,,,,,,,,,,1.423016,,,,,,,,,,22dc1627-747e-47db-8fae-33d3c32f49d2,25,,"[28.0, 54.0]",19759,0,,,-1.7126933,,,Right Foot,,,"[24.0, 26.0]",,Ground Pass,28.284271,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Right Center Back,3,Arsenal WFC,968,['e10616d6-fa7e-42e0-a858-2df3ac65d54f'],19,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:19.288,Pass,
,,,,,,,,,,,,1.499771,,,,,,,,,,c3b465d7-a5ca-4ba1-9ec0-98e4d3498934,28,,"[24.0, 15.0]",19759,0,,,-0.98279375,,,Right Foot,,,"[32.0, 3.0]",,Ground Pass,14.422205,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['0725619f-ef7e-41f2-b5cc-86a25f85b8e0'],23,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:23.419,Pass,
,,,,,,,,,,,,1.266785,,,,,,,,,,0c93ec98-7fd9-4ae3-8a89-3273332bcd69,32,,"[65.0, 3.0]",19759,0,,,-0.07677189,,,Left Foot,,,"[78.0, 2.0]",,Ground Pass,13.038404,,,Katie McCabe,15620.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,3,Arsenal WFC,968,"['1605a45b-aa0c-4b7d-8b8f-b55576ce07e1', '9809bedc-eded-4bba-bcb5-72ee4c2e0035']",28,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:28.100,Pass,True
,,,,,,,,,,,,0.976284,,,,,,,,,,86b7ad9e-1c3e-4a04-a1db-a4b1f9467176,35,,"[82.0, 3.0]",19759,0,,,0.81103355,,,Left Foot,,,"[101.0, 23.0]",,Ground Pass,27.58623,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Katie McCabe,15620.0,Right Wing,3,Arsenal WFC,968,['11094135-2add-4a15-b106-7d95ce14e428'],30,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:30.773,Pass,
,,,,,,,,,,,,4.067784,,,,,,,,,,76cb6889-c001-48bc-be9c-15f5040b875c,41,,"[24.0, 58.0]",19759,0,,,-0.043450896,,,Right Foot,,,"[70.0, 56.0]",,Low Pass,46.043457,,Incomplete,,,,,,,,1,Regular Play,Angharad James,15577.0,Right Center Midfield,3,Arsenal WFC,968,['35a26bd1-f094-40be-a1e7-55843ca54233'],35,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:35.806,Pass,
,,,,,,,,,,,,2.376685,,,,,,,,,,fcd1bcb3-f500-4b3a-9a10-2344176c7521,44,,"[48.0, 26.0]",19759,0,,,1.6421038,,,Right Foot,,,"[46.0, 54.0]",,Ground Pass,28.071337,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['1fa3c360-ddda-436f-93c8-eb86486d911f'],42,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:42.070,Pass,
,,,,,,,,,,,,1.958836,,,,,,,,,,2faa149e-565b-41d7-a248-69c564a3983e,47,,"[51.0, 56.0]",19759,0,,,-0.5404195,,,Right Foot,,,"[86.0, 35.0]",,High Pass,40.81666,,Incomplete,,,,,,,,1,Regular Play,Louise Quinn,15621.0,Right Center Back,3,Arsenal WFC,968,['95d119fc-8c8b-46b1-b056-77d28db4cd43'],46,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.085,Pass,
,,,,,,,,,,,,3.64687,,,,,,,,,,e475c857-a4d8-4517-8c5d-3e5e9fe71b4d,49,,"[68.0, 37.0]",19759,0,,,-0.59619915,,,Right Foot,,,"[96.0, 18.0]",,High Pass,33.83785,,,Vivianne Miedema,15623.0,,,,,Recovery,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Midfield,3,Arsenal WFC,968,['37b4c69a-fb95-4cd3-bcb1-4d8813f94473'],49,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:49.597,Pass,
,,,,,,,,,,,,0.9114,,,,,,,,,,7d71bcef-62fc-446f-9218-5a06dac8a86a,58,,"[29.0, 61.0]",19759,1,,,2.6779451,,,Left Foot,,,"[27.0, 62.0]",,Ground Pass,2.236068,,,Faye Bryson,15578.0,,,,,,1,Regular Play,Hannah Cain,18253.0,Left Center Forward,3,Arsenal WFC,968,"['46f2be92-61ce-493e-b1cb-a07a354a9ff5', 'f4c63146-cdb2-48f8-b9c4-53d982ce0726']",0,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:00.123,Pass,True
,,,,,,,,,,,,1.543775,,,,,,,,,,3c0a1c68-0052-4f04-b4c6-cc29470d516c,61,,"[26.0, 62.0]",19759,1,,,-1.4659194,,,Right Foot,,,"[28.0, 43.0]",,Ground Pass,19.104973,,Incomplete,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Faye Bryson,15578.0,Right Back,3,Arsenal WFC,968,"['706248b2-1807-4bef-9928-d5d533ea4b4c', '756ed95a-a85e-44cb-8bc2-422cc5ee9720']",1,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:01.053,Pass,
,,,,,,,,,,,,1.633706,,,,,,,,,,a6b4c449-aa2a-4a76-a918-e7ebcbf0bb2b,65,,"[77.0, 38.0]",19759,1,,,2.4756234,,,Right Foot,,,"[63.0, 49.0]",,Ground Pass,17.804493,,,Leah Williamson,18999.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,3,Arsenal WFC,968,['4aee05c9-52d9-4013-88b9-718a12db7149'],3,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:03.710,Pass,
,,,,,,,,,,,,2.120483,,,,,,,,,,14bcf94b-8ea1-4c36-bc99-285863efeef2,69,,"[66.0, 52.0]",19759,1,,,0.6913369,,,Right Foot,,,"[95.0, 76.0]",,Ground Pass,37.64306,,,Bethany Mead,15619.0,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Back,3,Arsenal WFC,968,['a14a9f28-8c50-471f-b86f-19e41e567ce0'],7,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:07.269,Pass,
,,,,,,,,,,,,4.458719,,,,,,,,,,d86c5a64-51a8-49bc-8ee9-1ca8f557fadb,73,,"[86.0, 76.0]",19759,1,,,-2.8535373,,,Left Foot,,,"[32.0, 60.0]",,Ground Pass,56.32051,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,3,Arsenal WFC,968,['29524dd7-8e73-4492-9514-54d58ad8a517'],12,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:12.355,Pass,
,,,,,,,,,,,,1.775416,,,,,,,,,,829e36a9-443f-4ed3-8f39-225f58e410f8,76,,"[34.0, 55.0]",19759,1,,,-1.3667784,,,Right Foot,,,"[40.0, 26.0]",,Ground Pass,29.614185,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Right Center Back,3,Arsenal WFC,968,['73eba5c0-5ce7-4210-8a8e-ad00d11c5d9a'],19,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:19.059,Pass,
,,,,,,,,,,,,2.136087,,,,,,,,,,c0c8efae-e686-455c-8b3a-0534411b9639,79,,"[43.0, 25.0]",19759,1,,,-1.1479424,,,Right Foot,,,"[52.0, 5.0]",,Ground Pass,21.931713,,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['fa52fbf3-a89c-42bf-812a-9cc86d9a4b33'],22,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:22.354,Pass,
,,,,,,,,,,,,1.336835,,,,,,,,,,9c7d2092-568e-4ccc-ba60-f7d19e81ac95,82,,"[54.0, 3.0]",19759,1,,,2.4980915,,,Left Foot,,,"[38.0, 15.0]",,Ground Pass,20.0,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,3,Arsenal WFC,968,['6fe92516-07b0-4751-af71-ff125ee205eb'],26,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:26.248,Pass,
,,,,,,,,,,,,2.147393,,,,,,,,,,a1e119d7-1b50-47a4-a0a9-15709d1f5538,85,,"[36.0, 18.0]",19759,1,,,1.5385494,,,Left Foot,,,"[37.0, 49.0]",,Ground Pass,31.016125,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,3,Arsenal WFC,968,['48eca2d5-314e-4998-a905-b9607eb015d2'],29,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:29.114,Pass,
,,,,,,,,,,,,1.513477,,,,,,,,,,2f5940b3-e21e-4d8e-b808-2c93f97c750a,88,,"[49.0, 49.0]",19759,1,,,-1.2490457,,,Right Foot,,,"[56.0, 28.0]",,Ground Pass,22.135944,,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Right Center Back,3,Arsenal WFC,968,['596b3390-98d4-4890-a40a-3cc51e2fe2c6'],32,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:32.958,Pass,
,,,,,,,,,,,,4.086147,,,,,,,,,,648d7203-c317-47c9-bca4-42b2762a993f,91,,"[61.0, 10.0]",19759,1,,,-0.0344691,,,Left Foot,,,"[119.0, 8.0]",,High Pass,58.034473,,Out,Katie McCabe,15620.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,3,Arsenal WFC,968,['aa67dce5-7254-43ba-83c8-bd96d9685c97'],36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:36.723,Pass,
,,,,,,,,,,,,3.1939,,,,,,,,,,46736988-2f68-4c93-b46d-4d6ceb1b62a7,93,,"[7.0, 45.0]",19759,2,,,0.18534794,,,Right Foot,,,"[55.0, 54.0]",,High Pass,48.83646,,,Megan Finnigan,18254.0,,,,,Goal Kick,1,From Goal Kick,Kirstie Levell,15576.0,Goalkeeper,4,Everton LFC,967,['afe67094-999e-43c0-8d39-03ed3d2fbc36'],11,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:11.517,Pass,
,,,,,,,,,,,,1.643524,,,,,,,,,,631dc59e-5639-481c-9019-bfcd2898c14b,95,,"[54.0, 54.0]",19759,2,,,0.0,,,Head,,,"[58.0, 54.0]",,Low Pass,4.0,,Incomplete,Chloe Kelly,15570.0,,,,,,1,From Goal Kick,Megan Finnigan,18254.0,Left Center Midfield,4,Everton LFC,967,"['2caefab6-3657-47e8-a563-e77b451d552b', '77be9ecc-9d01-4618-81ba-33bc313396a3']",14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:14.751,Pass,
,,,,,,,,,,,,2.268906,,,,,,,,,,77be9ecc-9d01-4618-81ba-33bc313396a3,97,,"[63.0, 27.0]",19759,2,,,0.23109066,,,Left Foot,,,"[80.0, 31.0]",,Ground Pass,17.464249,,Incomplete,Vivianne Miedema,15623.0,,,,,Recovery,1,From Goal Kick,Jordan Nobbs,10192.0,Center Midfield,4,Everton LFC,967,"['631dc59e-5639-481c-9019-bfcd2898c14b', '9bedd8c6-fbfa-4206-ac09-bc0eca8ffbf6', 'b4ff4989-0cdf-44d6-ab0a-fa29882b987e']",16,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:16.394,Pass,
,,,,,,,,,,,,1.998997,,,,,,,,,,d87fb734-3de9-4b54-87a0-fdc67d241930,102,,"[42.0, 56.0]",19759,2,,,0.71883,,,Right Foot,,,"[58.0, 70.0]",,Low Pass,21.260292,,Incomplete,Simone Magill,15559.0,,,,,,1,From Goal Kick,Gabrielle George,15575.0,Left Center Back,4,Everton LFC,967,"['b002e2b5-1b0b-4fb9-9978-3e28df224ae2', 'e9107da3-68a0-47d7-a1fc-5f6df0d7a829']",19,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:19.583,Pass,
,,,,,,,,,,,,1.426338,,,,,,,,,,87cfd347-550b-496f-aa76-b75da5d7585a,106,,"[61.0, 9.0]",19759,2,,,2.7744188,,,Right Foot,,,"[48.0, 14.0]",,Ground Pass,13.928389,,,Lia Wälti,10405.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,5,Arsenal WFC,968,['a1d44711-266c-4a1f-aa52-ce09bbea9350'],22,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:22.911,Pass,
,,,,,,,,,,,,2.244524,,,,,,,,,,ebe45831-d565-49f4-889b-111505286b6a,109,,"[46.0, 18.0]",19759,2,,,1.3415644,,,Right Foot,,,"[53.0, 48.0]",,Ground Pass,30.805843,,,Louise Quinn,15621.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Left Center Back,5,Arsenal WFC,968,['bc5cd405-b763-48be-be44-586a36e1e206'],24,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:24.898,Pass,
,,,,,,,,,,,,1.487664,,,,,,,,,,5938e0bf-0397-4074-8c99-4762db6b1016,113,,"[55.0, 48.0]",19759,2,,,0.98279375,,,Right Foot,,,"[73.0, 75.0]",,Ground Pass,32.449963,,,Bethany Mead,15619.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Right Center Back,5,Arsenal WFC,968,"['8dbc8b07-ffb4-4af8-a155-7cfc9d3deab5', 'bbf44a84-51ba-447e-b3e1-387dada3061a']",29,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:29.347,Pass,True
,,,,,,,,,,,,0.53801,,,,,,,,,,19098c46-0a22-4caa-b534-9819886fadbf,117,,"[70.0, 74.0]",19759,2,,,0.0,,,Left Foot,,,"[73.0, 74.0]",,Ground Pass,3.0,,Incomplete,,,,,,,,1,Regular Play,Bethany Mead,15619.0,Left Wing,5,Arsenal WFC,968,"['3638c5fd-fe73-4b35-8fa2-c70e973a100f', 'e25833bf-6bb7-403a-adc5-a0544caedf64']",32,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:32.762,Pass,True
,,,,,,,,,,,,2.435421,,,,,,,,,,8466b667-eeed-4fae-8578-08e0294ef8be,119,,"[77.0, 80.0]",19759,2,,,-2.587285,,,,,,"[56.0, 67.0]",,Low Pass,24.698177,,,Louise Quinn,15621.0,,,,,Throw-in,1,From Throw In,Leah Williamson,18999.0,Right Back,6,Arsenal WFC,968,['eea5d062-a695-47dd-8d5f-d34fbcf880ab'],48,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:48.593,Pass,
,,,,,,,,,,,,3.538917,,,,,,,,,,31376c86-fc33-4d4f-b383-5504c87ee77f,122,,"[57.0, 63.0]",19759,2,,,-1.6152115,,,Right Foot,,,"[55.0, 18.0]",,Low Pass,45.044422,,,Lia Wälti,10405.0,,True,,,,1,From Throw In,Louise Quinn,15621.0,Right Center Back,6,Arsenal WFC,968,['0e612029-27e8-4411-bbae-f81d309864f6'],52,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:52.148,Pass,
,,,,,,,,,,,,2.193723,,,,,,,,,,395ea048-96b8-457a-884c-11f638ba13c1,125,,"[68.0, 7.0]",19759,2,,,0.5232783,,,Left Foot,,,"[94.0, 22.0]",,Low Pass,30.016663,,Incomplete,Vivianne Miedema,15623.0,,,,,,1,From Throw In,Lia Wälti,10405.0,Left Center Back,6,Arsenal WFC,968,"['67f4bdeb-6848-405c-9e67-1f5c24646c48', 'a0ade92a-adbf-4094-88a1-9f46374c9c98']",58,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:58.569,Pass,
,,,,,,,,,,,,1.72866,,,,,,,,,,d798a777-79ee-4723-88fe-4557c181a5ab,133,,"[70.0, 25.0]",19759,3,,,1.1071488,,,Left Foot,,,"[76.0, 37.0]",,Ground Pass,13.416408,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,Recovery,1,From Throw In,Emma Mukandi,18998.0,Left Back,6,Arsenal WFC,968,['b43b7d1c-fceb-4238-aea9-d4137d15f111'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:05.802,Pass,
,,,,,,,,,,,,1.567367,,,,,,,,,,b133f9a8-4a8d-481b-9f4b-809deecc8da4,137,,"[88.0, 39.0]",19759,3,,,0.844154,,,Right Foot,,,"[96.0, 48.0]",,Ground Pass,12.0415945,,,Vivianne Miedema,15623.0,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Midfield,6,Arsenal WFC,968,['dbd70ae0-38a7-4a0b-8f02-dce2976ebf70'],8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:03:08.820,Pass,
