50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.752695,,,,,,,,,,,,af80d7e1-7755-44a0-8342-2b4e7e17e28e,27,,,"[63.4, 34.2]",2275048,0,,,,-1.9309895,,Right Foot,,,,"[54.7, 11.1]",,Ground Pass,,24.684004,,Katharina Baunach,31557.0,,,,,,1,Regular Play,Adriana Kristina Leon,8297.0,Left Wing,3,West Ham United LFC,972,"['1a02d61c-2cdd-4b46-a55d-10735b13fd6f', '8dd2f5d5-d82f-44f9-b3e9-0ab380e70da5']",14,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:14.388,Pass,True
,,,,,,,,,,,,,,,2.151311,,,,,,,,,,,,9c9fd581-a6ea-4a9c-b6bb-1612a25d86c9,30,,,"[50.0, 4.2]",2275048,0,,,,2.8771043,,Right Foot,,,,"[35.6, 8.1]",,Ground Pass,,14.91878,,Laura Vetterlein,31556.0,,,,,,1,Regular Play,Katharina Baunach,31557.0,Left Back,3,West Ham United LFC,972,['cdc76f1f-3626-4965-92ea-051fc57e6744'],18,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:18.080,Pass,
,,,,,,,,,,,,,,,1.871931,,,,,,,,,,,,c07d9fa3-bedc-4ec4-a5c3-50fc3a3065d3,33,,,"[35.0, 20.5]",2275048,0,,,,1.6819339,,Left Foot,,,,"[29.9, 66.2]",,Low Pass,,45.983692,,Gilly Louise Scarlett Flaherty,18151.0,,True,,,,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,3,West Ham United LFC,972,['85102f22-e837-409f-9a06-1c2bc463fd6e'],22,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:22.086,Pass,
,,,,,,,,,,,,,,,1.078189,,,,,,,,,,,,f9430ca1-c6f7-47b9-a18c-52cca9834118,36,,,"[35.6, 69.0]",2275048,0,,,,-1.6767807,,Right Foot,,,,"[33.1, 45.5]",,Ground Pass,,23.632605,,Kate Longhurst,18147.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,3,West Ham United LFC,972,['a8002945-6197-4840-bc78-b4eca1e549ef'],27,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:27.246,Pass,
,,,,,,,,,,,,,,,1.411687,,,,,,,,,,,,ccce83d5-383d-49e0-ac12-715c17a79648,39,,,"[32.2, 39.3]",2275048,0,,,,-1.2504483,,Right Foot,,,,"[39.3, 17.9]",,Ground Pass,,22.547062,,Laura Vetterlein,31556.0,,,,,,1,Regular Play,Kate Longhurst,18147.0,Left Center Midfield,3,West Ham United LFC,972,['f4d2d62f-48e4-4d2b-bb78-b988ef9f2be2'],29,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:29.694,Pass,
,,,,,,,,,,,,,,,1.313655,,,,,,,,,,,,b7fafac9-0145-47a3-9ab4-87888f31dbce,42,,,"[39.5, 17.9]",2275048,0,,,,2.3906636,,Left Foot,,,,"[29.0, 27.7]",,Ground Pass,,14.3628,,Kate Longhurst,18147.0,,,,,,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,3,West Ham United LFC,972,['58ee5a9f-288d-4b25-a4cb-4c7c3c0142a3'],32,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:32.020,Pass,
,,,,,,,,,,,,,,,1.836651,,,,,,,,,,,,0f4486fb-a036-430a-bf31-cd3547ea11f9,45,,,"[29.6, 33.1]",2275048,0,,,,1.3021953,,Left Foot,,,,"[40.5, 72.7]",,Ground Pass,,41.07274,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Kate Longhurst,18147.0,Left Center Midfield,3,West Ham United LFC,972,['682a981a-c9ab-44b2-943f-f969d0d34883'],34,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:34.717,Pass,
,,,,,,,,,,,,,,,0.616568,,,,,,,,,,,,4f5f3581-0d7f-40c3-8305-1b8db2685485,48,,,"[48.2, 70.5]",2275048,0,,,,-0.5597969,,Right Foot,,,,"[55.7, 65.8]",,Ground Pass,,8.850988,,So-Hyun Cho,22798.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,3,West Ham United LFC,972,['7c1ee574-db12-4f90-b120-12fcc1ead912'],39,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:39.461,Pass,
,,,,,,,,,,,,,,,0.774967,,,,,,,,,,,,d70b2de4-8bd0-4a0d-8e38-178c7c1eda20,52,,,"[55.9, 66.2]",2275048,0,,,,2.8309941,,Left Foot,,,,"[47.8, 68.8]",,Ground Pass,,8.507056,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,So-Hyun Cho,22798.0,Right Center Midfield,3,West Ham United LFC,972,"['74966dec-6fd5-4f84-9acd-ff68a57d42a0', '9e6a5ee3-3fc1-4696-955f-9f7859c79666']",40,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:40.230,Pass,True
,,,,,,,,,,,,,,,1.599507,,,,,,,,,,,,5582fd88-9ece-4e46-8ae3-961b259501c3,55,,,"[47.8, 68.8]",2275048,0,,,,-2.0548196,,Right Foot,,,,"[33.5, 41.6]",,Ground Pass,,30.729954,,Kate Longhurst,18147.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,3,West Ham United LFC,972,['94587e04-9390-4333-b890-6a7e2aa41d1e'],42,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:42.109,Pass,
,,,,,,,,,,,,,,,2.5217,,,,,,,,,,,,a405c1f7-2149-4251-baeb-cc03e32cdcef,59,,,"[33.5, 41.2]",2275048,0,,,,1.0902727,,Left Foot,,,,"[43.3, 60.0]",,Ground Pass,,21.200943,Incomplete,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Kate Longhurst,18147.0,Left Center Midfield,3,West Ham United LFC,972,"['1c8656d6-769d-4a4e-877c-9afe57af00e9', 'f1aabe24-8623-4b68-a11a-6402106d5ed7', 'ffb55fd8-7cd6-47d1-afb1-36045809dc2a']",44,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:44.138,Pass,True
,,,,,,,,,,,,,,,3.354402,,,,,,,,,,,,ef2b5376-4f17-4597-99a8-07e6a54da151,69,,,"[6.0, 44.0]",2275048,2,,,,0.20991331,,Right Foot,,,,"[58.1, 55.1]",,High Pass,,53.269318,Incomplete,Kate Longhurst,18147.0,,,,,Goal Kick,1,From Goal Kick,Courtney Brosnan,31555.0,Goalkeeper,4,West Ham United LFC,972,"['8fcc8449-99d7-4a97-8bf1-b70f2f2b9652', '9d8e30ab-6f23-45bb-a2d6-043dc60fba71']",58,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:58.476,Pass,
,,,,,,,,,,,,,,,1.716939,,,,,,,,,,,,8fcc8449-99d7-4a97-8bf1-b70f2f2b9652,71,,,"[62.0, 25.0]",2275048,3,,,True,0.0,,,,,,"[78.7, 25.0]",,High Pass,,16.7,Incomplete,Rianna Dean,31702.0,,,,,Recovery,1,From Goal Kick,Rachel Furness,15706.0,Left Center Midfield,4,West Ham United LFC,972,"['1766ffea-7c1a-443f-a05e-997dcff74a2d', '49f1d3e5-4a43-4b56-bf53-734f8ef8469a', 'e162a113-6f10-45fb-8443-b0b3094d005c', 'ef2b5376-4f17-4597-99a8-07e6a54da151']",1,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:01.831,Pass,True
,,,,,,,,,,,,,,,1.464386,,,,,,,,,,,,4e2a8056-15ec-413e-88d3-54d6b9960839,78,,,"[28.4, 51.9]",2275048,3,,,,-2.9266891,,Left Foot,,,,"[8.7, 47.6]",,Ground Pass,,20.16383,,Courtney Brosnan,31555.0,,,,,Recovery,1,From Goal Kick,Laura Vetterlein,31556.0,Left Center Back,4,West Ham United LFC,972,"['87145076-565f-4e6f-90ed-6f9ad55eb997', 'cfcde36b-0d1a-40ee-8016-fedbf54248b0']",5,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:05.581,Pass,True
,,,,,,,,,,,,,,,2.323034,,,,,,,,,,,,2ae15aa6-e5c9-4148-8244-9febb06e76fd,82,,,"[8.0, 52.3]",2275048,3,,,,0.46011716,,Right Foot,,,,"[53.4, 74.8]",,High Pass,,50.669617,Incomplete,,,,,,,,1,From Goal Kick,Courtney Brosnan,31555.0,Goalkeeper,4,West Ham United LFC,972,"['ce1ecc3a-0239-4f27-991a-de1ea9e4c6a1', 'd13ad204-6165-41f5-a4c6-54daf73eb4b8']",9,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:09.375,Pass,True
,,,,,,,,,,,,,,,2.35306,,,,,,,,,,,,ce1ecc3a-0239-4f27-991a-de1ea9e4c6a1,83,,,"[66.7, 5.3]",2275048,3,,,,1.4405042,,Head,,,,"[68.6, 19.8]",,High Pass,,14.623953,,Chloe Peplow,16397.0,,,,,Recovery,1,From Goal Kick,Siri Worm,15572.0,Left Back,4,West Ham United LFC,972,"['011d2037-bef7-4613-abcb-a6b16f49e225', '2ae15aa6-e5c9-4148-8244-9febb06e76fd']",11,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:11.698,Pass,
,,,,,,,,,,,,,,,0.625563,,,,,,,,,,,,2d249890-088a-4fc6-8e6a-11a7d094c008,99,,,"[91.7, 8.9]",2275048,3,,,,1.0592402,,Left Foot,,,,"[98.1, 20.3]",,Ground Pass,,13.073638,,Martha Thomas,31558.0,,,,,,1,From Goal Kick,Katharina Baunach,31557.0,Left Back,4,West Ham United LFC,972,['5e1ca07b-64b1-4fa3-91a9-b3b7564a2f49'],28,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:28.002,Pass,
,,,,,,,,,,,,,,,2.178621,,,,,,,,,,,,46a77056-284d-4c2a-bcbe-0205d2aeac88,103,,,"[97.0, 20.9]",2275048,3,,,,-0.6812982,,Right Foot,,,,"[108.1, 11.9]",,Ground Pass,,14.290207,,Katharina Baunach,31557.0,,,,,,1,From Goal Kick,Martha Thomas,31558.0,Center Attacking Midfield,4,West Ham United LFC,972,"['3f675b82-e71e-486d-b083-39e558bedc78', '959b7e0a-0c5f-4760-9a7d-f23808b45df7']",28,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:28.668,Pass,True
,,,,,,,,,,,,,,,1.636466,,,,,,,,,,,,64cb11f1-e8b2-48c3-b8ea-58116af349e5,107,,,"[109.9, 12.3]",2275048,3,,,,1.5902383,,Left Foot,True,,,"[109.2, 48.3]",,High Pass,,36.006805,,Alisha Lehmann,18153.0,,,,,,1,From Goal Kick,Katharina Baunach,31557.0,Left Back,4,West Ham United LFC,972,['ca1fb419-dd97-4796-ab6e-602372d398cb'],31,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:31.147,Pass,
,,,,,,,,,,,,,,,2.902168,,,,,,,,,,,,090698af-b104-4786-a58f-607e8bb0cd40,111,,,"[7.0, 36.1]",2275048,4,,,,0.6193731,,Right Foot,,,,"[50.2, 66.9]",,High Pass,,53.055443,,Rosella Ayane,21048.0,,,,,Goal Kick,1,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,5,Tottenham Hotspur Women,749,['c9397647-ed7a-452c-8c45-c1ad80a74a42'],5,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:05.438,Pass,
,,,,,,,,,,,,,,,1.686171,,,,,,,,,,,,12206374-7d7e-4578-81db-0b50a72e8086,115,,,"[54.9, 0.1]",2275048,4,,,,0.29277316,,,,,,"[75.8, 6.4]",,High Pass,,21.82888,Incomplete,Martha Thomas,31558.0,,,,,Throw-in,1,From Throw In,Katharina Baunach,31557.0,Left Back,6,West Ham United LFC,972,"['8646138c-505a-4714-864a-680405633aec', 'e4fc8de8-8121-41d1-812d-60d3fcd47828']",20,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:20.378,Pass,
,,,,,,,,,,,,,,,0.925998,,,,,,,,,,,,624d4a9c-cfa1-4631-ac84-b9edbf77eb2f,119,,,"[45.8, 78.0]",2275048,4,,,True,0.037717953,,,,,,"[51.1, 78.2]",,Low Pass,,5.3037724,,Rosella Ayane,21048.0,,,,,Recovery,1,From Throw In,Ria Percival,18145.0,Right Back,6,West Ham United LFC,972,"['a1ba90da-7eb9-4aeb-b414-15a3c8bdfff3', 'b6264dfa-8ccd-4427-916c-9f4e3b33cfe5']",25,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:25.239,Pass,True
,,,,,,,,,,,,,,,1.099323,,,,,,,,,,,,fa285b66-dfb6-45ac-8f81-c2d987f57f2b,123,,,"[69.9, 0.1]",2275048,4,,,,0.9801759,,,,,,"[75.8, 8.9]",,High Pass,,10.5948105,,Kate Longhurst,18147.0,,,,,Throw-in,1,From Throw In,Katharina Baunach,31557.0,Left Back,7,West Ham United LFC,972,['5eaccaf0-f540-4a72-9dc0-38d840a8a33b'],40,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:40.835,Pass,
,,,,,,,,,,,,,,,0.321618,,,,,,,,,,,,5e7a66fc-13f3-44cc-976d-6d8672db3d1c,127,,,"[72.0, 8.7]",2275048,4,,,,-0.066568166,,Left Foot,,,,"[75.0, 8.5]",,Ground Pass,,3.0066593,Incomplete,,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Left Center Midfield,7,West Ham United LFC,972,"['8149de3f-8a6a-4fcc-b9f3-aed55806c6db', 'fa714c2a-b5db-41c9-b7ea-acd9efb15d3b']",42,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:42.543,Pass,True
,,,,,,,,,,,,,,,0.64763,,,,,,,,,,,,72d6f8fd-f88c-405a-9840-b3b7fdbcf663,129,,,"[50.0, 75.9]",2275048,4,,,,-0.8017901,,Left Foot,,,,"[56.0, 69.7]",,Ground Pass,,8.627862,Incomplete,Rachel Furness,15706.0,,,,,Recovery,1,From Throw In,Rosella Ayane,21048.0,Right Wing,7,West Ham United LFC,972,"['55dbefb3-b2a0-4150-ba24-0916b4c5916c', 'c2273530-ebe0-4fdd-9f90-6c9406643f40']",43,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:04:43.617,Pass,
,,,,,,,,,,,,,,,0.495957,,,,,,,,,,,,c2273530-ebe0-4fdd-9f90-6c9406643f40,131,,,"[64.1, 10.4]",2275048,4,,,,-0.39479113,,Left Foot,,,,"[71.3, 7.4]",,Ground Pass,,7.8,,Kate Longhurst,18147.0,,,,,Recovery,1,From Throw In,Tessel Middag,23217.0,Right Wing,7,West Ham United LFC,972,"['72d6f8fd-f88c-405a-9840-b3b7fdbcf663', '9525c2d1-0bd7-4ab7-b3fe-d457aa03c08c']",44,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:44.265,Pass,
,,,,,,,,,,,,,,,0.864208,,,,,,,,,,,,301b7387-5b13-4e9f-8e0f-b6e0d0a01a3a,135,,,"[70.1, 6.1]",2275048,4,,,,-3.1126153,,Left Foot,,,,"[63.2, 5.9]",,Ground Pass,,6.902898,,Katharina Baunach,31557.0,,,,,,1,From Throw In,Kate Longhurst,18147.0,Left Center Midfield,7,West Ham United LFC,972,"['9bbf1de3-49d5-46f9-b5b4-38c960eaf40f', 'a8e53cb7-6743-4b5a-99cc-4a3078e5e467']",45,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:45.480,Pass,True
,,,,,,,,,,,,,,,2.089529,,,,,,,,,,,,1b0bad29-9ee5-49cd-8fb1-088bd3b3c704,138,,,"[63.2, 5.9]",2275048,4,,,,2.1061683,,Left Foot,,,,"[47.6, 32.2]",,Low Pass,,30.578587,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,From Throw In,Katharina Baunach,31557.0,Left Back,7,West Ham United LFC,972,['43cfc2ac-9aa1-4838-8ed3-032c479e716a'],46,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:46.479,Pass,
,,,,,,,,,,,,,,,1.481053,,,,,,,,,,,,600b0e9f-0b1c-4412-a3cc-241e432f3116,141,,,"[50.4, 48.1]",2275048,4,,,,1.0240074,,Right Foot,,,,"[63.0, 68.8]",,Ground Pass,,24.233242,,Cecilie Redisch Kvamme,31553.0,,,,,,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,['5ccf671f-23bb-4cea-9009-bd95bdc18037'],50,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:50.589,Pass,
,,,,,,,,,,,,,,,1.317632,,,,,,,,,,,,2f1131f2-036d-4713-996a-a21d306f3f78,145,,,"[63.0, 61.3]",2275048,4,,,,-1.9981434,,Right Foot,,,,"[48.7, 29.9]",,Ground Pass,,34.5029,,Laura Vetterlein,31556.0,,,,,,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Back,7,West Ham United LFC,972,['c0207022-7b93-42e9-95de-89c59670f698'],54,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:54.407,Pass,
,,,,,,,,,,,,,,,1.814346,,,,,,,,,,,,9e74dcf7-9fda-47d7-8b99-60987f54f902,148,,,"[48.7, 29.9]",2275048,4,,,,1.5358455,,Left Foot,,,,"[49.7, 58.5]",,Ground Pass,,28.617477,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,From Throw In,Laura Vetterlein,31556.0,Left Center Back,7,West Ham United LFC,972,['30fef157-a8cf-49a1-8c05-7b943649e45e'],59,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:59.131,Pass,
