50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,545a598b-109b-4134-988c-784560b192c2,1,,,,3764236,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 15726, 'name': 'Lauren Bruton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,029e4f43-abbd-47be-8f69-56f34bb39c8e,2,,,,3764236,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 46538, 'name': 'Ella Franklin-Fraiture'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10159, 'name': 'Diana Micaela Abreu de Sousa e Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 10102, 'name': 'Stine Larsen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Aston Villa,2647,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7a3aef22-78f9-4ce4-b2a0-1bb2baac352b,3,,,,3764236,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['38b018ff-3b0d-4a86-9f76-0e1d144396da'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,38b018ff-3b0d-4a86-9f76-0e1d144396da,4,,,,3764236,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Reading WFC,974,['7a3aef22-78f9-4ce4-b2a0-1bb2baac352b'],0,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,66ae2e81-db37-42e7-8c77-2915075a227d,1479,,,,3764236,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,94,Aston Villa,2647,['2e54e7b3-54da-47cd-93cf-9b82bbb6fe4f'],0,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2e54e7b3-54da-47cd-93cf-9b82bbb6fe4f,1480,,,,3764236,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,94,Aston Villa,2647,['66ae2e81-db37-42e7-8c77-2915075a227d'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.054285,,,,,,,,,,,,,,,fb373301-a3a2-4e9f-8ffa-a1345c796367,5,,,"[60.0, 40.0]",3764236,0,,,-3.0570488,,Right Foot,,,,"[48.2, 39.0]",,Ground Pass,,11.842297,,,,,Fara Williams,10251.0,,,,,Kick Off,1,From Kick Off,Amalie Vevle Eikeland,26570.0,Center Attacking Midfield,2,Reading WFC,974,['aba60cfc-df1c-41f2-a4fb-69ab4478d3c0'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.285,Pass,
,,,,,,,,,,,,,,,1.835637,,,,,,,,,,,,,,,c4af48d9-3a88-4031-812e-ee1258f08a4d,8,,,"[51.3, 38.5]",3764236,0,,,-1.5769691,,Right Foot,,,,"[51.1, 6.1]",,Low Pass,,32.400616,,,,,Emma Mukandi,18998.0,,,,,,1,From Kick Off,Fara Williams,10251.0,Center Defensive Midfield,2,Reading WFC,974,['759b029b-52b6-475e-8aed-8114262c853f'],2,,,,,,,,,,,,,,,,Reading WFC,974,00:00:02.279,Pass,
,,,,,,,,,,,,,,,1.053814,,,,,,,,,,,,,,,60d5a7c6-70f2-4bf4-92f4-4fea588b466e,11,,,"[48.5, 5.5]",3764236,0,,,2.532635,,Left Foot,,,,"[33.3, 16.1]",,Ground Pass,,18.531055,,,,,Molly Bartrip,21021.0,,,,,,1,From Kick Off,Emma Mukandi,18998.0,Left Back,2,Reading WFC,974,['92963b48-1e74-4b67-a63d-287947bcb931'],5,,,,,,,,,,,,,,,,Reading WFC,974,00:00:05.363,Pass,
,,,,,,,,,,,,,,,2.034583,,,,,,,,,,,,,,,81885a25-c2aa-4044-9b53-ca64d309a4d5,14,,,"[32.9, 17.9]",3764236,0,,,1.7448,,Right Foot,,,,"[28.4, 43.5]",,Ground Pass,,25.992498,,,,,Deanna Cooper,20061.0,,,,,,1,From Kick Off,Molly Bartrip,21021.0,Left Center Back,2,Reading WFC,974,['2c688557-8aee-4f39-a3ef-a194e9ee885a'],7,,,,,,,,,,,,,,,,Reading WFC,974,00:00:07.539,Pass,
