ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1931af9f-ac5e-4009-8137-5d3e5b41f5ff,1,,,3775650,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10108, 'name': 'Pernille Mosegaard Harder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6390bbcc-af5d-489c-8737-0f5c52af7a41,2,,,3775650,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 26}, {'player': {'id': 22798, 'name': 'So-Hyun Cho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 5058, 'name': 'Rachel Daly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 29}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 31558, 'name': 'Martha Thomas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dc972fc5-0128-401d-8028-52c3b7533553,3,,,3775650,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['4251d361-3d23-41a7-89f8-048d374dd9fa'],0,,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4251d361-3d23-41a7-89f8-048d374dd9fa,4,,,3775650,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['dc972fc5-0128-401d-8028-52c3b7533553'],0,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ee19e15d-1192-4726-85ef-817cc028eb2e,1727,,,3775650,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Chelsea FCW,971,['1f4d2479-8394-4a15-baed-7ab89f7124c8'],0,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1f4d2479-8394-4a15-baed-7ab89f7124c8,1728,,,3775650,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Chelsea FCW,971,['ee19e15d-1192-4726-85ef-817cc028eb2e'],0,,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.256939,,,,,,,,,,,,28ac57ca-f174-4b16-a702-343f40afd1e3,5,,"[61.0, 40.1]",3775650,0,,,,,2.9242992,,Right Foot,,,"[53.3, 41.8]",,Ground Pass,,7.8854294,,,,,So-Hyun Cho,22798.0,,,,,Kick Off,1,From Kick Off,Martha Thomas,31558.0,Center Forward,2,West Ham United LFC,972,['0eaaf0d1-6ceb-442c-a482-d4b784ccc3bc'],0,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.270,Pass,
,,,,,,,,,,,,,,,2.818697,,,,,,,,,,,,375c96dd-37ee-4bc7-983d-a85c16e29999,7,,"[53.2, 41.5]",3775650,0,,,,,-0.3768239,,Right Foot,,,"[95.4, 24.8]",,High Pass,,45.384247,,,Incomplete,,Kate Longhurst,18147.0,,,,,,1,From Kick Off,So-Hyun Cho,22798.0,Center Defensive Midfield,2,West Ham United LFC,972,"['597ef9e8-b52c-4f57-a1ca-aea6eef9ab90', '97bb7879-13cb-48ae-ae68-9bb1398db2a2']",1,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:01.527,Pass,
,,,,,,,,,,,,,,,1.536461,,,,,,,,,,,,97bb7879-13cb-48ae-ae68-9bb1398db2a2,9,,"[24.7, 55.3]",3775650,0,,,,,-0.114254326,,Head,,,"[36.9, 53.9]",,High Pass,,12.280066,,,Incomplete,,So-Yun Ji,4647.0,,,,,Recovery,1,From Kick Off,Maren Nævdal Mjelde,10395.0,Right Center Back,2,West Ham United LFC,972,"['1055cd7f-d3d2-460f-89e1-de5102f84b5b', '375c96dd-37ee-4bc7-983d-a85c16e29999', 'ec96795f-1083-4179-9cff-4dbee45314e4']",4,,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:04.346,Pass,
,,,,,,,,,,,,,,,2.548648,,,,,,,,,,,,1055cd7f-d3d2-460f-89e1-de5102f84b5b,11,,"[83.2, 26.2]",3775650,0,,,,,-1.5317537,,Head,,,"[84.2, 0.6]",,High Pass,,25.619524,,,Out,,Laura Vetterlein,31556.0,,,,,Recovery,1,From Kick Off,Martha Thomas,31558.0,Center Forward,2,West Ham United LFC,972,"['81b9bef8-c901-4ea1-9815-ef9cd55bcd54', '97bb7879-13cb-48ae-ae68-9bb1398db2a2']",5,,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:05.882,Pass,
