50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.239028,,,,,,,,,,658335d6-59b2-47de-b9c9-12b3faced0d0,19,,"[99.2, 64.6]",3775565,0,,,,-1.4121411,,Right Foot,,,"[100.0, 59.6]",,Ground Pass,,5.063596,,Incomplete,,Pernille Mosegaard Harder,10108.0,,,,,,1,From Kick Off,Melanie Leupolz,15648.0,Left Defensive Midfield,2,Chelsea FCW,971,"['74d8b942-bbf4-43dc-ba7c-b535538a6f43', 'b258a1e8-0be6-4c8c-aa1a-4f99bff2c621']",15,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.208,Pass,
,,,,,,,,,,,,,,,4.359311,,,,,,,,,,dabba3a1-6130-444c-87d7-47299a54020b,23,,"[32.3, 18.2]",3775565,0,,,,0.11233002,,Right Foot,,,"[97.9, 25.6]",,High Pass,,66.01606,,Incomplete,,Claudia Walker,15580.0,,,,,,1,From Kick Off,Mollie Green,47520.0,Left Center Midfield,2,Chelsea FCW,971,"['3bb2b9f3-a0ab-4635-a826-345b7913adfc', 'cee046e7-0245-409f-ad90-25a21ee477e8']",17,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:17.868,Pass,
,,,,,,,,,,,,,,,3.399609,,,,,,,,,,3bb2b9f3-a0ab-4635-a826-345b7913adfc,25,,"[22.2, 54.5]",3775565,0,,,,-1.3657423,,Right Foot,,,"[29.5, 19.4]",,Ground Pass,,35.85108,,,,Magdalena Lilly Eriksson,4633.0,,,,,Recovery,1,From Kick Off,Ann-Katrin Berger,15560.0,Goalkeeper,2,Chelsea FCW,971,"['cf4b6f70-b765-4194-baa3-7e87c67cb6d6', 'dabba3a1-6130-444c-87d7-47299a54020b']",22,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:22.227,Pass,
,,,,,,,,,,,,,,,3.197661,,,,,,,,,,94ecfdc1-cf6f-4078-9c30-96be2e29f5a7,28,,"[52.5, 17.9]",3775565,0,,,,0.7117927,,Left Foot,,,"[94.0, 53.7]",,High Pass,,54.807755,,Incomplete,,Francesca Kirby,4641.0,,,,,,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Chelsea FCW,971,"['1ad2fb4c-d22b-4b7b-b0f4-e05106a875ef', 'eb377abe-6e5c-405d-a816-fc38a2d94df9']",30,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:30.867,Pass,
,,,,,,,,,,,,,,,1.108035,,,,,,,,,,8cc2ff82-49ba-4d8f-936c-bfb5873a470e,32,,"[31.4, 29.2]",3775565,0,,,,1.2569612,,Right Foot,,,"[35.1, 40.6]",,Ground Pass,,11.985408,,,,Mollie Green,47520.0,,,,,,1,Regular Play,Harriet Scott,19592.0,Left Back,3,Birmingham City WFC,969,['0e1af463-7904-4ffe-afac-1ae59f5722d4'],35,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:35.422,Pass,
,,,,,,,,,,,,,,,1.359425,,,,,,,,,,63542463-8631-492a-b8b6-84c31f9e3a56,35,,"[35.1, 40.6]",3775565,0,,,,2.1112158,,Right Foot,,,"[26.1, 55.6]",,Ground Pass,,17.492855,,,,Georgia Brougham,15574.0,,,,,,1,Regular Play,Mollie Green,47520.0,Left Center Midfield,3,Birmingham City WFC,969,['eeced0eb-476e-4567-8aca-8798cdfbeb67'],36,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:36.628,Pass,
,,,,,,,,,,,,,,,1.238334,,,,,,,,,,3fd0317f-f572-4c55-ad50-61288cf631c6,38,,"[31.9, 62.5]",3775565,0,,,,0.2914568,,Right Foot,,,"[47.9, 67.3]",,Ground Pass,,16.70449,,,,Christie Murray,15628.0,,,,,,1,Regular Play,Georgia Brougham,15574.0,Right Center Back,3,Birmingham City WFC,969,['456213c5-86bf-40ce-a497-1de5266685bd'],40,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:40.778,Pass,
,,,,,,,,,,,,,,,1.649796,,,,,,,,,,37814302-be2a-48df-9903-d3ef99821cb9,41,,"[47.9, 67.3]",3775565,0,,,,1.1982421,,Right Foot,,,"[51.3, 76.0]",,Low Pass,,9.340771,,,,Sarah Emma Mayling,19500.0,,,,,,1,Regular Play,Christie Murray,15628.0,Right Midfield,3,Birmingham City WFC,969,['4c75bce2-6d42-48a9-a28f-285f5003d61d'],42,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:42.056,Pass,
,,,,,,,,,,,,,,,2.561579,,,,,,,,,,39aa1780-11ea-4a55-84b8-7a78396dffe0,48,,"[38.5, 8.3]",3775565,0,,,,2.4992957,,Right Foot,,,"[11.9, 28.2]",,Ground Pass,,33.220024,,,,Ann-Katrin Berger,15560.0,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Left Wing,4,Chelsea FCW,971,['a4d77133-4272-4dbc-9771-c6ca5b2af495'],47,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:47.919,Pass,
,,,,,,,,,,,,,,,2.623409,,,,,,,,,,1e71640e-1381-4227-92d5-aaa905af7c1c,51,,"[14.8, 31.0]",3775565,0,,,,1.0056905,,Right Foot,,,"[40.1, 70.9]",,Low Pass,,47.245106,,,,Niamh Charles,15631.0,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,4,Chelsea FCW,971,['b463f6d8-65ed-4e93-8a8d-385864afae2d'],52,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:52.121,Pass,
,,,,,,,,,,,,,,,1.258886,,,,,,,,,,2946bae3-487e-486c-a3e9-bf40b610e010,54,,"[47.0, 68.5]",3775565,0,,,,-2.7463315,,Right Foot,,,"[31.9, 62.2]",,Ground Pass,,16.36154,,,,Millie Bright,4642.0,,,,,,1,Regular Play,Niamh Charles,15631.0,Right Back,4,Chelsea FCW,971,['cf4242c9-fbbc-4edf-8725-8ceb107f85bc'],57,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:57.754,Pass,
,,,,,,,,,,,,,,,1.754791,,,,,,,,,,54cb07eb-20a9-455d-a533-1189ccdeaa97,57,,"[33.7, 61.2]",3775565,1,,,,-1.3965259,,Right Foot,,,"[41.2, 18.6]",,Ground Pass,,43.255173,,,,Magdalena Lilly Eriksson,4633.0,,,True,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,['44dec0a7-b862-48af-8061-819f590bf270'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:00.253,Pass,
,,,,,,,,,,,,,,,1.974764,,,,,,,,,,b7fb2a30-1f06-49be-a27d-4015c3f9ec1b,60,,"[47.7, 21.3]",3775565,1,,,,-0.69799256,,Left Foot,,,"[68.8, 3.6]",,Ground Pass,,27.540878,,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,4,Chelsea FCW,971,['af9d7b3c-ec79-419e-94e5-93ba1999d76c'],3,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:03.753,Pass,
,,,,,,,,,,,,,,,0.547166,,,,,,,,,,e7038110-8737-448c-85f3-1215bbddb50b,63,,"[68.8, 4.1]",3775565,1,,,,2.329174,,Left Foot,,,"[67.0, 6.0]",,Ground Pass,,2.6172504,,,,Pernille Mosegaard Harder,10108.0,,,,,,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Chelsea FCW,971,['e37d64d7-b681-48b5-81ed-8ebad5117cc8'],6,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:06.528,Pass,
,,,,,,,,,,,,,,,0.858134,,,,,,,,,,c23310a5-ef99-4c8b-bbbd-81d093fa82ab,66,,"[67.0, 6.5]",3775565,1,,,,0.29520813,,Right Foot,,,"[84.1, 11.7]",,Ground Pass,,17.873165,,,,Erin Cuthbert,4660.0,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,4,Chelsea FCW,971,['1716f1a2-029f-4305-aab3-589439f18a9a'],7,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:07.835,Pass,
,,,,,,,,,,,,,,,1.63162,,,,,,,,,,891004e6-84ca-4d1d-b857-254c9cf09e9d,68,,"[81.8, 11.7]",3775565,1,,,,-1.142222,,Right Foot,,,"[87.1, 0.1]",,Ground Pass,,12.753431,,Out,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,Regular Play,Erin Cuthbert,4660.0,Left Wing,4,Chelsea FCW,971,['16a79f80-3029-4473-bd94-8ac90c6a781b'],8,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:08.693,Pass,
,,,,,,,,,,,,,,,1.048591,,,,,,,,,,3e2e230c-00a3-40f0-90b4-2e416d651021,70,,"[35.7, 80.0]",3775565,1,,,,-0.39967808,,,,,"[47.3, 75.1]",,Low Pass,,12.592458,,Incomplete,,Christie Murray,15628.0,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,5,Birmingham City WFC,969,"['6d87d61d-7a0a-45a5-bddb-b3f1573fc558', '978eebf3-f61e-4842-adc6-7c013cf63c32']",26,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.986,Pass,
,,,,,,,,,,,,,,,1.717611,,,,,,,,,,a2a6e283-5dfc-4edc-a763-c9d89d5221b1,75,,"[34.6, 67.5]",3775565,1,,,,-2.3282688,,Left Foot,,,"[25.9, 58.3]",,High Pass,,12.662148,,,,Gemma Lawley,46718.0,,,,,Recovery,1,From Throw In,Christie Murray,15628.0,Right Midfield,5,Birmingham City WFC,969,['05723872-42b7-4126-9f4c-2ac27b238047'],31,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:31.924,Pass,
,,,,,,,,,,,,,,,1.261658,,,,,,,,,,4be6fc20-2b13-4495-9e81-9e4a14972c9d,78,,"[24.6, 57.5]",3775565,1,,,,-0.24497867,,Right Foot,,,"[33.0, 55.4]",,Low Pass,,8.658522,,Incomplete,,Emma Rose Kelly,34375.0,,,,,,1,From Throw In,Gemma Lawley,46718.0,Center Defensive Midfield,5,Birmingham City WFC,969,"['8aea3c6b-0ec1-45c1-859c-dcbbe94661d4', 'c94c5b18-df67-4986-b11c-13ce5a480d10']",33,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:33.682,Pass,
,,,,,,,,,,,,,,,1.351016,,,,,,,,,,b45299bd-b965-45e9-bcea-9375ec2eff5e,84,,"[89.4, 30.0]",3775565,1,,,,1.4677147,,Right Foot,,,"[90.0, 35.8]",,Ground Pass,,5.8309517,,,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Pernille Mosegaard Harder,10108.0,Center Attacking Midfield,6,Chelsea FCW,971,"['14ca2e10-c8d1-45ef-a84a-d05ff6dd8954', '341c8a18-4bcf-4403-8e48-96c2477f1440']",37,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:37.031,Pass,True
,,,,,,,,,,,,,,,1.410141,,,,,,,,,,f963e773-0785-40b5-b57f-509c7bcec01b,86,,"[91.3, 35.8]",3775565,1,,,,2.0500677,,Right Foot,,,"[78.1, 61.2]",,Ground Pass,,28.625164,,,,Niamh Charles,15631.0,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Wing,6,Chelsea FCW,971,['f678e413-bb79-483f-9e4e-36904c975d8d'],38,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:38.382,Pass,
,,,,,,,,,,,,,,,1.341446,,,,,,,,,,28154a37-0ec9-4d38-9207-28e58572d65b,93,,"[110.3, 80.0]",3775565,1,,,,-2.4558632,,,,,"[103.7, 74.6]",,Low Pass,,8.527602,,,,Francesca Kirby,4641.0,,,,,Throw-in,1,From Throw In,Niamh Charles,15631.0,Right Back,7,Chelsea FCW,971,['8a5fc718-84fc-48a9-ba7d-419bafa97bd9'],48,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:48.961,Pass,
,,,,,,,,,,,,,,,0.6078,,,,,,,,,,e8447d84-93bf-4d4b-afdc-0b87607c61c1,96,,"[101.1, 74.6]",3775565,1,,,,-1.7575701,,Right Foot,,,"[98.7, 61.9]",,Ground Pass,,12.924783,,,,Melanie Leupolz,15648.0,,,,,,1,From Throw In,Francesca Kirby,4641.0,Right Wing,7,Chelsea FCW,971,['3c01b16c-13ac-4453-b921-9a410266c8dd'],51,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:51.198,Pass,
,,,,,,,,,,,,,,,0.921533,,,,,,,,,,a62a3006-10bb-46ec-b47d-ae25fa5994d6,99,,"[98.7, 61.9]",3775565,1,,,,1.3317581,,Right Foot,,,"[101.6, 73.8]",,Ground Pass,,12.248265,,,,Niamh Charles,15631.0,,,,,,1,From Throw In,Melanie Leupolz,15648.0,Left Defensive Midfield,7,Chelsea FCW,971,['bf7e76c6-19a1-4c95-8772-a4b68b9c5b7c'],52,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:52.725,Pass,
,,,,,,,,,,,,,,,3.674255,,,,,,,,,,18617967-c2f0-4388-b8b8-8680e63cee3c,102,,"[102.7, 72.7]",3775565,1,,,,-0.7143107,,Right Foot,,,"[120.0, 57.7]",,Ground Pass,,22.897379,,Out,,Melanie Leupolz,15648.0,,,,,,1,From Throw In,Niamh Charles,15631.0,Right Back,7,Chelsea FCW,971,['a77ad60a-f957-4cfb-a5a1-2dc4a9c22e1d'],54,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:54.221,Pass,
,,,,,,,,,,,,,,,3.768574,,,,,,,,,,40f5413c-f111-4347-b87c-debd56d2a4b1,106,,"[7.0, 36.1]",3775565,2,,,,-0.23903814,,Right Foot,,,"[66.5, 21.6]",,High Pass,,61.241325,,Incomplete,,Emma Rose Kelly,34375.0,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,8,Birmingham City WFC,969,"['121bd01c-067b-4935-ae31-2e25ff3d76fe', 'da2b39cb-8735-423e-b513-07aa86256593']",30,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:30.241,Pass,
,,,,,,,,,,,,,,,1.502803,,,,,,,,,,da2b39cb-8735-423e-b513-07aa86256593,109,,"[53.6, 58.5]",3775565,2,,,True,-0.98415244,,,,,"[64.9, 41.5]",,Low Pass,,20.412987,,Incomplete,,Drew Spence,4638.0,,,,,Recovery,1,From Goal Kick,Millie Bright,4642.0,Right Center Back,8,Birmingham City WFC,969,"['137a0665-dd9b-4cbe-a05b-789e99fb0799', '40f5413c-f111-4347-b87c-debd56d2a4b1', '70f043a1-ccc6-4d25-b0b9-53f1fbbb56e9', 'ca5d33fb-6f4a-4375-a0d2-a7cb38c1c5d4']",34,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:34.009,Pass,True
,,,,,,,,,,,,,,,2.62075,,,,,,,,,,70f043a1-ccc6-4d25-b0b9-53f1fbbb56e9,111,,"[55.2, 38.6]",3775565,2,,,,1.0670811,,Right Foot,,,"[64.9, 56.2]",,Low Pass,,20.09602,,,,Sarah Emma Mayling,19500.0,,,,,Recovery,1,From Goal Kick,Christie Murray,15628.0,Right Midfield,8,Birmingham City WFC,969,"['6add11c9-642a-4297-82d9-53a8263fba65', 'da2b39cb-8735-423e-b513-07aa86256593']",35,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:35.512,Pass,
,,,,,,,,,,,,,,,1.846084,,,,,,,,,,9da03703-3811-4cee-88fe-4ac996dd3b13,114,,"[75.5, 67.8]",3775565,2,,,,-0.3954803,,Right Foot,,,"[106.4, 54.9]",,Ground Pass,,33.484623,,Incomplete,,Christie Murray,15628.0,,,,,,1,From Goal Kick,Sarah Emma Mayling,19500.0,Right Back,8,Birmingham City WFC,969,"['bdbc1c21-bfa3-4001-9d92-57e9bddb32c1', 'f6bb56a8-48c7-46f2-9f53-282661674e10']",39,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:39.908,Pass,
,,,,,,,,,,,,,,,1.786118,,,,,,,,,,61ab2889-7adf-41f9-8584-d1f52dfb785b,118,,"[21.6, 3.0]",3775565,2,,,,-0.1432898,,Left Foot,,,"[41.7, 0.1]",,High Pass,,20.308126,,Out,,Samantha May Kerr,4961.0,,,,,,1,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,8,Birmingham City WFC,969,['be1ad97a-1d47-4df4-b479-87d5e178e53b'],44,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:44.375,Pass,
,,,,,,,,,,,,,,,1.999265,,,,,,,,,,767a5509-5f9e-4fbb-944e-48546206eb48,120,,"[65.8, 80.0]",3775565,3,,,,-0.19573718,,,,,"[100.6, 73.1]",,Low Pass,,35.47746,,,,Christie Murray,15628.0,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,9,Birmingham City WFC,969,['3e26b436-5b64-483d-860c-ac392b23c818'],16,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:16.054,Pass,
,,,,,,,,,,,,,,,0.568558,,,,,,,,,,4191429c-55c7-4ebf-bcc1-6dbd14903030,127,,"[15.3, 2.0]",3775565,3,,,,-0.18594567,,Left Foot,,,"[25.4, 0.1]",,Low Pass,,10.277159,,Out,,,,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Birmingham City WFC,969,,19,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:19.560,Pass,
,,,,,,,,,,,,,,,1.380655,,,,,,,,,,48f76ad8-f7fc-4b23-acd8-c6666bf3bc7b,128,,"[104.1, 80.0]",3775565,3,,,,-2.4558632,,,,,"[95.3, 72.8]",,Low Pass,,11.370136,,,,Emma Rose Kelly,34375.0,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,10,Birmingham City WFC,969,['3294ca70-5871-48ff-9b3b-3cfd1cb958c7'],33,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:33.209,Pass,
