50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,33795f8c-cd11-48e0-a810-b3ec5ae4d5a7,1,,,,2275142,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 32618, 'name': 'Martha Harris'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 31531, 'name': 'Lauren James'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,36f74394-f7dc-4afe-a486-13d85e024803,2,,,,2275142,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,362c0508-456f-4fca-bcc0-2f7c44512346,3,,,,2275142,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['c7e06ab2-e05d-41c4-9163-ea11e2790110'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c7e06ab2-e05d-41c4-9163-ea11e2790110,4,,,,2275142,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['362c0508-456f-4fca-bcc0-2f7c44512346'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c7106cfb-3eb7-4361-b715-c75f5d0f935a,1625,,,,2275142,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Bristol City WFC,973,['af131d3c-f27b-4e8d-880d-d0d90fa0e386'],0,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,af131d3c-f27b-4e8d-880d-d0d90fa0e386,1626,,,,2275142,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Bristol City WFC,973,['c7106cfb-3eb7-4361-b715-c75f5d0f935a'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.303518,,,,,,,,,,,116229a9-2810-409f-9495-a2c8f840efbd,5,,,"[61.0, 40.1]",2275142,0,,,,,2.9541636,,Right Foot,,,"[55.2, 41.2]",,Ground Pass,,5.903389,,,,Jackie Groenen,10654.0,,,,,Kick Off,1,From Kick Off,Lauren James,31531.0,Center Forward,2,Manchester United,1475,['b925817a-d2e4-4f44-b729-e857dd9ce5f5'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.430,Pass,
,,,,,,,,,,,,,,,,,1.08702,,,,,,,,,,,3a005286-d9bd-4d85-bcfd-a7eaa1755ac6,9,,,"[67.8, 29.7]",2275142,0,,,,,-1.8817946,,Right Foot,,,"[65.1, 21.3]",,Ground Pass,,8.823265,,,,Katie Zelem,31540.0,,,,,,1,From Kick Off,Jackie Groenen,10654.0,Center Attacking Midfield,2,Manchester United,1475,"['4dfe19b5-b420-4288-92dd-e174aa07360b', 'fb613783-3b09-4fd0-b1fd-c0dd5a941040']",3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:03.328,Pass,True
,,,,,,,,,,,,,,,,,1.263176,,,,,,,,,,,1251c0a9-c97b-4045-9a07-a15332b2832e,12,,,"[65.1, 21.1]",2275142,0,,,,,-1.7721134,,Left Foot,,,"[62.1, 6.4]",,Ground Pass,,15.002999,,,,Martha Harris,32618.0,,,,,,1,From Kick Off,Katie Zelem,31540.0,Left Center Midfield,2,Manchester United,1475,['0bef83b6-ed72-4352-9f16-d50e63721a1f'],5,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:05.574,Pass,
,,,,,,,,,,,,,,,,,0.920413,,,,,,,,,,,144f1a84-dd08-4f35-80f2-6372198b1fe3,15,,,"[63.8, 6.6]",2275142,0,,,,,-0.0914112,,Right Foot,,,"[75.8, 5.5]",,Ground Pass,,12.050311,,,,Leah Galton,31539.0,,,,,,1,From Kick Off,Martha Harris,32618.0,Left Back,2,Manchester United,1475,['b2f4f2d5-9275-4f00-96a5-8f5e21fb6f22'],7,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:07.675,Pass,
