50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,beed885f-a90d-4c1c-b56f-cba67424158e,1,,,19733,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15567, 'name': 'Paige Williams'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 37}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3ac2aafe-29a0-42a3-a444-0204cacbb848,2,,,19733,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32a8d106-3b23-4e9f-8635-3c1055a85aaa,3,,,19733,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['9843ad72-c766-4ebf-b600-226b84131116'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9843ad72-c766-4ebf-b600-226b84131116,4,,,19733,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['32a8d106-3b23-4e9f-8635-3c1055a85aaa'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,28839ee1-d54b-412f-9442-5818c0da0b05,1936,,,19733,45,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Birmingham City WFC,969,['019358ac-46bf-4817-b4ce-699672371bff'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,019358ac-46bf-4817-b4ce-699672371bff,1937,,,19733,45,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,106,Birmingham City WFC,969,['28839ee1-d54b-412f-9442-5818c0da0b05'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.113,,,,,,,,,,,,,84db77b4-338a-4d62-b64b-c2e855bcceb1,5,,"[60.0, 40.0]",19733,0,,-2.7928216,,,Right Foot,,,"[49.0, 36.0]",,Ground Pass,11.7046995,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Nikita Parris,4654.0,Center Forward,2,Manchester City WFC,746,['427751b5-6e64-40a8-999f-735c81f57e58'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.473,Pass,
,,,,,,,,,,,,,,1.680606,,,,,,,,,,,,,35194e1a-c0bd-45f0-9eaf-bbaa0045461b,8,,"[49.0, 35.0]",19733,0,,-1.7818897,,,Right Foot,,,"[46.0, 21.0]",,Ground Pass,14.3178215,,Abbie McManus,4648.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Midfield,2,Manchester City WFC,746,['ec04642e-2189-467a-b53a-2b15770f9bb1'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.978,Pass,
,,,,,,,,,,,,,,0.785478,,,,,,,,,,,,,7ff31c62-e54b-4479-97cb-9bb76f72937f,12,,"[42.0, 19.0]",19733,0,,0.7328151,,,Right Foot,,,"[52.0, 28.0]",,Ground Pass,13.453624,,Keira Walsh,4658.0,,,,,,1,From Kick Off,Abbie McManus,4648.0,Left Back,2,Manchester City WFC,746,"['5aa9ff70-229a-47a1-844c-cf73f262d2ee', '8dc99623-44be-4e64-92d6-f7209ee581de']",5,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:05.454,Pass,True
,,,,,,,,,,,,,,1.02101,,,,,,,,,,,,,d5915a0b-a8c5-45a4-9066-4413ba997b05,15,,"[52.0, 28.0]",19733,0,,-0.7140907,,,Right Foot,,,"[67.0, 15.0]",,Ground Pass,19.849434,,Caroline Weir,10188.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Midfield,2,Manchester City WFC,746,['96c199fc-3da9-47e0-8f92-e1912715d339'],7,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:07.174,Pass,
,,,,,,,,,,,,,,2.83375,,,,,,,,,,,,,3cc70a6a-88b2-49c9-a3a1-363b95b7e4ba,19,,"[68.0, 16.0]",19733,0,,0.0,,,Left Foot,,,"[101.0, 16.0]",,Low Pass,33.0,Incomplete,Georgia Stanway,4643.0,,,,,,1,From Kick Off,Caroline Weir,10188.0,Left Midfield,2,Manchester City WFC,746,"['537a6fb7-16cc-42d7-978a-c1bd9470ed41', '5ae177fb-c362-4506-889b-04e7c772848e', 'c8c5fb0e-5de4-4fda-802a-28dacfe19b28']",9,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:09.115,Pass,True
,,,,,,,,,,,,,,1.196083,,,,,,,,,,,,,42a02508-b815-4676-81eb-bba75537cfa0,24,,"[5.0, 62.0]",19733,0,,0.8519663,,,Right Foot,,,"[12.0, 70.0]",,Ground Pass,10.630146,,Meaghan Sargeant,19502.0,,,,,,1,Regular Play,Aoife Mannion,19503.0,Right Center Back,3,Birmingham City WFC,969,['e247ee59-23a1-4194-90ae-48e6a78ede8c'],15,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:15.481,Pass,
,,,,,,,,,,,,,,1.7142,,,,,,,,,,,,,eea6b428-d836-4ba4-b104-0ffd9ac283a0,30,,"[24.0, 80.0]",19733,0,,-0.1746722,,,,,,"[41.0, 77.0]",,High Pass,17.262676,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,4,Birmingham City WFC,969,['ad82d6bc-37be-4f59-a569-2d1d256c23c3'],21,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:21.328,Pass,
,,,,,,,,,,,,,,1.2173,,,,,,,,,,,,,8198cf1a-eee5-4c39-a966-7fbfc092e764,32,,"[41.0, 77.0]",19733,0,,-0.09065989,,,Head,,,"[63.0, 75.0]",,High Pass,22.090721,Incomplete,Emma Follis,15557.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Right Wing,4,Birmingham City WFC,969,"['d985d047-5616-4976-bae5-b4f8286ad63d', 'e32413a8-a530-409a-b13d-0d79c4b0ada9']",23,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:23.083,Pass,
,,,,,,,,,,,,,,2.8058,,,,,,,,,,,,,e32413a8-a530-409a-b13d-0d79c4b0ada9,34,,"[58.0, 6.0]",19733,0,,1.8438051,,,Head,,,"[51.0, 31.0]",,High Pass,25.96151,,Stephanie Houghton,10185.0,,,,,Recovery,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,5,Manchester City WFC,746,"['7f52f002-f7e8-4390-a807-e054d23d358e', '8198cf1a-eee5-4c39-a966-7fbfc092e764']",24,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:24.300,Pass,
,,,,,,,,,,,,,,1.8168,,,,,,,,,,,,,c5255a8f-e7db-402c-8996-0992aab97ead,37,,"[51.0, 31.0]",19733,0,,-0.27829966,,,Right Foot,,,"[58.0, 29.0]",,Low Pass,7.28011,,Keira Walsh,4658.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['01ea15df-0e73-4bb5-866c-3efd352aad21'],27,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:27.146,Pass,
,,,,,,,,,,,,,,1.350693,,,,,,,,,,,,,1ffe0d1f-76dd-48b8-be29-6b9651886b7a,41,,"[57.0, 29.0]",19733,0,,2.910502,,,Left Foot,,,"[40.0, 33.0]",,Ground Pass,17.464249,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Midfield,5,Manchester City WFC,746,"['0beaea22-d474-41b3-9cb2-392fdd3fe31b', '290576a8-03c2-40ae-8718-602e53993816']",29,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:29.002,Pass,True
,,,,,,,,,,,,,,1.831244,,,,,,,,,,,,,77e7ee0f-2975-4972-b75d-a83e81a27dc2,44,,"[40.0, 33.0]",19733,0,,-0.5016041,,,Right Foot,,,"[71.0, 16.0]",,High Pass,35.35534,,Caroline Weir,10188.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['a66a3090-3545-4551-9cad-a5b4a29b97b7'],31,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:31.303,Pass,
,,,,,,,,,,,,,,0.8383,,,,,,,,,,,,,5aab11c9-3308-4498-abc6-a8e274fb3153,48,,"[71.0, 16.0]",19733,0,,2.2794225,,,Left Foot,,,"[65.0, 23.0]",,Low Pass,9.219544,,Keira Walsh,4658.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Midfield,5,Manchester City WFC,746,['179e811c-9476-45ef-9de6-c8cfb551d534'],33,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:33.579,Pass,
,,,,,,,,,,,,,,0.7472,,,,,,,,,,,,,9bc90ec5-73b8-4569-b227-b9107b067ff1,51,,"[65.0, 23.0]",19733,0,,0.0,,,Right Foot,,,"[78.0, 23.0]",,Low Pass,13.0,,Nikita Parris,4654.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Midfield,5,Manchester City WFC,746,['ddab8867-5882-4e5f-b7c4-861042a99c91'],34,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:34.457,Pass,
,,,,,,,,,,,,,,3.312938,,,,,,,,,,,,,c5658880-08bc-4792-a59b-33c314b5c486,54,,"[79.0, 23.0]",19733,0,,-1.4352686,,,Right Foot,,,"[82.0, 1.0]",,Low Pass,22.203604,Out,Georgia Stanway,4643.0,,,,,,1,Regular Play,Nikita Parris,4654.0,Center Forward,5,Manchester City WFC,746,['9343c7a8-e17b-4c55-b8bb-b604493072f7'],35,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:35.244,Pass,
,,,,,,,,,,,,,,1.1518,,,,,,,,,,,,,c90ea774-0396-4346-a7a1-3d7e5987a1e6,56,,"[42.0, 80.0]",19733,0,,-0.26060238,,,,,,"[57.0, 76.0]",,High Pass,15.524175,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Meaghan Sargeant,19502.0,Right Back,6,Birmingham City WFC,969,['ee01c464-314c-4038-b385-d5c0bd5e5a35'],54,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:54.051,Pass,
,,,,,,,,,,,,,,0.798439,,,,,,,,,,,,,1b8befd4-fa8b-4f21-9dd2-79b0f69d862c,58,,"[57.0, 76.0]",19733,0,,0.09065989,,,Head,,,"[68.0, 77.0]",,Low Pass,11.045361,Incomplete,,,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Right Wing,6,Birmingham City WFC,969,['263f4891-c119-4b1e-ac49-9fa7455a7cba'],55,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:55.242,Pass,
