50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.3833,,,,,,,,,,,,,52189f16-cd89-4f11-b48c-6233c47b98c9,61,,"[53.0, 4.0]",19733,0,,0.039978687,,,Left Foot,,,"[78.0, 5.0]",,High Pass,25.019993,,Georgia Stanway,4643.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Left Back,7,Manchester City WFC,746,['b58863af-e1ef-40d9-a527-6fd18fdf97ae'],56,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:56.674,Pass,
,,,,,,,,,,,,,,0.818,,,,,,,,,,,,,0e302738-46e2-4dea-9993-c0fe11d34fcf,64,,"[78.0, 5.0]",19733,0,,-2.6011732,,,Right Foot,,,"[73.0, 2.0]",,Ground Pass,5.8309517,,Caroline Weir,10188.0,,,,,,1,Regular Play,Georgia Stanway,4643.0,Left Attacking Midfield,7,Manchester City WFC,746,['0e98310c-0c50-4862-a4c7-739bdd0f2746'],58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:58.809,Pass,
,,,,,,,,,,,,,,0.3002,,,,,,,,,,,,,93171bc1-4578-47e2-ab86-5610b5baec3e,68,,"[74.0, 3.0]",19733,0,,2.6779451,,,Left Foot,,,"[72.0, 4.0]",,Ground Pass,2.236068,Incomplete,Georgia Stanway,4643.0,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Midfield,7,Manchester City WFC,746,"['6b975316-b294-46b5-8c81-11c10946a669', '78f2eaa2-5687-4380-975d-bdac72a3655c']",59,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:59.667,Pass,
,,,,,,,,,,,,,,0.922478,,,,,,,,,,,,,93b14d14-ed40-4bfc-870c-1a344da24dc3,74,,"[73.0, 5.0]",19733,1,,0.5880026,,,Left Foot,,,"[79.0, 9.0]",,Ground Pass,7.2111025,,Georgia Stanway,4643.0,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Midfield,7,Manchester City WFC,746,['69ed098f-a208-4b3a-9a65-fb02e6e926c5'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:02.688,Pass,
,,,,,,,,,,,,,,1.8326,,,,,,,,,,,,,de2e6858-daf5-4bff-bcd1-845f89b52622,81,,"[87.0, 8.0]",19733,1,,0.5485494,,,Right Foot,,,"[105.0, 19.0]",,Ground Pass,21.095022,,Nikita Parris,4654.0,,,,,,1,Regular Play,Georgia Stanway,4643.0,Left Attacking Midfield,7,Manchester City WFC,746,['335b5589-e577-486a-ac80-a0130e3b09d2'],6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:06.013,Pass,
,,,,,,,,,,,,,,1.368951,,,,,,,,,,,,,49c68e02-d281-44ce-be44-00b8c6c4fea7,89,,"[7.0, 41.0]",19733,1,,-1.3352513,,,Right Foot,,,"[13.0, 16.0]",,Ground Pass,25.70992,,Kerys Harrop,15569.0,,,,,Goal Kick,1,From Goal Kick,Ann-Katrin Berger,15560.0,Goalkeeper,8,Birmingham City WFC,969,['88945c51-dce8-467d-8975-bd315e84b341'],34,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:34.802,Pass,
,,,,,,,,,,,,,,6.4925,,,,,,,,,,,,,e2fea23e-a5e1-4a17-b321-063048276c17,93,,"[15.0, 17.0]",19733,1,,0.09966865,,,Left Foot,,,"[95.0, 25.0]",,High Pass,80.399,Incomplete,Emma Follis,15557.0,,,,,,1,From Goal Kick,Kerys Harrop,15569.0,Left Center Back,8,Birmingham City WFC,969,"['9315374b-9136-490f-a750-36532565745b', 'fcee63f1-1d37-4559-9d4e-7ee19bf9c739']",38,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:38.030,Pass,
,,,,,,,,,,,,,,1.91989,,,,,,,,,,,,,9315374b-9136-490f-a750-36532565745b,95,,"[26.0, 56.0]",19733,1,,-2.616797,,,Left Foot,,,"[7.0, 45.0]",,Ground Pass,21.954498,,Ellie Roebuck,4637.0,,,,,Recovery,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Manchester City WFC,746,"['4393a5e2-b5e9-4e8c-a4af-9413965cad3f', 'e2fea23e-a5e1-4a17-b321-063048276c17']",44,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:44.522,Pass,
,,,,,,,,,,,,,,1.916534,,,,,,,,,,,,,9a81954c-2dc6-45aa-9d93-76cc4f2c207a,98,,"[7.0, 45.0]",19733,1,,1.2627436,,,Right Foot,,,"[14.0, 67.0]",,Ground Pass,23.086792,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,9,Manchester City WFC,746,['8c143c09-95fb-4849-9e45-36aba3ec1a8d'],47,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:47.633,Pass,
,,,,,,,,,,,,,,1.971204,,,,,,,,,,,,,62d4af84-62b5-4c33-8a34-b930e5abf630,102,,"[14.0, 64.0]",19733,1,,-1.8259788,,,Right Foot,,,"[8.0, 41.0]",,Ground Pass,23.769728,,Ellie Roebuck,4637.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Manchester City WFC,746,['7100144e-b038-4762-8d05-4333ae8e1b44'],50,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:50.067,Pass,
,,,,,,,,,,,,,,2.643,,,,,,,,,,,,,3868cf4d-9c5a-47ac-a58a-fc6579f69595,105,,"[11.0, 40.0]",19733,1,,-0.96380866,,,Right Foot,,,"[36.0, 4.0]",,High Pass,43.829212,,Abbie McManus,4648.0,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,9,Manchester City WFC,746,['67811259-9618-4f00-92a6-fb0f82b9f403'],55,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:55.583,Pass,
,,,,,,,,,,,,,,1.4609,,,,,,,,,,,,,dafb3543-5112-404b-9d80-1edae4ebffa8,107,,"[36.0, 4.0]",19733,1,,0.5404195,,,Head,,,"[51.0, 13.0]",,Low Pass,17.492855,Incomplete,Caroline Weir,10188.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Left Back,9,Manchester City WFC,746,"['9a870390-a4fb-45d5-abd7-3840da4a0689', 'c87506f3-66bf-435b-9373-b7fed62c5947']",58,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:58.266,Pass,
,,,,,,,,,,,,,,0.9538,,,,,,,,,,,,,3985091b-7973-4216-8628-161329f79a1d,111,,"[69.0, 68.0]",19733,2,,-0.6435011,,,Right Foot,,,"[77.0, 62.0]",,Ground Pass,10.0,Incomplete,Chloe Arthur,10193.0,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Back,9,Manchester City WFC,746,"['38736bc8-b8ef-4ce4-b8ea-8bd146b72096', 'df89fa98-8794-4484-a474-3ce703cab2a0']",0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:00.280,Pass,
,,,,,,,,True,,,,,,1.069886,,,,,,,,,,,,,df89fa98-8794-4484-a474-3ce703cab2a0,113,,"[44.0, 19.0]",19733,2,,-1.849096,,,Right Foot,,,"[40.0, 5.0]",,Low Pass,14.56022,,Abbie McManus,4648.0,,,,,Interception,1,Regular Play,Keira Walsh,4658.0,Center Midfield,9,Manchester City WFC,746,"['3985091b-7973-4216-8628-161329f79a1d', 'a9fd77be-07ff-4a4f-bbb6-695890cfb36f']",1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:01.234,Pass,
,,,,,,,,,,,,,,1.406512,,,,,,,,,,,,,349dc91d-75fa-4359-a9ab-bf10fa405044,116,,"[40.0, 5.0]",19733,2,,2.8430936,,,Right Foot,,,"[27.0, 9.0]",,Ground Pass,13.601471,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Left Back,9,Manchester City WFC,746,['be9083b1-a2e3-4eb1-b39b-810cbf02341f'],2,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:02.721,Pass,
,,,,,,,,,,,,,,1.905297,,,,,,,,,,,,,f6572b0a-9092-4b4e-8beb-8c406ccf8120,120,,"[24.0, 9.0]",19733,2,,2.2018757,,,Right Foot,,,"[5.0, 35.0]",,Low Pass,32.202484,,Ellie Roebuck,4637.0,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,9,Manchester City WFC,746,"['20eadd89-cb0c-4ea6-88bc-aa66cb19d4fd', '45055a0b-6bee-4ecc-a0cd-b859b2253339']",4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:04.840,Pass,True
,,,,,,,,,,,,,,1.466437,,,,,,,,,,,,,8e7685a2-1157-4474-bac5-f0d66fe5da7b,124,,"[5.0, 34.0]",19733,2,,-0.42285392,,,Right Foot,,,"[25.0, 25.0]",,Ground Pass,21.931713,,Jill Scott,10172.0,,,,,,1,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,9,Manchester City WFC,746,"['4d433455-0afb-4e65-b0ce-4f64c92bc569', '88b08630-e2f8-4d1b-832b-4c8118678d62']",7,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:07.598,Pass,True
,,,,,,,,,,,,,,1.561732,,,,,,,,,,,,,41d4ecc5-23e9-4f20-9a87-6479f5da2fbe,127,,"[25.0, 25.0]",19733,2,,-2.6476512,,,Right Foot,,,"[12.0, 18.0]",,Ground Pass,14.764823,,Stephanie Houghton,10185.0,,,,,,1,Regular Play,Jill Scott,10172.0,Right Midfield,9,Manchester City WFC,746,['e71bd413-1748-4c77-84ed-e89cc2ae3b36'],10,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:10.627,Pass,
,,,,,,,,,,,,,,2.818077,,,,,,,,,,,,,f0417a16-aac6-4475-b38c-74262f12381b,131,,"[15.0, 19.0]",19733,2,,1.5916266,,,Right Foot,,,"[14.0, 67.0]",,High Pass,48.010414,,Jennifer Patricia Beattie,17524.0,,True,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,9,Manchester City WFC,746,"['84268d1c-9dda-416b-888d-d165bcb1d016', 'de7f3a5e-33d9-4cdb-a547-6b3d5039506a']",13,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:13.311,Pass,True
,,,,,,,,,,,,,,1.698711,,,,,,,,,,,,,7363c4d2-02aa-4a26-a648-8d9eaae3e00b,134,,"[14.0, 67.0]",19733,2,,0.4636476,,,Right Foot,,,"[26.0, 73.0]",,Ground Pass,13.416408,,Gemma Bonner,15554.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Manchester City WFC,746,['dbff6a5f-829f-403e-8eea-fe5c8600238b'],17,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:17.544,Pass,
,,,,,,,,,,,,,,1.441497,,,,,,,,,,,,,60cb1619-c765-47f3-bf6a-015f362ee756,137,,"[26.0, 73.0]",19733,2,,-1.735945,,,Right Foot,,,"[23.0, 55.0]",,Ground Pass,18.248287,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Gemma Bonner,15554.0,Right Back,9,Manchester City WFC,746,['94033ef0-fb30-4b20-b2e6-512e29b6ff75'],19,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:19.667,Pass,
