50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c6b14f7-a68c-49ba-8fce-e12dc61870e9,1,,,3775574,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 10}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5959549c-a039-49d5-b38e-99fc44ccce8e,2,,,3775574,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 41812, 'name': 'Ruby Mace'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 34375, 'name': 'Emma Rose Kelly'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 33090, 'name': 'Emily Murphy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 35}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,65b01cde-cf26-4d0f-a144-8631b6987694,3,,,3775574,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['ca9eee7d-2c5e-425f-b263-93303e3a9f41'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ca9eee7d-2c5e-425f-b263-93303e3a9f41,4,,,3775574,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['65b01cde-cf26-4d0f-a144-8631b6987694'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7f0b4f0f-3b0f-4d9d-b873-6a14944eb997,1994,,,3775574,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,81,Birmingham City WFC,969,['6407e199-9e23-4ea6-89c8-1a31e0c8e0a3'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6407e199-9e23-4ea6-89c8-1a31e0c8e0a3,1995,,,3775574,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,81,Birmingham City WFC,969,['7f0b4f0f-3b0f-4d9d-b873-6a14944eb997'],0,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.969913,,,,,,,,,,,,,f97c0d3c-619b-4217-91b1-0a85629bd8ce,5,,"[60.0, 40.0]",3775574,0,,,,-3.071003,,Right Foot,,,,"[50.1, 39.3]",,Ground Pass,,9.924717,,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['3e1eb6be-4ed4-4776-bd91-c841a19068ac'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.276,Pass,
,,,,,,,,,,,,,,,,,0.827708,,,,,,,,,,,,,c9079467-ed9f-4451-88a9-f8cba93dcfc1,8,,"[47.8, 39.6]",3775574,0,,,,-2.11968,,Right Foot,,,,"[40.4, 27.5]",,Ground Pass,,14.183441,,,,Alex Greenwood,10252.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['ef0848f6-f01e-4222-a84b-1306cea751a8'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.936,Pass,
,,,,,,,,,,,,,,,,,1.494,,,,,,,,,,,,,19a0f268-46c7-4086-bcbf-36a57de579bf,11,,"[41.1, 28.9]",3775574,0,,,,1.6158478,,Left Foot,,,,"[40.0, 53.3]",,Ground Pass,,24.424782,,,,Esme Beth Morgan,4649.0,,,,,,,1,From Kick Off,Alex Greenwood,10252.0,Left Center Back,2,Manchester City WFC,746,['b7b87a88-e931-4f3b-8c2e-bdd6a8266d65'],3,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:03.724,Pass,
,,,,,,,,,,,,,,,,,1.137405,,,,,,,,,,,,,b71b7bf2-05aa-44f6-8ed1-71a4c2590a75,14,,"[45.9, 56.8]",3775574,0,,,,1.5379134,,Left Foot,,,,"[46.4, 72.0]",,Ground Pass,,15.208221,,,,Lucy Bronze,10178.0,,,,,,,1,From Kick Off,Esme Beth Morgan,4649.0,Right Center Back,2,Manchester City WFC,746,['6eb999bc-ad53-4c08-8cdf-cffb59488771'],6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.929,Pass,
