50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.945279,,,,,,,,,,,,,,193e83a8-ddf9-4b21-8be1-995f38606d4f,28,,,"[97.8, 50.9]",3775643,0,,,,,-1.9549657,,Other,,,"[95.9, 46.2]",,Low Pass,,5.0695167,,,Christie Murray,15628.0,,,,,,1,From Free Kick,Claudia Walker,15580.0,Center Forward,3,Birmingham City WFC,969,['3088f4fa-1642-4ad0-9ff6-7bbaa1e6fb5f'],37,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:37.751,Pass,
,,,,,,,,,,,,,,,,,,,3.739421,,,,,,,,,,,,,,f890fe03-c094-4c0a-a18c-24a6b5787c3d,32,,,"[97.2, 47.6]",3775643,0,,,,,1.1551344,,Right Foot,,,"[110.0, 76.6]",,High Pass,,31.699211,,,Emily Murphy,33090.0,,,,,,1,From Free Kick,Christie Murray,15628.0,Left Defensive Midfield,3,Birmingham City WFC,969,['c3137b2c-64d7-4795-9be9-31629776c75e'],38,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:38.821,Pass,
,,,,,,,,,,,,,,,,,,,1.26595,,,,,,,,,,,,,,b0a66226-dee1-4f9c-814f-61f227c022ec,36,,,"[110.6, 77.6]",3775643,0,,,,,-2.8603604,,Left Foot,,,"[106.1, 76.3]",,Ground Pass,,4.6840153,,Incomplete,Sarah Emma Mayling,19500.0,,,,,,1,From Free Kick,Emily Murphy,33090.0,Right Wing,3,Birmingham City WFC,969,"['0c707290-65e0-4d8c-9304-15967e8aab75', '7ae44ccd-70b8-4b6d-9878-d4080fbaaaf9', '96e248b9-822a-46b9-8829-ec832510efa9']",43,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:43.257,Pass,True
,,,,,,,,,,,,,,,,,,,1.019319,,,,,,,,,,,,,,a6029e93-1e02-4d10-8b17-702ec9f53f24,41,,,"[9.4, 5.8]",3775643,0,,,,,2.175855,,Right Foot,,,"[2.0, 16.5]",,Ground Pass,,13.009612,,,Laura Vetterlein,31556.0,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Wing,4,West Ham United LFC,972,['5bdee88d-2284-480d-8fb3-f852d88759b9'],46,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:46.463,Pass,
,,,,,,,,,,,,,,,,,,,1.879647,,,,,,,,,,,,,,3068f5ab-222c-47b8-ba3e-a519fc2b858c,43,,,"[2.2, 16.8]",3775643,0,,,,,-0.23030327,,Left Foot,,,"[37.6, 8.5]",,High Pass,,36.360004,,,Emily Louise van Egmond,5076.0,,,,,,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,4,West Ham United LFC,972,['0838af7d-9194-429d-a4d2-d628f4967fb3'],47,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:47.482,Pass,
,,,,,,,,,,,,,,,,,,,1.233431,,,,,,,,,,,,,,5a6678c3-a5ee-4de5-b2bc-a7bb5b5d9faa,46,,,"[37.6, 9.5]",3775643,0,,,,,-2.2993453,,Left Foot,,,"[31.8, 3.0]",,Low Pass,,8.711487,,,Katerina Svitková,24403.0,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Left Wing,4,West Ham United LFC,972,['afab65cd-7574-4f6f-aa46-f7de83e735c0'],49,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:49.399,Pass,
,,,,,,,,,,,,,,,,,,,1.230224,,,,,,,,,,,,,,7641a4fc-585c-48be-b449-3b413ff2c5ea,52,,,"[53.9, 0.1]",3775643,1,,,,,0.16615573,,,,,"[70.0, 2.8]",,High Pass,,16.324827,,Incomplete,Emily Louise van Egmond,5076.0,,,,,Throw-in,1,From Throw In,Katerina Svitková,24403.0,Left Wing Back,5,West Ham United LFC,972,"['6f0771a0-fb94-4dd8-965e-965c4d74ddb6', '7af889c3-55ee-4bf9-9409-b63734c157a8']",7,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:07.365,Pass,
,,,,,,,,,,,,,,,,,,,1.479173,,,,,,,,,,,,,,6f0771a0-fb94-4dd8-965e-965c4d74ddb6,54,,,"[50.1, 77.3]",3775643,1,,,,True,-0.48017502,,,,,"[64.5, 69.8]",,Low Pass,,16.23607,,Incomplete,Ruesha Littlejohn,35406.0,,,,,Interception,1,From Throw In,Emily Murphy,33090.0,Right Wing,5,West Ham United LFC,972,"['042b6680-b8be-4ec3-a649-ba5bb9ece8d2', '75d23e6a-de1b-4f54-b8f2-21d6e3aff9a6', '7641a4fc-585c-48be-b449-3b413ff2c5ea', 'ccbe338a-8846-4b6f-9b55-a1fc6ebf22fc']",8,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:08.595,Pass,True
,,,,,,,,,,,,,,,,,,,3.403048,,,,,,,,,,,,,,76779844-60ef-4a7c-a628-58eb226d2bb1,59,,,"[55.6, 24.3]",3775643,1,,,,,1.4136214,,Right Foot,,,"[62.7, 69.1]",,High Pass,,45.359123,,,Cecilie Redisch Kvamme,31553.0,,True,,,,1,From Throw In,Kate Longhurst,18147.0,Right Defensive Midfield,5,West Ham United LFC,972,['c91d8727-b013-43bf-9acf-15ee077b60f2'],12,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:12.102,Pass,
,,,,,,,,,,,,,,,,,,,1.285898,,,,,,,,,,,,,,72b4e8a8-1953-428c-adc3-5380286c6d09,62,,,"[57.2, 68.4]",3775643,1,,,,,-2.896614,,Right Foot,,,"[43.2, 64.9]",,Ground Pass,,14.43087,,,Grace Fisk,34232.0,,,,,,1,From Throw In,Cecilie Redisch Kvamme,31553.0,Right Wing Back,5,West Ham United LFC,972,['514aa24c-ccd9-4e85-abda-78b958245682'],16,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:16.618,Pass,
,,,,,,,,,,,,,,,,,,,2.267847,,,,,,,,,,,,,,cee82324-9587-409d-b8e2-5c597d75315a,65,,,"[47.7, 62.1]",3775643,1,,,,,-2.172096,,Right Foot,,,"[30.0, 36.3]",,Ground Pass,,31.287857,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,From Throw In,Grace Fisk,34232.0,Right Center Back,5,West Ham United LFC,972,['04d54c55-dd63-45d2-adb0-a97b49e5ef2e'],21,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:21.611,Pass,
,,,,,,,,,,,,,,,,,,,1.481612,,,,,,,,,,,,,,eee4eb9a-442f-436a-b8f8-df5c1b6b26ab,69,,,"[27.8, 29.2]",3775643,1,,,,,-1.2576768,,Left Foot,,,"[35.7, 4.8]",,Ground Pass,,25.647028,,,Laura Vetterlein,31556.0,,,,,,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Center Back,5,West Ham United LFC,972,"['10f4d2a3-34a1-4043-ad5b-d63a8956f25c', '12814466-af53-4181-8517-bec8bdc20a94']",25,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:25.332,Pass,True
,,,,,,,,,,,,,,,,,,,4.261574,,,,,,,,,,,,,,91926cd7-e2f1-4c1a-9b46-6125de76c46a,72,,,"[43.1, 4.9]",3775643,1,,,,,0.063926615,,Left Foot,,,"[100.9, 8.6]",,High Pass,,57.918304,,,Emily Louise van Egmond,5076.0,,,,,,1,From Throw In,Laura Vetterlein,31556.0,Left Center Back,5,West Ham United LFC,972,['0f3f19b1-b88a-48d3-bd6e-85e61f5a00c8'],28,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:28.413,Pass,
,,,,,,,,,,,,,,,,,,,1.108394,,,,,,,,,,,,,,db4fc708-fc95-4e84-b08b-3840278802d4,76,,,"[92.2, 1.7]",3775643,1,,,,,2.9168816,,Right Foot,,,"[78.2, 4.9]",,Ground Pass,,14.361058,,,Laura Vetterlein,31556.0,,,,,,1,From Throw In,Emily Louise van Egmond,5076.0,Left Wing,5,West Ham United LFC,972,['95542159-8e46-4de4-be14-2418cd51bc60'],37,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:37.107,Pass,
,,,,,,,,,,,,,,,,,,,1.663679,,,,,,,,,,,,,,56328fbf-16d2-4596-8614-1efb1fd7445c,85,,,"[35.8, 80.0]",3775643,1,,,,,-0.17869025,,,,,"[58.5, 75.9]",,High Pass,,23.067293,,,Claudia Walker,15580.0,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,7,Birmingham City WFC,969,['06f163fd-de58-4753-b383-0192a93c8c6b'],57,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:57.504,Pass,
,,,,,,,,,,,,,,,,,,,1.16967,,,,,,,,,,,,,,2fbe3f3b-efc4-43fa-963b-89c0288bea8a,91,,,"[65.9, 3.1]",3775643,2,,,,,-0.18697926,,Left Foot,,,"[69.6, 2.4]",,Ground Pass,,3.765634,,Incomplete,,,,,,,Recovery,1,From Throw In,Dagný Brynjarsdóttir,10124.0,Left Defensive Midfield,7,Birmingham City WFC,969,"['22669d48-8b08-493f-a279-1b6758f8c1a2', 'd4e146f5-a73b-4fec-9dcc-b03991d3ce27']",0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:00.125,Pass,True
,,,,,,,,,,,,,,,,,,,0.620073,,,,,,,,,,,,,,757038ee-c43d-4525-be7c-30eff0778cd8,94,,,"[49.5, 77.7]",3775643,2,,,,,-1.6224744,,Right Foot,,,"[49.2, 71.9]",,Ground Pass,,5.8077536,,Incomplete,Lucy Whipp,31566.0,,,,,,1,From Throw In,Emily Murphy,33090.0,Right Wing,7,Birmingham City WFC,969,"['7bf4541a-3683-4c20-a239-8ad0e0f5b53b', 'a999910b-cc35-44a1-8c65-09f4f7317053']",1,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:01.520,Pass,
,,,,,,,,,,,,,,,,,,,1.423486,,,,,,,,,,,,,,b85bf294-37bc-4272-b9e1-c4033f137a80,98,,,"[63.7, 22.3]",3775643,2,,,,,-3.1219873,,Right Foot,,,"[48.4, 22.0]",,Ground Pass,,15.302941,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Wing,8,West Ham United LFC,972,['7a8b64e3-84ce-499a-8289-73bfa946779a'],5,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:05.204,Pass,
,,,,,,,,,,,,,,,,,,,2.151869,,,,,,,,,,,,,,0adeda0c-3316-42d8-b403-bb7cdbe327bf,101,,,"[44.6, 22.9]",3775643,2,,,,,1.4554569,,Right Foot,,,"[48.4, 55.7]",,Ground Pass,,33.01939,,,Grace Fisk,34232.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Center Back,8,West Ham United LFC,972,['8c16998a-0d8e-4782-80a4-2f0aa01f8548'],8,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:08.575,Pass,
,,,,,,,,,,,,,,,,,,,1.138033,,,,,,,,,,,,,,c79498ce-d7cc-48b7-8e9a-47fc4bc92319,104,,,"[48.4, 55.7]",3775643,2,,,,,0.18610571,,Right Foot,,,"[72.3, 60.2]",,Ground Pass,,24.31995,,,Kenza Dali,15421.0,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Center Back,8,West Ham United LFC,972,['9c3d5eda-b874-4ec6-be37-e4ed69dd7fa5'],12,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:12.019,Pass,
,,,,,,,,,,,,,,,,,,,6.490877,,,,,,,,,,,,,,7a8a91d2-e6e9-4728-b6e6-ebce62b938a9,107,,,"[71.4, 61.9]",3775643,2,,,,,-0.045236606,,Right Foot,,,"[120.0, 59.7]",,Ground Pass,,48.64977,,Out,Cecilie Redisch Kvamme,31553.0,,,,,,1,Regular Play,Kenza Dali,15421.0,Right Wing,8,West Ham United LFC,972,['9102212e-ad75-4887-96c7-0c34e018e9f2'],14,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:14.271,Pass,
,,,,,,,,,,,,,,,,,,,2.226754,,,,,,,,,,,,,,206a62ce-a9f7-4c79-80dd-b34429af1a21,109,,,"[7.0, 44.1]",3775643,2,,,,,-0.05438181,,Right Foot,,,"[56.6, 41.4]",,High Pass,,49.673435,,Incomplete,Claudia Walker,15580.0,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,9,Birmingham City WFC,969,"['9686da1d-9f26-486b-b835-200ccd39f6e3', 'a8b115f1-e979-4ae7-9734-329584dc906f']",44,,,,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:44.306,Pass,
,,,,,,,,,,,,,,,,,,,3.386436,,,,,,,,,,,,,,9686da1d-9f26-486b-b835-200ccd39f6e3,111,,,"[63.5, 38.7]",3775643,2,,,,,0.1597832,,Head,,,"[87.7, 42.6]",,High Pass,,24.512241,,,Martha Thomas,31558.0,,,,,Recovery,1,Regular Play,Kate Longhurst,18147.0,Right Defensive Midfield,10,West Ham United LFC,972,"['206a62ce-a9f7-4c79-80dd-b34429af1a21', 'c5885b73-0e6c-4e9f-89a9-3d6dee0cda24']",46,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:46.532,Pass,
,,,,,,,,,,,,,,,,,,,0.771718,,,,,,,,,,,,,,f2cfc606-bff4-47ac-bb41-acf662058ea1,117,,,"[99.7, 26.7]",3775643,2,,,,True,-0.9652517,,,,,"[104.2, 20.2]",,Low Pass,,7.905694,,,Katerina Svitková,24403.0,,,,,Recovery,1,Regular Play,Emily Louise van Egmond,5076.0,Left Wing,10,West Ham United LFC,972,"['7b89c059-cb66-4333-86e8-888436bf3314', 'a9a9a088-074a-497e-a87d-0e77a80f74c2']",53,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:53.372,Pass,True
,,,,,,,,,,,,,,,,,,,2.701772,,,,,,,,,,,,,,d9dbdf52-4e7d-4aec-9cf0-bfe80daaaeb7,124,,,"[89.8, 15.4]",3775643,2,,,,,1.0962002,,Left Foot,True,,"[106.6, 48.1]",,High Pass,,36.76316,,Incomplete,,,,,,,Recovery,1,Regular Play,Laura Vetterlein,31556.0,Left Center Back,10,West Ham United LFC,972,['f717046a-93ff-4155-af1c-206b890d82c1'],58,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:58.311,Pass,
,,,,,,,,,,,,,,,,,,,2.408843,,,,,,,,,,,,,,a30a748f-8762-4815-8e3c-9a271725c2b6,126,,,"[105.6, 58.8]",3775643,3,,,,,2.8684523,,Left Foot,,,"[77.4, 66.7]",,Ground Pass,,29.285662,,,Grace Fisk,34232.0,,,,,Recovery,1,Regular Play,Kenza Dali,15421.0,Right Wing,10,West Ham United LFC,972,['3a5a56ae-64e2-4637-857f-23c70c321988'],3,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:03.430,Pass,
,,,,,,,,,,,,,,,,,,,2.484767,,,,,,,,,,,,,,c5b130ab-ce09-473b-af36-5836be1e1954,129,,,"[77.8, 66.7]",3775643,3,,,,,-0.8506519,,Right Foot,,,"[101.4, 39.8]",,High Pass,,35.785053,,Incomplete,Martha Thomas,31558.0,,,,,,1,Regular Play,Grace Fisk,34232.0,Right Center Back,10,West Ham United LFC,972,"['bffddfdf-9ab5-4d6b-89a6-85c6b98a45b1', 'e59dbc79-8261-471b-b474-8a32e6554fa1']",5,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:05.879,Pass,
,,,,,,,,,,,,,,,,,,,1.164591,,,,,,,,,,,,,,bab09488-7ad5-440c-926b-184ea5b4fb91,138,,,"[96.4, 23.3]",3775643,3,,,,,1.4392081,,Head,,,"[97.3, 30.1]",,Low Pass,,6.8593,,,Emily Louise van Egmond,5076.0,,,,,Recovery,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Left Defensive Midfield,10,West Ham United LFC,972,['4e3cfc0f-cf5d-4386-952b-929ede7aae8d'],11,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:11.671,Pass,
,,,,,,,,,,,,,,,,,,,1.119875,,,,,,,,,,,,,,555bdf40-4d59-4c71-a600-5acb13728664,145,,,"[92.7, 32.0]",3775643,3,,,,,2.5429332,,Right Foot,,,"[79.8, 40.8]",,Ground Pass,,15.615697,,,Kate Longhurst,18147.0,,,,,,1,Regular Play,Emily Louise van Egmond,5076.0,Left Wing,10,West Ham United LFC,972,['30d71bc9-b638-44a5-8e90-0807080044a5'],14,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:14.385,Pass,
,,,,,,,,,,,,,,,,,,,3.90486,,,,,,,,,,,,,,b324a74f-162b-4e74-9a8c-2388c0c61e99,148,,,"[79.8, 40.8]",3775643,3,,,,,1.4079852,,Right Foot,,,"[85.5, 75.5]",,Low Pass,,35.16504,,,Grace Fisk,34232.0,,,,,,1,Regular Play,Kate Longhurst,18147.0,Right Defensive Midfield,10,West Ham United LFC,972,['40bec545-a010-4e1b-b98a-44f31ef750d3'],15,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:15.511,Pass,
