50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.129659,,,,,,,,,,,,3f7d7476-6199-44b0-9e6d-955a8571344c,16,,"[11.9, 65.2]",2275139,0,,,,,-2.4950795,,Left Foot,,,,"[1.3, 57.2]",,Ground Pass,,13.28006,,Incomplete,,Rebecca Leigh Spencer,18158.0,,,,,Recovery,1,From Kick Off,Hannah Godfrey,31552.0,Right Center Back,2,Tottenham Hotspur Women,749,"['6c2ebf87-fcde-484e-96d7-081385f8910e', 'de031dbc-4909-46a5-87be-acc9fea3ffc1', 'e3d25b80-e7e1-4ffd-8daa-ab95239d65f5', 'f65b3d41-07fe-4856-b4ca-a97d9172766a']",14,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:14.793,Pass,True
,,,,,,,,,,,,,,,,0.875872,,,,,,,,,,,,f0329e1d-2a64-4247-a983-2b04e870ddac,26,,"[113.5, 35.9]",2275139,0,,,,,-0.51048833,9b073693-f044-4f21-b5d2-cc8d2e4dab26,Left Foot,,,,"[116.0, 34.5]",,Ground Pass,,2.8653097,,,,Lauren James,31531.0,True,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Attacking Midfield,3,Manchester United,1475,['ffaba582-4ecd-4f39-9a2e-8007c51bde34'],23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:23.499,Pass,
,,,,,,,,,,,,,,,,2.009941,,,,,,,,,,,,22ea2b93-1483-40d5-a1f4-b843b6e6ee80,36,,"[103.8, 54.1]",2275139,0,,,,,-0.21195763,,Head,,,,"[119.6, 50.7]",,High Pass,,16.161682,,Incomplete,,,,,,,,Recovery,1,Regular Play,Martha Harris,32618.0,Right Back,3,Manchester United,1475,['c0999b24-731a-4a54-b5bd-5740867916e6'],30,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:30.459,Pass,
,,,,,,,,,,,,,,,,1.334984,,,,,,,,,,,,32baed0b-1617-4958-914b-a73c40e866f6,38,,"[3.8, 40.3]",2275139,0,,True,,,1.2662854,,Keeper Arm,,,,"[9.3, 57.8]",,Ground Pass,,18.343937,,,,Hannah Godfrey,31552.0,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,4,Tottenham Hotspur Women,749,['6b91c4b0-ecc1-4299-b615-dc30ca6c07ba'],39,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:39.697,Pass,
,,,,,,,,,,,,,,,,1.194134,,,,,,,,,,,,425971b0-cc8f-447f-a77b-f963a9a973d1,40,,"[11.8, 54.7]",2275139,0,,,,,-0.24233317,,Right Foot,,,,"[29.6, 50.3]",,Ground Pass,,18.335758,,,,Chloe Peplow,16397.0,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,4,Tottenham Hotspur Women,749,['da88db03-7524-4c3f-87ae-ff0009fe7ac1'],41,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:41.941,Pass,
,,,,,,,,,,,,,,,,1.982466,,,,,,,,,,,,79a42f42-9478-4b32-b0ce-b914c0288776,43,,"[28.7, 50.2]",2275139,0,,,,,-2.5885613,,Right Foot,,,,"[4.4, 35.2]",,Ground Pass,,28.556786,,,,Rebecca Leigh Spencer,18158.0,,,,,,1,Regular Play,Chloe Peplow,16397.0,Right Center Midfield,4,Tottenham Hotspur Women,749,['63cf4d23-4ff5-44f3-b39f-e08ebbad853f'],44,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:44.102,Pass,
,,,,,,,,,,,,,,,,1.563539,,,,,,,,,,,,d182383b-bd70-4c52-8d28-2d7df2014435,46,,"[3.5, 33.1]",2275139,0,,,,,-0.93993497,,Right Foot,,,,"[11.9, 21.6]",,Ground Pass,,14.2411375,,,,Anna Filbey,31703.0,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,4,Tottenham Hotspur Women,749,['38723e56-23a3-4cc2-8401-9f7dba563b4d'],46,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:46.640,Pass,
,,,,,,,,,,,,,,,,2.147505,,,,,,,,,,,,882e6d3a-7026-4d23-a7c4-03e8d7053ac7,49,,"[28.2, 20.2]",2275139,0,,,,,2.3537254,,Right Foot,,,,"[8.0, 40.5]",,Ground Pass,,28.637913,,,,Rebecca Leigh Spencer,18158.0,,,,,,1,Regular Play,Anna Filbey,31703.0,Left Center Back,4,Tottenham Hotspur Women,749,['2a2b2f21-98ae-47dc-a5cd-9f6d2be103a5'],52,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:52.841,Pass,
,,,,,,,,,,,,,,,,2.034716,,,,,,,,,,,,70c87004-447c-4444-a704-de0f1faf64a9,52,,"[7.9, 40.5]",2275139,0,,,,,0.91914046,,Right Foot,,,,"[19.8, 56.1]",,Ground Pass,,19.620653,,,,Hannah Godfrey,31552.0,,,,,,1,Regular Play,Rebecca Leigh Spencer,18158.0,Goalkeeper,4,Tottenham Hotspur Women,749,['876a522c-bb08-45af-920a-61068ae142de'],55,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:55.177,Pass,
,,,,,,,,,,,,,,,,1.182752,,,,,,,,,,,,39ba0111-9568-4d1d-a860-d63bce5aee73,55,,"[28.8, 59.2]",2275139,1,,,,,0.0,,Right Foot,,,,"[55.7, 59.2]",,Ground Pass,,26.9,,,,Kit Graham,31551.0,,,,,,1,Regular Play,Hannah Godfrey,31552.0,Right Center Back,4,Tottenham Hotspur Women,749,['ef3cbefc-5081-43f8-bfdd-4ec17297d2ef'],0,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:00.642,Pass,
,,,,,,,,,,,,,,,,2.743587,,,,,,,,,,,,85ea9b42-9510-4bcb-9309-df958d502743,59,,"[51.2, 56.7]",2275139,1,,,,,-1.1814257,,Left Foot,,,,"[67.9, 16.0]",,High Pass,,43.992954,,,,Rosella Ayane,21048.0,,,True,,,1,Regular Play,Kit Graham,31551.0,Right Wing,4,Tottenham Hotspur Women,749,"['8a5b6821-f1ab-48ee-8ef8-0a7b5f48e827', 'e75e0e3d-438a-4057-86a4-75f13e7349ba']",3,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:03.126,Pass,True
,,,,,,,,,,,,,,,,0.762448,,,,,,,,,,,,7a8cda7d-37cd-40cd-9d82-15c3d4bc3301,65,,"[40.8, 54.8]",2275139,1,,,,,-1.6246364,,Left Foot,,,,"[39.9, 38.1]",,Ground Pass,,16.724234,,,,Katie Zelem,31540.0,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,4,Tottenham Hotspur Women,749,['ae130f3b-9e7e-46df-a543-b63fb4756331'],10,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:10.879,Pass,
,,,,,,,,,,,,,,,,3.284944,,,,,,,,,,,,f2f9e788-5856-48d9-85c8-ed27a256bd66,68,,"[39.6, 38.7]",2275139,1,,,,,1.0908197,,Right Foot,,,,"[61.1, 80.0]",,Ground Pass,,46.561142,,Out,,Kirsty Hanson,31532.0,,,True,,,1,Regular Play,Katie Zelem,31540.0,Left Defensive Midfield,4,Tottenham Hotspur Women,749,['791af9f9-381b-46fe-8c21-68984bea4097'],12,,,,,,,,,,,,,,,,,,Manchester United,1475,00:01:12.740,Pass,
,,,,,,,,,,,,,,,,5.235428,,,,,,,,,,,,e54f9847-c215-4cfb-8e86-1497f8616f23,70,,"[71.8, 0.1]",2275139,1,,True,,,0.25156474,,,,,,"[93.2, 5.6]",,High Pass,,22.095474,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Ashleigh Neville,4848.0,Left Back,5,Tottenham Hotspur Women,749,['24422846-b4fd-467b-8001-11d0a542e9db'],54,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:54.845,Pass,
,,,,,,,,,,,,,,,,1.125669,,,,,,,,,,,,aeeeb54b-08c5-4e53-9dd0-4a89d341351b,72,,"[107.3, 0.1]",2275139,2,,,,,1.3459407,,,,,,"[111.6, 18.9]",,High Pass,,19.285486,,Incomplete,,Rianna Dean,31702.0,,,,,Throw-in,1,From Throw In,Ashleigh Neville,4848.0,Left Back,6,Tottenham Hotspur Women,749,"['7e6b0732-b6e8-4e38-ae96-8e8222a5ed10', 'f65b4fa2-de86-42cb-b43f-b73d8c583c81']",15,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:15.227,Pass,
,,,,,,,,,,,,,,,,1.333533,,,,,,,,,,,,0a6757d1-3211-4447-9c23-f943525cf279,77,,"[105.7, 12.4]",2275139,2,,,,,1.4176638,,Left Foot,True,,,"[110.5, 43.5]",,High Pass,,31.468239,,,,Kit Graham,31551.0,,,,,Recovery,1,From Throw In,Rachel Furness,15706.0,Center Attacking Midfield,6,Tottenham Hotspur Women,749,"['1e19a9cb-939e-47a8-b35e-764827950dcc', '2c72d247-db67-475a-bf05-538694b7f833']",18,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:18.610,Pass,True
,,,,,,,,,,,,,,,,1.712333,,,,,,,,,,,,ec404b86-3db8-4e48-8982-76694ec2841e,84,,"[76.0, 41.1]",2275139,2,,,,,2.1923864,,Right Foot,,,,"[65.9, 55.2]",,Ground Pass,,17.344164,,,,Hannah Godfrey,31552.0,,,,,,1,From Throw In,Chloe Peplow,16397.0,Right Center Midfield,6,Tottenham Hotspur Women,749,['2f194f8e-59ef-49c2-a18b-840e517f04f7'],25,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:25.880,Pass,
,,,,,,,,,,,,,,,,3.00634,,,,,,,,,,,,b10eab45-a156-440e-8ce3-71ede07b0bfb,87,,"[66.8, 58.0]",2275139,2,,,,,-0.5411262,,Right Foot,,,,"[108.4, 33.0]",,High Pass,,48.53411,,,,Rosella Ayane,21048.0,,,,,,1,From Throw In,Hannah Godfrey,31552.0,Right Center Back,6,Tottenham Hotspur Women,749,['77fb96b5-eacd-4d26-b3ce-8c1a89270e1a'],29,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:29.032,Pass,
,,,,,,,,,,,,,,,,1.239231,,,,,,,,,,,,a56f6013-9105-4263-9947-09afa0cee10f,93,,"[107.3, 18.3]",2275139,2,,,,,2.437979,,Left Foot,,,,"[97.4, 26.7]",,Low Pass,,12.983451,,,,Rianna Dean,31702.0,,,,,Recovery,1,From Throw In,Rachel Furness,15706.0,Center Attacking Midfield,6,Tottenham Hotspur Women,749,"['634532d2-bb70-481b-a412-cf84a5cb62c8', '6eb12d8d-e4ca-4d92-9418-5d688ffaa59a']",34,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:02:34.574,Pass,True
,,,,,,,,,,,,,,,,1.993765,,,,,,,,,,,,be3b6ab3-ae65-478b-b41e-78eb63a2f836,103,,"[36.6, 80.0]",2275139,2,,,,,-0.10887945,,,,,,"[61.3, 77.3]",,High Pass,,24.847132,,Incomplete,,Kirsty Hanson,31532.0,,,,,Throw-in,1,From Throw In,Martha Harris,32618.0,Right Back,8,Manchester United,1475,"['07fa0642-6196-408b-8fb3-d582f9577907', 'd0042447-21e3-4264-8880-417642f7e2e7']",50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:50.900,Pass,
,,,,,,,,,,,,,,,,2.003521,,,,,,,,,,,,ee7e3d19-72cf-4d47-b49a-ff4a4f26b7b2,113,,"[41.0, 58.1]",2275139,2,,,,,-2.2489157,,Left Foot,,,,"[23.6, 36.5]",,Ground Pass,,27.736618,,,,Millie Turner,31536.0,,,,,,1,From Throw In,Katie Zelem,31540.0,Left Defensive Midfield,8,Manchester United,1475,['f388d764-1416-43fc-86b2-b3643ec5f94a'],59,,,,,,,,,,,,,,,,,,Manchester United,1475,00:02:59.796,Pass,
,,,,,,,,,,,,,,,,1.324706,,,,,,,,,,,,4665fa6e-a1af-4ca8-939d-408fed8f803d,116,,"[24.9, 30.9]",2275139,3,,,,,0.21316189,,Left Foot,,,,"[48.0, 35.9]",,Ground Pass,,23.634932,,,,Hayley Ladd,19501.0,,,,,,1,From Throw In,Millie Turner,31536.0,Left Center Back,8,Manchester United,1475,['966555b0-e451-4ef0-bfc0-8c755c6ca564'],3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:03.180,Pass,
,,,,,,,,,,,,,,,,1.354541,,,,,,,,,,,,d04f8b00-c0a1-43d5-a6c6-0f5833c5f1e7,120,,"[49.6, 33.1]",2275139,3,,,,,-0.8528199,,Left Foot,,,,"[64.1, 16.5]",,Ground Pass,,22.041098,,,,Leah Galton,31539.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Defensive Midfield,8,Manchester United,1475,['1edf44a7-641e-4eae-adde-d60c70e06c61'],5,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:05.164,Pass,
,,,,,,,,,,,,,,,,1.025016,,,,,,,,,,,,1155c4f1-cd2f-49d0-a27e-7f63cb3057d7,124,,"[65.3, 14.3]",2275139,3,,,,,-2.1948195,,Left Foot,,,,"[56.3, 1.8]",,Ground Pass,,15.402922,,Out,,Kirsty Smith,10196.0,,,,,,1,From Throw In,Leah Galton,31539.0,Left Wing,8,Manchester United,1475,"['17e01950-b087-4914-a2bc-bb4d2465a1d4', '37081e40-b02d-44f1-b704-bd6c9f2fa65b']",7,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:07.751,Pass,True
,,,,,,,,,,,,,,,,1.61915,,,,,,,,,,,,0621b3e7-ee36-4a5f-a8a2-b04b5f3fa941,127,,"[63.4, 80.0]",2275139,3,,,,True,-0.21390519,,,,,,"[90.1, 74.2]",,High Pass,,27.3227,,,,Rachel Furness,15706.0,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,9,Tottenham Hotspur Women,749,"['dcf9f470-52ec-4aa5-b583-b8e8ab8f14bd', 'e297cd00-43ff-4294-85a9-ec7623434701']",32,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:32.942,Pass,True
,,,,,,,,,,,,,,,,1.045791,,,,,,,,,,,,8b1b2ef4-a76b-4340-8763-d84793a885fa,129,,"[87.7, 72.0]",2275139,3,,,,,-1.2822089,,Head,,,,"[91.5, 59.2]",,High Pass,,13.352154,,,,Kit Graham,31551.0,,,,,,1,From Throw In,Rachel Furness,15706.0,Center Attacking Midfield,9,Tottenham Hotspur Women,749,['fa468d11-8d74-4eb4-984a-c0435daa40fe'],35,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:03:35.734,Pass,
,,,,,,,,,,,,,,,,1.182862,,,,,,,,,,,,ca918d6a-b8e2-473d-8d38-4154b1638699,136,,"[31.4, 26.2]",2275139,3,,,,,0.12526657,,Right Foot,,,,"[44.9, 27.9]",,Low Pass,,13.606616,,,,Jackie Groenen,10654.0,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,10,Manchester United,1475,['234e8d69-3d2e-447f-8117-03c898b0a588'],38,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:38.859,Pass,
,,,,,,,,,,,,,,,,0.930686,,,,,,,,,,,,2ebe4359-db49-44f6-aa49-96afffe330e0,139,,"[44.7, 27.3]",2275139,3,,,,,-2.1343434,,Right Foot,,,,"[34.4, 11.0]",,Ground Pass,,19.281597,,,,Kirsty Smith,10196.0,,,,,,1,Regular Play,Jackie Groenen,10654.0,Center Attacking Midfield,10,Manchester United,1475,['65afb2f3-c895-4f84-9dc5-a206384d48c2'],40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:40.874,Pass,
,,,,,,,,,,,,,,,,1.038914,,,,,,,,,,,,6162cd49-ce4a-4c45-8140-9fcfc89af797,142,,"[35.2, 15.9]",2275139,3,,,,,1.6338196,,Right Foot,,,,"[33.9, 36.5]",,Ground Pass,,20.640978,,,,Hayley Ladd,19501.0,,,,,,1,Regular Play,Kirsty Smith,10196.0,Left Back,10,Manchester United,1475,['7e519dc2-b3d8-4a85-972b-abcfccea12e8'],44,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:44.638,Pass,
,,,,,,,,,,,,,,,,2.159361,,,,,,,,,,,,6bfbf9be-71b5-4864-824d-5a47521cea32,145,,"[33.9, 37.9]",2275139,3,,,,,1.1275772,,Right Foot,,,,"[50.8, 73.5]",,Ground Pass,,39.40774,,,,Martha Harris,32618.0,,,,,,1,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,10,Manchester United,1475,['1a2c8137-5873-4d54-aae8-2ce7c3f8ee1d'],46,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:46.936,Pass,
,,,,,,,,,,,,,,,,1.224992,,,,,,,,,,,,1ad0ac77-bfd3-4db0-b093-fa2617d2b929,148,,"[50.8, 73.5]",2275139,3,,,,,0.2165503,,Right Foot,,,,"[65.8, 76.8]",,Ground Pass,,15.358711,,Incomplete,,Kirsty Hanson,31532.0,,,,,,1,Regular Play,Martha Harris,32618.0,Right Back,10,Manchester United,1475,"['1958a55e-053c-45e6-ac66-19aff1c4b1de', '9b2ab3ea-42d5-4495-adac-657b9bd400c5']",50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:03:50.028,Pass,
