50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd7227ba-6721-480a-bce7-2fcb89c6a8bc,1,,,,3775640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da9069ab-ee16-41e0-b0a5-09453cda469f,2,,,,3775640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 24281, 'name': 'Danielle Carter'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dba5f475-2072-49b5-ba8e-2a7ec5d6ce4f,3,,,,3775640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['95fbbe45-85af-49b6-b6c2-db3b5b7ff198'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,95fbbe45-85af-49b6-b6c2-db3b5b7ff198,4,,,,3775640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['dba5f475-2072-49b5-ba8e-2a7ec5d6ce4f'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d17369e8-3141-4720-b96d-b6c34c868afc,1547,,,,3775640,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Reading WFC,974,['0c99cc9c-dfeb-4443-a52f-4e5a61b5e010'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c99cc9c-dfeb-4443-a52f-4e5a61b5e010,1548,,,,3775640,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,Reading WFC,974,['d17369e8-3141-4720-b96d-b6c34c868afc'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,2.396898,,,,,,,,,,,,,33526645-cad9-4ffa-89d0-9af839d18170,5,,,"[60.0, 40.0]",3775640,0,,,,,-2.8146338,,Right Foot,,,,"[37.0, 32.2]",,Ground Pass,,24.286621,,,,,Millie Turner,31536.0,,,,,Kick Off,1,From Kick Off,Christen Annemarie Press,6817.0,Center Forward,2,Manchester United,1475,['ecc20222-530e-475d-a878-8ecc9d12f9ef'],0,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.688,Pass,
,,,,,,,,,,,,,,,,1.888837,,,,,,,,,,,,,015a5b52-c10a-4fc7-964e-35ba7bd7d449,8,,,"[35.1, 31.2]",3775640,0,,,,,2.9950492,,Left Foot,,,,"[8.0, 35.2]",,Ground Pass,,27.393612,,,,,Mary Alexandra Earps,31538.0,,,,,,1,From Kick Off,Millie Turner,31536.0,Left Center Back,2,Manchester United,1475,['3fc4f3ba-3379-4c3b-ab25-f3f7dc9a640c'],4,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:04.952,Pass,
,,,,,,,,,,,,,,,,2.103728,,,,,,,,,,,,,91db400f-ad81-47eb-bf50-a8445a5c5c01,12,,,"[8.7, 39.9]",3775640,0,,,,,0.49604368,,Right Foot,,,,"[42.7, 58.3]",,Low Pass,,38.65954,,,,,Ella Toone,31534.0,,,,,,1,From Kick Off,Mary Alexandra Earps,31538.0,Goalkeeper,2,Manchester United,1475,"['9590bc80-d53f-456f-b4ff-293f27560fe0', 'cb4fa2b2-b46a-42ac-aa03-29b5ed33d700']",8,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:08.623,Pass,True
,,,,,,,,,,,,,,,,0.963261,,,,,,,,,,,,,85f8eaa8-ff25-46df-b660-dada3af1436b,16,,,"[39.0, 56.2]",3775640,0,,,,,-2.4199378,,Right Foot,,,,"[34.0, 51.8]",,Low Pass,,6.6603303,,,,,Katie Zelem,31540.0,,,,,,1,From Kick Off,Ella Toone,31534.0,Center Attacking Midfield,2,Manchester United,1475,"['11aa5ec1-6fa6-46a9-bdd4-f60d528c8f57', 'b4286d67-cf67-4ad0-a788-02a2707bf099']",11,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:11.933,Pass,True
