ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af1ec763-ff93-4858-acb7-e78a2612a94f,1,,,19821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10235, 'name': 'Viktoria Schnaderbeck'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7d48b356-b165-4d7e-8a33-13c25e1d959c,2,,,19821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,279bfa03-4a95-4274-b48a-c4e72ed44788,3,,,19821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['4d74bdc9-c24c-4504-b948-6597f8644874'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d74bdc9-c24c-4504-b948-6597f8644874,4,,,19821,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['279bfa03-4a95-4274-b48a-c4e72ed44788'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd54cf98-aa0a-4e15-abdc-258e567881e8,1864,,,19821,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Arsenal WFC,968,['d9ee6500-ac48-4bcf-a4f3-a390f9cfc7c4'],0,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9ee6500-ac48-4bcf-a4f3-a390f9cfc7c4,1865,,,19821,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,Arsenal WFC,968,['dd54cf98-aa0a-4e15-abdc-258e567881e8'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,1.319972,,,,,,,,,,,,,9fdabc8b-3287-4abb-9fd6-bae789a837f3,5,,"[61.0, 41.0]",19821,0,,,,-2.896614,,Left Foot,,,"[53.0, 39.0]",,Ground Pass,,8.246211,,,,Keira Walsh,4658.0,,,,,,Kick Off,1,From Kick Off,Janine Elizabeth Beckie,4992.0,Center Forward,2,Manchester City WFC,746,['525c80d3-18e5-41fc-95a2-b84d1190f52e'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.455,Pass,
,,,,,,,,,,,,,,0.727839,,,,,,,,,,,,,70a6bacf-3f34-4205-8d22-f17d2e803341,8,,"[54.0, 40.0]",19821,0,,,,1.6539376,,Right Foot,,,"[53.0, 52.0]",,Ground Pass,,12.0415945,,,,Jill Scott,10172.0,,,,,,,1,From Kick Off,Keira Walsh,4658.0,Center Defensive Midfield,2,Manchester City WFC,746,['733aa1d2-f2dc-4cf7-b28d-5a0325998611'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:02.775,Pass,
,,,,,,,,,,,,,,1.631067,,,,,,,,,,,,,4c804832-6493-4795-a7da-bdacc905d3b3,11,,"[48.0, 49.0]",19821,0,,,,3.0828369,,Right Foot,,,"[31.0, 50.0]",,Ground Pass,,17.029387,,,,Stephanie Houghton,10185.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,Manchester City WFC,746,['ab87288e-aaa7-4a0e-b6f9-20e489dc7384'],4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.582,Pass,
,,,,,,,,,,,,,,1.144717,,,,,,,,,,,,,d2415493-61b6-4be0-993e-e7abee6c754c,14,,"[31.0, 49.0]",19821,0,,,,-0.6202495,,Right Foot,,,"[45.0, 39.0]",,Ground Pass,,17.20465,,,,Keira Walsh,4658.0,,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['289e91fb-f48e-44e9-9c22-dbaeccadc422'],6,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.991,Pass,
