ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,e06cc97e-12c5-4d11-87e4-02494f05e619,3161,,,"[31.7, 4.4]",3775658,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ona Batlle Pascual,46639.0,Left Back,190,Manchester United,1475,"['4419e114-169a-4f7c-b0a0-15287c2a07d5', 'c45b0d1c-1c93-41d1-88aa-ce6df1b01bd5']",55,,,,,,,,,,,,,,,,,,Manchester United,1475,00:37:55.636,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,b690ba34-0092-44a6-a69f-8db830064960,3164,,,"[20.2, 12.7]",3775658,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Millie Turner,31536.0,Left Center Back,190,Manchester United,1475,['0e046e9b-d01a-4e73-a81e-b7e91dc668d7'],57,,,,,,,,,,,,,,,,,,Manchester United,1475,00:37:57.215,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,5047cfa3-4088-46b8-bc21-d2b1fe7842d6,3167,,,"[40.8, 5.4]",3775658,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Center Midfield,190,Manchester United,1475,['69666eb2-aa87-49a9-a3af-39ca9914fde5'],59,,,,,,,,,,,,,,,,,,Manchester United,1475,00:37:59.236,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,4c85a081-a256-4559-8413-3ef3cbad7cdf,3173,,,"[68.6, 54.8]",3775658,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,191,Manchester City WFC,746,['dc9fa2cc-bd59-47be-a22c-f95bd7b3b222'],3,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:03.520,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c6510693-c626-43fb-94be-a396c0f50567,3177,,,"[109.3, 25.1]",3775658,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Back,191,Manchester City WFC,746,"['3e848798-3ac5-4b62-98bf-a8a336e093c6', 'bc399520-23bf-4e24-b670-8d15adf36cce']",11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:11.233,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,99f92b0c-e418-417c-95f0-11f98be11b82,3179,,,"[112.6, 39.6]",3775658,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellen White,10180.0,Center Forward,191,Manchester City WFC,746,['fc70c38b-1c5a-4f59-864f-9cbd9294036e'],12,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:38:12.379,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,033e9f18-a87e-45b2-a53d-e43728e66f31,3188,,,"[20.1, 51.4]",3775658,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jackie Groenen,10654.0,Right Center Midfield,191,Manchester City WFC,746,['04abf67f-22b1-4bf7-8697-5a77361c8bcb'],18,,,,,,,,,,,,,,,,,,Manchester United,1475,00:38:18.027,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,cf436983-5380-4f39-b29e-24d4a8e5f6c7,3197,,,"[49.1, 20.9]",3775658,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Jackie Groenen,10654.0,Right Center Midfield,192,Manchester United,1475,['b306bbab-5a09-4224-b01e-32aa1e128516'],19,,,,,,,,,,,,,,,,,,Manchester United,1475,00:39:19.217,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,55381eb4-398c-4999-bd12-a8eebeaa9301,3199,,,"[75.1, 2.8]",3775658,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Katie Zelem,31540.0,Left Center Midfield,192,Manchester United,1475,['972035aa-4f99-4177-99eb-2fb75649624a'],23,,,,,,,,,,,,,,,,,,Manchester United,1475,00:39:23.025,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c961d06f-de3e-49bb-b2c1-94c5d9911582,3203,,,"[83.3, 1.1]",3775658,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Kirsty Hanson,31532.0,Left Midfield,192,Manchester United,1475,['163cdee4-25f8-451d-ac4f-1de6d066cc1d'],24,,,,,,,,,,,,,,,,,,Manchester United,1475,00:39:24.611,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c9b13244-e18a-4450-b073-72203c2fb1c4,3207,,,"[81.6, 6.2]",3775658,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Katie Zelem,31540.0,Left Center Midfield,192,Manchester United,1475,"['8b9db064-1a67-4e1e-8ea3-6e0bd9c7c2aa', 'b2deb627-5486-4815-ad7d-8043b0547337']",25,,,,,,,,,,,,,,,,,,Manchester United,1475,00:39:25.765,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,406bb7a6-3962-4ccc-b5ef-22b906e623b4,3210,,,"[106.0, 21.6]",3775658,84,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Christen Annemarie Press,6817.0,Left Center Forward,192,Manchester United,1475,['a9a355aa-b615-4d0e-8ffe-d7cdda7783f7'],28,,,,,,,,,,,,,,,,,,Manchester United,1475,00:39:28.638,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,a99160ec-6ca2-4f3a-a3ed-b5759e98b674,3214,,,"[67.6, 9.7]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kirsty Hanson,31532.0,Left Midfield,193,Manchester City WFC,746,['604ace03-d86d-45fb-984c-38bcaebb49cb'],6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:40:06.204,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,46641cd9-713d-4104-bbe7-495b822d62ba,3216,,,"[56.7, 67.0]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Keira Walsh,4658.0,Center Defensive Midfield,193,Manchester City WFC,746,['66d3961d-42a1-4a7f-8f32-d29cdac28f47'],7,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:07.325,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,9e36de77-3222-4d13-abc8-61b9f5cfca00,3219,,,"[74.5, 76.6]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Chloe Kelly,15570.0,Right Wing,193,Manchester City WFC,746,['feace25c-a161-404c-a43c-094fe7f9950b'],10,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:10.697,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,5a7e1bdd-f768-4695-9de3-1aae669c201e,3222,,,"[78.4, 74.5]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,194,Manchester City WFC,746,['313d3312-66f6-4f40-9b24-b8fd9aba2cf9'],23,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:23.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,844955d9-6a54-4b2b-93e3-9a64e1eb1bd7,3224,,,"[71.2, 76.7]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Bronze,10178.0,Right Back,194,Manchester City WFC,746,['8754b910-fdfb-470f-84ac-858181b0b0bb'],24,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:24.402,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,fb68927e-9e49-4dc5-a08f-1c7e04a1ac62,3228,,,"[59.9, 43.4]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Abby Dahlkemper,5081.0,Left Center Back,194,Manchester City WFC,746,"['00531519-ac02-4306-af06-f6d739aee94a', '8ea985ae-2328-4b3e-ab1a-76ae24fc916e']",28,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:28.665,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,71ed5c85-d1dd-4354-841f-cd2e387c2f60,3231,,,"[59.2, 27.3]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alex Greenwood,10252.0,Left Back,194,Manchester City WFC,746,['389f8a04-b8dc-4a62-bf60-0efb1cdaa645'],29,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:29.894,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,9d99cee3-9fee-49a0-a162-ae72f6875637,3234,,,"[101.8, 5.0]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lauren Hemp,15555.0,Left Wing,194,Manchester City WFC,746,['48ddf87f-4551-41a7-ba58-1a6f7f8024d8'],34,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:34.885,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,211ae8a8-1953-46ae-a377-2112e10eef58,3237,,,"[3.6, 72.7]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amy Turner,31533.0,Right Center Back,195,Manchester United,1475,"['0686cd07-d9d4-4725-a4f4-ba90ab8dce95', '2217b30f-a2ce-42d7-8ddc-ed6fae0cfd3d']",47,,,,,,,,,,,,,,,,,,Manchester United,1475,00:40:47.143,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,60dd3b72-c98d-4dea-9206-7aebbe1cf37b,3241,,,"[8.1, 76.3]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,195,Manchester United,1475,"['a4497ed7-e0a9-400e-b2c5-25f1d04d9b0a', 'ed4ae4db-1b24-4a20-a016-80f744f1481e']",48,,,,,,,,,,,,,,,,,,Manchester United,1475,00:40:48.573,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,f8ac58f5-6cc6-4210-bf41-d45f22118748,3244,,,"[13.3, 67.6]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,195,Manchester United,1475,['7fd587a0-fe4d-488e-94c9-36cc198d7dc8'],50,,,,,,,,,,,,,,,,,,Manchester United,1475,00:40:50.003,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,f09bb13a-0f6a-4ec8-af54-0b31f13d155b,3246,,,"[100.4, 25.1]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,195,Manchester United,1475,['111d6789-9a58-486d-b53f-457c6abb66ae'],50,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:50.370,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,031701d6-ae23-4dc6-aeda-a000050bb083,3257,,,"[26.4, 56.9]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ella Toone,31534.0,Right Midfield,195,Manchester United,1475,['aef6b6b6-7dfd-4add-92fc-e5503cbb07c6'],55,,,,,,,,,,,,,,,,,,Manchester United,1475,00:40:55.537,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,850a5bd5-cbfb-4d47-b059-963b2b9170eb,3259,,,"[83.4, 18.9]",3775658,85,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,196,Manchester City WFC,746,['477a3e10-a7a9-4a84-9030-7ee77670a977'],56,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:40:56.371,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,fd4615a0-32c4-4b76-8668-d1c37ba3ad7f,3263,,,"[84.8, 4.2]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Back,196,Manchester City WFC,746,['a47e8285-c64c-42ae-beb2-1023e10fe1a1'],0,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:00.074,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,edb2a426-a861-4af3-b527-d10f6852c87d,3266,,,"[61.8, 5.2]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Abby Dahlkemper,5081.0,Left Center Back,196,Manchester City WFC,746,['4984def8-0391-4e8c-ae20-1cca3ee13713'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:02.780,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0d368675-b1d3-44c4-88ed-b42f6b72f4f8,3269,,,"[80.1, 12.4]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,196,Manchester City WFC,746,['5769e4e1-24ca-4ca4-96e9-f47155afacc9'],4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:04.631,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,2c6ffb34-3015-4239-96fb-2ca05cf0ca4f,3272,,,"[110.7, 15.2]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Left Wing,196,Manchester City WFC,746,['b200c342-dca9-4282-ab63-12d5f4d855e5'],12,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:12.245,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,305f9827-0a95-4f5d-aad1-feb9d5ba055e,3280,,,"[16.8, 68.0]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,198,Manchester United,1475,"['7b52272c-6f2c-4e2f-b3b5-05bf512fb2ec', '9f701932-9d1d-454a-8d16-5edf45ef42cd']",22,,,,,,,,,,,,,,,,,,Manchester United,1475,00:41:22.647,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,3a9c3985-bf4d-434f-98d1-027f81828603,3283,,,"[10.5, 74.6]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,198,Manchester United,1475,['4a4dc14d-c927-41c2-b3c4-6c5ffcaf3e34'],24,,,,,,,,,,,,,,,,,,Manchester United,1475,00:41:24.998,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,7be1bd79-9fd6-4205-911f-97562d8e64bc,3287,,,"[4.6, 70.0]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amy Turner,31533.0,Right Center Back,198,Manchester United,1475,['c4837c43-7552-411b-be87-508044750fa7'],27,,,,,,,,,,,,,,,,,,Manchester United,1475,00:41:27.909,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,2e33d6f4-6796-4aa0-abdc-d8219f833b42,3289,,,"[33.6, 72.1]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ella Toone,31534.0,Right Midfield,198,Manchester United,1475,['fb0127d4-2c68-40d2-a0a2-7382634aeecb'],30,,,,,,,,,,,,,,,,,,Manchester United,1475,00:41:30.390,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,61d04758-b887-4869-8e64-4ffce44d4b02,3291,,,"[90.1, 25.4]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Right Center Midfield,198,Manchester United,1475,['835f1bca-c017-46f7-99e2-d74381461cfa'],32,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:32.017,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,7af100e5-b1d8-4ffc-be28-ba465007d3fe,3295,,,"[61.6, 71.7]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jessica Sigsworth,31535.0,Right Center Forward,198,Manchester United,1475,['f43e40e7-6083-410a-82a6-067f4a1a1116'],38,,,,,,,,,,,,,,,,,,Manchester United,1475,00:41:38.660,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0337a2d3-3daf-43c8-9578-6a3ef8061503,3297,,,"[4.5, 25.1]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Roebuck,4637.0,Goalkeeper,199,Manchester City WFC,746,['9750d76c-4977-470c-af53-8ec3c94434c4'],41,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:41.050,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,0d91ffd2-7d42-4eb2-9901-996e7e71928d,3300,,,"[25.9, 25.4]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,199,Manchester City WFC,746,['b4c1af99-44eb-49bb-84c9-9f344b380d8f'],43,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:43.452,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,3d3c573a-a11a-47d7-82de-c64081312142,3303,,,"[29.9, 4.6]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Stephanie Houghton,10185.0,Right Center Back,199,Manchester City WFC,746,['310ea588-25ed-4a6a-9916-e55bd9d2da69'],46,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:46.862,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,a8d727a8-be5d-4c4e-815a-8e7288cb4919,3306,,,"[46.0, 4.0]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,199,Manchester City WFC,746,['b113f0ce-b89a-442a-a4e3-2128a681b8d8'],48,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:48.908,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,c9e2db8e-78dc-430b-825b-2c786adfacfb,3308,,,"[36.7, 16.0]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,199,Manchester City WFC,746,['144a3625-10b0-492d-9c22-6a0ece39192b'],50,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:50.407,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,7991eab4-6f0d-43ad-9c2b-479cd702666a,3310,,,"[51.6, 11.0]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Center Midfield,199,Manchester City WFC,746,['44190f65-2883-4419-9603-db538a4672d1'],52,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:52.444,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,34944ead-b10f-49d4-9a74-9e41bb287db3,3313,,,"[50.1, 58.2]",3775658,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,199,Manchester City WFC,746,['5be89d82-683b-4929-b038-927dd2cb9361'],56,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:41:56.310,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,40c72226-89fd-4a3f-aa38-6cbe6af06d3e,3316,,,"[82.8, 77.7]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Chloe Kelly,15570.0,Right Wing,199,Manchester City WFC,746,['d371b069-e7b7-4162-8bc6-46e62429c5a5'],1,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:01.149,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,5428813a-836e-4a25-887e-5efe69249af9,3319,,,"[81.0, 69.2]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Stanway,4643.0,Right Center Midfield,199,Manchester City WFC,746,['64101c70-16ea-40b6-998a-c8f6c2311dbd'],2,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:02.508,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,9e6f3e86-90ae-4168-868b-321fdd7850b8,3322,,,"[69.1, 70.8]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Bronze,10178.0,Right Back,199,Manchester City WFC,746,['13910b81-ae23-4b05-bb27-8dca3d273431'],4,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:04.324,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,18bbebaf-1bc9-443c-a517-d51893996fa7,3325,,,"[68.1, 60.1]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,199,Manchester City WFC,746,['86bf001b-2ea4-4e9a-90ba-9f546f1c841d'],6,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:06.548,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,3d6eab84-c49f-467a-8f8d-90297df07960,3329,,,"[84.2, 7.0]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alex Greenwood,10252.0,Left Back,199,Manchester City WFC,746,['de66b802-a630-4f8f-8105-75088988e4e2'],11,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:11.039,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,6d547559-72d9-4837-b19f-22ce276308da,3332,,,"[34.9, 68.1]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jackie Groenen,10654.0,Right Center Midfield,200,Manchester United,1475,['d65ba4bb-3bd7-48fd-93a9-00150d33e13a'],38,,,,,,,,,,,,,,,,,,Manchester United,1475,00:42:38.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,8dbfc3f6-29dd-4133-8b58-16b5150775ac,3335,,,"[30.4, 76.5]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Maria Thorisdottir,4636.0,Right Back,200,Manchester United,1475,['be08fe8e-8846-4c04-9d5d-841860b2de97'],40,,,,,,,,,,,,,,,,,,Manchester United,1475,00:42:40.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,df2679aa-291c-4e5e-8ebd-28e895a703f6,3337,,,"[17.0, 69.8]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amy Turner,31533.0,Right Center Back,200,Manchester United,1475,['97524a46-21e9-4157-87ff-439acee477fb'],41,,,,,,,,,,,,,,,,,,Manchester United,1475,00:42:41.520,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,96859342-5e37-4111-b65a-0193b8e10bed,3341,,,"[49.1, 58.0]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivana Fuso,61029.0,Right Midfield,200,Manchester United,1475,['049ecece-7c6d-4082-b4b1-4c2b284c3779'],44,,,,,,,,,,,,,,,,,,Manchester United,1475,00:42:44.461,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,293177db-e695-469f-92dd-3896619b329a,3347,,,"[92.3, 25.8]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosemary Kathleen Lavelle,4949.0,Center Forward,201,Manchester City WFC,746,"['295c8784-c38c-43ef-9273-174056149dfe', '7772f2e8-f9f0-4f8b-9816-ef9511d32a60']",47,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:47.162,Ball Receipt*,True
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,3d8bb728-f56a-4b8a-9942-b423f79d7587,3356,,,"[34.3, 47.4]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Center Midfield,201,Manchester City WFC,746,['9a7dd828-52c7-4363-848e-ad316b0d1ee9'],53,,,,,,,,,,,,,,,,,,Manchester United,1475,00:42:53.002,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,271bd5df-c044-4b7a-b00f-6aba37ee7333,3358,,,"[90.3, 34.2]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosemary Kathleen Lavelle,4949.0,Center Forward,201,Manchester City WFC,746,['11e939cc-30c2-4713-a6e0-5dfe9a7f3026'],54,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:54.033,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,6b58cc0c-1894-48a2-9e4b-4b7f15117fcd,3362,,,"[107.4, 21.8]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lauren Hemp,15555.0,Left Wing,201,Manchester City WFC,746,['55cd90a7-e5c9-422b-81ff-487c1acd0947'],57,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:42:57.362,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,dc207555-9325-4d80-a7de-b288e8976aae,3364,,,"[2.2, 46.8]",3775658,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,202,Manchester United,1475,['677f5a50-672a-45b7-9a4d-2315935eabc3'],59,,,,,,,,,,,,,,,,,,Manchester United,1475,00:42:59.013,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,2f7ff121-9b2e-4e8d-99c3-91e18372e8e3,3367,,,"[41.8, 63.4]",3775658,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Sigsworth,31535.0,Right Center Forward,202,Manchester United,1475,['17fd008d-3dec-4423-bbab-e36c73217e2b'],1,,,,,,,,,,,,,,,,,,Manchester United,1475,00:43:01.887,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,00bdb5d9-dcf9-4554-8ce2-0c14a46b4bc9,3378,,,"[36.3, 61.9]",3775658,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Katie Zelem,31540.0,Left Center Midfield,202,Manchester United,1475,['d0021a21-890a-43f2-8cf9-844e8a54c8b2'],6,,,,,,,,,,,,,,,,,,Manchester United,1475,00:43:06.297,Ball Receipt*,
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,3bf5b9d1-dc61-43a1-afca-8b14466a826d,3382,,,"[84.7, 42.3]",3775658,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Left Center Forward,202,Manchester United,1475,['16052842-8db8-4385-bf4b-41364a4b5cd0'],11,,,,,,,,,,,,,,,,,,Manchester United,1475,00:43:11.396,Ball Receipt*,
