bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cc6e6430-2a76-41b5-baf3-f344c684d548,1,,,,2275036,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 16386, 'name': 'Lucy Hope'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8bb2e860-1244-422d-af69-688d53b06f6a,2,,,,2275036,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 33664, 'name': 'Rachael Laws'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 10198, 'name': 'Josanne Potter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 10190, 'name': 'Jade Moore'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 18149, 'name': 'Remi Allen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 15723, 'name': 'Brooke Chaplen'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,42b7e241-862d-4656-901e-989be4484adf,3,,,,2275036,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['de0c6dcd-cc5d-4254-8cef-f70b43e16e9c'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,de0c6dcd-cc5d-4254-8cef-f70b43e16e9c,4,,,,2275036,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton LFC,967,['42b7e241-862d-4656-901e-989be4484adf'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,473ad05d-df22-4405-8228-fb3b051ed97e,1395,,,,2275036,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,117,Everton LFC,967,['59531090-b063-4c2b-9eee-3eda49ac4198'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,59531090-b063-4c2b-9eee-3eda49ac4198,1396,,,,2275036,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,117,Everton LFC,967,['473ad05d-df22-4405-8228-fb3b051ed97e'],0,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.046216,,,,,,,,,,,,,,,,568cac95-2dc7-4819-82e1-7bbd18554d0f,5,,,"[61.0, 40.1]",2275036,0,,,,,2.7790484,,Right Foot,,,,"[52.3, 43.4]",,Ground Pass,,9.304837,,,,Abbey-Leigh Stringer,15573.0,,,,,Kick Off,1,From Kick Off,Simone Magill,15559.0,Center Forward,2,Everton LFC,967,['4cf45dcc-f7dc-4a4b-ab87-50149f086d31'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.062,Pass,
,,,,,,,,,,,,,,,,,4.74691,,,,,,,,,,,,,,,,20bc4922-6b37-44b3-8e9b-00dc6e430a6b,7,,,"[53.1, 43.2]",2275036,0,,,,,-0.7633855,,Right Foot,,,,"[97.2, 1.0]",,High Pass,,61.0381,,,Out,,,,True,,,,1,From Kick Off,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,2,Everton LFC,967,,1,,,,,,,,,,,,,,,,Everton LFC,967,00:00:01.108,Pass,
,,,,,,,,,,,,,,,,,1.590474,,,,,,,,,,,,,,,,845bbae1-19f6-47be-83cf-6194387cec36,8,,,"[26.8, 80.0]",2275036,0,,,,,-0.4255708,,,,,,"[48.2, 70.3]",,High Pass,,23.495745,,,Incomplete,Brooke Chaplen,15723.0,,,,,Throw-in,1,From Throw In,Rachel Rowe,19780.0,Right Back,3,Reading WFC,974,"['55991afb-5fd6-4f37-bbc1-93b5b52f2b3a', 'd945773a-e672-4a8f-a158-8437c9f0990d']",14,,,,,,,,,,,,,,,,Reading WFC,974,00:00:14.554,Pass,
,,,,,,,,,,,,,,,,,1.91033,,,,,,,,,,,,,,,,d945773a-e672-4a8f-a158-8437c9f0990d,10,,,"[71.9, 9.8]",2275036,0,,,,,0.42190853,,Left Foot,,,,"[89.5, 17.7]",,High Pass,,19.291708,,,,Simone Magill,15559.0,,,,,Recovery,1,Regular Play,Danielle Turner,15571.0,Left Back,4,Everton LFC,967,"['845bbae1-19f6-47be-83cf-6194387cec36', 'a04c3262-9541-4768-8d05-3889f5e8113f']",16,,,,,,,,,,,,,,,,Everton LFC,967,00:00:16.145,Pass,
