bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0d18e538-cae4-42cd-812d-07ea935c71ff,1,,,,3775564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,20aaed5c-996e-4ab1-a5e3-67493ee85abd,2,,,,3775564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 15719, 'name': 'Grace Moloney'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 31628, 'name': 'Kristine Leine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 21021, 'name': 'Molly Bartrip'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 20061, 'name': 'Deanna Cooper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 15725, 'name': 'Natasha Harding'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 11}, {'player': {'id': 15704, 'name': 'Lily Woodham'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 10251, 'name': 'Fara Williams'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 19780, 'name': 'Rachel Rowe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 26570, 'name': 'Amalie Vevle Eikeland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Reading WFC,974,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,89074ce0-f293-4e3e-9e92-0297b203f055,3,,,,3775564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['588fab6c-c877-4a8d-bc7c-2c148efe4d60'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,588fab6c-c877-4a8d-bc7c-2c148efe4d60,4,,,,3775564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['89074ce0-f293-4e3e-9e92-0297b203f055'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37ec5bbc-e972-4381-add5-2a3b030524ab,1728,,,,3775564,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Reading WFC,974,['89e759d7-324d-431e-b42e-e45179a3cbd2'],0,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,89e759d7-324d-431e-b42e-e45179a3cbd2,1729,,,,3775564,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Reading WFC,974,['37ec5bbc-e972-4381-add5-2a3b030524ab'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.343491,,,,,,,,,,,,,,fb717791-c878-49f9-a396-001a2c35a2be,5,,,"[60.0, 40.0]",3775564,0,,,,,-3.046139,,Right Foot,,,"[50.6, 39.1]",,Ground Pass,,9.4429865,,,Rosemary Kathleen Lavelle,4949.0,,,,,Kick Off,1,From Kick Off,Georgia Stanway,4643.0,Left Wing,2,Manchester City WFC,746,['5c6a4f7f-2d72-4722-9efd-ebae32d285b9'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.100,Pass,
,,,,,,,,,,,,,,,,1.928677,,,,,,,,,,,,,,c9e02dcf-bde8-471f-84d3-37c270ebc5fa,8,,,"[50.6, 39.4]",3775564,0,,,,,2.7039132,,Left Foot,,,"[35.0, 46.7]",,Ground Pass,,17.22353,,,Abby Dahlkemper,5081.0,,,,,,1,From Kick Off,Rosemary Kathleen Lavelle,4949.0,Right Center Midfield,2,Manchester City WFC,746,['48227cea-fb65-44c7-b474-6d31738af140'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.901,Pass,
,,,,,,,,,,,,,,,,1.369983,,,,,,,,,,,,,,cd2a42fc-fec6-4f24-aadf-212849ba2ddc,11,,,"[34.3, 47.3]",3775564,0,,,,,1.3210858,,Right Foot,,,"[38.1, 62.2]",,Ground Pass,,15.376931,,,Lucy Bronze,10178.0,,,,,,1,From Kick Off,Abby Dahlkemper,5081.0,Right Center Back,2,Manchester City WFC,746,['af6e27b8-130d-4cc0-a3f3-7af43bd728b9'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.378,Pass,
,,,,,,,,,,,,,,,,1.268544,,,,,,,,,,,,,,6e3e853b-553d-4b5f-9306-dc97d868b493,14,,,"[65.0, 70.4]",3775564,0,,,,,0.36106774,,Right Foot,,,"[79.3, 75.8]",,Ground Pass,,15.285614,Incomplete,,Chloe Kelly,15570.0,,,,,,1,From Kick Off,Lucy Bronze,10178.0,Right Back,2,Manchester City WFC,746,"['605f50c3-0476-4d79-a1cc-34b821a9fc92', 'cb119ed3-1ca2-4540-b77c-721357801eab']",10,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:10.750,Pass,
