ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.097779,,,,,,,,,,,,f4da06d5-2717-4ada-818f-dfc22c4767f0,16,,"[76.5, 19.9]",3775657,0,,,,0.7618335,,Right Foot,,,,"[91.7, 34.4]",,High Pass,21.006903,,,Incomplete,,Bethany Mead,15619.0,,,,,,Recovery,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Bristol City WFC,973,"['1fb18057-9cf8-4615-94c6-208b36e82b6f', 'ac11a668-502d-492c-9989-98619a1a0429']",9,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:09.548,Pass,
,,,,,,,,,,,,,,,1.228871,,,,,,,,,,,,799558b8-25cb-416c-91a7-6cd0c625ec96,23,,"[76.7, 39.1]",3775657,0,,,,-2.5255413,,Right Foot,,,,"[65.4, 31.1]",,Ground Pass,13.845216,,,,,Lia Wälti,10405.0,,,,,,Recovery,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,3,Arsenal WFC,968,['75c5d81b-0674-433a-b848-4d59c98c4c45'],15,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:15.183,Pass,
,,,,,,,,,,,,,,,1.75766,,,,,,,,,,,,42be54c5-92e9-4b8e-a773-05aef208f54b,26,,"[67.3, 28.0]",3775657,0,,,,-1.7292918,,Left Foot,,,,"[63.4, 3.6]",,Ground Pass,24.709715,,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,3,Arsenal WFC,968,['bdd7c101-6c36-4ded-9bf5-05370f86bcc7'],17,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:17.637,Pass,
,,,,,,,,,,,,,,,1.794728,,,,,,,,,,,,6d97a1a8-4f4a-4b09-9128-ead390e462ef,29,,"[63.1, 4.4]",3775657,0,,,,2.238204,,Left Foot,,,,"[48.6, 22.8]",,Ground Pass,23.426695,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,3,Arsenal WFC,968,['cdbd361c-6dfd-4c64-9fea-d37df6cfeac9'],20,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:20.103,Pass,
,,,,,,,,,,,,,,,1.376591,,,,,,,,,,,,57ca9b51-dfbc-4094-b2b9-3bb76a101c6f,32,,"[48.6, 24.1]",3775657,0,,,,1.236267,,Right Foot,,,,"[55.1, 42.8]",,Ground Pass,19.797474,,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,3,Arsenal WFC,968,['bbf3cf08-0361-4f95-8e7c-f6580c2bd5de'],23,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:23.191,Pass,
,,,,,,,,,,,,,,,2.285849,,,,,,,,,,,,7ab5a9e8-bed0-45d5-a778-e968cb2c235b,35,,"[63.4, 50.2]",3775657,0,,,,0.90975314,,Left Foot,,,,"[83.7, 76.3]",,Low Pass,33.065086,,,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['4a1d66cf-9931-4859-9755-70bafbd948ac'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:26.931,Pass,
,,,,,,,,,,,,,,,2.069061,,,,,,,,,,,,b0fb69e5-cd2e-41ab-8ee7-721218618b32,38,,"[83.1, 75.0]",3775657,0,,,,-0.2585717,,Right Foot,,,,"[110.7, 67.7]",,Ground Pass,28.54908,,,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Viktoria Schnaderbeck,10235.0,Right Back,3,Arsenal WFC,968,['c64c42d5-7120-40f4-b08f-c4030faa16ba'],30,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:30.073,Pass,
,,,,,,,,,,,,,,,0.143961,,,,,,,,,,,,e2fa4fb2-42d8-47bf-8980-11241a67ec92,42,,"[116.5, 75.8]",3775657,0,,,,-2.2896264,,Right Foot,,,,"[115.1, 74.2]",,Ground Pass,2.1260293,,,Incomplete,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,3,Arsenal WFC,968,"['4ba1b656-6be8-4b95-8659-80c5191d15aa', '9b58ad79-4ac3-4fac-af48-0926f7aef72e', '9ed00cb2-7f98-4b52-9d30-d66fa829fb38']",37,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:37.846,Pass,True
,,,,,,,,,,,,,,,1.222622,,,,,,,,,,,,bdad9e31-e70f-40ac-8e6c-5c12296127d4,45,,"[112.0, 80.0]",3775657,0,,,,-1.5279654,,,,,,"[112.6, 66.0]",,High Pass,14.012852,,,,,Bethany Mead,15619.0,,,,,,Throw-in,1,From Throw In,Viktoria Schnaderbeck,10235.0,Right Back,4,Arsenal WFC,968,['967570a7-263e-4848-9a9a-f38f9db98a90'],48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.562,Pass,
,,,,,,,,,,,,,,,1.667041,,,,,,,,,,,,a55b40dd-58b0-4fd7-bfdd-14053f094e49,49,,"[112.5, 66.3]",3775657,0,,,,1.4091749,,Right Foot,,,,"[114.0, 75.5]",,Ground Pass,9.321481,,,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,From Throw In,Bethany Mead,15619.0,Right Wing,4,Arsenal WFC,968,"['6fb0c407-04a9-4017-a325-d603f9e9400e', '8845baa4-a686-4cd2-8e3a-00feae85b26c']",50,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:50.274,Pass,True
,,,,,,,,,,,,,,,0.093075,,,,,,,,,,,,9f7c1f21-ece8-4e3e-9c57-2244efb69932,52,,"[113.7, 75.3]",3775657,0,,,,-1.709436,,Right Foot,,,,"[113.1, 71.0]",,Low Pass,4.3416586,,,Incomplete,,,,,,,,,,1,From Throw In,Viktoria Schnaderbeck,10235.0,Right Back,4,Arsenal WFC,968,"['a54837d2-bf15-4876-959c-ddcd189ed096', 'eb9614a5-0ea6-4924-8dbe-f5fec2a91a6c']",51,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:51.941,Pass,True
,,,,,,,,,,,,,,,1.901723,,,,,,,,,,,,f7936833-cbb1-40be-9218-34207ded4cba,54,,"[120.0, 80.0]",3775657,1,,,,-2.5636907,,Right Foot,,,,"[113.1, 75.5]",,Ground Pass,8.237719,,,,,Katie McCabe,15620.0,,,,,,Corner,1,From Corner,Bethany Mead,15619.0,Right Wing,5,Arsenal WFC,968,['19aa1339-7d46-45cb-bb3b-9199951a3b08'],6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:06.966,Pass,
,,,,,,,,,,,,,,,1.333416,,,,,,,,,,,,711f71b5-a5d2-4295-92e8-49c2943bfdb1,57,,"[111.2, 74.9]",3775657,1,,,,-1.6762062,,Left Foot,True,,,"[108.1, 45.6]",,Low Pass,29.463537,,,,,Caitlin Jade Foord,11338.0,,,,,,,1,From Corner,Katie McCabe,15620.0,Left Back,5,Arsenal WFC,968,['ab3d928b-8aef-4073-a8a7-d3f0606a2fe1'],8,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:08.908,Pass,
,,,,,,,,,,,,,,,1.675682,,,,,,,,,,,,df0f47e6-15cb-4c24-9ddd-0e5d53f97105,59,,"[108.1, 45.6]",3775657,1,,,,-2.2272837,,No Touch,,,,"[103.4, 39.5]",,Low Pass,7.7006493,,True,Incomplete,,,,,,,,,,1,From Corner,Caitlin Jade Foord,11338.0,Left Wing,5,Arsenal WFC,968,['355531c4-6247-4227-a81e-e1c24f9dba15'],10,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:10.241,Pass,
,,,,,,,,,,,,,,,1.535522,,,,,,,,,,,,bbd796a5-1d61-4004-a9f2-bcf6d5c91eb0,67,,"[24.0, 39.6]",3775657,1,,,,1.4536875,,Right Foot,,,,"[25.8, 54.9]",,Ground Pass,15.405519,,,,,Yana Daniëls,10093.0,,,,,,Recovery,1,Regular Play,Jasmine Matthews,15618.0,Right Center Back,6,Bristol City WFC,973,['bdbedbc0-6fbf-4360-ae20-74c4a3c4b112'],15,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:15.597,Pass,
,,,,,,,,,,,,,,,1.972875,,,,,,,,,,,,c85b2c55-5b98-47be-bf4f-850de24a9714,70,,"[25.9, 54.6]",3775657,1,,,,0.0856793,,Right Foot,,,,"[42.2, 56.0]",,Ground Pass,16.360012,,,,,Carla Humphrey,16384.0,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Right Midfield,6,Bristol City WFC,973,"['60aa2569-db60-4271-9171-a49145cd573d', 'c09cb180-f068-4833-aee2-211e30712b19']",17,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:17.133,Pass,True
,,,,,,,,,,,,,,,1.084272,,,,,,,,,,,,36d7388c-9831-41ea-844b-3b0a40606b60,74,,"[41.1, 70.4]",3775657,1,,,,2.9996955,,Left Foot,,,,"[27.8, 72.3]",,Ground Pass,13.435029,,,,,Aimee Palmer,36801.0,,,,,,,1,Regular Play,Carla Humphrey,16384.0,Right Center Midfield,6,Bristol City WFC,973,['39ef34e8-0a70-482c-bfd1-1ed3ec8cf86b'],20,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:20.826,Pass,
,,,,,,,,,,,,,,,2.921544,,,,,,,,,,,,2b801962-23ef-4fbb-8f0a-6ee1e566116b,76,,"[27.8, 72.3]",3775657,1,,,,-0.3385296,,Right Foot,,,,"[75.8, 55.4]",,High Pass,50.88821,,,Incomplete,,,,,,,,,,1,Regular Play,Aimee Palmer,36801.0,Right Back,6,Bristol City WFC,973,['0635d3dc-4726-4c1c-a57f-aff7ea05fc64'],21,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:21.911,Pass,
,,,,,,,,,,,,,,,2.289778,,,,,,,,,,,,2a41ba56-cc52-404f-a6f1-75a39ca630d2,79,,"[30.1, 25.2]",3775657,1,,,,2.612864,,Right Foot,,,,"[11.1, 36.3]",,Ground Pass,22.004772,,,,,Manuela Zinsberger,10237.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,7,Arsenal WFC,968,['e122c37b-0972-4e33-9f0d-1de8a5d7368d'],26,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:26.606,Pass,
,,,,,,,,,,,,,,,1.171808,,,,,,,,,,,,fcbf5e54-2abe-4235-8679-be07941d98e8,82,,"[11.1, 36.3]",3775657,1,,,,-0.96795803,,Right Foot,,,,"[16.4, 28.6]",,Ground Pass,9.347727,,,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,7,Arsenal WFC,968,['bcdf7a38-1983-4c4e-b3dc-9c224ec61178'],29,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:29.860,Pass,
,,,,,,,,,,,,,,,1.751682,,,,,,,,,,,,74475117-a979-43f5-b8dd-ebadbcd325e6,85,,"[20.6, 25.8]",3775657,1,,,,-1.2252407,,Right Foot,,,,"[28.7, 3.3]",,Ground Pass,23.913595,,,,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Right Center Midfield,7,Arsenal WFC,968,['b0187b37-ccc0-4598-9743-afede82aa0d3'],32,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:32.314,Pass,
,,,,,,,,,,,,,,,0.879498,,,,,,,,,,,,02f69439-326c-4a8b-9828-f317190035a8,88,,"[33.2, 13.6]",3775657,1,,,,1.3803612,,Right Foot,,,,"[34.8, 21.9]",,Ground Pass,8.45281,,,,,Jordan Nobbs,10192.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,7,Arsenal WFC,968,['5542af16-a2e2-4f66-9563-6f0d274fc641'],38,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:38.442,Pass,
,,,,,,,,,,,,,,,1.126367,,,,,,,,,,,,db2f7356-5db2-446f-9ad6-0d2b48bb0ec3,91,,"[34.8, 21.9]",3775657,1,,,,-2.0138988,,Right Foot,,,,"[32.0, 16.0]",,Ground Pass,6.530697,,,,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Left Center Midfield,7,Arsenal WFC,968,['d1ba41c0-d6b9-4786-bfdf-8672ceedf013'],39,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:39.389,Pass,
,,,,,,,,,,,,,,,1.362748,,,,,,,,,,,,257baa4b-e418-4dc2-b923-16b00eabbedd,94,,"[42.0, 9.7]",3775657,1,,,,-0.686952,,Right Foot,,,,"[50.9, 2.4]",,Ground Pass,11.510864,,,,,Katie McCabe,15620.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,7,Arsenal WFC,968,['bba81c38-7726-4f97-b392-c9b5a15c7784'],43,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:43.483,Pass,
,,,,,,,,,,,,,,,0.994871,,,,,,,,,,,,5ec36364-9bde-494f-b820-7df0c86d3ea0,97,,"[50.9, 2.4]",3775657,1,,,,2.617272,,Left Foot,,,,"[42.6, 7.2]",,Ground Pass,9.588014,,,,,Lia Wälti,10405.0,,,,,,,1,Regular Play,Katie McCabe,15620.0,Left Back,7,Arsenal WFC,968,['2cb59ef6-02d1-4459-913c-cb8e68f34ef0'],45,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:45.461,Pass,
,,,,,,,,,,,,,,,2.322906,,,,,,,,,,,,af7a5846-1388-4ce9-84f0-3eaa3eff296d,100,,"[47.8, 11.4]",3775657,1,,,,0.21630728,,Right Foot,,,,"[79.2, 18.3]",,High Pass,32.149185,,,Incomplete,,Vivianne Miedema,15623.0,,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,7,Arsenal WFC,968,"['c8073ead-1547-4d4c-9e7c-3ecf97841036', 'e28d9116-a1ab-49d3-a95c-e0da30d2fe6f']",48,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:48.271,Pass,
,,,,,,,,,,,,,,,1.700567,,,,,,,,,,,,187eb9cb-d6d9-4a5b-b68f-697f87c0e233,104,,"[41.1, 66.8]",3775657,1,,,,1.0708011,,Left Foot,,,,"[47.0, 77.6]",,Ground Pass,12.306502,,,,,Aimee Palmer,36801.0,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Right Center Back,8,Bristol City WFC,973,['12c131c2-e0e7-40e9-b502-a6f276ef33ab'],51,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:51.784,Pass,
,,,,,,,,,,,,,,,1.717747,,,,,,,,,,,,77469607-4a84-4afd-9f8d-e3bee79b5d6b,108,,"[48.9, 77.3]",3775657,1,,,,-0.15488334,,Right Foot,,,,"[75.8, 73.1]",,High Pass,27.225906,,,,,Abigail Harrison,23412.0,,,,,,,1,Regular Play,Aimee Palmer,36801.0,Right Back,8,Bristol City WFC,973,"['16d69161-4233-414c-b8e5-beab8627fce3', '820a9a85-774c-4927-a2f0-f9d1ba40d4f9']",54,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:54.156,Pass,True
,,,,,,,,,,,,,,,2.295394,,,,,,,,,,,,b9550ba2-5c86-4608-9519-22029af4550a,111,,"[23.1, 10.0]",3775657,1,,,,1.835736,,Right Foot,,,,"[16.1, 35.8]",,Ground Pass,26.732752,,,,,Manuela Zinsberger,10237.0,,,,,,Recovery,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Arsenal WFC,968,['ac804673-8823-4429-aa8b-ca5a07759e75'],58,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:58.799,Pass,
,,,,,,,,,,,,,,,1.070515,,,,,,,,,,,,3b1ab415-4eb6-49a2-8a9f-2b63a47eca52,114,,"[18.9, 38.1]",3775657,2,,,,0.11809203,,Right Foot,,,,"[30.7, 39.5]",,Ground Pass,11.882761,,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,9,Arsenal WFC,968,['b8416479-2d6f-42e7-82f7-8dd842cd3191'],2,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:02.313,Pass,
,,,,,,,,,,,,,,,1.238889,,,,,,,,,,,,ae89b868-e49c-4267-a922-36c29de1a5cd,117,,"[35.6, 39.7]",3775657,2,,,,-1.5166621,,Right Foot,,,,"[36.7, 19.4]",,Low Pass,20.32978,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['cd9dfb0d-f08d-418e-992a-d96585017614'],6,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:06.732,Pass,
,,,,,,,,,,,,,,,1.37105,,,,,,,,,,,,a461ccf2-c39e-4830-8fef-03a006585bc8,120,,"[42.0, 28.8]",3775657,2,,,,1.6623273,,Right Foot,,,,"[40.1, 49.5]",,Ground Pass,20.787016,,,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Arsenal WFC,968,['4ed431d4-023f-49b9-b6cf-251a11c7725b'],11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:11.180,Pass,
,,,,,,,,,,,,,,,1.751242,,,,,,,,,,,,01560236-c980-4ee3-a1f9-6637546fab8e,123,,"[42.8, 53.5]",3775657,2,,,,0.844154,,Right Foot,,,,"[63.6, 76.9]",,Low Pass,31.308146,,,,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,9,Arsenal WFC,968,['37d24ba8-8c99-429d-9f3b-bd2c2d58ccf9'],14,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:14.046,Pass,
