ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,289577cc-d17e-439e-b202-83801022d5de,1,,,,3775652,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 17275, 'name': 'Hannah Jayne Blundell'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 25612, 'name': 'Jessie Alexandra Fleming'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 4660, 'name': 'Erin Cuthbert'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 15550, 'name': 'Bethany England'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ba095820-515b-4d8d-a4de-b9ad31dcfbd2,2,,,,3775652,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4e90b412-7fd0-4dec-a2e1-2062dbcfc325,3,,,,3775652,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['00ccaa30-08fe-4030-8b1e-c2b9aa8d967e'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,00ccaa30-08fe-4030-8b1e-c2b9aa8d967e,4,,,,3775652,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea FCW,971,['4e90b412-7fd0-4dec-a2e1-2062dbcfc325'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ad7ab49c-3d60-4549-ae44-2de8b2591cf1,1818,,,,3775652,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,Chelsea FCW,971,['1bb23c57-60e8-49b2-9096-7428a879e373'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1bb23c57-60e8-49b2-9096-7428a879e373,1819,,,,3775652,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,Chelsea FCW,971,['ad7ab49c-3d60-4549-ae44-2de8b2591cf1'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.733498,,,,,,,,,,,332ac421-fef7-465f-8a47-c5f340cc10a3,5,,,"[60.0, 40.0]",3775652,0,,,,-2.7283225,,Right Foot,,,,"[35.6, 29.3]",,Ground Pass,,26.643011,,,,Victoria Williams,16395.0,,,,,Kick Off,1,From Kick Off,Geum-Min Lee,25453.0,Center Forward,2,Brighton & Hove Albion WFC,965,['5160f943-78ec-4027-a566-d0b86eeddbbb'],0,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.345,Pass,
,,,,,,,,,,,,,,,,,,1.739227,,,,,,,,,,,8e2e7769-9d8f-4df1-be90-5dd423aa3ae6,9,,,"[32.1, 36.3]",3775652,0,,,,0.43594688,,Right Foot,,,,"[64.3, 51.3]",,Low Pass,,35.52239,,Incomplete,,Geum-Min Lee,25453.0,,,,,,1,From Kick Off,Victoria Williams,16395.0,Left Center Back,2,Brighton & Hove Albion WFC,965,"['36afbf23-2d4f-4770-9a9d-0ab75490f59f', 'e46f5fdc-4771-4b67-b5da-162d05a2a5bd']",4,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:04.830,Pass,
,,,,,,,,,,,,,,,,,,4.437121,,,,,,,,,,,e46f5fdc-4771-4b67-b5da-162d05a2a5bd,12,,,"[55.8, 28.8]",3775652,0,,,,0.9415957,,Left Foot,,,,"[77.2, 58.2]",,Low Pass,,36.36372,,Incomplete,,Jessie Alexandra Fleming,25612.0,,,,,Recovery,1,From Kick Off,Magdalena Lilly Eriksson,4633.0,Left Center Back,2,Brighton & Hove Albion WFC,965,"['223fee51-c40b-4501-b2bb-e300d1f7acca', '73d5de71-92fd-49a5-8476-dead1b79b781', '8e2e7769-9d8f-4df1-be90-5dd423aa3ae6']",6,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:06.569,Pass,
,,,,,,,,,,,,,,,,,,0.929382,,,,,,,,,,,73d5de71-92fd-49a5-8476-dead1b79b781,15,,,"[42.9, 21.9]",3775652,0,,,,-2.1224513,,Left Foot,,,,"[36.5, 11.5]",,Ground Pass,,12.21147,,,,Emma Wilhelmina Koivisto,32403.0,,,,,Recovery,1,From Kick Off,Megan Connolly,23413.0,Left Defensive Midfield,2,Brighton & Hove Albion WFC,965,"['a190dfd1-21c6-4028-a49f-fdbeea1fb335', 'e46f5fdc-4771-4b67-b5da-162d05a2a5bd']",11,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:11.006,Pass,
