ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,5.173083,,,,,,,,,,,,,e7c4504f-94c1-4412-b5d3-fda170f3bdb4,18,,"[40.7, 67.1]",3775642,0,,,,,0.31716344,,Right Foot,,,,"[80.0, 80.0]",Ground Pass,,41.363026,Out,,Ellie Brazil,16393.0,,,,,,1,From Kick Off,Aileen Whelan,16374.0,Center Attacking Midfield,2,Brighton & Hove Albion WFC,965,['9fae7340-01da-4f1e-9a43-bf46b44393e7'],9,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:09.306,Pass,
,,,,,,,,,,,,,,,,,,1.12856,,,,,,,,,,,,,c45f5b70-1223-4f8c-ab05-fa82a2c99df8,22,,"[40.3, 0.1]",3775642,0,,,,,2.8134727,,,,,,"[26.2, 4.9]",Low Pass,,14.8946295,,,Anita Amma Ankyewah Asante,4657.0,,,,,Throw-in,1,From Throw In,Caroline Siems,46536.0,Left Wing Back,3,Aston Villa,2647,['ef12649b-5c09-4b8c-8f41-ea2a59728828'],34,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:34.643,Pass,
,,,,,,,,,,,,,,,,,,1.095751,,,,,,,,,,,,,f0b0e4eb-d223-49d6-992c-2c57a3358aa2,24,,"[26.2, 4.9]",3775642,0,,,,,-0.22615243,,Right Foot,,,,"[37.5, 2.3]",Ground Pass,,11.595258,,,Caroline Siems,46536.0,,,,,,1,From Throw In,Anita Amma Ankyewah Asante,4657.0,Left Center Midfield,3,Aston Villa,2647,['d664519d-21ea-40f1-a843-02648b0cd471'],35,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:35.771,Pass,
,,,,,,,,,,,,,,,,,,1.147555,,,,,,,,,,,,,8ff114e5-705d-4d10-b4d4-5494ed0f8ae1,27,,"[36.4, 2.5]",3775642,0,,,,,0.28275597,,Right Foot,,,,"[51.2, 6.8]",Ground Pass,,15.412008,,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,From Throw In,Caroline Siems,46536.0,Left Wing Back,3,Aston Villa,2647,"['7d8cfac5-e71a-4086-81d4-404dffb3cda2', 'c3a0bcb2-7dfc-46cc-a542-1813f6a7a3a2']",36,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:36.867,Pass,True
,,,,,,,,,,,,,,,,,,4.058722,,,,,,,,,,,,,fba6e055-93a4-4968-b31e-71fcc9f07047,31,,"[50.3, 6.1]",3775642,0,,,,,1.1120089,,Left Foot,,,,"[66.6, 39.1]",Ground Pass,,36.806114,Incomplete,,Emma Follis,15557.0,,,,,,1,From Throw In,Anita Amma Ankyewah Asante,4657.0,Left Center Midfield,3,Aston Villa,2647,"['4c29f1e8-5f29-4b45-8521-ae78a83ef2be', '982b437e-21a8-4b4d-852f-c33c545f3d95', 'a095113f-503d-46a2-9846-68128a59ce56']",38,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:38.055,Pass,True
,,,,,,,,,,,,,,,,,,1.689532,,,,,,,,,,,,,ae6fc9bb-8140-4c0e-84e6-38cf62168386,37,,"[53.7, 50.0]",3775642,0,,,,,1.6269171,,Right Foot,,,,"[52.2, 76.7]",Ground Pass,,26.742102,,,Maya Le Tissier,22337.0,,,,,,1,Regular Play,Emma Wilhelmina Koivisto,32403.0,Left Back,4,Brighton & Hove Albion WFC,965,['63d83667-0bac-4f3c-9cd2-6731a4ffc921'],43,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:43.977,Pass,
,,,,,,,,,,,,,,,,,,1.044806,,,,,,,,,,,,,70974695-8310-4fdd-bb0a-882006329502,40,,"[60.1, 77.4]",3775642,0,,,,,-0.24683051,,Right Foot,,,,"[72.8, 74.2]",Ground Pass,,13.096946,,,Aileen Whelan,16374.0,,,,,,1,Regular Play,Maya Le Tissier,22337.0,Right Back,4,Brighton & Hove Albion WFC,965,['aecc3260-3138-4478-8c11-b9388b3fb405'],46,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:46.955,Pass,
,,,,,,,,,,,,,,,,,,3.112286,,,,,,,,,,,,,fe22b29e-8684-4683-8a8d-17456d18b840,44,,"[72.8, 73.7]",3775642,0,,,,,3.1010742,,Right Foot,,,,"[35.8, 75.2]",Ground Pass,,37.03039,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Aileen Whelan,16374.0,Center Attacking Midfield,4,Brighton & Hove Albion WFC,965,['5d834fef-2548-4480-8990-a71b7de87712'],50,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:50.567,Pass,
,,,,,,,,,,,,,,,,,,1.169758,,,,,,,,,,,,,8b56125e-65ed-404d-9cce-ea9788a87073,47,,"[37.9, 77.2]",3775642,0,,,,,-0.056232046,,Right Foot,,,,"[68.1, 75.5]",Ground Pass,,30.24781,Incomplete,,Ellie Brazil,16393.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,4,Brighton & Hove Albion WFC,965,"['255446f2-ef6d-4d77-bb57-7780bcf19400', 'ebf4a840-6d21-488b-b6b3-624dff6aa23e']",54,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:54.931,Pass,
,,,,,,,,,,,,,,,,,,0.775126,,,,,,,,,,,,,a0ae2699-1308-4374-bebe-37f85a2a9f26,53,,"[73.6, 78.9]",3775642,0,,,,,-0.08645065,,Right Foot,,,,"[88.6, 77.6]",Ground Pass,,15.056228,Incomplete,,Geum-Min Lee,25453.0,,,,,,1,Regular Play,Aileen Whelan,16374.0,Center Attacking Midfield,4,Brighton & Hove Albion WFC,965,"['af651796-f8f6-4d3c-a8a6-5a6c70494897', 'e58d8e2e-033c-4013-9302-feb36059ac5a']",59,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:59.941,Pass,
,,,,,,,,,,,,,,,,,,4.588166,,,,,,,,,,,,,fc7e43b5-0b43-48b1-8ea0-91692b05531a,59,,"[44.3, 8.5]",3775642,1,,,,,1.8162702,,Right Foot,,,,"[32.4, 56.0]",Low Pass,,48.96795,,,Asmita Ale,46541.0,,True,,,,1,Regular Play,Shania Hayles,19499.0,Left Center Forward,5,Aston Villa,2647,"['24845666-8108-438a-b26e-a76803fdda29', '317505f4-8a15-4140-b3a7-143acd0b0407']",5,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:05.231,Pass,True
,,,,,,,,,,,,,,,,,,2.27538,,,,,,,,,,,,,5c050d6d-b914-4ca1-963a-934ba8379f54,62,,"[28.9, 61.8]",3775642,1,,,,,-2.55359,,Left Foot,,,,"[6.7, 47.0]",Ground Pass,,26.68108,,,Lisa Weiß,38317.0,,,,,,1,Regular Play,Asmita Ale,46541.0,Right Center Back,5,Aston Villa,2647,['07d3a705-a264-4722-aae0-c88633fc9b4a'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:11.832,Pass,
,,,,,,,,,,,,,,,,,,1.682766,,,,,,,,,,,,,a33fa896-89d9-4ac0-98fc-29788741f03f,65,,"[9.0, 49.3]",3775642,1,,,,,1.5707964,,Left Foot,,,,"[9.0, 66.2]",Ground Pass,,16.9,,,Asmita Ale,46541.0,,,,,,1,Regular Play,Lisa Weiß,38317.0,Goalkeeper,5,Aston Villa,2647,['7faf42a3-c82e-48b7-8b6d-6e8b4788dfa5'],21,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:21.868,Pass,
,,,,,,,,,,,,,,,,,,0.870089,,,,,,,,,,,,,e1687276-d526-4317-8d76-fcda5abe2dbf,68,,"[22.9, 54.9]",3775642,1,,,,,-1.6979265,,Right Foot,,,,"[21.2, 41.6]",Ground Pass,,13.408206,,,Marisa Ewers,15565.0,,,,,,1,Regular Play,Asmita Ale,46541.0,Right Center Back,5,Aston Villa,2647,['c4a4aadd-2383-4199-be2a-d5288b47a43f'],26,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:26.086,Pass,
,,,,,,,,,,,,,,,,,,1.714533,,,,,,,,,,,,,14ee4b70-2bea-4a6b-b637-e37dc4d93638,71,,"[23.2, 43.4]",3775642,1,,,,,1.3888834,,Right Foot,,,,"[28.7, 73.3]",High Pass,,30.401644,Incomplete,,Ella Franklin-Fraiture,46538.0,,,,,,1,Regular Play,Marisa Ewers,15565.0,Center Back,5,Aston Villa,2647,"['3bd76631-61e3-459d-920c-7155073846a6', 'd3fd0dfe-c31e-4b93-873e-06cf194307d0']",27,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:27.792,Pass,
,,,,,,,,,,,,,,,,,,1.012378,,,,,,,,,,,,,bab67e1f-1a13-43ef-993b-41e557c360dd,74,,"[23.8, 80.0]",3775642,1,,,,,-0.42707855,,,,,,"[40.5, 72.4]",Low Pass,,18.348024,,,Mana Iwabuchi,25610.0,,,,,Throw-in,1,From Throw In,Ella Franklin-Fraiture,46538.0,Right Wing Back,6,Aston Villa,2647,['828b4a35-b5c2-4c7c-82e7-26a4c0c9fb8b'],42,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:42.073,Pass,
,,,,,,,,,,,,,,,,,,2.537415,,,,,,,,,,,,,c35fe7e4-2698-485d-8578-04acaca3dde7,79,,"[32.4, 63.9]",3775642,1,,,,,-1.5707964,,Right Foot,,,,"[32.4, 44.4]",Ground Pass,,19.5,,,Chloe Arthur,10193.0,,,,,,1,From Throw In,Mana Iwabuchi,25610.0,Right Center Midfield,6,Aston Villa,2647,"['b4a6e873-8599-4746-83dc-ac063a70a3a7', 'd4b561aa-5c89-4064-91ec-589cf4384cbf']",44,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:44.064,Pass,True
,,,,,,,,,,,,,,,,,,1.416885,,,,,,,,,,,,,08fbcbf6-62af-4707-866f-ba18ead3dda0,83,,"[40.1, 36.1]",3775642,1,,,,,-2.0675201,,Right Foot,,,,"[34.3, 25.4]",Ground Pass,,12.170867,,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,From Throw In,Chloe Arthur,10193.0,Center Defensive Midfield,6,Aston Villa,2647,"['5627e02d-c248-4295-b1c8-ae8b6ee17446', '57b7c4d2-e857-4021-8706-50afc79c73ef']",47,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:47.599,Pass,True
,,,,,,,,,,,,,,,,,,1.712878,,,,,,,,,,,,,f4b1f79e-4323-41ac-94d3-30ebc82c81a2,86,,"[36.2, 21.1]",3775642,1,,,,,-1.8996726,,Right Foot,,,,"[31.9, 8.5]",Ground Pass,,13.313527,,,Jodie Hutton,46537.0,,,,,,1,From Throw In,Anita Amma Ankyewah Asante,4657.0,Left Center Midfield,6,Aston Villa,2647,['0efea366-71a3-4319-b47a-8ce6703a0043'],49,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:49.868,Pass,
,,,,,,,,,,,,,,,,,,0.09164,,,,,,,,,,,,,867f17f7-aab6-4e11-8d6a-8e930ec7d6eb,90,,"[37.5, 6.6]",3775642,1,,,,,-0.2504431,,Left Foot,,,,"[41.8, 5.5]",Ground Pass,,4.438468,Incomplete,,Caroline Siems,46536.0,,,,,,1,From Throw In,Jodie Hutton,46537.0,Left Center Back,6,Aston Villa,2647,"['30679157-0387-4501-a8cb-13e1a64f1589', '8e20d074-9e71-4484-89c7-5ddab3b13e0b', '913b461d-1455-4387-af11-53d8d4177eae']",52,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:52.960,Pass,True
,,,,,,,,,,,,,,,,,,0.015999,,,,,,,,,,,,,dac211dc-9453-43cf-a8d0-265614ba1d09,94,,"[40.1, 17.5]",3775642,1,,,,,1.2610934,,Right Foot,,,,"[40.9, 20.0]",Ground Pass,,2.624881,Incomplete,,Anita Amma Ankyewah Asante,4657.0,,,,,Recovery,1,From Throw In,Jodie Hutton,46537.0,Left Center Back,6,Aston Villa,2647,"['28d5cc86-b846-44bd-8aca-b4ff157d0ac8', '469d8141-67d0-4a3f-956d-47c9d367cbb1']",54,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:54.718,Pass,
,,,,,,,,,,,,,,,,,,2.473635,,,,,,,,,,,,,469d8141-67d0-4a3f-956d-47c9d367cbb1,96,,"[79.2, 60.1]",3775642,1,,,,,-2.4631672,,Right Foot,,,,"[62.7, 46.8]",Ground Pass,,21.192923,,,Megan Connolly,23413.0,,,,,Recovery,1,Regular Play,Geum-Min Lee,25453.0,Center Forward,7,Brighton & Hove Albion WFC,965,"['c44894f4-177f-48b8-ace2-ccd28bbd8bbf', 'dac211dc-9453-43cf-a8d0-265614ba1d09']",54,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:54.734,Pass,
,,,,,,,,,,,,,,,,,,1.565592,,,,,,,,,,,,,3f832f10-168f-440f-a8c2-a3b982d488fa,99,,"[62.1, 46.8]",3775642,1,,,,,2.8834395,,Right Foot,,,,"[44.3, 51.5]",Ground Pass,,18.410051,,,Victoria Williams,16395.0,,,,,,1,Regular Play,Megan Connolly,23413.0,Left Defensive Midfield,7,Brighton & Hove Albion WFC,965,['565227fd-1cca-4ec4-be09-b6efc0d31e76'],57,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:57.605,Pass,
,,,,,,,,,,,,,,,,,,1.685999,,,,,,,,,,,,,e1658236-2009-4001-9dcb-5cc323076dde,101,,"[44.3, 51.5]",3775642,1,,,,,1.5504946,,Right Foot,,,,"[44.7, 71.2]",Ground Pass,,19.70406,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Victoria Williams,16395.0,Left Center Back,7,Brighton & Hove Albion WFC,965,['dba1d9a8-6667-4d21-837c-3d78814347b9'],59,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:59.170,Pass,
,,,,,,,,,,,,,,,,,,0.931523,,,,,,,,,,,,,93a0b0f3-0409-46fb-ab48-a759ec8f617c,104,,"[44.7, 71.2]",3775642,2,,,,,-1.1378558,,Right Foot,,,,"[55.7, 47.4]",Ground Pass,,26.219076,,,Megan Connolly,23413.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,7,Brighton & Hove Albion WFC,965,['533d11c4-4953-4f59-a48a-0901e24560eb'],2,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:02.175,Pass,
,,,,,,,,,,,,,,,,,,2.062233,,,,,,,,,,,,,bedffa41-e445-4d33-99e1-e4f8fb129000,108,,"[50.5, 53.0]",3775642,2,,,,,1.9080495,,Right Foot,,,,"[42.4, 76.1]",Ground Pass,,24.478971,,,Maya Le Tissier,22337.0,,,,,,1,Regular Play,Megan Connolly,23413.0,Left Defensive Midfield,7,Brighton & Hove Albion WFC,965,"['a46f0dd1-e814-4724-82b1-668505906e0f', 'b1dc386e-4607-4f48-b2c7-6a1845c896b2']",3,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:03.984,Pass,True
,,,,,,,,,,,,,,,,,,2.352679,,,,,,,,,,,,,4d60dee0-f0d6-40fc-8eab-05342cb0b48e,111,,"[41.5, 75.5]",3775642,2,,,,,-2.5670068,,Right Foot,,,,"[12.0, 56.4]",Ground Pass,,35.14342,,,Megan Walsh,15709.0,,,,,,1,Regular Play,Maya Le Tissier,22337.0,Right Back,7,Brighton & Hove Albion WFC,965,['916a95ce-faab-4066-a956-413ea2b8ab45'],6,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:06.794,Pass,
,,,,,,,,,,,,,,,,,,1.37108,,,,,,,,,,,,,be134d55-1ee0-4f4a-a03f-7a7da2fa30a7,115,,"[10.5, 56.9]",3775642,2,,,,,1.2148386,,Right Foot,,,,"[16.3, 72.5]",Ground Pass,,16.643316,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Megan Walsh,15709.0,Goalkeeper,7,Brighton & Hove Albion WFC,965,"['406d8829-8c16-4341-acef-6cc5e99513f5', 'b3ebb715-0ba4-4bf2-93d4-74a128b92d28']",10,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:10.023,Pass,True
,,,,,,,,,,,,,,,,,,1.278849,,,,,,,,,,,,,5924790b-bbb4-4717-b529-b047763640d5,119,,"[29.1, 72.3]",3775642,2,,,,,-0.650174,,Right Foot,,,,"[45.8, 59.6]",Ground Pass,,20.980467,,,Geum-Min Lee,25453.0,,,,,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,7,Brighton & Hove Albion WFC,965,"['099e318f-e3c1-4bae-b227-91420ab78411', 'a151ab2e-5fe8-49a5-949a-5dec740e3783']",14,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:14.214,Pass,True
,,,,,,,,,,,,,,,,,,1.373057,,,,,,,,,,,,,4d6bb700-9662-4b19-8b2f-99cf014d3042,126,,"[71.7, 17.0]",3775642,2,,,,,-1.9055332,,Right Foot,,,,"[68.5, 7.8]",Ground Pass,,9.740637,,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,Regular Play,Chloe Arthur,10193.0,Center Defensive Midfield,8,Aston Villa,2647,"['0397f5af-3428-4b71-9a47-1098c71d69db', 'd4df4fae-fbc1-411b-84e4-e3ecb19945a2']",21,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:21.317,Pass,True
