50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,93657936-a21b-4962-86ad-d86e636d332a,1,,,,3775651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7e7e3690-ed50-425a-ab7b-de6d39ab93f1,2,,,,3775651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 42787, 'name': 'Mackenzie Arnold'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 31556, 'name': 'Laura Vetterlein'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 15724, 'name': 'Mayumi Pacheco'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 49646, 'name': 'Lois Joel'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 24403, 'name': 'Katerina Svitková'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8297, 'name': 'Adriana Kristina Leon'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f6cdc36c-2a24-4a9d-89ed-ae89e4fe12ea,3,,,,3775651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['670080f1-039b-45e8-9517-42e2a3e895b4'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,670080f1-039b-45e8-9517-42e2a3e895b4,4,,,,3775651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['f6cdc36c-2a24-4a9d-89ed-ae89e4fe12ea'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0c20071f-c6e7-4e55-b54c-02d0822b021f,1810,,,,3775651,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,72,West Ham United LFC,972,['97eb9d34-54f0-4902-9d29-94afc937514b'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,97eb9d34-54f0-4902-9d29-94afc937514b,1811,,,,3775651,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,72,West Ham United LFC,972,['0c20071f-c6e7-4e55-b54c-02d0822b021f'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.528846,,,,,,,,,,,,,,5f5259ef-654a-4f05-bafe-f0d68a1d0139,5,,,"[61.0, 40.1]",3775651,0,,,,,2.7515116,,Right Foot,,,,"[32.3, 51.9]",,Ground Pass,,31.031113,,,,,Stephanie Houghton,10185.0,,,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Manchester City WFC,746,['5997846c-b426-44d0-89ec-5f606928f73d'],0,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.750,Pass,
,,,,,,,,,,,,,,,,,,1.628385,,,,,,,,,,,,,,6fd338b0-3e03-4d69-8ca2-d4dbee6c5315,8,,,"[30.9, 47.4]",3775651,0,,,,,-1.6172744,,Right Foot,,,,"[29.9, 25.9]",,Ground Pass,,21.523243,,,,,Abby Dahlkemper,5081.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['04bd77cb-d09d-4d4d-bd2b-3ed5398c0cde'],4,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.137,Pass,
,,,,,,,,,,,,,,,,,,1.693032,,,,,,,,,,,,,,00903a56-5d94-46f5-9bd8-2063bfbee4b4,11,,,"[30.5, 25.5]",3775651,0,,,,,1.5199312,,Right Foot,,,,"[31.9, 53.0]",,Ground Pass,,27.535614,,,,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Abby Dahlkemper,5081.0,Left Center Back,2,Manchester City WFC,746,['cd6de2c0-c972-4a2a-97a8-6a3a51ca60d7'],6,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.878,Pass,
,,,,,,,,,,,,,,,,,,1.864627,,,,,,,,,,,,,,0b9f45a2-4898-4e13-9bf5-45bc86e76b75,14,,,"[37.1, 53.9]",3775651,0,,,,,-1.8050958,,Right Foot,,,,"[31.3, 29.6]",,Ground Pass,,24.982594,,,,,Abby Dahlkemper,5081.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['fb85b08f-3a63-4bf4-a30e-c81d34023516'],10,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:10.568,Pass,
