ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,0.0,,,,,,,,,,,,,6f7343b9-d4d3-4e5b-8452-01a07cb1f903,1,,,19718,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15560, 'name': 'Ann-Katrin Berger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15567, 'name': 'Paige Williams'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,,,d026408c-e538-4088-8a41-fbaffba7abf6,2,,,19718,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,0.0,,,,,,,,,,,,,b21ed325-324b-43bd-b35a-124acdde354f,3,,,19718,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['fe7cf4a5-e08d-47f9-9414-a8efcb0a8686'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,,,fe7cf4a5-e08d-47f9-9414-a8efcb0a8686,4,,,19718,0,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Birmingham City WFC,969,['b21ed325-324b-43bd-b35a-124acdde354f'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,,,9b9ee4a0-b377-447d-b73a-61463e59585a,1795,,,19718,45,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Everton LFC,967,['a152f523-955c-4df4-887e-6a57917ddff2'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,0.0,,,,,,,,,,,,,a152f523-955c-4df4-887e-6a57917ddff2,1796,,,19718,45,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,94,Everton LFC,967,['9b9ee4a0-b377-447d-b73a-61463e59585a'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,1.069599,,,,,,,,,,,,,31c768c9-fc0a-4b9b-b108-c8e08a6df5c9,5,,"[61.0, 41.0]",19718,0,,,-2.7610862,,,Right Foot,,,"[51.0, 37.0]",,Ground Pass,10.770329,,Hayley Ladd,19501.0,,,Kick Off,1,From Kick Off,Ellen White,10180.0,Center Forward,2,Birmingham City WFC,969,['6b1b3f9b-bd9c-4bd9-a5a4-04f82a4dfb4f'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.672,Pass,
,,,,,,,,,1.977953,,,,,,,,,,,,,89276a2a-fe6a-45ca-9202-40a4c5120b1b,8,,"[50.0, 32.0]",19718,0,,,-2.1375256,,,Right Foot,,,"[36.0, 10.0]",,Ground Pass,26.076809,,Paige Williams,15567.0,,,,1,From Kick Off,Hayley Ladd,19501.0,Left Defensive Midfield,2,Birmingham City WFC,969,['3af4d054-f7c7-4e92-87ef-9f394db1df86'],2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.984,Pass,
,,,,,,,,,1.616872,,,,,,,,,,,,,f079d90f-9abb-4145-a7af-b412ffa0df22,11,,"[37.0, 16.0]",19718,0,,,2.976444,,,Left Foot,,,"[25.0, 18.0]",,Ground Pass,12.165525,,Kerys Harrop,15569.0,,,,1,From Kick Off,Paige Williams,15567.0,Left Back,2,Birmingham City WFC,969,['02070d83-bbc6-4b84-a763-ff847ad0ca9a'],6,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:06.911,Pass,
,,,,,,,,,2.401221,,,,,,,,,,,,,13a90fb7-d8f6-4df6-9192-f5b25c8e5777,14,,"[30.0, 20.0]",19718,0,,,1.6517004,,,Left Foot,,,"[27.0, 57.0]",,Ground Pass,37.12142,,Aoife Mannion,19503.0,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Center Back,2,Birmingham City WFC,969,['d5d0c5e0-aad9-4c5f-a7c4-48bb34f50360'],9,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:09.765,Pass,
,,,,,,,,,2.12565,,,,,,,,,,,,,38a076f7-a733-443d-99bd-2c3b0761390a,17,,"[47.0, 60.0]",19718,0,,,-1.8568478,,,Right Foot,,,"[42.0, 43.0]",,Ground Pass,17.720045,,Paige Williams,15567.0,,,,1,From Kick Off,Aoife Mannion,19503.0,Right Center Back,2,Birmingham City WFC,969,['de6c22ef-d8cc-4a89-bc26-96d1dbe1e668'],18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:18.870,Pass,
