50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,f0d16f6d-b549-4926-93a8-8498fe129077,1,,,19750,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15708, 'name': 'Amy Goddard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15711, 'name': 'Amber Gaylor'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Yeovil Town LFC,970,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,f7e3177f-7450-4985-959c-eb7382a80f16,2,,,19750,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,,0,,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 15558, 'name': 'Dominique Bruinenberg'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 15578, 'name': 'Faye Bryson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 15556, 'name': 'Chantelle Boye-Hlorkah'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,c946dd24-c0cb-4aa5-b4d7-e6886b3e2fdc,3,,,19750,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,['f293b5e4-4a52-46af-89b3-fd667fdf9744'],0,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,f293b5e4-4a52-46af-89b3-fd667fdf9744,4,,,19750,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Yeovil Town LFC,970,['c946dd24-c0cb-4aa5-b4d7-e6886b3e2fdc'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,19dddc90-ec91-487a-b76a-03cd68b12a3c,1374,,,19750,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Everton LFC,967,['26a1ce10-f0e8-45f3-932e-765ade3fd500'],0,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,26a1ce10-f0e8-45f3-932e-765ade3fd500,1375,,,19750,45,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Everton LFC,967,['19dddc90-ec91-487a-b76a-03cd68b12a3c'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,0.967801,,,,,,,,,,,5eb5764b-d080-4617-976b-8e4a409276c0,5,,"[60.0, 40.0]",19750,0,,,,3.009041,,Right Foot,,,"[45.0, 42.0]",Ground Pass,15.132746,,Georgia Evans,15707.0,,,,,Kick Off,1,From Kick Off,Erin Bloomfield,21290.0,Center Forward,2,Yeovil Town LFC,970,['71b05595-7ca6-41cd-baa1-0c131dc89b38'],0,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.385,Pass,
,,,,,,,,,,,1.658216,,,,,,,,,,,72c88170-c772-436d-b566-89a6c7512472,9,,"[46.0, 41.0]",19750,0,,,,-1.0516502,,Left Foot,,,"[66.0, 6.0]",High Pass,40.311287,,Olivia Fergusson,15718.0,,,,,,1,From Kick Off,Georgia Evans,15707.0,Left Defensive Midfield,2,Yeovil Town LFC,970,['5c387623-7b65-4965-933b-f00c60b29605'],2,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:02.917,Pass,
,,,,,,,,,,,0.926464,,,,,,,,,,,6a39a9d8-8838-4cdd-97f1-add308ffb515,12,,"[66.0, 6.0]",19750,0,,,,1.0040671,,Left Foot,,,"[73.0, 17.0]",Ground Pass,13.038404,,Amber Gaylor,15711.0,,,,,,1,From Kick Off,Olivia Fergusson,15718.0,Left Wing,2,Yeovil Town LFC,970,['b004f6de-081d-4e06-b81e-f17ce079023c'],4,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:04.742,Pass,
,,,,,,,,,,,1.185198,,,,,,,,,,,ad08a4f4-1a24-4a85-bde0-796455541935,16,,"[74.0, 13.0]",19750,0,,,,2.158799,,Left Foot,,,"[72.0, 16.0]",Ground Pass,3.6055512,,Ellie Mason,15715.0,,,,,,1,From Kick Off,Amber Gaylor,15711.0,Center Attacking Midfield,2,Yeovil Town LFC,970,['51864018-5a34-4fb7-9732-47c900218c2d'],6,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:06.677,Pass,
