ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.220369,,,,,,,,,,,,,6c3f921d-276f-4c0d-9feb-236639212f63,14,,,"[42.0, 5.0]",19727,0,,,-0.4636476,,,Head,,,,"[50.0, 1.0]",,Low Pass,8.944272,Out,,,,,,,Recovery,1,From Throw In,Paige Williams,15567.0,Left Back,3,Reading WFC,974,['403ba308-2a98-4821-b730-97fb5fc89903'],24,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:24.172,Pass,
,,,,,,,,,,0.952419,,,,,,,,,,,,,5ffc3b0e-84cd-4729-87cb-6d3d7c3024b1,15,,,"[70.0, 80.0]",19727,0,,,-0.69473827,,,,,,,"[76.0, 75.0]",,Low Pass,7.81025,,Gemma Suzanne Davison,15721.0,,,,,Throw-in,1,From Throw In,Sophie Howard,15720.0,Right Back,4,Reading WFC,974,['6974078b-1dc8-4891-9586-390781e8b54f'],31,,,,,,,,,,,,,,,Reading WFC,974,00:00:31.626,Pass,
,,,,,,,,,,1.619,,,,,,,,,,,,,e70658cf-da1e-457b-94bc-284d08eeff55,18,,,"[76.0, 75.0]",19727,0,,,2.8753407,,,Right Foot,,,,"[65.0, 78.0]",,Ground Pass,11.401754,,Sophie Howard,15720.0,,,,,,1,From Throw In,Gemma Suzanne Davison,15721.0,Right Center Forward,4,Reading WFC,974,['0b621d6a-2eb6-4ef0-a69d-e7f7f9629cea'],32,,,,,,,,,,,,,,,Reading WFC,974,00:00:32.658,Pass,
,,,,,,,,,,0.0463,,,,,,,,,,,,,5765ccae-67ca-4657-a1ce-39c73d4a5d4d,22,,,"[64.0, 77.0]",19727,0,,,-0.19739556,,,Left Foot,,,,"[69.0, 76.0]",,Ground Pass,5.0990195,Incomplete,,,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Back,4,Reading WFC,974,['b0f5a67f-edfc-444e-8d31-106bb8db07c6'],34,,,,,,,,,,,,,,,Reading WFC,974,00:00:34.317,Pass,
,,,,,,,,,,3.7551,,,,,,,,,,,,,9136632d-f8e0-4a33-80c2-7ddb3ebddebc,29,,,"[68.0, 5.0]",19727,0,,,0.3142319,,,Left Foot,,,,"[108.0, 18.0]",,Ground Pass,42.059483,Incomplete,Chloe Arthur,10193.0,,,Through Ball,True,,1,From Throw In,Hayley Ladd,19501.0,Left Defensive Midfield,4,Reading WFC,974,"['4bc9cc65-40cd-4d31-a7c0-2a31bd4dbafe', 'b95beda4-3d4e-49c2-b1b3-f492bf509a8a']",39,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:39.125,Pass,
,,,,,,,,,,1.165,,,,,,,,,,,,,b95beda4-3d4e-49c2-b1b3-f492bf509a8a,31,,,"[13.0, 63.0]",19727,0,,,-2.2974386,,,Left Foot,,,,"[5.0, 54.0]",,Ground Pass,12.0415945,,Grace Moloney,15719.0,,,,,Recovery,1,From Throw In,Josanne Potter,10198.0,Left Center Back,4,Reading WFC,974,"['9136632d-f8e0-4a33-80c2-7ddb3ebddebc', 'f6c46e54-703e-4042-9658-554e5210473b']",42,,,,,,,,,,,,,,,Reading WFC,974,00:00:42.880,Pass,
,,,,,,,,,,2.2513,,,,,,,,,,,,,eb05fe98-dd8c-4e68-89fc-92c8ab631efd,34,,,"[5.0, 54.0]",19727,0,,,0.0,,,Right Foot,,,,"[48.0, 54.0]",,High Pass,43.0,,Fara Williams,10251.0,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,['d4e74593-df45-42b4-b04d-911ad8b06696'],44,,,,,,,,,,,,,,,Reading WFC,974,00:00:44.125,Pass,
,,,,,,,,,,1.80176,,,,,,,,,,,,,842f3c6b-0b1a-4d4f-baa5-2bb1f941086d,36,,,"[49.0, 52.0]",19727,0,,,-0.90975314,,,Head,,,,"[56.0, 43.0]",,Low Pass,11.401754,,Brooke Chaplen,15723.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Center Midfield,4,Reading WFC,974,['2eda433d-b371-454f-98b2-bc95cc5eb38e'],46,,,,,,,,,,,,,,,Reading WFC,974,00:00:46.376,Pass,
,,,,,,,,,,2.868994,,,,,,,,,,,,,18474879-26c9-4bde-9a9a-2cbf93180859,39,,,"[53.0, 40.0]",19727,0,,,-2.2390857,,,Left Foot,,,,"[38.0, 21.0]",,Ground Pass,24.207438,,Natasha Harding,15725.0,,,,,,1,From Throw In,Brooke Chaplen,15723.0,Left Center Forward,4,Reading WFC,974,['909dd526-cebb-422a-b39d-89f546d059b5'],49,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.477,Pass,
,,,,,,,,,,2.461661,,,,,,,,,,,,,42bce4b1-3c21-435d-9619-f2a90a3bcc03,42,,,"[37.0, 21.0]",19727,0,,,2.6374266,,,Right Foot,,,,"[8.0, 37.0]",,Ground Pass,33.12099,,Grace Moloney,15719.0,,,,,,1,From Throw In,Natasha Harding,15725.0,Left Back,4,Reading WFC,974,['3144701a-f967-40c1-981c-65da34870742'],52,,,,,,,,,,,,,,,Reading WFC,974,00:00:52.910,Pass,
,,,,,,,,,,2.244967,,,,,,,,,,,,,3d39d766-1f28-47ea-9f59-1c92ae6a1c8f,45,,,"[14.0, 41.0]",19727,1,,,0.3416155,,,Right Foot,,,,"[59.0, 57.0]",,High Pass,47.759815,,Lauren Bruton,15726.0,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,4,Reading WFC,974,['1ec748a2-7067-4ba9-accb-f2e7f2190a7d'],0,,,,,,,,,,,,,,,Reading WFC,974,00:01:00.913,Pass,
,,,,,,,,,,0.859451,,,,,,,,,,,,,55f80d2b-1497-49f9-ab84-5b36adcc52de,55,,,"[63.0, 21.0]",19727,1,,,-2.158799,,,Right Foot,,,,"[61.0, 18.0]",,Ground Pass,3.6055512,,Paige Williams,15567.0,,,,,Free Kick,1,From Free Kick,Kerys Harrop,15569.0,Left Center Back,6,Birmingham City WFC,969,['594d78f5-a644-4798-a14e-f9216d5e5bde'],20,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:20.234,Pass,
,,,,,,,,,,1.897968,,,,,,,,,,,,,8033bdc0-0d53-43bb-babf-7796b96c0230,59,,,"[65.0, 19.0]",19727,1,,,1.0863184,,,Left Foot,,,,"[85.0, 57.0]",,High Pass,42.941822,,Lucy Staniforth,15562.0,,,,,,1,From Free Kick,Paige Williams,15567.0,Left Back,6,Birmingham City WFC,969,['2ccea8b2-db4d-4f04-a2d1-eb03fe028662'],22,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:22.460,Pass,
,,,,,,,,,,1.675108,,,,,,,,,,,,,4bb75412-7c16-42e2-b294-d339724f706d,62,,,"[77.0, 54.0]",19727,1,,,1.6421038,,,Right Foot,,,,"[76.0, 68.0]",,Ground Pass,14.035668,,Meaghan Sargeant,19502.0,,,,,,1,From Free Kick,Lucy Staniforth,15562.0,Right Wing,6,Birmingham City WFC,969,['44919e62-8904-49de-ae53-6b3e59d5bc2c'],26,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.102,Pass,
,,,,,,,,,,3.154227,,,,,,,,,,,,,051df781-3cec-4e4f-983a-6a60cb6a9f84,65,,,"[77.0, 68.0]",19727,1,,,0.12750956,,,Right Foot,,,,"[116.0, 73.0]",,Ground Pass,39.319206,,Emma Follis,15557.0,,,,,,1,From Free Kick,Meaghan Sargeant,19502.0,Right Back,6,Birmingham City WFC,969,['efa76c5b-002d-4e89-bd67-9d69f548488c'],27,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:27.817,Pass,
,,,,,,,,,,1.253802,,,,,,,,,,,,,f3c32ef8-fa6b-49c7-ba31-325408eb542c,69,,,"[113.0, 77.0]",19727,1,,,3.1415927,ab906db9-0d02-42b7-bbc3-f74546ba4950,,Left Foot,,,,"[94.0, 77.0]",,Ground Pass,19.0,,Lucy Staniforth,15562.0,True,,,,,1,From Free Kick,Emma Follis,15557.0,Center Forward,6,Birmingham City WFC,969,['041fc0f5-9753-458f-8013-e0ce8a010b2d'],33,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:33.207,Pass,
,,,,,,,,,,1.6734,,,,,,,,,,,,,69c0054d-e367-40ed-98bb-0b7c56b0e8ee,75,,,"[120.0, 1.0]",19727,2,,,1.6517004,,,Right Foot,,,,"[117.0, 38.0]",,High Pass,37.12142,Incomplete,,,,,,,Corner,1,From Corner,Lucy Staniforth,15562.0,Right Wing,7,Birmingham City WFC,969,['6c8582de-59b3-44e7-b483-83ba0633755a'],13,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:13.390,Pass,
,,,,,,,,,,1.925289,,,,,,,,,,,,,4c11c1f7-5eff-4020-b165-498ab116bcad,79,,,"[24.0, 36.0]",19727,2,,,1.152572,,,Left Foot,,,,"[28.0, 45.0]",,Ground Pass,9.848858,,Rachel Furness,15706.0,,,,,,1,Regular Play,Fara Williams,10251.0,Left Center Midfield,8,Reading WFC,974,['8c37cbc8-ce24-44fb-9b53-6ec12ba7f6c3'],18,,,,,,,,,,,,,,,Reading WFC,974,00:02:18.598,Pass,
,,,,,,,,,,1.819721,,,,,,,,,,,,,da3d2eb0-a378-47ad-82cb-39e62c825838,82,,,"[36.0, 49.0]",19727,2,,,0.7086263,,,Left Foot,,,,"[43.0, 55.0]",,Ground Pass,9.219544,,Brooke Chaplen,15723.0,,,,,,1,Regular Play,Rachel Furness,15706.0,Right Center Midfield,8,Reading WFC,974,['450f0ee9-e30f-4ee2-9835-5275d566113d'],20,,,,,,,,,,,,,,,Reading WFC,974,00:02:20.711,Pass,
,,,,,,,,,,3.845888,,,,,,,,,,,,,cd7ff41c-d3e4-4abf-a885-e3f5017688dd,85,,,"[51.0, 59.0]",19727,2,,,-0.7853982,,,Right Foot,,,,"[54.0, 56.0]",,Ground Pass,4.2426405,Incomplete,Rachel Furness,15706.0,,,,,,1,Regular Play,Brooke Chaplen,15723.0,Left Center Forward,8,Reading WFC,974,"['7c990f9f-3fe7-44ad-a892-d64e79c66406', '84e912a2-55ba-4b09-947e-6704b2e366b0']",23,,,,,,,,,,,,,,,Reading WFC,974,00:02:23.528,Pass,
,,,,,,,,,,0.4401,,,,,,,,,,,,,84e912a2-55ba-4b09-947e-6704b2e366b0,88,,,"[67.0, 25.0]",19727,2,,,2.1708465,,,Right Foot,,,,"[54.0, 44.0]",,Ground Pass,23.021729,,Meaghan Sargeant,19502.0,,,,,Recovery,1,Regular Play,Aoife Mannion,19503.0,Right Center Back,9,Birmingham City WFC,969,"['1a373438-7159-4048-adba-5768507a9fea', 'cd7ff41c-d3e4-4abf-a885-e3f5017688dd']",27,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:27.374,Pass,
,,,,,,,,,,1.405382,,,,,,,,,,,,,8851197e-b778-466f-93ae-88ae30c4b94a,91,,,"[54.0, 44.0]",19727,2,,,-1.5707964,,,Right Foot,,,,"[54.0, 36.0]",,Ground Pass,8.0,,Kerys Harrop,15569.0,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Back,9,Birmingham City WFC,969,['321f3702-272c-4c45-94e0-fef34401bff9'],27,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:27.854,Pass,
,,,,,,,,,,3.4608,,,,,,,,,,,,,82edda16-01ec-4b4a-b731-7132432a8fc5,95,,,"[53.0, 36.0]",19727,2,,,2.9927027,,,Left Foot,,,,"[13.0, 42.0]",,Ground Pass,40.4475,,Ann-Katrin Berger,15560.0,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,9,Birmingham City WFC,969,"['05d766d8-bd8a-47b2-9ca6-4dc19c3ca106', '1023c626-81cc-4e31-b8c1-7cfd8de2a061']",29,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:29.380,Pass,True
,,,,,,,,,,5.14275,,,,,,,,,,,,,f7e1f491-83c9-4815-9e9f-d87be1ea1cd1,98,,,"[13.0, 41.0]",19727,2,,,-0.5130579,,,Right Foot,,,,"[84.0, 1.0]",,High Pass,81.49233,Out,,,,True,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,9,Birmingham City WFC,969,,32,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:32.952,Pass,
,,,,,,,,,,1.371251,,,,,,,,,,,,,ff005546-6678-4b53-9319-3551fe77e80d,99,,,"[45.0, 80.0]",19727,2,,,-0.24497867,,,,,,,"[57.0, 77.0]",,Low Pass,12.369317,,Fara Williams,10251.0,,,,,Throw-in,1,From Throw In,Sophie Howard,15720.0,Right Back,10,Reading WFC,974,['2131e7f8-946a-4e23-b8ef-65d129621ba1'],57,,,,,,,,,,,,,,,Reading WFC,974,00:02:57.836,Pass,
,,,,,,,,,,1.511921,,,,,,,,,,,,,9b5fe73f-0355-45d0-88fe-4549e2e91b99,102,,,"[57.0, 77.0]",19727,2,,,-2.7928216,,,Right Foot,,,,"[46.0, 73.0]",,Ground Pass,11.7046995,,Rachel Furness,15706.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Center Midfield,10,Reading WFC,974,['768a0842-5b1f-43a8-8f8a-0a4446262666'],59,,,,,,,,,,,,,,,Reading WFC,974,00:02:59.301,Pass,
,,,,,,,,,,0.839568,,,,,,,,,,,,,ff612da2-e029-488f-a06c-da94760141c8,106,,,"[46.0, 72.0]",19727,3,,,1.5707964,,,Left Foot,,,,"[46.0, 77.0]",,Ground Pass,5.0,,Sophie Howard,15720.0,,,,,,1,From Throw In,Rachel Furness,15706.0,Right Center Midfield,10,Reading WFC,974,"['10545846-3d75-4bbb-99e5-274acd94059a', '34e7b6a4-58d1-47b2-85e0-a493892b8933']",0,,,,,,,,,,,,,,,Reading WFC,974,00:03:00.892,Pass,True
,,,,,,,,,,0.0068,,,,,,,,,,,,,adcf8b80-137f-4e60-8ebb-23674b30b038,109,,,"[46.0, 79.0]",19727,3,,,-1.4288993,,,Right Foot,,,,"[47.0, 72.0]",,Ground Pass,7.071068,Incomplete,Lauren Bruton,15726.0,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Back,10,Reading WFC,974,"['a9da2155-1bcc-438f-a059-bc4bb384c590', 'ab5f62f4-3ca7-4d3d-a1ce-76e526cfe9fb']",2,,,,,,,,,,,,,,,Reading WFC,974,00:03:02.299,Pass,
,,,,,,,,,,0.563009,,,,,,,,,,,,,a2e67768-5632-4d40-8d34-d51bd41231c6,114,,,"[75.0, 6.0]",19727,3,,,1.5707964,,,Right Foot,,,,"[75.0, 10.0]",,Ground Pass,4.0,,Emma Follis,15557.0,,,,,,1,From Throw In,Chloe Arthur,10193.0,Center Attacking Midfield,10,Reading WFC,974,['3abbad85-472d-48ca-9968-5f93689a1b8f'],3,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:03.907,Pass,
,,,,,,,,,,1.74922,,,,,,,,,,,,,009248f6-c67c-4d76-ac0b-2af4416e3f21,127,,,"[14.0, 59.0]",19727,3,,,0.84089667,,,Keeper Arm,,,,"[31.0, 78.0]",,Ground Pass,25.495098,,Sophie Howard,15720.0,,,,,,1,From Throw In,Grace Moloney,15719.0,Goalkeeper,10,Reading WFC,974,"['0f07c538-6fe8-4630-8eae-515cf1ba827e', '36f036dc-f015-49d3-aea4-b849c246c380']",11,,,,,,,,,,,,,,,Reading WFC,974,00:03:11.391,Pass,True
,,,,,,,,,,4.3216,,,,,,,,,,,,,38ac8cef-90ef-449d-bb9f-76beac32b176,131,,,"[46.0, 77.0]",19727,3,,,-0.29849893,,,Right Foot,,,,"[111.0, 57.0]",,High Pass,68.007355,Incomplete,,,,,,,,1,From Throw In,Sophie Howard,15720.0,Right Back,10,Reading WFC,974,"['1aeff9c1-c8c2-4e8d-8a25-66dc55b0f0ab', 'd6bfe52c-8a40-4bf8-a3a3-bd7694c6b159']",16,,,,,,,,,,,,,,,Reading WFC,974,00:03:16.042,Pass,True
,,,,,,,,,,2.448841,,,,,,,,,,,,,fa3972f5-09cd-4ad9-aa95-605ce32297fb,135,,,"[21.0, 49.0]",19727,3,,,0.124354996,,,Right Foot,,,,"[77.0, 56.0]",,High Pass,56.435802,Incomplete,,,,,,,,1,From Throw In,Ann-Katrin Berger,15560.0,Goalkeeper,10,Reading WFC,974,['65d55061-5fd1-4e8e-9fb7-d164c247e8d9'],36,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:36.133,Pass,
,,,,,,,,,,1.605124,,,,,,,,,,,,,65d55061-5fd1-4e8e-9fb7-d164c247e8d9,136,,,"[44.0, 25.0]",19727,3,,,0.4266275,,,Head,,,,"[66.0, 35.0]",,High Pass,24.166092,,Brooke Chaplen,15723.0,,,,,Recovery,1,From Throw In,Kirstyn Pearce,18152.0,Right Center Back,10,Reading WFC,974,"['4cd750ae-e412-4c3b-9060-7f16ffd065a3', 'fa3972f5-09cd-4ad9-aa95-605ce32297fb']",38,,,,,,,,,,,,,,,Reading WFC,974,00:03:38.582,Pass,
,,,,,,,,,,3.134,,,,,,,,,,,,,9471f4c1-775f-480f-b7c7-4ed5220787c3,139,,,"[72.0, 33.0]",19727,3,,,-0.22923194,,,Right Foot,,,,"[102.0, 26.0]",,Ground Pass,30.805843,Incomplete,Gemma Suzanne Davison,15721.0,,,,,,1,From Throw In,Brooke Chaplen,15723.0,Left Center Forward,10,Reading WFC,974,"['4403317d-5909-4395-b401-a5ab815092ca', '8aea2a39-d14c-457f-91ad-9480ebe0a591']",42,,,,,,,,,,,,,,,Reading WFC,974,00:03:42.662,Pass,
,,,,,,,,,,1.5383,,,,,,,,,,,,,4403317d-5909-4395-b401-a5ab815092ca,141,,,"[19.0, 55.0]",19727,3,,,-2.5899377,,,Right Foot,,,,"[6.0, 47.0]",,Ground Pass,15.264338,,Ann-Katrin Berger,15560.0,,,,,Recovery,1,Regular Play,Aoife Mannion,19503.0,Right Center Back,11,Birmingham City WFC,969,"['7f855b2d-fcc8-4097-99d1-42e6b2bf43e7', '9471f4c1-775f-480f-b7c7-4ed5220787c3']",45,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:45.796,Pass,
