bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,811e6b85-dae0-4bd2-b6e9-a730edbae6ea,1,,,,3775615,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 31552, 'name': 'Hannah Godfrey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Tottenham Hotspur Women,749,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,ff56a9c2-831d-4424-b1f4-ae1fabb92205,2,,,,3775615,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 38317, 'name': 'Lisa Weiß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 46541, 'name': 'Asmita Ale'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 46534, 'name': ""Elisha N''Dow""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 46535, 'name': 'Natalie Haigh'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 46536, 'name': 'Caroline Siems'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4657, 'name': 'Anita Amma Ankyewah Asante'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 15565, 'name': 'Marisa Ewers'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 46533, 'name': 'Ramona Petzelberger'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 46539, 'name': 'Nadine Hanssen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19499, 'name': 'Shania Hayles'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Aston Villa,2647,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,8410411d-1cc0-4c09-bf98-446112fa9b02,3,,,,3775615,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['cb2e5c91-d6cc-4680-b01e-edf2639935bf'],0,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,cb2e5c91-d6cc-4680-b01e-edf2639935bf,4,,,,3775615,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur Women,749,['8410411d-1cc0-4c09-bf98-446112fa9b02'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0d0fe5ab-1604-4a5c-92ff-5b48924b72ba,1861,,,,3775615,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Tottenham Hotspur Women,749,['1baeb4e8-4d7f-4193-a35f-3adcb9f8f22b'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1baeb4e8-4d7f-4193-a35f-3adcb9f8f22b,1862,,,,3775615,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,101,Tottenham Hotspur Women,749,['0d0fe5ab-1604-4a5c-92ff-5b48924b72ba'],0,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.797837,,,,,,,,,,,,,,,,fe15c62c-d1a2-4c99-8e03-91e9bea982f0,5,,,"[61.0, 40.1]",3775615,0,,,,,3.0761127,,Right Foot,,,"[48.8, 40.9]",Ground Pass,,12.226201,,Marisa Ewers,15565.0,,,,,,Kick Off,1,From Kick Off,Nadine Hanssen,46539.0,Center Attacking Midfield,2,Aston Villa,2647,['fa6a1af3-69d2-4de2-8c0f-58a06dbc3051'],0,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:00.764,Pass,
,,,,,,,,,,,,,,,,,2.117616,,,,,,,,,,,,,,,,97529c71-a46d-4aae-9758-610d23ff3a05,8,,,"[53.1, 40.7]",3775615,0,,,,,-0.70102185,,Right Foot,,,"[85.8, 13.1]",High Pass,,42.79077,Incomplete,Emma Follis,15557.0,,,,,,,1,From Kick Off,Marisa Ewers,15565.0,Left Defensive Midfield,2,Aston Villa,2647,"['0a184556-38a0-47b6-93eb-6ef44f6963be', 'c79ea7a5-dbfa-44bf-ac3c-8240933737d8']",3,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:03.154,Pass,
,,,,,,,,,,,,,,,,,1.65561,,,,,,,,,,,,,,,,c79ea7a5-dbfa-44bf-ac3c-8240933737d8,10,,,"[34.3, 67.0]",3775615,0,,,,,-0.5531514,,Head,,,"[49.2, 57.8]",Low Pass,,17.511425,Incomplete,,,,,,,,Recovery,1,From Kick Off,Ashleigh Neville,4848.0,Right Back,2,Aston Villa,2647,"['97529c71-a46d-4aae-9758-610d23ff3a05', 'bb665d48-95c6-4a9f-8d39-10739258601c']",5,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:05.271,Pass,
,,,,,,,,,,,,,,,,,0.709361,,,,,,,,,,,,,,,,e20c67ad-daea-483c-a42b-0b9cfbddd85c,14,,,"[49.2, 57.5]",3775615,0,,,,,-2.0045383,,Right Foot,,,"[44.8, 48.0]",Ground Pass,,10.46948,,Ria Percival,18145.0,,,,,,,1,Regular Play,Alanna Stephanie Kennedy,5078.0,Right Defensive Midfield,3,Tottenham Hotspur Women,749,['c97b9282-7a36-4c69-a818-8fe57cc46d25'],7,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:07.905,Pass,
,,,,,,,,,,,,,,,,,1.649735,,,,,,,,,,,,,,,,2f0f4fcd-ec0a-4bbe-a97e-c30d87b2366d,17,,,"[47.0, 46.0]",3775615,0,,,,,-1.8914144,,Right Foot,,,"[38.2, 19.5]",Ground Pass,,27.92293,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Ria Percival,18145.0,Left Defensive Midfield,3,Tottenham Hotspur Women,749,['ac0c715b-bb1e-45b3-80e3-5334298e6afd'],9,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:09.822,Pass,
,,,,,,,,,,,,,,,,,1.710811,,,,,,,,,,,,,,,,85d98be5-1dd2-428b-ad7c-e9ea4c2fc390,20,,,"[38.2, 19.5]",3775615,0,,,,,1.9723768,,Left Foot,,,"[28.9, 41.4]",Ground Pass,,23.792856,,Hannah Godfrey,31552.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,3,Tottenham Hotspur Women,749,['f017394b-8555-4bf0-9f0d-5555a428b26c'],12,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:12.681,Pass,
