50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,006251fa-d52e-4902-b100-3fa4978ccb39,1,,,,19770,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 26}, {'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 17524, 'name': 'Jennifer Patricia Beattie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4651, 'name': 'Demi Stokes'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 10099, 'name': 'Tessa Wullaert'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 12}, {'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 4654, 'name': 'Nikita Parris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Manchester City WFC,746,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,aeef1e0a-bcaf-48f8-9f9a-2cc6254c2def,2,,,,19770,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,,0,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 15615, 'name': 'Pauline Peyraud Magnin'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 21860, 'name': 'Paige Bailey Gayle'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,fa618f83-f153-44e6-9130-df9dbfb29ea6,3,,,,19770,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['338286e3-2e56-449f-b7ec-b95983fba928'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,338286e3-2e56-449f-b7ec-b95983fba928,4,,,,19770,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City WFC,746,['fa618f83-f153-44e6-9130-df9dbfb29ea6'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,8bde922a-30cf-4676-8b9c-5709f392d992,1886,,,,19770,45,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Manchester City WFC,746,['d8f0ddbf-8f8d-4c58-bc9b-d30b273e3444'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,d8f0ddbf-8f8d-4c58-bc9b-d30b273e3444,1887,,,,19770,45,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Manchester City WFC,746,['8bde922a-30cf-4676-8b9c-5709f392d992'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.419805,,,,,,,,,,,,43f8b7fb-8c83-4b73-baeb-41dde32dc560,5,,,"[61.0, 41.0]",19770,0,,,3.1415927,,,Right Foot,,,"[49.0, 41.0]",,Ground Pass,12.0,,Keira Walsh,4658.0,,,,,Kick Off,1,From Kick Off,Nikita Parris,4654.0,Center Forward,2,Manchester City WFC,746,['f0645570-624c-49fe-b4b5-9c7b1a34aa10'],0,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:00.251,Pass,
,,,,,,,,,,,,,1.338405,,,,,,,,,,,,eeb73e39-5b5b-4a26-b809-475c71dafffc,8,,,"[48.0, 44.0]",19770,0,,,2.5702553,,,Left Foot,,,"[34.0, 53.0]",,Ground Pass,16.643316,,Stephanie Houghton,10185.0,,,,,,1,From Kick Off,Keira Walsh,4658.0,Left Center Midfield,2,Manchester City WFC,746,['9409efa3-76c2-4792-bd79-04fb5d98a7e5'],1,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:01.883,Pass,
,,,,,,,,,,,,,1.170915,,,,,,,,,,,,b62208ed-94e0-4071-b158-b4a767cfcaa7,11,,,"[36.0, 51.0]",19770,0,,,-1.8568478,,,Right Foot,,,"[31.0, 34.0]",,Ground Pass,17.720045,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Stephanie Houghton,10185.0,Right Center Back,2,Manchester City WFC,746,['369e5807-9f82-468a-ab8a-1973e287a442'],4,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:04.385,Pass,
,,,,,,,,,,,,,1.699476,,,,,,,,,,,,e9046bab-7e11-49cf-aa2d-ee3d63aa5f6f,14,,,"[35.0, 32.0]",19770,0,,,-1.2068174,,,Right Foot,,,"[43.0, 11.0]",,Ground Pass,22.472204,,Demi Stokes,4651.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Manchester City WFC,746,['d8c12ea5-be90-41e9-adbc-208b325b497f'],6,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:06.970,Pass,
