ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f997e346-13e3-42c1-8a4b-914de1c2d8a2,1,,,2275029,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 9}, {'player': {'id': 21230, 'name': 'Elise Hughes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Bristol City WFC,973,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,48678142-d401-42ea-9d92-0d602f99cd9e,2,,,2275029,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18144, 'name': 'Rebecca Jane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15706, 'name': 'Rachel Furness'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 21854, 'name': 'Jade Bailey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15547, 'name': 'Melissa Lawley'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,True,2b8862d3-5e89-45fc-a77f-f7dbf6f2be61,3,,,2275029,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['83dc071a-0cb2-4009-8b8f-651851adfc6b'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,True,83dc071a-0cb2-4009-8b8f-651851adfc6b,4,,,2275029,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bristol City WFC,973,['2b8862d3-5e89-45fc-a77f-f7dbf6f2be61'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,95f1dea3-54d2-40d4-9561-8bb8a179690f,1393,,,2275029,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Liverpool WFC,966,['e99122de-77e1-4bb1-acbb-477c9f69c066'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e99122de-77e1-4bb1-acbb-477c9f69c066,1394,,,2275029,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,97,Liverpool WFC,966,['95f1dea3-54d2-40d4-9561-8bb8a179690f'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.912853,,,,,,,,,,,,,,,7256e641-c527-4495-8652-decd7e10bcb5,5,,"[60.0, 40.0]",2275029,0,,,,-2.627673,,Right Foot,,,,"[47.6, 33.0]",Ground Pass,,14.239382,,,Olivia Chance,24925.0,,,,,,Kick Off,1,From Kick Off,Elise Hughes,21230.0,Center Forward,2,Bristol City WFC,973,['cd489201-ab03-493a-a5b7-ca5046cb8725'],0,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:00.100,Pass,
,,,,,,,,,,,,,,1.734627,,,,,,,,,,,,,,,7acdcde9-ab20-4505-ae18-516b08b1d597,8,,"[52.2, 25.1]",2275029,0,,,,-1.7822472,,Right Foot,,,,"[48.1, 6.0]",Ground Pass,,19.535097,,,Poppy Pattinson,17274.0,,,,,,,1,From Kick Off,Olivia Chance,24925.0,Left Center Midfield,2,Bristol City WFC,973,['27a60ef8-6bd2-40b0-a00a-1f1207754884'],3,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:03.789,Pass,
,,,,,,,,,,,,,,1.434236,,,,,,,,,,,,,,,ce13a595-4c9b-4472-9d53-a3a5afa47422,12,,"[43.0, 5.7]",2275029,0,,,,2.704178,,Left Foot,,,,"[29.1, 12.2]",Ground Pass,,15.344706,,,Gemma Evans,16381.0,,,,,,,1,From Kick Off,Poppy Pattinson,17274.0,Left Back,2,Bristol City WFC,973,"['1cdb7768-3142-4863-8030-ca391a27d76f', 'db78a1a8-1ff3-48d6-a8c1-dfcc18c0345a']",7,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:07.822,Pass,True
,,,,,,,,,,,,,,0.808537,,,,,,,,,,,,,,,4712c417-40d2-4f23-83d8-02f874cd5bdb,16,,"[28.7, 12.2]",2275029,0,,,,0.08620557,,Right Foot,,,,"[44.9, 13.6]",Ground Pass,,16.260382,,,Olivia Chance,24925.0,,,,,,,1,From Kick Off,Gemma Evans,16381.0,Left Center Back,2,Bristol City WFC,973,"['02d335e8-5673-4929-8156-4ffbff612304', 'da861c1a-4e0a-4a24-ad65-a10a05408f89']",9,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:09.333,Pass,True
