50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.361564,,,,,,,,,,,a991a1c7-461f-4da6-bd2c-c95a0db79f46,895,,,"[48.8, 66.6]",2275108,23,,,,3.1415927,,Right Foot,,,"[29.9, 66.6]",,Ground Pass,,18.9,,,Millie Bright,4642.0,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Left Center Midfield,45,Chelsea FCW,971,['434a28dc-331e-4b76-b732-6bbbb5cf7c03'],8,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:08.876,Pass,
,,,,,,,,,,,,,,2.459197,,,,,,,,,,,eed92bb8-7902-4d68-98ca-127c267fc37c,898,,,"[33.9, 66.5]",2275108,23,,,,-2.3768811,,Right Foot,,,"[11.7, 45.2]",,Ground Pass,,30.765728,,,Ann-Katrin Berger,15560.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,45,Chelsea FCW,971,['316503eb-37ad-4a09-afe1-d9916e3abce2'],11,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:11.771,Pass,
,,,,,,,,,,,,,,4.951161,,,,,,,,,,,ea9851bd-4566-4347-b2cf-335250f94523,901,,,"[19.7, 41.0]",2275108,23,,,,1.0436939,,Left Foot,,,"[34.6, 66.6]",,Ground Pass,,29.620432,,,Millie Bright,4642.0,,,,,,,1,From Throw In,Ann-Katrin Berger,15560.0,Goalkeeper,45,Chelsea FCW,971,['ed841a5d-123d-44f2-aeac-f9e15f58febd'],17,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:17.671,Pass,
,,,,,,,,,,,,,,1.941994,,,,,,,,,,,223dbe07-ac63-4ba3-8c97-e0d9f62790ef,904,,,"[39.2, 77.0]",2275108,23,,,,-0.27829966,,Right Foot,,,"[77.7, 66.0]",,High Pass,,40.040604,Incomplete,,Bethany England,15550.0,,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,45,Chelsea FCW,971,"['5d29211f-57d4-4b6a-97c7-8c2b23e4c2d6', 'e5832376-ab99-4013-b250-a7c07fcc88d0']",22,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:22.742,Pass,
,,,,,,,,,,,,,,0.93079,,,,,,,,,,,5d29211f-57d4-4b6a-97c7-8c2b23e4c2d6,906,,,"[42.4, 14.1]",2275108,23,,,,-0.18109265,,Head,,,"[49.5, 12.8]",,High Pass,,7.218033,,,Olivia Chance,24925.0,,,,,,Recovery,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,46,Bristol City WFC,973,"['223dbe07-ac63-4ba3-8c97-e0d9f62790ef', 'f38a0e31-642d-4c4d-8589-428a2d5bde59']",24,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:23:24.684,Pass,
,,,,,,,,,,,,,,2.683704,,,,,,,,,,,d7936e5d-00d5-4a43-b4c5-afe03cf32b95,909,,,"[49.0, 16.0]",2275108,23,,,,2.3467786,,Left Foot,,,"[22.7, 42.8]",,Ground Pass,,37.549034,,,Meaghan Sargeant,19502.0,,,,,,,1,Regular Play,Olivia Chance,24925.0,Left Center Midfield,46,Bristol City WFC,973,['1e047268-5076-4398-ae91-89009be82700'],26,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:23:26.402,Pass,
,,,,,,,,,,,,,,3.361806,,,,,,,,,,,8dc1cc0d-5a79-47a6-b561-cd2b2b833675,913,,,"[15.2, 48.1]",2275108,23,,,,-2.172866,,Right Foot,,,"[1.8, 28.6]",,Ground Pass,,23.660305,,,Sophie Baggaley,16376.0,,,,,,,1,Regular Play,Meaghan Sargeant,19502.0,Right Center Back,46,Bristol City WFC,973,"['0bada302-e07d-4dcb-b50a-8601c45f7c36', 'b7bd0fde-cd68-4e5a-aadd-c7adae5f49e8']",31,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:23:31.677,Pass,True
,,,,,,,,,,,,,,2.141351,,,,,,,,,,,3ac066f1-6426-4603-bfb0-50e78ff1dd43,917,,,"[4.0, 28.6]",2275108,23,,,,-0.47689188,,Left Foot,,,"[46.0, 6.9]",,High Pass,,47.274624,Incomplete,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,46,Bristol City WFC,973,"['2300babf-8492-45b4-9673-7723fda8ca4e', '37417b01-fe72-40de-b696-785f02df934a', 'a946ae77-bed4-4310-b408-24f3069750ab']",35,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:23:35.079,Pass,True
,,,,,,,,,,,,,,2.797344,,,,,,,,,,,b17496ed-93c3-4c17-9902-8352aa28e944,926,,,"[80.2, 63.4]",2275108,23,,,,-0.042270876,,Right Foot,,,"[113.3, 62.0]",,Ground Pass,,33.129593,,,Francesca Kirby,4641.0,,,,,,,1,Regular Play,So-Yun Ji,4647.0,Left Center Midfield,47,Chelsea FCW,971,['638313b5-c27f-440e-beb4-75ffb546e260'],41,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:41.720,Pass,
,,,,,,,,,,,,,,0.904191,,,,,,,,,,,4f187de1-6ec3-4a74-81ef-a2b9c3666a30,929,,,"[113.3, 62.0]",2275108,23,,,,-1.4762919,,Right Foot,,,"[115.3, 40.9]",,Ground Pass,,21.194574,Incomplete,,Erin Cuthbert,4660.0,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,47,Chelsea FCW,971,"['1f4e83bc-8b17-42d5-bf2e-2acd5c10ac64', '762e5e7a-f59a-4fab-994d-3c2c4cf79bb7']",44,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:44.735,Pass,
,,,,,,,,,,,,,,0.748109,,,,,,,,,,,c678b87f-96be-48d4-a8d0-06b1453d1949,932,,,"[105.7, 80.0]",2275108,23,,,,-2.5770233,,,,,"[99.7, 76.2]",,Low Pass,,7.1021123,,,Francesca Kirby,4641.0,,,,,,Throw-in,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,48,Chelsea FCW,971,['7ed90e70-a751-4f66-af19-3ed4754a47f0'],58,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:58.137,Pass,
,,,,,,,,,,,,,,0.804719,,,,,,,,,,,703842b9-da69-44ff-8b26-850156596c9a,935,,,"[99.7, 76.2]",2275108,23,,,,0.26705015,,Right Foot,,,"[110.3, 79.1]",,Ground Pass,,10.98954,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Throw In,Francesca Kirby,4641.0,Right Center Forward,48,Chelsea FCW,971,['20c96438-0eec-47c0-8114-d6e755b61b56'],59,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:23:59.826,Pass,
,,,,,,,,,,,,,,1.520429,,,,,,,,,,,2d04bc3e-66ab-4df1-a88e-43b7121115d7,938,,,"[111.6, 79.5]",2275108,24,,,,-1.4435802,,Right Foot,True,,"[116.0, 45.1]",,High Pass,,34.680252,Incomplete,,Sophie Louise Ingle,15549.0,,,,,,,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,48,Chelsea FCW,971,"['4887d62b-3084-4ace-9a6d-21a7ddc2c761', 'f144c67e-6649-4c84-91b0-28979a3d8bce']",1,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:24:01.874,Pass,
,,,,,,,,,,,,,,1.809255,,,,,,,,,,,cf5f47e4-59ff-4832-9508-3ebaa90cb286,942,,,"[15.1, 37.2]",2275108,24,,,,-1.4355023,,Keeper Arm,,,"[17.7, 18.1]",,Ground Pass,,19.276152,,,Jasmine Matthews,15618.0,,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,49,Bristol City WFC,973,['37f54398-24d6-40c2-a12e-bf45d7d23785'],13,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:24:13.802,Pass,
,,,,,,,,,,,,,,1.377346,,,,,,,,,,,53f67a94-0593-47f2-8dc3-ae5ff75fc915,945,,,"[17.6, 17.7]",2275108,24,,,,-0.81241864,,Left Foot,,,"[33.8, 0.6]",,Ground Pass,,23.555254,,,Gemma Evans,16381.0,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,49,Bristol City WFC,973,['37c6baae-b78d-4d4f-99d3-a67cc7af81a9'],17,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:24:17.029,Pass,
,,,,,,,,,,,,,,1.455297,,,,,,,,,,,498df316-4cb9-497a-a535-df1ce2001666,948,,,"[33.5, 0.5]",2275108,24,,,,2.8181386,,Left Foot,,,"[15.9, 6.4]",,Ground Pass,,18.562597,,,Jasmine Matthews,15618.0,,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,49,Bristol City WFC,973,['9343d3ef-cde7-4216-88d5-cdec068afcbb'],18,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:24:18.446,Pass,
,,,,,,,,,,,,,,2.496746,,,,,,,,,,,e9c9cdeb-67da-42f6-a7d4-43868dca726b,951,,,"[16.9, 10.0]",2275108,24,,,,1.9252702,,Left Foot,,,"[6.5, 38.1]",,Ground Pass,,29.96281,,,Sophie Baggaley,16376.0,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,49,Bristol City WFC,973,['2d9bffd7-7e63-44e9-adbf-7a838ce50c9d'],21,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:24:21.728,Pass,
,,,,,,,,,,,,,,2.145745,,,,,,,,,,,c2bdc10f-e9d6-4bd0-89f3-9a2c430cc6ce,954,,,"[16.9, 40.5]",2275108,24,,,,-0.41666946,,Right Foot,,,"[58.7, 22.0]",,High Pass,,45.71094,,,Yana Daniëls,10093.0,,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,49,Bristol City WFC,973,['515c8f67-1780-431f-ae50-9f439e9a7340'],30,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:24:30.793,Pass,
,,,,,,,,,,,,,,2.250954,,,,,,,,,,,31f884e2-b9dd-42e2-bea8-3e38d58a53a1,964,,,"[79.1, 27.8]",2275108,25,,,,-1.1636035,,Right Foot,,,"[90.4, 1.6]",,Low Pass,,28.532963,,,Charlie Wellings,15563.0,,,,,,Free Kick,1,From Free Kick,Carla Humphrey,16384.0,Right Midfield,50,Bristol City WFC,973,['9e493403-e6e8-4031-944b-69e80a96b608'],20,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:25:20.198,Pass,
,,,,,,,,,,,,,,2.357447,,,,,,,,,,,b6628f6a-8457-4c6c-af27-b7a807410dba,967,,,"[91.5, 1.6]",2275108,25,,,,1.00748,,Right Foot,True,,"[114.3, 37.7]",,High Pass,,42.69719,Incomplete,,Jasmine Matthews,15618.0,,,,,,,1,From Free Kick,Charlie Wellings,15563.0,Left Midfield,50,Bristol City WFC,973,"['c5c56e7d-6a3a-409d-80ef-d29221810e17', 'd4bd9481-b6bc-4aef-a295-944f24c8d7b8']",23,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:25:23.618,Pass,
,,,,,,,,,,,,,,2.3288,,,,,,,,,,,d9570fa0-4561-4dc5-9449-d7088b9af576,971,,,"[14.1, 41.3]",2275108,25,,,,-0.7660955,,Keeper Arm,,,"[40.5, 15.9]",,High Pass,,36.634956,,,Erin Cuthbert,4660.0,,,,,,,1,From Keeper,Ann-Katrin Berger,15560.0,Goalkeeper,51,Chelsea FCW,971,['b73dd6b1-0a80-4556-9243-831524917ca2'],30,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:30.976,Pass,
,,,,,,,,,,,,,,1.821139,,,,,,,,,,,85708ade-89a9-4bf6-a012-26d86adb9998,974,,,"[45.2, 15.9]",2275108,25,,,,-2.0155187,,Left Foot,,,"[39.1, 3.1]",,Ground Pass,,14.17921,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Keeper,Erin Cuthbert,4660.0,Right Midfield,51,Chelsea FCW,971,['730ced57-b759-4f2e-bda9-afb5789e7bf3'],35,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:35.858,Pass,
,,,,,,,,,,,,,,0.810487,,,,,,,,,,,e1edd23a-b6d1-42ee-86fe-e0a15d899ed2,977,,,"[38.9, 7.1]",2275108,25,,,,1.2929989,,Left Foot,,,"[46.4, 33.4]",,Ground Pass,,27.348492,,,Sophie Louise Ingle,15549.0,,,,,,,1,From Keeper,Jonna Ann-Charlotte Andersson,10222.0,Left Back,51,Chelsea FCW,971,['812aed22-8ab7-4737-90a1-531583b31b22'],38,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:38.532,Pass,
,,,,,,,,,,,,,,0.800917,,,,,,,,,,,9901b94c-9e26-47ab-af4a-70b3445b885e,980,,,"[41.9, 22.9]",2275108,25,,,,-1.6354543,,Right Foot,,,"[41.0, 9.0]",,Ground Pass,,13.929106,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Keeper,Sophie Louise Ingle,15549.0,Right Center Midfield,51,Chelsea FCW,971,['36f1939c-6ae8-4d14-9bd1-b9977bbb2dee'],40,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:40.458,Pass,
,,,,,,,,,,,,,,1.136709,,,,,,,,,,,9a5ad51b-3070-4eee-8409-7b31b523eeca,983,,,"[41.6, 8.5]",2275108,25,,,,2.728464,,Left Foot,,,"[19.7, 18.1]",,Low Pass,,23.911713,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,From Keeper,Jonna Ann-Charlotte Andersson,10222.0,Left Back,51,Chelsea FCW,971,['89271460-9d5d-48ce-9e7b-a2c629349709'],41,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:41.419,Pass,
,,,,,,,,,,,,,,2.070334,,,,,,,,,,,24394dbe-0c1c-44b7-8258-5f5f3771eee5,986,,,"[24.1, 19.0]",2275108,25,,,,1.6872878,,Left Foot,,,"[19.7, 56.6]",,Low Pass,,37.85657,,,Millie Bright,4642.0,,,,,,,1,From Keeper,Magdalena Lilly Eriksson,4633.0,Left Center Back,51,Chelsea FCW,971,['7f3fa448-f3fa-44b5-b7dd-c03c99af5797'],43,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:43.950,Pass,
,,,,,,,,,,,,,,0.875623,,,,,,,,,,,1b05b5ee-3986-4d3b-9ab6-650dd5c6ef6a,989,,,"[47.5, 78.5]",2275108,25,,,,-0.12850147,,Right Foot,,,"[65.3, 76.2]",,Low Pass,,17.94798,,,Guro Reiten,10514.0,,,,,,,1,From Keeper,Millie Bright,4642.0,Right Center Back,51,Chelsea FCW,971,['5edd5554-c460-4ffc-bb02-661cbd713729'],51,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:51.491,Pass,
,,,,,,,,,,,,,,1.573705,,,,,,,,,,,3c07f6e0-7909-434e-a467-49ca63f4f001,992,,,"[65.3, 76.2]",2275108,25,,,,0.15808997,,Left Foot,,,"[79.1, 78.4]",,Low Pass,,13.974262,,,Erin Cuthbert,4660.0,,,,,,,1,From Keeper,Guro Reiten,10514.0,Left Midfield,51,Chelsea FCW,971,['dbc968f1-67af-4bf9-80f7-a28323f398e9'],52,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:25:52.447,Pass,
,,,,,,,,,,,,,,1.52968,,,,,,,,,,,f21ae60e-5656-4d15-8901-bb65904901db,998,,,"[77.7, 73.1]",2275108,26,,,,-0.7942475,aa64b4ea-4d9e-47a5-820a-136e4b9c9123,Right Foot,,,"[105.7, 44.6]",,High Pass,,39.9531,,,Bethany England,15550.0,True,,,,,Free Kick,1,From Free Kick,Erin Cuthbert,4660.0,Right Midfield,52,Chelsea FCW,971,['61e1b0c0-2fa1-45e5-9d9a-cb5c68828952'],43,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:26:43.932,Pass,
,,,,,,,,,,,,,,1.884706,,,,,,,,,,,a964755b-ae58-4c76-9f30-12566d77deb7,1003,,,"[6.0, 36.0]",2275108,27,,,,-1.0741936,,Right Foot,,,"[15.7, 18.1]",,Ground Pass,,20.359274,,,Jasmine Matthews,15618.0,,,,,,Goal Kick,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,53,Bristol City WFC,973,['3c6b9fd7-792e-45df-b924-d684a8e6f2bb'],2,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:27:02.902,Pass,
,,,,,,,,,,,,,,1.849291,,,,,,,,,,,1e8f0f89-9543-48d2-a379-51de18a5ac86,1006,,,"[14.0, 18.9]",2275108,27,,,,2.06294,,Left Foot,,,"[5.1, 35.5]",,Ground Pass,,18.835339,,,Sophie Baggaley,16376.0,,,,,,,1,From Goal Kick,Jasmine Matthews,15618.0,Left Center Back,53,Bristol City WFC,973,['b5c7e926-71c7-45c7-9232-0c65410b0852'],4,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:27:04.906,Pass,
,,,,,,,,,,,,,,1.446499,,,,,,,,,,,751c3b4d-c871-49d9-842a-3d82bb79fda5,1009,,,"[11.8, 38.8]",2275108,27,,,,1.3397057,,Right Foot,,,"[16.2, 57.5]",,Ground Pass,,19.210674,,,Meaghan Sargeant,19502.0,,,,,,,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,53,Bristol City WFC,973,['81a141e1-5391-4a17-8978-11c92aab1641'],10,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:27:10.942,Pass,
,,,,,,,,,,,,,,1.582987,,,,,,,,,,,1d2044de-9f87-438b-bc5d-099586fb4f28,1013,,,"[14.9, 55.3]",2275108,27,,,,-1.8425885,,Right Foot,,,"[9.8, 37.0]",,Ground Pass,,18.997368,,,Sophie Baggaley,16376.0,,,,,,,1,From Goal Kick,Meaghan Sargeant,19502.0,Right Center Back,53,Bristol City WFC,973,"['580d2228-4a08-490c-bd21-f7a85b0ba0a9', 'b07a8656-d0e3-40f6-a04b-10cc326cc127']",12,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:27:12.428,Pass,True
,,,,,,,,,,,,,,2.454444,,,,,,,,,,,bbef82a7-7ece-4f03-b22b-542ffc0d4cf2,1016,,,"[9.4, 37.2]",2275108,27,,,,0.62447226,,Right Foot,,,"[56.3, 71.0]",,High Pass,,57.810467,Incomplete,,Loren Dykes,16391.0,,,,,,,1,From Goal Kick,Sophie Baggaley,16376.0,Goalkeeper,53,Bristol City WFC,973,"['580d2228-4a08-490c-bd21-f7a85b0ba0a9', '943b96f4-a0a7-419a-86dd-9236c9c1ad31', 'b3851346-9496-400b-86f8-646aa3ba3845']",14,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:27:14.101,Pass,True
,,,,,,,,,,,,,,1.011505,,,,,,,,,,,b3851346-9496-400b-86f8-646aa3ba3845,1018,,,"[63.8, 9.1]",2275108,27,,,,1.1995811,,Head,,,"[69.6, 24.0]",,Low Pass,,15.9890585,,,Sophie Louise Ingle,15549.0,,,,,,Recovery,1,From Goal Kick,Jonna Ann-Charlotte Andersson,10222.0,Left Back,53,Bristol City WFC,973,"['67636b09-f362-44dc-a179-89f7027cf842', 'bbef82a7-7ece-4f03-b22b-542ffc0d4cf2']",16,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:16.555,Pass,
,,,,,,,,,,,,,,1.335814,,,,,,,,,,,9362c12e-22cc-4a5a-bc66-65b14d0f6d62,1022,,,"[68.3, 21.0]",2275108,27,,,,-1.4510709,,Right Foot,,,"[69.9, 7.7]",,Low Pass,,13.395895,Incomplete,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,,1,From Goal Kick,Sophie Louise Ingle,15549.0,Right Center Midfield,53,Bristol City WFC,973,"['6a5ab221-1293-41d3-8dbe-60a3518fd0f8', '840efefd-1eb3-401c-b03c-0ca447292d34', 'b5829231-e8be-4e88-b914-84edc1164281']",18,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:18.632,Pass,True
,,,,,,,,,,,,,,1.26197,,,,,,,,,,,ea174375-e329-4309-b6e6-809bbffe827f,1026,,,"[46.5, 63.3]",2275108,27,,,,-1.0664859,,Right Foot,,,"[56.6, 45.0]",,Ground Pass,,20.902153,,,Yana Daniëls,10093.0,,,,,,,1,From Goal Kick,Loren Dykes,16391.0,Right Back,53,Bristol City WFC,973,['88398a05-7744-4367-8cbe-230b6a7dfe11'],21,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:27:21.104,Pass,
,,,,,,,,,,,,,,2.434814,,,,,,,,,,,85258c0d-e423-433b-991a-4f8272432ae3,1032,,,"[31.9, 12.9]",2275108,27,,,,2.3223093,,Right Foot,,,"[9.1, 37.3]",,Ground Pass,,33.39461,,,Ann-Katrin Berger,15560.0,,,,,,Recovery,1,Regular Play,Jonna Ann-Charlotte Andersson,10222.0,Left Back,54,Chelsea FCW,971,['48b1885c-1272-4b05-bbc5-dd64299ffc4e'],26,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:26.627,Pass,
,,,,,,,,,,,,,,1.274494,,,,,,,,,,,c3764d87-2d5e-4f1c-995d-b116a91857c6,1035,,,"[13.1, 41.2]",2275108,27,,,,-1.0956218,,Right Foot,,,"[20.2, 27.4]",,Ground Pass,,15.519342,,,Magdalena Lilly Eriksson,4633.0,,,,,,,1,Regular Play,Ann-Katrin Berger,15560.0,Goalkeeper,54,Chelsea FCW,971,['53c1e0e6-8bfd-4bf3-b443-61cbcb2d0686'],31,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:31.550,Pass,
,,,,,,,,,,,,,,4.376405,,,,,,,,,,,41f5a46e-057e-4b23-8e13-b5d7bfe6adf0,1038,,,"[31.1, 24.9]",2275108,27,,,,0.03456836,,Left Foot,,,"[100.5, 27.3]",,High Pass,,69.44148,,,Francesca Kirby,4641.0,,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,54,Chelsea FCW,971,['06f76893-a324-4aa9-92ad-e0be3782a403'],36,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:36.691,Pass,
,,,,,,,,,,,,,,0.685909,,,,,,,,,,,a780e59b-562c-4627-8ba6-613597579fb2,1042,,,"[115.0, 23.5]",2275108,27,,,,1.5853584,,Left Foot,True,,"[114.7, 44.1]",,Low Pass,,20.602184,Incomplete,,Bethany England,15550.0,,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,54,Chelsea FCW,971,"['6e4a5757-0ff8-42e7-9a6d-fac3f85bf77f', 'f07be720-3c50-41d3-8a4d-b5add707a83a']",43,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:27:43.631,Pass,
,,,,,,,,,,,,,,1.420959,,,,,,,,,,,b20e420a-4108-4492-91df-87863f465d7b,1047,,,"[12.4, 27.2]",2275108,28,,,,-0.9264118,,Keeper Arm,,,"[26.0, 9.1]",,Ground Pass,,22.640009,,,Gemma Evans,16381.0,,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,55,Bristol City WFC,973,['aac7d5e8-806b-4654-be19-3356b0ebe751'],3,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:28:03.214,Pass,
,,,,,,,,,,,,,,1.499986,,,,,,,,,,,15304648-7bf6-4628-a563-d1835cc8da0e,1050,,,"[33.8, 5.8]",2275108,28,,,,2.4357805,,Left Foot,,,"[16.2, 20.8]",,Ground Pass,,23.124878,,,Jasmine Matthews,15618.0,,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,55,Bristol City WFC,973,['a7b0830c-5c1c-4e26-b11b-a8624e0a4058'],5,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:28:05.494,Pass,
,,,,,,,,,,,,,,2.263439,,,,,,,,,,,eead73c5-ad6e-4c69-baef-c6e04e67db25,1053,,,"[15.7, 21.1]",2275108,28,,,,2.1128392,,Left Foot,,,"[4.8, 39.2]",,Ground Pass,,21.128654,,,Sophie Baggaley,16376.0,,,,,,,1,Regular Play,Jasmine Matthews,15618.0,Left Center Back,55,Bristol City WFC,973,['357ca2aa-b423-4c5e-b0f1-4b5df4840c2c'],7,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:28:07.943,Pass,
,,,,,,,,,,,,,,1.783293,,,,,,,,,,,151fc26d-4695-4fd1-896c-4c55260cf622,1056,,,"[13.2, 35.6]",2275108,28,,,,-0.81126755,,Right Foot,,,"[45.2, 1.9]",,High Pass,,46.472466,,,Gemma Evans,16381.0,,,,,,,1,Regular Play,Sophie Baggaley,16376.0,Goalkeeper,55,Bristol City WFC,973,['79df3c2a-1e75-4113-bd8f-2094eacf53b6'],13,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:28:13.966,Pass,
,,,,,,,,,,,,,,2.386351,,,,,,,,,,,1e0f6ea7-b919-40bc-856c-54cafa78235e,1058,,,"[45.2, 1.9]",2275108,28,,,,-0.13552772,,Head,,,"[58.4, 0.1]",,High Pass,,13.322162,Out,,Charlie Wellings,15563.0,,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Back,55,Bristol City WFC,973,['a9072661-dcc6-48c3-8edb-a6914a8bc2a9'],15,,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:28:15.808,Pass,
,,,,,,,,,,,,,,0.880631,,,,,,,,,,,d36cb8fd-8f7b-4e02-8feb-83b78158a292,1060,,,"[57.4, 80.0]",2275108,28,,,,-1.1880528,,,,,"[60.5, 72.3]",,Low Pass,,8.300602,,,So-Yun Ji,4647.0,,,,,,Throw-in,1,From Throw In,Maren Nævdal Mjelde,10395.0,Right Back,56,Chelsea FCW,971,['fd8eaa12-2795-4e0c-894c-cc007094df49'],26,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:28:26.645,Pass,
,,,,,,,,,,,,,,0.538703,,,,,,,,,,,d89b33a8-cd6e-40e4-8b96-4de6a1328d66,1064,,,"[59.2, 74.0]",2275108,28,,,,1.9138203,,Right Foot,,,"[57.2, 79.6]",,Low Pass,,5.9464273,,,Maren Nævdal Mjelde,10395.0,,,,,,,1,From Throw In,So-Yun Ji,4647.0,Left Center Midfield,56,Chelsea FCW,971,"['6d1961f2-0055-4aae-ba39-e3980e6fed8e', '80dbc3ef-0f6d-4087-8ea1-6e7f3125e96a']",27,,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:28:27.686,Pass,True
