50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ffa05154-6557-4095-88c0-6ac38ecdeca4,1,,,,3764232,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 27}, {'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Manchester United,1475,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c53bc4c6-1323-4bd6-b6b6-ecc4fabafec7,2,,,,3764232,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 19421, 'name': 'Carly Mitchell Telford'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 10395, 'name': 'Maren Nævdal Mjelde'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 4642, 'name': 'Millie Bright'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 4633, 'name': 'Magdalena Lilly Eriksson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10222, 'name': 'Jonna Ann-Charlotte Andersson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 15549, 'name': 'Sophie Louise Ingle'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 15648, 'name': 'Melanie Leupolz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4647, 'name': 'So-Yun Ji'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 4641, 'name': 'Francesca Kirby'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 10514, 'name': 'Guro Reiten'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Chelsea FCW,971,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d0db7c21-4848-42f0-8faf-a516025a507a,3,,,,3764232,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['0fb3f3e1-4312-42b6-a43a-4095cb2a2bc7'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0fb3f3e1-4312-42b6-a43a-4095cb2a2bc7,4,,,,3764232,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,1475,['d0db7c21-4848-42f0-8faf-a516025a507a'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,705f29bb-6eec-4f64-80c3-26105d2aafcd,1876,,,,3764232,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Chelsea FCW,971,['85df8623-6d14-41dc-9e75-1d9ec7a60fc6'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85df8623-6d14-41dc-9e75-1d9ec7a60fc6,1877,,,,3764232,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,107,Chelsea FCW,971,['705f29bb-6eec-4f64-80c3-26105d2aafcd'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.588028,,,,,,,,,,,,,48481a8d-3e86-4fb6-a4da-36f4b1fe9469,5,,,"[60.0, 40.0]",3764232,0,,,,,-1.7101315,,Right Foot,,,,"[55.4, 7.2]",,Ground Pass,,33.12099,,,Leah Galton,31539.0,,,,,,Kick Off,1,From Kick Off,Katie Zelem,31540.0,Left Center Midfield,2,Manchester United,1475,['26c7bf29-c3a6-4acc-9c3a-1a5a0297b3f3'],0,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:00.883,Pass,
,,,,,,,,,,,,,,,,,1.230707,,,,,,,,,,,,,9149659f-4fd7-4fb6-85c5-daa5945a4fd9,8,,,"[54.7, 7.4]",3764232,0,,,,,3.1415927,,Left Foot,,,,"[44.2, 7.4]",,Ground Pass,,10.5,,,Ona Batlle Pascual,46639.0,,,,,,,1,From Kick Off,Leah Galton,31539.0,Left Wing,2,Manchester United,1475,['534d7820-2e4c-4f95-b909-7a3b09d7fed8'],3,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:03.540,Pass,
,,,,,,,,,,,,,,,,,1.28536,,,,,,,,,,,,,e514f989-4ac4-4c64-90d6-d7530666f498,11,,,"[41.1, 9.3]",3764232,0,,,,,2.7702374,,Right Foot,,,,"[20.3, 17.4]",,Ground Pass,,22.321514,,,Millie Turner,31536.0,,,,,,,1,From Kick Off,Ona Batlle Pascual,46639.0,Left Back,2,Manchester United,1475,['2580a432-bc33-43f6-9e41-5c31e00ca38f'],5,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:05.821,Pass,
,,,,,,,,,,,,,,,,,1.875043,,,,,,,,,,,,,23b4ae97-df34-45d9-9d45-79bf0fd08f5f,14,,,"[19.6, 20.3]",3764232,0,,,,,2.1473637,,Left Foot,,,,"[7.7, 38.6]",,Ground Pass,,21.82888,,,Mary Alexandra Earps,31538.0,,,,,,,1,From Kick Off,Millie Turner,31536.0,Left Center Back,2,Manchester United,1475,['c6dbc5f6-01ca-48c2-8d37-2259b4e4c5fe'],8,,,,,,,,,,,,,,,,,,Manchester United,1475,00:00:08.139,Pass,
