50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.389803,,,,,,,,,,,,,0dccf5cf-23d4-4379-aae5-602eb5b76e8a,39,,"[25.0, 62.0]",19803,0,,,,,-2.3191743,,Right Foot,,,,"[12.0, 48.0]",,Ground Pass,,19.104973,,,Anne Moorhouse,22027.0,,,,,,,1,From Free Kick,Gilly Louise Scarlett Flaherty,18151.0,,Right Center Back,3,West Ham United LFC,972,['cfa967e1-3382-4889-91a2-88013775d540'],35,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:35.173,Pass,
,,,,,,,,,,,,,,,,1.403775,,,,,,,,,,,,,2185a079-099c-4a46-bd5a-0c9c67c821f4,42,,"[12.0, 48.0]",19803,0,,,,,-1.2252407,,Right Foot,,,,"[21.0, 23.0]",,Ground Pass,,26.57066,,,Brooke Hendrix,18159.0,,,,,,,1,From Free Kick,Anne Moorhouse,22027.0,,Goalkeeper,3,West Ham United LFC,972,['c2714b16-8696-43f9-b3de-c72fb89bce4b'],39,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:39.658,Pass,
,,,,,,,,,,,,,,,,0.9503,,,,,,,,,,,,,aa9b1b7d-db8d-4501-b7fd-184d02b286f3,46,,"[22.0, 19.0]",19803,0,,,,,0.5880026,,Right Foot,,,,"[31.0, 25.0]",,Ground Pass,,10.816654,,,Lucienne Reichardt,18148.0,,,,,,,1,From Free Kick,Brooke Hendrix,18159.0,,Left Center Back,3,West Ham United LFC,972,['95511369-71d4-4636-8b0a-fc2e434a5f13'],43,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:43.509,Pass,
,,,,,,,,,,,,,,,,2.367239,,,,,,,,,,,,,edb5a1f7-86b4-4792-b488-67d79b86a6a2,49,,"[30.0, 24.0]",19803,0,,,,,2.714965,,Right Foot,,,,"[8.0, 34.0]",,Ground Pass,,24.166092,,,Anne Moorhouse,22027.0,,,,,,,1,From Free Kick,Lucienne Reichardt,18148.0,,Center Defensive Midfield,3,West Ham United LFC,972,['df6c8151-37fa-48dd-b036-b8634df05452'],44,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:44.460,Pass,
,,,,,,,,,,,,,,,,2.66154,,,,,,,,,,,,,4d52e1f1-9428-4ebd-81eb-8a52312a953e,53,,"[7.0, 40.0]",19803,0,,,,,1.1174576,,Right Foot,,,,"[26.0, 79.0]",,High Pass,,43.382023,,Out,Ria Percival,18145.0,,,,,,,1,From Free Kick,Anne Moorhouse,22027.0,,Goalkeeper,3,West Ham United LFC,972,"['5427b8c6-ddd6-409e-b02f-91c4ddaec378', '9174d5cf-812e-4555-b1b3-ca81f84a41b0']",48,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:48.620,Pass,True
,,,,,,,,,,,,,,,,1.6059,,,,,,,,,,,,,b90d2700-2ba9-443a-909a-c1e5d703b288,55,,"[93.0, 1.0]",19803,1,,,,,1.4288993,,,,,,"[95.0, 15.0]",,Low Pass,,14.142136,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,,Left Center Back,4,Everton LFC,967,['48fdd750-5ab7-4506-b854-aa117236823b'],2,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:02.981,Pass,
,,,,,,,,,,,,,,,,1.5913,,,,,,,,,,,,,ca117a53-06de-4f67-8fce-c0ba68b6c6a5,58,,"[35.0, 66.0]",19803,1,,,,,0.28605145,,Right Foot,,,,"[52.0, 71.0]",,High Pass,,17.720045,,Incomplete,Alisha Lehmann,18153.0,,,,,,,1,From Throw In,So-Hyun Cho,22798.0,,Left Center Midfield,4,Everton LFC,967,"['566be824-74be-4634-9a1e-ff76672d76f0', 'a90f1dec-1ea9-43d7-b31a-f6f985c9a121']",6,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:06.669,Pass,
,,,,,,,,,,,,,,,,1.9652,,,,,,,,,,,,,a90f1dec-1ea9-43d7-b31a-f6f985c9a121,60,,"[69.0, 10.0]",19803,1,,,,,-0.14189705,,Head,,,,"[83.0, 8.0]",,High Pass,,14.142136,,,Danielle Turner,15571.0,,,,,,Recovery,1,From Throw In,Siri Worm,15572.0,,Left Center Back,4,Everton LFC,967,"['9047276c-1866-441f-ae2b-c8ec56b45ce6', 'ca117a53-06de-4f67-8fce-c0ba68b6c6a5']",8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:08.260,Pass,
,,,,,,,,,,,,,,,,1.258,,,,,,,,,,,,,2e0ae3ae-110c-4457-83b6-ea8eeb419cbb,62,,"[83.0, 8.0]",19803,1,,,,,2.7610862,,Head,,,,"[78.0, 10.0]",,Low Pass,,5.3851647,,,Megan Finnigan,18254.0,,,,,,,1,From Throw In,Danielle Turner,15571.0,,Left Wing Back,4,Everton LFC,967,['c19ccee9-ced0-4fde-89fa-70f9ccd50b3d'],10,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:10.225,Pass,
,,,,,,,,,,,,,,,,0.9152,,,,,,,,,,,,,4722a9e6-8dd0-4924-a3ca-00ec01a36794,64,,"[78.0, 10.0]",19803,1,,,,,0.67474097,,Right Foot,,,,"[93.0, 22.0]",,High Pass,,19.209373,,,Abbey-Leigh Stringer,15573.0,,,,,,,1,From Throw In,Megan Finnigan,18254.0,,Right Defensive Midfield,4,Everton LFC,967,['5c20db96-2a50-4f7d-b0ce-5405bd6eb2a5'],11,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:11.483,Pass,
,,,,,,,,,,,,,,,,1.4045,,,,,,,,,,,,,e7df4b8d-7826-41b2-bb1d-94d72eb1a453,70,,"[30.0, 53.0]",19803,1,,,,,0.7551044,,Left Foot,,,,"[47.0, 69.0]",,Low Pass,,23.345236,,,Alisha Lehmann,18153.0,,,,,,Recovery,1,Regular Play,Lucienne Reichardt,18148.0,,Center Defensive Midfield,5,West Ham United LFC,972,['a7d1564a-0f35-46df-b248-f3cbb5e92aee'],13,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:13.711,Pass,
,,,,,,,,,,,,,,,,1.371653,,,,,,,,,,,,,15eeae5e-cbe1-4a5f-b19d-20af702f008f,73,,"[46.0, 70.0]",19803,1,,,,,-0.8379812,,Right Foot,,,,"[55.0, 60.0]",,Low Pass,,13.453624,,,Jane Ross,4653.0,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,,Right Wing,5,West Ham United LFC,972,"['85242ac7-65da-46f7-b040-24b03bd36df2', 'a61c39ad-9003-4064-99a0-b54b4f3862bd']",15,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:15.115,Pass,True
,,,,,,,,,,,,,,,,1.592209,,,,,,,,,,,,,2abfc46c-008d-4ad7-80df-bd93057d9a55,77,,"[54.0, 57.0]",19803,1,,,,,-2.1995926,,Left Foot,,,,"[46.0, 46.0]",,Ground Pass,,13.601471,,,Lucienne Reichardt,18148.0,,,,,,,1,Regular Play,Jane Ross,4653.0,,Center Forward,5,West Ham United LFC,972,"['778e20f1-9da0-4a10-8a48-1ec786ff32f6', 'd2e0de01-aed3-4e6f-9169-06c9e5f6bf72']",18,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:18.958,Pass,True
,,,,,,,,,,,,,,,,0.972889,,,,,,,,,,,,,ad88521e-5a3b-454b-9ffe-03277a26525a,81,,"[46.0, 45.0]",19803,1,,,,,-0.8850668,,Right Foot,,,,"[55.0, 34.0]",,Ground Pass,,14.21267,,,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,Lucienne Reichardt,18148.0,,Center Defensive Midfield,5,West Ham United LFC,972,['3fa0cc09-60b5-4e55-a975-843bce3132ea'],20,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:20.568,Pass,
,,,,,,,,,,,,,,,,1.122208,,,,,,,,,,,,,64a9ff9a-553a-4617-be4d-d906ca1e8961,89,,"[67.0, 58.0]",19803,1,,,,,-1.6951513,,Left Foot,,,,"[65.0, 42.0]",,Ground Pass,,16.124516,,,Dominique Bruinenberg,15558.0,,,,,,,1,Regular Play,Taylor Hinds,19687.0,,Right Attacking Midfield,6,Everton LFC,967,"['8cbfb85c-104e-4336-a923-5fb2cf00e01f', 'cf48e469-f226-4f40-a540-1bd7bd531e47']",25,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:25.353,Pass,True
,,,,,,,,,,,,,,,,1.5459,,,,,,,,,,,,,a0f485b1-d9f5-4ceb-aff3-9b7df369afa3,93,,"[69.0, 41.0]",19803,1,,,,,-0.95449936,,Right Foot,,,,"[86.0, 17.0]",,Ground Pass,,29.410883,,,Danielle Turner,15571.0,,,,,,,1,Regular Play,Dominique Bruinenberg,15558.0,,Left Defensive Midfield,6,Everton LFC,967,"['977a1ce6-2c37-42bd-9d34-72f4b2d29b00', 'a261ed4b-06d9-4486-8836-4c4a9066a395']",27,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:27.834,Pass,True
,,,,,,,,,,,,,,,,1.167575,,,,,,,,,,,,,dc832c33-e8cb-484d-82e1-ebc433f8c202,100,,"[21.0, 55.0]",19803,1,,,,,0.7853982,,Right Foot,,,,"[34.0, 68.0]",,Ground Pass,,18.384777,,,Alisha Lehmann,18153.0,,,,,,,1,Regular Play,Kate Longhurst,18147.0,,Right Center Midfield,7,West Ham United LFC,972,['22eb0bb2-5c5c-4bdc-9b81-e2221dab0adf'],34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:34.933,Pass,
,,,,,,,,,,,,,,,,0.4732,,,,,,,,,,,,,2d4b95ff-ce3e-41f8-9587-fdf7d4766692,103,,"[53.0, 52.0]",19803,1,,,,,-0.98279375,,Right Foot,,,,"[57.0, 46.0]",,Low Pass,,7.2111025,,Incomplete,So-Hyun Cho,22798.0,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,,Right Wing,7,West Ham United LFC,972,"['33c8d5a9-d566-4277-a85c-08513a06ccae', 'b87a72f6-85fd-4306-9795-859d5da1218a']",40,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:40.106,Pass,
,,,,,,,,,,,,,,,,2.263116,,,,,,,,,,,,,7c936b33-f1c3-451b-99e2-0ecca2e02262,108,,"[55.0, 35.0]",19803,1,,,,,2.158799,,Left Foot,,,,"[41.0, 56.0]",,Ground Pass,,25.23886,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,Regular Play,So-Hyun Cho,22798.0,,Left Center Midfield,7,West Ham United LFC,972,['5d35d881-cf08-4107-868e-6ab4e3604954'],44,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:44.718,Pass,
,,,,,,,,,,,,,,,,1.320574,,,,,,,,,,,,,8463a753-ca00-4205-8142-9c9887d8652b,111,,"[41.0, 56.0]",19803,1,,,,,0.76214653,,Right Foot,,,,"[63.0, 77.0]",,Ground Pass,,30.413813,,,Ria Percival,18145.0,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,,Right Center Back,7,West Ham United LFC,972,['49d8630e-bf35-47ed-972c-8cc43c7e4ce6'],47,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:47.628,Pass,
,,,,,,,,,,,,,,,,1.259556,,,,,,,,,,,,,df32b18b-e62c-4b26-a34a-4cffe3e40aaa,114,,"[58.0, 74.0]",19803,1,,,,,-2.4468544,,Right Foot,,,,"[40.0, 59.0]",,Ground Pass,,23.43075,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,Regular Play,Ria Percival,18145.0,,Right Back,7,West Ham United LFC,972,['375754ba-7830-479b-ae8a-ae993999da56'],49,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:49.869,Pass,
,,,,,,,,,,,,,,,,1.136894,,,,,,,,,,,,,ce0a1125-60e8-47b2-b34b-5a15c9f34ebe,121,,"[40.0, 60.0]",19803,1,,,,,1.1071488,,Right Foot,,,,"[47.0, 74.0]",,Ground Pass,,15.652476,,,Ria Percival,18145.0,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,,Right Center Back,7,West Ham United LFC,972,['4c16de71-4ee6-41b7-ae7f-88e556a4ce68'],53,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:53.760,Pass,
,,,,,,,,,,,,,,,,2.178233,,,,,,,,,,,,,ad05be6c-678d-47d9-a551-06b48dec0fb7,124,,"[48.0, 75.0]",19803,1,,,,,-0.043450896,,Right Foot,,,,"[94.0, 73.0]",,Ground Pass,,46.043457,,,Alisha Lehmann,18153.0,,,,,,,1,Regular Play,Ria Percival,18145.0,,Right Back,7,West Ham United LFC,972,['c8f389e6-f126-4e98-9e9b-1c8e91a5c360'],55,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:55.647,Pass,
,,,,,,,,,,,,,,,,1.8678,,,,,,,,,,,,,70cb54d6-38c5-458a-9833-565c0ef45578,128,,"[110.0, 71.0]",19803,2,,,,,-1.5363272,,Right Foot,True,,,"[111.0, 42.0]",,High Pass,,29.017237,,Incomplete,Jane Ross,4653.0,,,,,,,1,Regular Play,Alisha Lehmann,18153.0,,Right Wing,7,West Ham United LFC,972,"['2245344b-4769-4c32-8809-c078f92a9c0b', '426d18a5-2c00-4630-a0fd-308cda239664', 'dfc50316-3776-4595-8f6d-3d527546c982']",0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:00.399,Pass,True
,,,,,,,,,,,,,,,,3.067396,,,,,,,,,,,,,7bdb369a-1957-49bc-b7e4-8cad192b8087,132,,"[35.0, 26.0]",19803,2,,True,,,-0.36397895,,Right Foot,,,,"[98.0, 2.0]",,High Pass,,67.41662,,Out,,,,,,,,,1,Regular Play,Megan Finnigan,18254.0,,Right Defensive Midfield,7,West Ham United LFC,972,,15,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:15.791,Pass,
,,,,,,,,,,,,,,,,1.097207,,,,,,,,,,,,,14d57f68-2838-48a5-bbb4-6ccba591711b,133,,"[23.0, 80.0]",19803,2,,,,,-1.0427219,,,,,,"[30.0, 68.0]",,Low Pass,,13.892444,,,Kate Longhurst,18147.0,,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,,Right Back,8,West Ham United LFC,972,['9d5d369e-b9c3-4abc-830b-730128de1cd0'],31,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:31.995,Pass,
,,,,,,,,,,,,,,,,1.055,,,,,,,,,,,,,7c58638a-1526-43c6-b335-227e728fd779,136,,"[30.0, 68.0]",19803,2,,,,,1.8925469,,Right Foot,,,,"[28.0, 74.0]",,Ground Pass,,6.3245554,,,Ria Percival,18145.0,,,,,,,1,From Throw In,Kate Longhurst,18147.0,,Right Center Midfield,8,West Ham United LFC,972,['bb04bfa9-f15d-4daa-b1dd-024a510aed19'],33,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:33.132,Pass,
,,,,,,,,,,,,,,,,0.914333,,,,,,,,,,,,,624c78d9-9318-494e-90c4-235fb3b31cd2,139,,"[28.0, 74.0]",19803,2,,,,,0.30587888,,Right Foot,,,,"[47.0, 80.0]",,Low Pass,,19.924858,,Out,Alisha Lehmann,18153.0,,,,,,,1,From Throw In,Ria Percival,18145.0,,Right Back,8,West Ham United LFC,972,['cab37bac-5f43-4db3-8261-8fec95a69c28'],34,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:34.187,Pass,
,,,,,,,,,,,,,,,,2.646,,,,,,,,,,,,,dada61ae-0677-46cd-824a-8da25e9bb74c,141,,"[78.0, 1.0]",19803,2,,,,,0.41012734,,,,,,"[101.0, 11.0]",,High Pass,,25.079872,,Incomplete,Simone Magill,15559.0,,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,,Left Center Back,9,Everton LFC,967,"['8fc8a0f6-a55d-4c23-b5d5-c28c0e41fa65', 'bc758f0b-2b5d-4a82-aa03-3ee7905b37ae']",49,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:49.024,Pass,
