ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,2.7335,,,,,,,,,,,,,121348c8-5d50-4105-957b-a97ec84ed8a0,24,,"[49.0, 11.0]",19757,0,,2.5829933,,,Right Foot,,,,"[9.0, 36.0]",Ground Pass,47.169907,,Sophie Harris,23290.0,,,Recovery,1,Regular Play,Victoria Williams,16395.0,Left Center Back,4,Brighton & Hove Albion WFC,965,['35cbd57c-6ebc-4da0-998e-bc7ad26438b6'],27,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:27.037,Pass,
,,,,,,,,,,,,1.755944,,,,,,,,,,,,,9c95fac9-3b38-4da5-8ca2-f8c6526459ba,27,,"[10.0, 36.0]",19757,0,,1.056345,,,Right Foot,,,,"[23.0, 59.0]",Ground Pass,26.41969,,Fern Whelan,19420.0,,,,1,Regular Play,Sophie Harris,23290.0,Goalkeeper,4,Brighton & Hove Albion WFC,965,['faafdd60-0a59-4aa5-9665-2ee9e1a514e0'],32,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:32.408,Pass,
,,,,,,,,,,,,1.2352,,,,,,,,,,,,,4edd2d03-d66c-4761-b24d-96673a0aae77,30,,"[30.0, 60.0]",19757,0,,0.5880026,,,Right Foot,,,,"[42.0, 68.0]",Ground Pass,14.422205,,Chloe Peplow,16397.0,,,,1,Regular Play,Fern Whelan,19420.0,Right Center Back,4,Brighton & Hove Albion WFC,965,['12759746-254f-467b-a8d9-743dbde3cd2f'],37,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:37.084,Pass,
,,,,,,,,,,,,1.0205,,,,,,,,,,,,,80eea704-75fd-4ce8-a2f9-16701d1a3c90,34,,"[41.0, 72.0]",19757,0,,-0.1798535,,,Right Foot,,,,"[52.0, 70.0]",Ground Pass,11.18034,,Kayleigh Green,16400.0,,,,1,Regular Play,Chloe Peplow,16397.0,Right Defensive Midfield,4,Brighton & Hove Albion WFC,965,['1db6c573-dbb9-4ea0-be85-ce49e3c35087'],40,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:40.503,Pass,
,,,,,,,,,,,,1.7961,,,,,,,,,,,,,6312b865-9459-42a8-92cd-9a29c3b8e998,38,,"[53.0, 68.0]",19757,0,,-3.0466409,,,Left Foot,,,,"[32.0, 66.0]",Ground Pass,21.095022,,Fern Whelan,19420.0,,,,1,Regular Play,Kayleigh Green,16400.0,Right Wing,4,Brighton & Hove Albion WFC,965,"['a3fc5dc5-165b-4ab8-9893-f8272dc68a0b', 'b7a10a1b-bed7-4c0e-a89b-ccce9f53d6aa']",41,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:41.603,Pass,True
,,,,,,,,,,,,1.3657,,,,,,,,,,,,,80ca631c-ffaf-4a62-8978-07773ac415a5,42,,"[39.0, 68.0]",19757,0,,-0.028563658,,,Right Foot,,,,"[74.0, 67.0]",High Pass,35.014282,,Kayleigh Green,16400.0,,,,1,Regular Play,Fern Whelan,19420.0,Right Center Back,4,Brighton & Hove Albion WFC,965,['59a33e81-a13e-4960-89f0-680e51a239bc'],45,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:45.163,Pass,
,,,,,,,,,,,,1.9434,,,,,,,,,,,,,93e3e47b-0cd9-4f11-ac66-c147a4109a4a,46,,"[68.0, 12.0]",19757,0,,0.348771,,,Head,,,,"[79.0, 16.0]",Low Pass,11.7046995,Incomplete,Lucy Hope,16386.0,,,Recovery,1,Regular Play,Abigail Harrison,23412.0,Left Wing,4,Brighton & Hove Albion WFC,965,"['23332828-b7b0-4741-81c1-19acc1828247', '78db28a9-e8b5-4fe1-b367-d5ae0c7cd27f']",49,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:49.839,Pass,
,,,,,,,,,,,,2.6494,,,,,,,,,,,,,23332828-b7b0-4741-81c1-19acc1828247,48,,"[42.0, 65.0]",19757,0,,-2.5770233,,,Right Foot,,,,"[12.0, 46.0]",High Pass,35.510563,,Sophie Harris,23290.0,,,Recovery,1,Regular Play,Chloe Peplow,16397.0,Right Defensive Midfield,4,Brighton & Hove Albion WFC,965,"['93e3e47b-0cd9-4f11-ac66-c147a4109a4a', 'bc208a8f-f543-4c81-9cbe-1c77420c63e6']",51,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:51.782,Pass,
,,,,,,,,,,,,2.694,,,,,,,,,,,,,9d391bc3-5d03-4363-87cb-2821c17a9d53,51,,"[12.0, 46.0]",19757,0,,-0.7419473,,,Right Foot,,,,"[48.0, 13.0]",High Pass,48.83646,,Felicity Gibbons,16392.0,,,,1,Regular Play,Sophie Harris,23290.0,Goalkeeper,4,Brighton & Hove Albion WFC,965,['bbc292b8-372e-4ab1-94c5-776cbddb6df1'],56,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:56.507,Pass,
,,,,,,,,,,,,1.5009,,,,,,,,,,,,,53e08dcb-16b1-4884-a1b2-32d1846787ca,53,,"[48.0, 13.0]",19757,0,,0.34302393,,,Head,,,,"[62.0, 18.0]",High Pass,14.866069,Incomplete,Aileen Whelan,16374.0,,,,1,Regular Play,Felicity Gibbons,16392.0,Left Back,4,Brighton & Hove Albion WFC,965,"['343e80a2-f676-4c81-bc8b-04dccbc61f27', '99e0b868-defa-49fd-8d8b-063261c4ca8d']",59,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:59.281,Pass,
,,,,,,,,,,,,1.5097,,,,,,,,,,,,,343e80a2-f676-4c81-bc8b-04dccbc61f27,55,,"[59.0, 63.0]",19757,1,,-0.09966865,,,Right Foot,,,,"[69.0, 62.0]",Low Pass,10.049875,,Carla Humphrey,16384.0,,,Recovery,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,5,Bristol City WFC,973,"['1f04e9df-733e-47ac-826c-e053f8a93efb', '53e08dcb-16b1-4884-a1b2-32d1846787ca']",0,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:00.782,Pass,
,,,,,,,,,,,,1.060755,,,,,,,,,,,,,deecae25-a347-4a03-ac82-eded466a9d40,59,,"[69.0, 60.0]",19757,1,,-1.5707964,,,Right Foot,,,,"[69.0, 53.0]",Ground Pass,7.0,,Frankie Brown,10171.0,,,,1,Regular Play,Carla Humphrey,16384.0,Right Wing,5,Bristol City WFC,973,['559f2f2e-08e9-448a-83c8-21b5991d43fe'],2,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:02.371,Pass,
,,,,,,,,,,,,0.6434,,,,,,,,,,,,,7ec5de58-92ec-4e6e-bdac-cef8392aecf0,64,,"[72.0, 52.0]",19757,1,,0.2914568,,,Left Foot,,,,"[82.0, 55.0]",Ground Pass,10.440307,,Lucy Hope,16386.0,,,,1,Regular Play,Frankie Brown,10171.0,Right Center Midfield,5,Bristol City WFC,973,['3fe75502-c3a6-4134-b0e3-83dc9e763c2e'],4,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:04.775,Pass,
,,,,,,,,,,,,1.2379,,,,,,,,,,,,,7a1b8e04-fc6d-4f1e-b4f4-bae4d55608cf,69,,"[74.0, 61.0]",19757,1,,-2.0576956,,,Right Foot,,,,"[65.0, 44.0]",Ground Pass,19.235384,,Julie Biesmans,10095.0,,,,1,Regular Play,Lucy Hope,16386.0,Center Attacking Midfield,5,Bristol City WFC,973,['22327855-bf1e-41bd-abbf-661027e76cb5'],11,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:11.698,Pass,
,,,,,,,,,,,,1.7153,,,,,,,,,,,,,5b9ff032-9c2d-44b6-af76-51275da31e01,73,,"[63.0, 45.0]",19757,1,,2.7672591,,,Right Foot,,,,"[35.0, 56.0]",Low Pass,30.083218,,Danique Kerkdijk,16383.0,,,,1,Regular Play,Julie Biesmans,10095.0,Left Center Midfield,5,Bristol City WFC,973,"['34581239-6f14-4fee-83f8-2d27cafd4dbc', '7c0f3bcc-a35f-4593-ab4e-12836c491511']",12,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:12.976,Pass,True
,,,,,,,,,,,,3.940408,,,,,,,,,,,,,6d13b269-aa9b-4396-8b7d-98db3c6be075,76,,"[43.0, 57.0]",19757,1,,-0.97459716,,,Right Foot,,,,"[81.0, 1.0]",High Pass,67.6757,Out,Poppy Pattinson,17274.0,,True,,1,Regular Play,Danique Kerkdijk,16383.0,Right Center Back,5,Bristol City WFC,973,['7f64f21a-de64-413f-bed8-8bb3678592f8'],17,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:17.280,Pass,
,,,,,,,,,,,,0.7497,,,,,,,,,,,,,8bebbf2d-27ce-4bae-8ed0-eb000f8ef20a,78,,"[32.0, 80.0]",19757,1,,-0.21866895,,,,,,,"[41.0, 78.0]",Low Pass,9.219544,,Kayleigh Green,16400.0,,,Throw-in,1,From Throw In,Kirsty Barton,19414.0,Right Back,6,Brighton & Hove Albion WFC,965,['75fcf5b5-b113-4405-8bc5-aa6a4654aa1f'],37,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:37.598,Pass,
,,,,,,,,,,,,1.2698,,,,,,,,,,,,,8c6996fc-0fe0-4439-b8df-01612c3d1533,81,,"[41.0, 78.0]",19757,1,,3.1415927,,,Left Foot,,,,"[33.0, 78.0]",Ground Pass,8.0,,Kirsty Barton,19414.0,,,,1,From Throw In,Kayleigh Green,16400.0,Right Wing,6,Brighton & Hove Albion WFC,965,['a9f5461a-ecac-489b-b62c-0aa585628bb6'],38,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:38.508,Pass,
,,,,,,,,,,,,0.0278,,,,,,,,,,,,,a7837aea-eafa-4192-b53f-54a16b97fa3f,85,,"[34.0, 77.0]",19757,1,,0.0,,,Right Foot,,,,"[39.0, 77.0]",High Pass,5.0,Incomplete,,,,,,1,From Throw In,Kirsty Barton,19414.0,Right Back,6,Brighton & Hove Albion WFC,965,['57a06543-21b5-4630-9365-31bfc12ea280'],39,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:39.818,Pass,
,,,,,,,,,,,,0.6514,,,,,,,,,,,,,e40d6a26-8286-4e80-ad26-926b0124c761,90,,"[105.0, 19.0]",19757,1,,2.2142975,,,Left Foot,,,,"[102.0, 23.0]",Ground Pass,5.0,,Rosella Ayane,21048.0,,,,1,From Throw In,Abigail Harrison,23412.0,Left Wing,6,Brighton & Hove Albion WFC,965,['73beb422-cb37-460c-b60a-5713be2ea08b'],44,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:44.005,Pass,
,,,,,,,,,,,,1.1766,,,,,,,,,,,,,e0b923c4-bbaa-4785-904f-67d2cbafbb24,103,,"[30.0, 64.0]",19757,1,,0.0,,,Right Foot,,,,"[49.0, 64.0]",Low Pass,19.0,,Iniabasi Anefiok Umotong,16378.0,,,,1,From Throw In,Kirsty Barton,19414.0,Right Back,6,Brighton & Hove Albion WFC,965,['3026c2e0-961e-424a-b299-7369d38fae50'],51,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:51.000,Pass,
,,,,,,,,,,,,1.783,,,,,,,,,,,,,1b5b8424-426a-43b8-b9f8-899c08b473bd,111,,"[40.0, 55.0]",19757,1,,-2.0899425,,,Right Foot,,,,"[28.0, 34.0]",Ground Pass,24.186773,,Victoria Williams,16395.0,,,,1,From Throw In,Danielle Buet,20034.0,Left Defensive Midfield,6,Brighton & Hove Albion WFC,965,['2283c82f-bbfe-4a9c-a8d9-230729026283'],55,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:55.098,Pass,
,,,,,,,,,,,,1.8949,,,,,,,,,,,,,36f08a50-465f-4778-9ad8-278d03c22954,114,,"[34.0, 32.0]",19757,1,,-0.8288491,,,Right Foot,,,,"[56.0, 8.0]",Ground Pass,32.55764,,Felicity Gibbons,16392.0,,,,1,From Throw In,Victoria Williams,16395.0,Left Center Back,6,Brighton & Hove Albion WFC,965,['50dd8817-7750-4428-9d8f-79ab46c68862'],57,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:57.997,Pass,
,,,,,,,,,,,,0.1654,,,,,,,,,,,,,9e584439-59de-4a91-b071-076cd843fc82,118,,"[64.0, 6.0]",19757,2,,0.6435011,,,Left Foot,,,,"[68.0, 9.0]",Ground Pass,5.0,Incomplete,Aileen Whelan,16374.0,,,,1,From Throw In,Felicity Gibbons,16392.0,Left Back,6,Brighton & Hove Albion WFC,965,"['33cf1f56-8160-4cd7-861b-b492bcb60cad', 'f82e58dd-07bf-4588-b778-f231991863eb']",1,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:01.558,Pass,
,,,,,,,,,,,,0.7843,,,,,,,,,,,,,e1842c95-6f7f-43a7-a7d3-1e82414270ec,123,,"[66.0, 1.0]",19757,2,,2.2455373,,,,,,,"[58.0, 11.0]",Low Pass,12.806249,,Chloe Peplow,16397.0,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,7,Brighton & Hove Albion WFC,965,['10e55d62-c66b-4efd-8dd9-4d39d10f3a42'],15,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:15.844,Pass,
,,,,,,,,,,,,1.8507,,,,,,,,,,,,,95126d5e-8bdf-4898-94a5-6594de5e0b99,127,,"[81.0, 35.0]",19757,2,,0.957589,,,Right Foot,,,,"[100.0, 62.0]",Ground Pass,33.01515,,Kayleigh Green,16400.0,,,,1,From Throw In,Chloe Peplow,16397.0,Right Defensive Midfield,7,Brighton & Hove Albion WFC,965,['abd9382b-699f-440a-ae5c-0c6f62d3a3da'],21,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:21.502,Pass,
,,,,,,,,,,,,0.0217,,,,,,,,,,,,,fcf1f75c-44bd-4f10-a157-1d277ebaa795,131,,"[110.0, 60.0]",19757,2,,-1.1071488,,,Right Foot,,,,"[112.0, 56.0]",High Pass,4.472136,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,1,From Throw In,Kayleigh Green,16400.0,Right Wing,7,Brighton & Hove Albion WFC,965,"['7219203a-cbeb-4d49-9e38-00ed22fb0cb7', '98c3b396-b4e5-4ee4-919e-177f80f68a44']",24,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:24.843,Pass,
,,,,,,,,,,,,3.1543,,,,,,,,,,,,,f350c02f-5c35-474c-8a93-bdbc8f682e7e,136,,"[13.0, 45.0]",19757,2,,0.19739556,,,Drop Kick,,,,"[63.0, 55.0]",High Pass,50.990196,Incomplete,Rosella Ayane,21048.0,,,,1,From Throw In,Sophie Baggaley,16376.0,Goalkeeper,7,Brighton & Hove Albion WFC,965,"['d16857c7-499c-43a1-b3b1-1f5493d617d7', 'e79c422b-07ce-44ec-a3ae-5707bf88f13b']",30,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:30.160,Pass,
,,,,,,,,,,,,1.2771,,,,,,,,,,,,,d258d231-8627-4d36-ac67-7be786c84308,141,,"[74.0, 35.0]",19757,2,,1.5707964,,,Right Foot,,,,"[74.0, 51.0]",Ground Pass,16.0,,Kayleigh Green,16400.0,,,,1,From Throw In,Aileen Whelan,16374.0,Left Wing,7,Brighton & Hove Albion WFC,965,['06d160d3-065c-4853-9067-d6ff45fadbb0'],36,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:36.122,Pass,
,,,,,,,,,,,,2.6133,,,,,,,,,,,,,cde1a47d-00d5-4455-b6f6-91e516597598,144,,"[74.0, 55.0]",19757,2,,0.057080783,,,Right Foot,,,,"[109.0, 57.0]",Ground Pass,35.057095,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,1,From Throw In,Kayleigh Green,16400.0,Right Wing,7,Brighton & Hove Albion WFC,965,"['8dc3fdcf-e018-4e4b-ad1c-56cb9168cd3b', 'f4725fd0-a75c-445d-a33f-47c9468a69ea']",38,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:38.802,Pass,
,,,,,,,,,,,,1.1363,,,,,,,,,,,,,c991a47b-8458-45d9-87d5-102d0978abf7,148,,"[96.0, 80.0]",19757,2,,-1.4382448,,,,,,,"[98.0, 65.0]",High Pass,15.132746,,Kayleigh Green,16400.0,,,Throw-in,1,From Throw In,Kirsty Barton,19414.0,Right Back,8,Brighton & Hove Albion WFC,965,['a1c6e331-4d0e-4289-b970-54d02df44802'],52,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:52.270,Pass,
,,,,,,,,,,,,1.583,,,,,,,,,,,,,d426c1ba-1f59-40b0-b96a-2980708d23a9,151,,"[98.0, 65.0]",19757,2,,1.9974238,,,Right Foot,,,,"[93.0, 76.0]",Ground Pass,12.083046,,Kirsty Barton,19414.0,,,,1,From Throw In,Kayleigh Green,16400.0,Right Wing,8,Brighton & Hove Albion WFC,965,['91a20621-9226-45bf-ab38-1261cbc7127d'],53,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:53.527,Pass,
,,,,,,,,,,,,1.3295,,,,,,,,,,,,,67eb6835-9752-4ce4-9a5e-92bcef31eaeb,155,,"[94.0, 75.0]",19757,2,,0.08314123,,,Right Foot,,,,"[106.0, 76.0]",Ground Pass,12.0415945,,Kayleigh Green,16400.0,,,,1,From Throw In,Kirsty Barton,19414.0,Right Back,8,Brighton & Hove Albion WFC,965,"['3b40f256-c8af-43d6-abf2-9c75771172e5', '419b5265-4716-4749-9049-29af05893fd9']",55,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:55.190,Pass,True
,,,,,,,,,,,,0.9413,,,,,,,,,,,,,fcabc15f-698a-4d5e-9fbd-abb905084965,162,,"[117.0, 64.0]",19757,3,,-1.3854483,,,Right Foot,True,,,"[120.0, 48.0]",Ground Pass,16.27882,Out,Iniabasi Anefiok Umotong,16378.0,,,,1,From Throw In,Kayleigh Green,16400.0,Right Wing,8,Brighton & Hove Albion WFC,965,['d33244d3-e4d3-413a-96a8-4ca45d0f207a'],0,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:00.568,Pass,
