50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,3.13116,,,,,,,,,,,bc634f12-e3a0-4e91-bf79-9cc221967aca,44,,,"[17.0, 41.0]",19772,0,,,-0.04164258,,,Drop Kick,,,,"[65.0, 39.0]",,High Pass,48.04165,,Incomplete,,,,,,,,1,Regular Play,Rut Hedvig Lindahl,4640.0,Goalkeeper,4,Chelsea FCW,971,['ad3efa32-1be0-4b80-9ed5-df3213a7a99d'],35,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:35.119,Pass,
,,,,,,,,,,,,,2.43064,,,,,,,,,,,ad3efa32-1be0-4b80-9ed5-df3213a7a99d,45,,,"[56.0, 42.0]",19772,0,,,-0.71883,,,Head,,,,"[64.0, 35.0]",,High Pass,10.630146,,,Remi Allen,18149.0,,,,,Recovery,1,Regular Play,Rachel Furness,15706.0,Center Defensive Midfield,4,Chelsea FCW,971,"['680cb918-78f1-443c-9eba-895e6c851937', 'bc634f12-e3a0-4e91-bf79-9cc221967aca']",38,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:38.250,Pass,
,,,,,,,,,,,,,0.2191,,,,,,,,,,,67df5367-0dce-4f29-8a66-893b02448a67,48,,,"[62.0, 34.0]",19772,0,,True,1.2490457,,,,,,,"[63.0, 37.0]",,Low Pass,3.1622777,,Incomplete,Charlotte Estcourt,15703.0,,,,,,1,Regular Play,Remi Allen,18149.0,Left Center Midfield,4,Chelsea FCW,971,"['148f4aa1-ca8d-43b8-ad93-63c1a57184a8', '40d0b22a-df5f-4873-b76c-74a7170ac238', 'df3154f9-8c46-4932-9bc8-c28b696ac9f5']",40,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:40.680,Pass,True
,,,,,,,,,,,,,1.304246,,,,,,,,,,,c879dc13-fb56-4f37-8d90-b55884b0a568,53,,,"[56.0, 54.0]",19772,0,,,1.815775,,,Right Foot,,,,"[53.0, 66.0]",,Ground Pass,12.369317,,,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Center Attacking Midfield,4,Chelsea FCW,971,['aa00368a-ae1a-4152-ad0f-f2dbf51b8137'],42,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:42.284,Pass,
,,,,,,,,,,,,,1.069253,,,,,,,,,,,5360ae00-25a6-4b90-a183-19cc101c14e0,57,,,"[53.0, 67.0]",19772,0,,,-0.86217004,,,Right Foot,,,,"[59.0, 60.0]",,Ground Pass,9.219544,,,So-Yun Ji,4647.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Back,4,Chelsea FCW,971,"['d60d5359-4be9-47c5-aa69-0a26d5d06f89', 'f48accbe-8638-4774-9106-02a469910c9d']",44,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:44.028,Pass,True
,,,,,,,,,,,,,0.0323,,,,,,,,,,,7d15b078-d03b-4eb0-8d5c-96db3365d0c1,61,,,"[57.0, 64.0]",19772,0,,,0.5880026,,,Right Foot,,,,"[60.0, 66.0]",,Ground Pass,3.6055512,,Incomplete,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Center Attacking Midfield,4,Chelsea FCW,971,"['449fc600-79ad-4546-9798-d2f7f9b72c01', '761141b8-ab81-43c9-a6a0-9457525743d5']",46,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:46.333,Pass,
,,,,,,,,,,,,,1.3522,,,,,,,,,,,4fe6bc97-0c58-41cd-a879-79a9d5940bac,66,,,"[57.0, 24.0]",19772,0,,,0.63274884,,,Right Foot,,,,"[72.0, 35.0]",,Ground Pass,18.601076,,,Gemma Suzanne Davison,15721.0,,,,,,1,Regular Play,Remi Allen,18149.0,Left Center Midfield,5,Reading WFC,974,['7a8bfc9c-f944-40db-92dc-287f1bb53bc3'],49,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.407,Pass,
,,,,,,,,,,,,,1.67205,,,,,,,,,,,39e57afc-b875-4d75-9964-ef238841f3cb,69,,,"[72.0, 34.0]",19772,0,,,-0.4636476,,,Right Foot,,,,"[82.0, 29.0]",,Ground Pass,11.18034,,,Brooke Chaplen,15723.0,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,5,Reading WFC,974,"['163cd29d-fd6e-49e0-bf09-33a8f947cbc5', 'f345318d-5549-47fa-ac57-2a9b4907950e']",50,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:50.759,Pass,True
,,,,,,,,,,,,,1.243573,,,,,,,,,,,c337f2ec-5e1a-4c2f-9781-0371ba56c6bd,76,,,"[93.0, 30.0]",19772,0,,,-0.7853982,adb3b7d9-0ab9-4bab-894f-6430b91589cc,,Left Foot,,,,"[98.0, 25.0]",,Ground Pass,7.071068,,,Gemma Suzanne Davison,15721.0,True,,,,,1,Regular Play,Brooke Chaplen,15723.0,Left Center Forward,5,Reading WFC,974,['f3475c07-4566-460c-aea4-1e8cc2f66e39'],53,,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:53.933,Pass,
,,,,,,,,,,,,,3.90979,,,,,,,,,,,8087ce7f-1a46-4386-bd04-c9f0db80f0a1,82,,,"[7.0, 37.0]",19772,1,,,-0.2573237,,,Right Foot,,,,"[64.0, 22.0]",,High Pass,58.940647,,Incomplete,Erin Cuthbert,4660.0,,,,,Goal Kick,1,From Goal Kick,Rut Hedvig Lindahl,4640.0,Goalkeeper,6,Chelsea FCW,971,"['8723e6e9-8446-40ae-8e40-a91a272dba2b', 'e8ae06e1-af32-4939-887b-a613a60be845']",35,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:35.799,Pass,
,,,,,,,,,,,,,0.4,,,,,,,,,,,8723e6e9-8446-40ae-8e40-a91a272dba2b,85,,,"[57.0, 59.0]",19772,1,,True,1.7033478,,,,,,,"[55.0, 74.0]",,High Pass,15.132746,,,Kirstyn Pearce,18152.0,,,,,Recovery,1,From Goal Kick,Josanne Potter,10198.0,Left Center Back,6,Chelsea FCW,971,"['23de4538-f729-4411-8a00-8ef220eabf38', '8087ce7f-1a46-4386-bd04-c9f0db80f0a1', 'eef447e6-5aeb-46bc-8944-0dea05551c9c']",39,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:39.709,Pass,True
,,,,,,,,,,,,,4.983021,,,,,,,,,,,ef9291c9-190a-4b63-8066-2fa83704d70c,88,,,"[55.0, 73.0]",19772,1,,,-0.24084646,,,Right Foot,,,,"[112.0, 59.0]",,Low Pass,58.694122,,Incomplete,Gemma Suzanne Davison,15721.0,,,,,,1,From Goal Kick,Kirstyn Pearce,18152.0,Right Center Back,6,Chelsea FCW,971,"['383c4ac3-3ce5-46d8-ac02-26d5694ba6c6', 'df6bdc1b-4a35-4016-8615-71d6ef0d6583']",41,,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:41.895,Pass,
,,,,,,,,,,,,,3.499828,,,,,,,,,,,37567017-2e49-44c7-a3bd-a496d2b8ae56,92,,,"[16.0, 46.0]",19772,2,,,-0.6889244,,,Right Foot,,,,"[67.0, 4.0]",,High Pass,66.068146,,,Jonna Ann-Charlotte Andersson,10222.0,,True,,,,1,From Goal Kick,Rut Hedvig Lindahl,4640.0,Goalkeeper,6,Chelsea FCW,971,['9d29fa5f-74e4-42d0-99f9-59ec1b22438b'],0,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:00.145,Pass,
,,,,,,,,,,,,,1.1365,,,,,,,,,,,23f2df1a-43da-488e-a2dd-cd3544139264,99,,,"[54.0, 74.0]",19772,2,,,-2.4087775,,,Right Foot,,,,"[44.0, 65.0]",,Ground Pass,13.453624,,,Kirstyn Pearce,18152.0,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,7,Reading WFC,974,['84e59722-68f0-4d1c-bbda-c535ae81309f'],6,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:06.207,Pass,
,,,,,,,,,,,,,0.8449,,,,,,,,,,,562b8581-632a-42f3-a1ed-eeb260a58597,102,,,"[44.0, 65.0]",19772,2,,,-0.39852244,,,Right Foot,,,,"[63.0, 57.0]",,Low Pass,20.615528,,,Fara Williams,10251.0,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,7,Reading WFC,974,['82029ffd-bbbd-43fb-8c4d-4692a1bd178c'],7,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:07.383,Pass,
,,,,,,,,,,,,,0.9965,,,,,,,,,,,031058cd-e6f3-4900-bf4e-68098e387101,104,,,"[63.0, 57.0]",19772,2,,,0.071307465,,,Head,,,,"[77.0, 58.0]",,Low Pass,14.035668,,,Gemma Suzanne Davison,15721.0,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,7,Reading WFC,974,['d03327db-4df8-4bc3-845d-9a4487e01875'],8,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:08.277,Pass,
,,,,,,,,,,,,,1.965878,,,,,,,,,,,a1e0c42e-19e7-4d9a-85e0-73f284e8eb2a,110,,,"[30.0, 24.0]",19772,2,,,2.634494,,,Right Foot,,,,"[12.0, 34.0]",,Ground Pass,20.59126,,,Rut Hedvig Lindahl,4640.0,,,,,,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,8,Chelsea FCW,971,['dba22709-ba3e-43fc-b84f-17ae01c818c5'],11,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:11.082,Pass,
,,,,,,,,,,,,,3.229694,,,,,,,,,,,2c95390c-003e-4114-ace7-6fb7c62606c1,114,,,"[12.0, 35.0]",19772,2,,,-0.45430207,,,Right Foot,,,,"[55.0, 14.0]",,High Pass,47.853943,,,Erin Cuthbert,4660.0,,,,,,1,Regular Play,Rut Hedvig Lindahl,4640.0,Goalkeeper,8,Chelsea FCW,971,"['40c6d282-6277-4ff0-b748-3fae63fbd768', '7ce1e326-b359-4db5-a693-e654e57288d8']",13,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:13.607,Pass,True
,,,,,,,,,,,,,1.357427,,,,,,,,,,,7f02ac3b-77b0-4016-afb6-a5eb3f3ca99a,118,,,"[70.0, 66.0]",19772,2,,,1.4994888,,,Right Foot,,,,"[71.0, 80.0]",,Low Pass,14.035668,,Out,,,,,,,Recovery,1,Regular Play,Charlotte Estcourt,15703.0,Right Center Midfield,8,Chelsea FCW,971,,17,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:17.022,Pass,
,,,,,,,,,,,,,0.884209,,,,,,,,,,,53cb0fda-7cd2-4647-964a-57b76627e806,119,,,"[50.0, 1.0]",19772,2,,,1.1760052,,,,,,,"[55.0, 13.0]",,Low Pass,13.0,,,Erin Cuthbert,4660.0,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Chelsea FCW,971,['31eb95b4-0b9a-44f6-b2ba-247f9ae8b606'],26,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:26.155,Pass,
,,,,,,,,,,,,,0.887605,,,,,,,,,,,0b1ec055-4644-4304-b7fc-e68d441b9d54,123,,,"[56.0, 14.0]",19772,2,,,-2.2318394,,,Right Foot,,,,"[49.0, 5.0]",,Low Pass,11.401754,,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Throw In,Erin Cuthbert,4660.0,Center Forward,9,Chelsea FCW,971,"['31cc0263-77aa-46b9-afae-985b336b10dd', '722856f6-f99e-4568-85d8-fe44bff72273']",27,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:27.119,Pass,True
,,,,,,,,,,,,,1.7909,,,,,,,,,,,68fcf6ad-2d39-40c8-a938-5ada92cf6566,126,,,"[51.0, 4.0]",19772,2,,,0.32175055,,,Left Foot,,,,"[81.0, 14.0]",,Low Pass,31.622776,,Incomplete,Karen Julia Carney,15553.0,,,,,,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,9,Chelsea FCW,971,"['3f95a682-c8b5-4ab3-991d-3cd64368af2b', 'e7313bb0-679e-4a0c-8f73-27157c1640c0']",29,,,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:29.843,Pass,
,,,,,,,,,,,,,1.223994,,,,,,,,,,,e7313bb0-679e-4a0c-8f73-27157c1640c0,128,,,"[40.0, 67.0]",19772,2,,,-0.41822433,,,Right Foot,,,,"[49.0, 63.0]",,Ground Pass,9.848858,,,Rachel Furness,15706.0,,,,,Recovery,1,Regular Play,Kirstyn Pearce,18152.0,Right Center Back,10,Reading WFC,974,"['68fcf6ad-2d39-40c8-a938-5ada92cf6566', 'ba6bc588-1744-4dc8-a3d2-ec133d4b3ae6']",31,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:31.634,Pass,
,,,,,,,,,,,,,1.36298,,,,,,,,,,,fa203f83-5cad-43c1-839d-d8acae1ee7b3,131,,,"[49.0, 66.0]",19772,2,,,1.2220253,,,Left Foot,,,,"[53.0, 77.0]",,Ground Pass,11.7046995,,,Natasha Harding,15725.0,,,,,,1,Regular Play,Rachel Furness,15706.0,Center Defensive Midfield,10,Reading WFC,974,['272c2eb2-74a5-48b4-b9d6-7efde0f26080'],33,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:33.628,Pass,
,,,,,,,,,,,,,1.083669,,,,,,,,,,,aa4326bc-ea85-4364-912a-a71dc60471ae,134,,,"[53.0, 77.0]",19772,2,,,-0.7022569,,,Right Foot,,,,"[66.0, 66.0]",,Ground Pass,17.029387,,,Fara Williams,10251.0,,,,,,1,Regular Play,Natasha Harding,15725.0,Right Back,10,Reading WFC,974,['173805c4-7861-4354-9e07-cae3377584bc'],35,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:35.123,Pass,
,,,,,,,,,,,,,0.9056,,,,,,,,,,,877b5c9a-f730-42fa-93b4-e54a965e53a4,138,,,"[66.0, 65.0]",19772,2,,,0.0,,,Left Foot,,,,"[75.0, 65.0]",,Low Pass,9.0,,,Gemma Suzanne Davison,15721.0,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,10,Reading WFC,974,"['309e567e-405e-4f8d-917a-759723d949cc', 'b419c947-afa7-441c-8ef4-39bce6e1cd56']",36,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:36.347,Pass,True
,,,,,,,,,,,,,1.2899,,,,,,,,,,,b9c060de-9e90-4efc-a17c-6430ab8cc11c,141,,,"[76.0, 66.0]",19772,2,,,-1.3909428,,,Right Foot,,,,"[78.0, 55.0]",,Low Pass,11.18034,,Incomplete,Fara Williams,10251.0,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Right Center Forward,10,Reading WFC,974,"['30bb779e-a929-4521-b4ea-5e30692474b0', '3a5a8663-0820-47a6-b5c8-46c43935d6cb']",37,,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:37.354,Pass,
