ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.350803,,,,,,,,,,,,25b7404d-58d2-45f9-b3b5-a2832d9eaad8,16,,,"[106.4, 0.1]",3775579,0,,,,0.3149939,,,,,"[115.3, 3.0]",,Low Pass,9.360556,,,,,Danielle Carter,24281.0,,,,,Throw-in,1,From Throw In,Bethan Roberts,46636.0,Left Back,3,Reading WFC,974,['ad3458cc-08c5-4e1a-bdc0-9d1ce05a4485'],27,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:27.836,Pass,
,,,,,,,,,,,,,,,0.851688,,,,,,,,,,,,0008c978-e538-4a0e-8401-474ad0df47a9,20,,,"[113.6, 1.7]",3775579,0,,,,3.076265,,Right Foot,,,"[102.9, 2.4]",,Ground Pass,10.722873,,,,,Rachel Rowe,19780.0,,,,,,1,From Throw In,Danielle Carter,24281.0,Left Midfield,3,Reading WFC,974,"['130586d5-d23a-4a9d-a06b-d9df1016d28a', '38e9bb7d-3495-4533-89d1-c7216041af34']",32,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:32.149,Pass,True
,,,,,,,,,,,,,,,0.158934,,,,,,,,,,,,1792a9e1-e639-4135-8200-4016037666d9,24,,,"[100.1, 2.5]",3775579,0,,,,0.5224034,,Left Foot,,,"[103.4, 4.4]",,Low Pass,3.8078866,,,Incomplete,,Danielle Carter,24281.0,,,,,,1,From Throw In,Rachel Rowe,19780.0,Center Defensive Midfield,3,Reading WFC,974,"['94a4ae8d-6611-4110-ba0a-65e8235160c1', 'a23dcac3-d991-4d95-8c2b-94b5bbd53a22']",35,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:35.818,Pass,
,,,,,,,,,,,,,,,1.247212,,,,,,,,,,,,c352dec5-6a48-4df7-b7b3-6d1c93d41f2f,28,,,"[120.0, 0.1]",3775579,1,,,,2.8828218,,Left Foot,,,"[109.8, 2.8]",,Ground Pass,10.551303,,,,,Angharad James,15577.0,,,,,Corner,1,From Corner,Rachel Rowe,19780.0,Center Defensive Midfield,4,Reading WFC,974,['62538439-2176-4368-8ea3-82a4f17d4ff7'],6,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:06.333,Pass,
,,,,,,,,,,,,,,,1.960561,,,,,,,,,,,,27be6cb6-c53a-4cdd-ba66-7af6c80ea2c2,31,,,"[108.6, 3.0]",3775579,1,,,,2.1856453,fc430c72-f3e3-4864-a16a-73731666ed32,Right Foot,,,"[93.7, 24.1]",,Ground Pass,25.830603,,,,,Fara Williams,10251.0,True,,,,,1,From Corner,Angharad James,15577.0,Right Center Midfield,4,Reading WFC,974,['de3495f7-e45c-4e81-b8c3-8615ecd57a89'],8,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:08.224,Pass,
,,,,,,,,,,,,,,,1.050662,,,,,,,,,,,,baada6ab-23eb-4fb5-9580-5ad643ef9047,42,,,"[57.8, 48.0]",3775579,1,,,,-1.9714208,,Right Foot,,,"[54.2, 39.5]",,Ground Pass,9.2309265,,,,,Fara Williams,10251.0,,,,,Recovery,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,7,Reading WFC,974,['5c1bb11e-10f7-40c9-a4a9-ce39ac5d34db'],57,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:57.463,Pass,
,,,,,,,,,,,,,,,2.436828,,,,,,,,,,,,5daf9516-0077-4d90-bb2c-18302fd389a8,45,,,"[52.3, 44.9]",3775579,2,,,,-1.0381341,,Right Foot,,,"[77.0, 3.0]",,High Pass,48.638462,,,,,Danielle Carter,24281.0,,True,,,,1,Regular Play,Fara Williams,10251.0,Left Center Midfield,7,Reading WFC,974,['4d35e842-0fc9-45d0-9123-6d03de0a7c68'],2,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:02.336,Pass,
,,,,,,,,,,,,,,,1.763701,,,,,,,,,,,,bdbb0b32-0e0e-4f09-a00b-32526bb343b0,48,,,"[77.0, 3.0]",3775579,2,,,,0.4977253,,Left Foot,,,"[94.3, 12.4]",,Ground Pass,19.68883,,,,,Rachel Rowe,19780.0,,,,,,1,Regular Play,Danielle Carter,24281.0,Left Midfield,7,Reading WFC,974,['84761742-f1e9-4a85-b6b9-63b0a585b82d'],5,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:05.828,Pass,
,,,,,,,,,,,,,,,1.22093,,,,,,,,,,,,19fa3f09-132f-4015-92f2-ef18763231e4,56,,,"[13.6, 60.6]",3775579,2,,,,1.1705557,,Right Foot,,,"[16.9, 68.4]",,Low Pass,8.469357,,,Incomplete,,,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Right Wing,7,Reading WFC,974,['9f610139-ee81-4f93-bb64-80ef80920fc7'],10,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:10.565,Pass,
,,,,,,,,,,,,,,,1.435098,,,,,,,,,,,,9f610139-ee81-4f93-bb64-80ef80920fc7,57,,,"[103.2, 11.7]",3775579,2,,,,1.8503184,,Left Foot,,,"[100.1, 22.5]",,Ground Pass,11.236102,,,,,Danielle Carter,24281.0,,,,,Recovery,1,Regular Play,Rachel Rowe,19780.0,Center Defensive Midfield,7,Reading WFC,974,"['19fa3f09-132f-4015-92f2-ef18763231e4', 'd7f56d11-0033-4a9f-8279-79b23033e39f']",11,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:11.786,Pass,
,,,,,,,,,,,,,,,0.494019,,,,,,,,,,,,d9554863-6b68-44e9-be56-fbd751866a80,70,,,"[99.3, 22.0]",3775579,2,,,,2.5790946,,Right Foot,,,"[94.7, 24.9]",,Ground Pass,5.4378304,,,,,Rachel Rowe,19780.0,,,,,,1,Regular Play,Danielle Carter,24281.0,Left Midfield,7,Reading WFC,974,['1e89cf8d-41d9-4710-b736-9e14bd4b6af7'],15,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:15.756,Pass,
,,,,,,,,,,,,,,,2.051935,,,,,,,,,,,,0f61d1dd-3cf2-488f-a3e8-a87169ee89f6,75,,,"[73.7, 3.9]",3775579,2,,,,2.2516053,,Right Foot,,,"[57.5, 23.9]",,Ground Pass,25.73791,,,,,Deanna Cooper,20061.0,,,,,Recovery,1,Regular Play,Molly Bartrip,21021.0,Left Center Back,7,Reading WFC,974,['2b506785-e94f-4b5e-8184-00e48e322df8'],21,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:21.079,Pass,
,,,,,,,,,,,,,,,0.72166,,,,,,,,,,,,99069a35-948b-4777-88e9-58e178e7952a,78,,,"[57.5, 23.9]",3775579,2,,,,0.3659207,,Right Foot,,,"[68.2, 28.0]",,Ground Pass,11.458621,,,,,Rachel Rowe,19780.0,,,,,,1,Regular Play,Deanna Cooper,20061.0,Right Center Back,7,Reading WFC,974,['6e48521e-11b8-4357-971c-372dff6f9903'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:24.026,Pass,
,,,,,,,,,,,,,,,4.613334,,,,,,,,,,,,acf51b81-5689-455e-9d86-14f00bce59b3,81,,,"[66.1, 35.5]",3775579,2,,,,0.64649063,,Right Foot,,,"[119.5, 75.8]",,High Pass,66.9003,,,Out,,Kristine Leine,31628.0,,True,,,,1,Regular Play,Rachel Rowe,19780.0,Center Defensive Midfield,7,Reading WFC,974,['6fe687a7-e63d-4ebf-9cf3-66a2341704b2'],27,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:27.342,Pass,
,,,,,,,,,,,,,,,2.022381,,,,,,,,,,,,6917a7ed-768c-4ae3-b79e-87d272683ba3,83,,,"[7.0, 44.1]",3775579,2,,,,-1.3892429,,Right Foot,,,"[10.8, 23.4]",,Ground Pass,21.045902,,,,,Maya Le Tissier,22337.0,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,8,Brighton & Hove Albion WFC,965,['536f9e46-7dce-42bd-b217-03df4b31ef63'],44,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:44.316,Pass,
,,,,,,,,,,,,,,,1.521689,,,,,,,,,,,,bd4a0d2d-a640-4485-80d5-b6e15f20453f,86,,,"[21.2, 24.3]",3775579,2,,,,-1.1281983,,Right Foot,,,"[30.3, 5.1]",,Ground Pass,21.247353,,,,,Felicity Gibbons,16392.0,,,,,,1,From Goal Kick,Maya Le Tissier,22337.0,Left Center Back,8,Brighton & Hove Albion WFC,965,['b4eb8669-b32b-41ac-aeb3-708e7ee6d22b'],47,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:47.562,Pass,
,,,,,,,,,,,,,,,1.487197,,,,,,,,,,,,9d5f1ec6-11e2-4480-a6aa-539ef7a1f4dc,90,,,"[26.4, 5.1]",3775579,2,,,,2.616349,,Right Foot,,,"[17.6, 10.2]",,Ground Pass,10.171038,,,,,Maya Le Tissier,22337.0,,,,,,1,From Goal Kick,Felicity Gibbons,16392.0,Left Back,8,Brighton & Hove Albion WFC,965,['e135f404-e36b-4f4d-abc6-51a2c96229c3'],49,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:49.995,Pass,
,,,,,,,,,,,,,,,1.669347,,,,,,,,,,,,2d92aabb-fb35-4220-8a31-717e590ebdfe,94,,,"[13.6, 14.5]",3775579,2,,,,1.9244995,,Right Foot,,,"[6.4, 34.0]",,Ground Pass,20.786776,,,,,Megan Walsh,15709.0,,,,,,1,From Goal Kick,Maya Le Tissier,22337.0,Left Center Back,8,Brighton & Hove Albion WFC,965,"['1b38dd95-0c77-4676-907b-eccd1d60073b', '1d88e6b7-1d9c-4eee-a147-ccb929220052']",52,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:52.794,Pass,True
,,,,,,,,,,,,,,,1.903162,,,,,,,,,,,,4375fb4d-7dcb-4b2b-a703-04e2bfd1530a,97,,,"[7.5, 44.3]",3775579,2,,,,1.2606282,,Right Foot,,,"[15.0, 67.7]",,Ground Pass,24.572546,,,,,Danique Kerkdijk,16383.0,,,,,,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,8,Brighton & Hove Albion WFC,965,['3c652be0-deca-4a25-bc92-e6f4976912cf'],55,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:55.943,Pass,
,,,,,,,,,,,,,,,1.089797,,,,,,,,,,,,85f585a4-fb8f-4cfc-b77d-f7ba5c2a82ac,100,,,"[26.7, 73.2]",3775579,2,,,,0.3866855,,Right Foot,,,"[43.4, 80.0]",,Ground Pass,18.03136,,,Out,,Emma Wilhelmina Koivisto,32403.0,,,,,,1,From Goal Kick,Danique Kerkdijk,16383.0,Right Center Back,8,Brighton & Hove Albion WFC,965,['5afdf2aa-42e8-4d22-bfe8-cc02af86f8da'],59,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:59.965,Pass,
,,,,,,,,,,,,,,,1.245789,,,,,,,,,,,,a7267c60-ed41-4a53-b7e7-fcd78b5ba3e3,102,,,"[76.1, 0.1]",3775579,3,,,,0.52807444,,,,,"[84.5, 5.0]",,High Pass,9.72471,,,,,Rachel Rowe,19780.0,,,,,Throw-in,1,From Throw In,Bethan Roberts,46636.0,Left Back,9,Reading WFC,974,['57e1781f-86df-4999-8910-99802d903527'],14,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:14.347,Pass,
,,,,,,,,,,,,,,,0.894933,,,,,,,,,,,,fceab899-ccc6-4cc8-bd24-9c5799f8ebcf,105,,,"[84.5, 5.0]",3775579,3,,,,-2.6316206,,Right Foot,,,"[78.6, 1.7]",,Low Pass,6.7601776,,,,,Bethan Roberts,46636.0,,,,,,1,From Throw In,Rachel Rowe,19780.0,Center Defensive Midfield,9,Reading WFC,974,['8d7023ee-1bef-43a9-9566-0fc852d8a8d4'],15,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:15.666,Pass,
,,,,,,,,,,,,,,,0.659032,,,,,,,,,,,,554f8b40-01f5-47dd-b674-c4b4f7fc555a,113,,,"[65.1, 70.7]",3775579,3,,,,-1.6186639,,Right Foot,,,"[64.3, 54.0]",,Ground Pass,16.71915,,,Incomplete,,Aileen Whelan,16374.0,,,,,,1,From Throw In,Kayleigh Green,16400.0,Right Wing,9,Reading WFC,974,"['6806df6d-319e-48a1-b7fd-3142d29fa354', '9c27ca0e-93d3-4489-a825-e2a3c7517538']",22,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:22.923,Pass,
,,,,,,,,,,,,,,,1.303493,,,,,,,,,,,,7bdc995c-bf0c-4e97-b0b4-34b85d5f9350,117,,,"[61.9, 22.9]",3775579,3,,,,-0.9986027,,Right Foot,,,"[73.3, 5.2]",,Ground Pass,21.053503,,,,,Danielle Carter,24281.0,,,,,,1,From Throw In,Angharad James,15577.0,Right Center Midfield,9,Reading WFC,974,['2bcf2577-4196-4397-8fc0-88d82b72aa8b'],24,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:24.633,Pass,
,,,,,,,,,,,,,,,0.914501,,,,,,,,,,,,cb32c602-2a4d-4e0d-a1f5-574246ca4a84,125,,,"[94.5, 34.5]",3775579,3,,,,-2.9156334,,Right Foot,,,"[85.8, 32.5]",,Ground Pass,8.926926,,,,,Fara Williams,10251.0,,,,,,1,From Throw In,Danielle Carter,24281.0,Left Midfield,9,Reading WFC,974,['ec4b1800-9be4-4312-a67b-3fd78d7c865d'],34,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:34.028,Pass,
,,,,,,,,,,,,,,,1.964982,,,,,,,,,,,,02ab3bf3-3601-4acf-8068-fb489418c4db,128,,,"[85.8, 32.5]",3775579,3,,,,1.4093076,,Left Foot,,,"[92.3, 72.4]",,High Pass,40.425983,,,,,Kristine Leine,31628.0,,,,,,1,From Throw In,Fara Williams,10251.0,Left Center Midfield,9,Reading WFC,974,['0ca2a5a7-54b6-491f-8d51-ea179b18bde5'],35,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:35.063,Pass,
,,,,,,,,,,,,,,,1.63673,,,,,,,,,,,,26db744a-20e3-4a26-a307-632888f2c135,131,,,"[98.2, 74.9]",3775579,3,,,,-1.4303137,e805d11a-1ea4-41f9-a633-e4f208df0096,Right Foot,,,"[101.0, 55.1]",,Ground Pass,19.997,,,,,Rachel Rowe,19780.0,True,,,,,1,From Throw In,Kristine Leine,31628.0,Right Back,9,Reading WFC,974,['d4af0408-8cf4-4480-a638-eab14e9ba90f'],40,,,,,,,,,,,,,,,,,Reading WFC,974,00:03:40.378,Pass,
,,,,,,,,,,,,,,,1.116758,,,,,,,,,,,,347b2757-76de-478b-af08-53ba82e658d2,142,,,"[12.5, 31.8]",3775579,5,,,,-0.046840712,,Right Foot,,,"[18.9, 31.5]",,Ground Pass,6.4070272,,,,,Emily Simpkins,23289.0,,,,,Recovery,1,Other,Megan Walsh,15709.0,Goalkeeper,11,Brighton & Hove Albion WFC,965,['07a0741b-9054-4aaa-a195-8daaf6d9a24e'],11,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:11.387,Pass,
,,,,,,,,,,,,,,,1.38987,,,,,,,,,,,,aae0ebd6-ef6c-489a-915f-d1572bb217dc,145,,,"[19.9, 39.0]",3775579,5,,,,1.3184012,,Right Foot,,,"[24.8, 58.0]",,Ground Pass,19.621672,,,,,Danique Kerkdijk,16383.0,,,,,,1,Other,Emily Simpkins,23289.0,Right Center Midfield,11,Brighton & Hove Albion WFC,965,['ac15f507-3775-4db2-bc2c-2cf08fb93849'],14,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:14.673,Pass,
,,,,,,,,,,,,,,,1.120817,,,,,,,,,,,,db12ea7a-9447-459c-88c0-0b2e9841f605,148,,,"[29.3, 57.0]",3775579,5,,,,-1.6412677,,Right Foot,,,"[28.1, 40.0]",,Ground Pass,17.042301,,,,,Emily Simpkins,23289.0,,,,,,1,Other,Danique Kerkdijk,16383.0,Right Center Back,11,Brighton & Hove Albion WFC,965,['60415862-735b-4910-bdb8-9650f47e5d39'],18,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:18.372,Pass,
,,,,,,,,,,,,,,,1.523803,,,,,,,,,,,,15b58623-3f23-4108-bf55-ff9db5eebb6f,151,,,"[32.8, 38.4]",3775579,5,,,,-1.6023175,,Right Foot,,,"[32.1, 16.2]",,Ground Pass,22.211033,,,,,Maya Le Tissier,22337.0,,,,,,1,Other,Emily Simpkins,23289.0,Right Center Midfield,11,Brighton & Hove Albion WFC,965,['9cd4292d-fb32-41cb-8f33-4b2b44614a35'],20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:20.918,Pass,
,,,,,,,,,,,,,,,1.524373,,,,,,,,,,,,b4e0b88e-5ced-4d7f-a3ac-19c05a5a5b02,154,,,"[36.5, 14.1]",3775579,5,,,,-0.3021452,,Right Foot,,,"[67.3, 4.5]",,Ground Pass,32.261433,,,,,Nora Heroum,13861.0,,,,,,1,Other,Maya Le Tissier,22337.0,Left Center Back,11,Brighton & Hove Albion WFC,965,['0d3a2f8c-8de2-471d-bec9-610241671bed'],23,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:23.633,Pass,
,,,,,,,,,,,,,,,0.733226,,,,,,,,,,,,1a1952e7-0ba6-44bc-a730-d1c83f9df124,157,,,"[63.4, 3.8]",3775579,5,,,,2.9177647,,Left Foot,,,"[51.1, 6.6]",,Ground Pass,12.614674,,,,,Felicity Gibbons,16392.0,,,,,,1,Other,Nora Heroum,13861.0,Left Wing,11,Brighton & Hove Albion WFC,965,['2af96297-41fe-4ceb-a0e1-05c22339bfc8'],26,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:05:26.540,Pass,
