50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.0,,,,,,,,,,78ca8ae1-5097-4a09-ada7-fd4a7d665be1,1,,,,19740,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 21014, 'name': 'Vyan Sampson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 18155, 'name': 'Erin Simon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 18150, 'name': 'Julia Simic'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 18154, 'name': 'Esmee de Graaf'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 18157, 'name': 'Brianna Visalli'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 15}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,796cb3dd-61f7-4f25-8300-a99b88fcb807,2,,,,19740,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 19778, 'name': 'Frances Kitching'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15631, 'name': 'Niamh Charles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,0.0,,,,,,,,,,86723989-1b66-48cc-a6e6-c56b7ab06cad,3,,,,19740,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['a13d1d67-bca6-4fe4-952c-3593250d06a4'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,a13d1d67-bca6-4fe4-952c-3593250d06a4,4,,,,19740,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['86723989-1b66-48cc-a6e6-c56b7ab06cad'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,af29d14e-aae5-4a73-82f3-4f65eafece5b,1700,,,,19740,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,West Ham United LFC,972,['92572860-6d96-49a8-b3ca-4b47d89ed801'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,0.0,,,,,,,,,,92572860-6d96-49a8-b3ca-4b47d89ed801,1701,,,,19740,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,West Ham United LFC,972,['af29d14e-aae5-4a73-82f3-4f65eafece5b'],0,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,1.532667,,,,,,,,,,b94f3d64-2492-40aa-bc55-158c449cd218,5,,,"[61.0, 41.0]",19740,0,,,3.1415927,,,Right Foot,,,,"[47.0, 41.0]",Ground Pass,14.0,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,Kick Off,1,From Kick Off,Courtney Sweetman-Kirk,15611.0,Center Forward,2,Liverpool WFC,966,['4cb2dace-fa1a-4431-9013-a43339886a66'],1,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:01.081,Pass,
,,,,,,,,,,3.2012,,,,,,,,,,d40c37fc-192d-47ba-896a-a9a0d4553fa9,8,,,"[48.0, 43.0]",19740,0,,,-0.5123895,,,Right Foot,,,,"[96.0, 16.0]",High Pass,55.072678,Incomplete,,,,,,,,1,From Kick Off,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,2,Liverpool WFC,966,['946d3bce-52f3-4477-80ed-51e07af8c298'],2,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:02.694,Pass,
,,,,,,,,,,3.933126,,,,,,,,,,946d3bce-52f3-4477-80ed-51e07af8c298,9,,,"[25.0, 65.0]",19740,0,,,0.28897542,,,Head,,,,"[62.0, 76.0]",Low Pass,38.600517,,Alisha Lehmann,18153.0,,,,,Recovery,1,From Kick Off,Ria Percival,18145.0,Right Back,2,Liverpool WFC,966,"['8e98a851-a1ac-4d82-bd8a-7e64aaf33538', 'd40c37fc-192d-47ba-896a-a9a0d4553fa9']",5,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:05.895,Pass,
,,,,,,,,,,2.580304,,,,,,,,,,02a850e6-0df6-4343-adbf-d2b98b4de5dc,13,,,"[63.0, 75.0]",19740,0,,,-0.22471116,,,Right Foot,,,,"[98.0, 67.0]",Ground Pass,35.902645,Incomplete,Leanne Kiernan,18146.0,,,,,,1,From Kick Off,Alisha Lehmann,18153.0,Right Midfield,2,Liverpool WFC,966,"['72033e48-62a2-4e48-9e4b-2dc586fff313', '7cde7933-e1d1-4fd1-93f5-72e46ce403af', 'efde04f7-d7b0-4d6c-84c8-3cfebb2baa99']",10,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:10.437,Pass,True
,,,,,,,,,,1.820032,,,,,,,,,,efde04f7-d7b0-4d6c-84c8-3cfebb2baa99,15,,,"[23.0, 14.0]",19740,0,,,-0.4636476,,,Left Foot,,,,"[37.0, 7.0]",Ground Pass,15.652476,Incomplete,Leigh-Anne Robe,15630.0,,,,,Recovery,1,From Kick Off,Jasmine Matthews,15618.0,Left Center Back,2,Liverpool WFC,966,"['02a850e6-0df6-4343-adbf-d2b98b4de5dc', 'a2d978a6-a2d9-4492-9866-d6cff11ff952', 'dd496d37-e263-4cb9-a4c4-0ab5e9463b70']",13,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:13.017,Pass,
,,,,,,,,,,0.672244,,,,,,,,,,62846e2a-64c1-40f1-8018-15d442d0d167,21,,,"[33.0, 8.0]",19740,0,,,0.11065722,,,Right Foot,,,,"[42.0, 9.0]",Ground Pass,9.055386,,Laura Coombs,19416.0,,,,,,1,From Kick Off,Leigh-Anne Robe,15630.0,Left Back,2,Liverpool WFC,966,"['acce31d9-b5fa-42fa-b547-10c3c4c72204', 'fb149028-6327-4cc0-ad45-66d0a6f21408']",17,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:17.128,Pass,True
,,,,,,,,,,1.3746,,,,,,,,,,63c07661-c079-4e50-ab09-175132d7afc7,27,,,"[42.0, 1.0]",19740,0,,,0.27829966,,,,,,,"[63.0, 7.0]",High Pass,21.84033,Incomplete,Niamh Charles,15631.0,,,,,Throw-in,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,3,Liverpool WFC,966,"['07e8fa30-73de-48f0-8d66-5d5b5605ac53', 'bece7ed2-f760-4184-ac6b-0ed236439c1a']",35,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:35.132,Pass,
,,,,,,,,,,1.32,,,,,,,,,,bece7ed2-f760-4184-ac6b-0ed236439c1a,29,,,"[58.0, 74.0]",19740,0,,,-2.7468016,,,Head,,,,"[46.0, 69.0]",High Pass,13.0,,Julia Simic,18150.0,,,,,Recovery,1,Regular Play,Alisha Lehmann,18153.0,Right Midfield,4,West Ham United LFC,972,"['63c07661-c079-4e50-ab09-175132d7afc7', 'e57aaf8a-1767-4495-abed-936340a24c8b']",36,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:36.506,Pass,
