50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,a54f401c-7667-4231-b5d4-78ddec59c66b,1,,,,19784,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,a5e2fa3f-daf0-4531-a71a-04d8dfeaa81a,2,,,,19784,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15576, 'name': 'Kirstie Levell'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19687, 'name': 'Taylor Hinds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 15577, 'name': 'Angharad James'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 15559, 'name': 'Simone Magill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 21230, 'name': 'Elise Hughes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 28}]}",Everton LFC,967,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,7c438b8f-e056-43fe-95b3-47dbf1619507,3,,,,19784,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['aa6279ac-27df-4c21-a1e5-085b9aeff38b'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,aa6279ac-27df-4c21-a1e5-085b9aeff38b,4,,,,19784,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Brighton & Hove Albion WFC,965,['7c438b8f-e056-43fe-95b3-47dbf1619507'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,38fd70e8-90e0-4d0e-895c-8dc032e1f349,1763,,,,19784,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,136,Brighton & Hove Albion WFC,965,['3ffe6a6a-95dc-407b-b021-624e2a991e17'],0,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,3ffe6a6a-95dc-407b-b021-624e2a991e17,1764,,,,19784,45,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,136,Brighton & Hove Albion WFC,965,['38fd70e8-90e0-4d0e-895c-8dc032e1f349'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.000,Half Start,
,,,,,,,,,,,,1.2797,,,,,,,,,,,,4535f12e-2004-477d-bdc1-e34e2876446b,5,,,"[61.0, 41.0]",19784,0,,,,3.041924,,,Right Foot,,"[51.0, 42.0]",Ground Pass,10.049875,,Megan Finnigan,18254.0,,,,,Kick Off,1,From Kick Off,Elise Hughes,21230.0,Center Forward,2,Everton LFC,967,['e5fe860b-8e64-4ac4-9cfc-df26ac5265b3'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:00:00.873,Pass,
,,,,,,,,,,,,2.5483,,,,,,,,,,,,35718d4b-7ee2-4f12-9de3-59b9c85aa58f,9,,,"[56.0, 40.0]",19784,0,,,,-0.45277846,,,Right Foot,,"[93.0, 22.0]",High Pass,41.14608,Incomplete,Chloe Kelly,15570.0,,,,,,1,From Kick Off,Megan Finnigan,18254.0,Left Defensive Midfield,2,Everton LFC,967,"['9e12f059-5d51-44ed-acdc-cec82ae14da1', 'b3231e02-5212-4153-8eea-2cc132a8bc62']",2,,,,,,,,,,,,,,,,Everton LFC,967,00:00:02.882,Pass,
,,,,,,,,,,,,1.437,,,,,,,,,,,,b3231e02-5212-4153-8eea-2cc132a8bc62,11,,,"[28.0, 59.0]",19784,0,,,,0.0,,,Head,,"[49.0, 59.0]",High Pass,21.0,,Kayleigh Green,16400.0,,,,,Recovery,1,From Kick Off,Kirsty Barton,19414.0,Right Back,2,Everton LFC,967,"['35718d4b-7ee2-4f12-9de3-59b9c85aa58f', '9b221bcc-bd8a-4cf6-a8f0-090927ff2e47']",5,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:05.430,Pass,
,,,,,,,,,,,,2.9307,,,,,,,,,,,,d50e3490-3333-4cfd-a7ea-4c813a5048d1,13,,,"[49.0, 59.0]",19784,0,,,,0.51048833,,,Head,,"[74.0, 73.0]",High Pass,28.653097,Incomplete,Iniabasi Anefiok Umotong,16378.0,,,,,,1,From Kick Off,Kayleigh Green,16400.0,Center Attacking Midfield,2,Everton LFC,967,"['6a261a65-21e0-42a0-8b1c-bfd03451dd46', '7cab6af9-1eca-40e7-a6d8-9dc19140262d']",6,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:06.947,Pass,
,,,,,,,,,,,,3.2068,,,,,,,,,,,,7cab6af9-1eca-40e7-a6d8-9dc19140262d,16,,,"[47.0, 8.0]",19784,0,,,,-0.08314123,,,Left Foot,,"[83.0, 5.0]",High Pass,36.124783,Incomplete,Chloe Kelly,15570.0,,,,,Recovery,1,From Kick Off,Gabrielle George,15575.0,Left Center Back,2,Everton LFC,967,"['7ac35e6d-3537-4045-877f-1e4d2b74e613', '7b080bde-1c2b-4547-b000-9449a49daa01', '87ddc4dd-86d8-4b55-8f2e-4ca0073ebe7a', 'd50e3490-3333-4cfd-a7ea-4c813a5048d1']",9,,,,,,,,,,,,,,,,Everton LFC,967,00:00:09.878,Pass,True
,,,,,,,,,,,,0.9742,,,,,,,,,,,,7ac35e6d-3537-4045-877f-1e4d2b74e613,18,,,"[38.0, 76.0]",19784,0,,,,-0.4048918,,,Head,,"[45.0, 73.0]",Low Pass,7.615773,Incomplete,Kayleigh Green,16400.0,,,,,Recovery,1,From Kick Off,Kirsty Barton,19414.0,Right Back,2,Everton LFC,967,"['7cab6af9-1eca-40e7-a6d8-9dc19140262d', 'b8558069-ef24-4156-bf40-85bd8fe2f833', 'e420fac2-9319-4f2a-86b6-029760c72de7']",13,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:13.085,Pass,
,,,,,,,,,,,,1.662744,,,,,,,,,,,,0c78e60c-bb07-4051-b27e-193bff474976,21,,,"[28.0, 80.0]",19784,0,,,,-2.7233684,,,,,"[10.0, 72.0]",Low Pass,19.697716,,Laura Rafferty,16394.0,,,,,Throw-in,1,From Throw In,Kirsty Barton,19414.0,Right Back,3,Brighton & Hove Albion WFC,965,['e9007b45-e18a-4afe-86a1-5bd8f7c4a952'],21,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:21.805,Pass,
,,,,,,,,,,,,2.0981,,,,,,,,,,,,e791a5c6-069e-4424-a477-b7cdb946687b,24,,,"[8.0, 73.0]",19784,0,,,,0.15264933,,,Right Foot,,"[34.0, 77.0]",Ground Pass,26.305893,Incomplete,Kirsty Barton,19414.0,,,,,,1,From Throw In,Laura Rafferty,16394.0,Right Center Back,3,Brighton & Hove Albion WFC,965,"['69268e0f-8b3c-435a-aff5-7e038fea5a0c', 'e0fa788f-9e03-410d-bf94-84c5a7038558']",24,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:24.305,Pass,
,,,,,,,,,,,,1.0103,,,,,,,,,,,,f1f39621-961f-4bad-87df-d825431e5002,33,,,"[91.0, 8.0]",19784,0,,,,3.041924,,,Right Foot,,"[81.0, 9.0]",Ground Pass,10.049875,,Megan Finnigan,18254.0,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Wing,4,Everton LFC,967,['24f4d294-c6d3-41da-8ede-892aac4a6391'],30,,,,,,,,,,,,,,,,Everton LFC,967,00:00:30.033,Pass,
