ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.765386,,,,,,,,,,,,,,ab6cebdf-b29d-4aeb-b017-b93e9da8300f,18,,,"[45.0, 49.0]",19807,0,,,,1.0899091,,Right Foot,,,,"[57.0, 72.0]",,Ground Pass,,25.942244,,,,,Abbie McManus,4648.0,,,,,,,1,From Kick Off,Jill Scott,10172.0,Right Center Midfield,2,Manchester City WFC,746,['00886e4c-0d3b-4adc-81d7-dcffcfbb7cdb'],11,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:11.590,Pass,
,,,,,,,,,,,,,,,,1.115687,,,,,,,,,,,,,,9eaf38d6-7666-447e-a7b4-be2bb6fb3291,22,,,"[57.0, 68.0]",19807,0,,,,-1.0164888,,Right Foot,,,,"[70.0, 47.0]",,Ground Pass,,24.698177,,,Incomplete,,Nikita Parris,4654.0,,,,,,,1,From Kick Off,Abbie McManus,4648.0,Right Back,2,Manchester City WFC,746,"['14842832-74dd-479b-9337-d220a627747a', '8af59f38-85da-4e14-a366-c476856b2e82', 'cf504ffb-9098-4939-9f95-cd48377fa7cf']",14,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:14.430,Pass,True
,,,,,,,,,,,,,,,,0.9088,,,,,,,,,,,,,,6d04198f-d03c-402f-b499-d589f3705f9a,26,,,"[57.0, 27.0]",19807,0,,,,0.39479113,,Right Foot,,,,"[69.0, 32.0]",,Ground Pass,,13.0,,,,,Rinsola Babajide,15613.0,,,,,,,1,Regular Play,Laura Coombs,19416.0,Right Center Midfield,3,Liverpool WFC,966,['2728eb04-90f0-4591-835a-81367262f457'],17,,,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:17.004,Pass,
,,,,,,,,,,,,,,,,1.85569,,,,,,,,,,,,,,5e5baa34-8b8c-4cb2-ad01-71ec36946798,36,,,"[49.0, 46.0]",19807,3,,,,-1.5707964,,Right Foot,,,,"[49.0, 25.0]",,Ground Pass,,21.0,,,,,Jennifer Patricia Beattie,17524.0,,,,,,Free Kick,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['9df75101-5d4c-4347-b0a7-78b5b5e8f34a'],8,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:08.390,Pass,
,,,,,,,,,,,,,,,,1.566376,,,,,,,,,,,,,,3b0b0148-d8c6-4ac8-bca1-661a0ccc2d9e,39,,,"[49.0, 23.0]",19807,3,,,,-1.1309538,,Right Foot,,,,"[57.0, 6.0]",,Ground Pass,,18.788294,,,,,Demi Stokes,4651.0,,,,,,,1,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Manchester City WFC,746,['52133fde-b531-43a7-bbae-4a3fc594e1a5'],11,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:11.429,Pass,
,,,,,,,,,,,,,,,,0.667778,,,,,,,,,,,,,,47d99d72-d6b5-4359-a941-0c4ea3726f11,42,,,"[56.0, 7.0]",19807,3,,,,1.5707964,,Left Foot,,,,"[56.0, 24.0]",,Ground Pass,,17.0,,,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Demi Stokes,4651.0,Left Back,4,Manchester City WFC,746,['398b47c2-51ef-4d99-a6e1-024bfd3b5d75'],13,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:13.783,Pass,
,,,,,,,,,,,,,,,,1.82861,,,,,,,,,,,,,,d75f300c-90a7-4d65-ac7f-55f9e6790d49,45,,,"[67.0, 24.0]",19807,3,,,,-0.81103355,,Right Foot,,,,"[86.0, 4.0]",,Ground Pass,,27.58623,,,,,Caroline Weir,10188.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Left Center Midfield,4,Manchester City WFC,746,['ff143d94-4f86-40b0-81ab-28d7ccbb2004'],17,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:17.041,Pass,
,,,,,,,,,,,,,,,,0.998181,,,,,,,,,,,,,,7c1e6359-f752-456a-82e4-4bb22b5ab0d6,49,,,"[87.0, 6.0]",19807,3,,,,-3.050933,,Left Foot,,,,"[76.0, 5.0]",,Ground Pass,,11.045361,,,,,Demi Stokes,4651.0,,,,,,,1,From Free Kick,Caroline Weir,10188.0,Left Midfield,4,Manchester City WFC,746,"['c8ee7a97-c0e4-4c35-a0b7-52ebd0d5d641', 'f035c5ab-7203-40d9-bade-66a5357daa01']",20,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:20.572,Pass,True
,,,,,,,,,,,,,,,,0.822503,,,,,,,,,,,,,,63f5018f-31b8-41da-af75-0ace51701c5f,52,,,"[76.0, 4.0]",19807,3,,,,1.3734008,,Left Foot,,,,"[78.0, 14.0]",,Ground Pass,,10.198039,,,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Demi Stokes,4651.0,Left Back,4,Manchester City WFC,746,['5a89f4c9-f28d-4a07-b0d9-9dc95a2263ed'],22,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:22.080,Pass,
,,,,,,,,,,,,,,,,1.952629,,,,,,,,,,,,,,e2525f13-7fdd-4074-be1d-dbd043a45203,56,,,"[77.0, 12.0]",19807,3,,,,3.0791738,,Right Foot,,,,"[61.0, 13.0]",,Ground Pass,,16.03122,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Left Center Midfield,4,Manchester City WFC,746,['f1bf1f17-bc11-4b9a-9422-d62933ae6f95'],23,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:23.396,Pass,
,,,,,,,,,,,,,,,,2.723293,,,,,,,,,,,,,,c2fd9b41-ae4a-4b2a-a2a9-9f8aea1aa549,59,,,"[61.0, 14.0]",19807,3,,,,1.5707964,,Right Foot,,,,"[61.0, 50.0]",,Ground Pass,,36.0,,,,,Stephanie Houghton,10185.0,,,,,,,1,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Manchester City WFC,746,['523a5fff-b934-41f0-9474-e59cbcaf890b'],26,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:26.290,Pass,
,,,,,,,,,,,,,,,,0.993665,,,,,,,,,,,,,,51b80c96-eb53-4d87-ae8d-9f00c2830ebc,62,,,"[71.0, 56.0]",19807,3,,,,-0.32175055,,Right Foot,,,,"[86.0, 51.0]",,Ground Pass,,15.811388,,,,,Nikita Parris,4654.0,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['ae423dc4-a6d0-4c13-8948-560196465f39'],32,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:32.329,Pass,
,,,,,,,,,,,,,,,,0.440926,,,,,,,,,,,,,,da6effa0-a2c3-47d1-8727-a92ac434d919,65,,,"[86.0, 50.0]",19807,3,,,,1.152572,,Right Foot,,,,"[90.0, 59.0]",,Ground Pass,,9.848858,,,,,Claire Emslie,4646.0,,,,,,,1,From Free Kick,Nikita Parris,4654.0,Right Center Forward,4,Manchester City WFC,746,['2579b351-01cc-450e-965d-67a48e28bf83'],33,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:33.768,Pass,
,,,,,,,,,,,,,,,,1.903278,,,,,,,,,,,,,,055238ac-af5a-44ce-b39f-25dedff4a824,69,,,"[89.0, 59.0]",19807,3,,,,1.9513026,,Left Foot,,,,"[83.0, 74.0]",,Ground Pass,,16.155495,,,,,Abbie McManus,4648.0,,,,,,,1,From Free Kick,Claire Emslie,4646.0,Right Midfield,4,Manchester City WFC,746,"['8ffb6c37-e23d-4ca6-a4a4-b7d82d8047e1', 'bb0e175b-8952-490d-b80f-145c5095ee92']",34,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:34.896,Pass,True
,,,,,,,,,,,,,,,,2.237316,,,,,,,,,,,,,,87de10c2-ea30-42a2-8a5d-3a0bcf4c0cbf,72,,,"[84.0, 73.0]",19807,3,,,,-2.55359,,Right Foot,,,,"[60.0, 57.0]",,Ground Pass,,28.84441,,,,,Stephanie Houghton,10185.0,,,,,,,1,From Free Kick,Abbie McManus,4648.0,Right Back,4,Manchester City WFC,746,['3fe10bcb-de50-40f4-9d4d-b307d6d84c06'],38,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:38.028,Pass,
,,,,,,,,,,,,,,,,1.337023,,,,,,,,,,,,,,b12fd9f0-8553-44e2-bf35-4daa8de95edb,75,,,"[59.0, 55.0]",19807,3,,,,-1.7681919,,Right Foot,,,,"[55.0, 35.0]",,Ground Pass,,20.396078,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['719a50ca-8b19-4d16-b526-b205b7b0b9b1'],40,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:40.542,Pass,
,,,,,,,,,,,,,,,,0.699558,,,,,,,,,,,,,,cc84a587-c74d-466e-95c1-145ad3ecd1e6,78,,,"[55.0, 35.0]",19807,3,,,,0.0,,Right Foot,,,,"[65.0, 35.0]",,Ground Pass,,10.0,,,,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Jennifer Patricia Beattie,17524.0,Left Center Back,4,Manchester City WFC,746,['8591c063-73e9-48ea-ad9c-940ac7697de5'],43,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:43.857,Pass,
,,,,,,,,,,,,,,,,4.006873,,,,,,,,,,,,,,e96a1eec-4a51-47f0-9cee-4bb8c745b1e1,81,,,"[66.0, 35.0]",19807,3,,,,1.8399638,,Right Foot,,,,"[58.0, 64.0]",,Ground Pass,,30.083218,,,,,Stephanie Houghton,10185.0,,,,,,,1,From Free Kick,Keira Walsh,4658.0,Left Center Midfield,4,Manchester City WFC,746,['26136bbd-595b-483e-abdb-5f191ad7ce52'],44,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:44.940,Pass,
,,,,,,,,,,,,,,,,4.331614,,,,,,,,,,,,,,19c23e65-fa16-44c6-9011-32047d42a434,84,,,"[69.0, 71.0]",19807,3,,,,-0.19739556,,Right Foot,,,,"[119.0, 61.0]",,High Pass,,50.990196,,,Out,,Nikita Parris,4654.0,,,,,,,1,From Free Kick,Stephanie Houghton,10185.0,Right Center Back,4,Manchester City WFC,746,['62ec458f-6b80-4127-86f1-3f5643676f47'],51,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:51.638,Pass,
,,,,,,,,,,,,,,,,2.335074,,,,,,,,,,,,,,9c32360f-e907-465b-b24e-fd5fdc42a1bd,86,,,"[7.0, 37.0]",19807,4,,,,-0.3686959,,Right Foot,,,,"[51.0, 20.0]",,High Pass,,47.169907,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Anke Preuß,15626.0,Goalkeeper,5,Liverpool WFC,966,['90cb65b7-7fe0-40a7-bd3e-a0d8153d2617'],16,,,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:16.205,Pass,
,,,,,,,,,,,,,,,,2.097668,,,,,,,,,,,,,,90cb65b7-7fe0-40a7-bd3e-a0d8153d2617,88,,,"[70.0, 61.0]",19807,4,,,True,0.2914568,,,,,,"[80.0, 64.0]",,High Pass,,10.440307,,,,,Claire Emslie,4646.0,,,,,,Recovery,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,6,Manchester City WFC,746,"['56cc9ddf-5375-40bc-ae5a-042210df3433', '9c32360f-e907-465b-b24e-fd5fdc42a1bd', 'f07361e0-40f1-4bc1-a122-f755225a4315']",18,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:18.540,Pass,True
,,,,,,,,,,,,,,,,1.472503,,,,,,,,,,,,,,d9bdfc67-41d1-4063-b0f1-3b82bc1c50a7,90,,,"[81.0, 63.0]",19807,4,,,,-0.32175055,,Head,,,,"[87.0, 61.0]",,Low Pass,,6.3245554,,,Incomplete,,Nikita Parris,4654.0,,,,,,,1,Regular Play,Claire Emslie,4646.0,Right Midfield,6,Manchester City WFC,746,"['8a80fb8f-a755-4021-8bf8-3ad2b3389f55', 'cc67e7ff-6ca2-4b18-b885-49a742ac2f95']",20,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:20.910,Pass,
,,,,,,,,,,,,,,,,3.059115,,,,,,,,,,,,,,8a80fb8f-a755-4021-8bf8-3ad2b3389f55,92,,,"[34.0, 20.0]",19807,4,,,,0.23374318,,Left Foot,,,,"[76.0, 30.0]",,High Pass,,43.174065,,,Incomplete,,Rinsola Babajide,15613.0,,,,,,Recovery,1,Regular Play,Jemma Elizabeth Purfield,24239.0,Left Back,6,Manchester City WFC,746,"['1d039608-f721-4d14-b22a-4ba480ddb93f', 'd7083116-1afc-4305-9dac-992e48d3591f', 'd9bdfc67-41d1-4063-b0f1-3b82bc1c50a7']",22,,,,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:22.382,Pass,
,,,,,,,,,,,,,,,,1.066145,,,,,,,,,,,,,,d7083116-1afc-4305-9dac-992e48d3591f,94,,,"[45.0, 51.0]",19807,4,,,,0.14189705,,Head,,,,"[52.0, 52.0]",,Low Pass,,7.071068,,,,,Keira Walsh,4658.0,,,,,,Recovery,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,"['608c23ea-e982-4a24-b784-db33beb2e170', '8a80fb8f-a755-4021-8bf8-3ad2b3389f55']",25,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:25.441,Pass,
,,,,,,,,,,,,,,,,1.55292,,,,,,,,,,,,,,f41ecbf5-8d65-48d2-b71f-7b858b9fc810,98,,,"[51.0, 54.0]",19807,4,,,,2.490516,,Right Foot,,,,"[30.0, 70.0]",,Ground Pass,,26.400757,,,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Left Center Midfield,6,Manchester City WFC,746,['9e5a6b54-198a-41c0-8121-e88cf5b09daf'],27,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:27.325,Pass,
,,,,,,,,,,,,,,,,0.517688,,,,,,,,,,,,,,a39ddf81-9f87-4925-b4b2-03334b3f156d,101,,,"[29.0, 69.0]",19807,4,,,,-1.3182421,,Right Foot,,,,"[37.0, 38.0]",,Ground Pass,,32.01562,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,6,Manchester City WFC,746,['1f929d89-d287-4b4b-9b78-1ddedd7e0564'],29,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:29.059,Pass,
,,,,,,,,,,,,,,,,2.091862,,,,,,,,,,,,,,319e5c6f-aed2-4449-b40e-a5c2daaebbd6,104,,,"[38.0, 38.0]",19807,4,,,,-1.315614,,Right Foot,,,,"[44.0, 15.0]",,Ground Pass,,23.769728,,,,,Demi Stokes,4651.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Manchester City WFC,746,['670a71ef-8d5a-41de-8308-3169e5fc4e90'],31,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:31.252,Pass,
,,,,,,,,,,,,,,,,1.504623,,,,,,,,,,,,,,0b77c007-1f3b-4d06-8423-f6eef8cf6cbe,107,,,"[45.0, 15.0]",19807,4,,,,1.8925469,,Left Foot,,,,"[39.0, 33.0]",,Ground Pass,,18.973665,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,6,Manchester City WFC,746,['ac5865a5-d161-43e6-83e0-83b5c64295fe'],35,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:35.334,Pass,
,,,,,,,,,,,,,,,,0.996318,,,,,,,,,,,,,,efb36c67-a5e2-42b3-aeb1-08e626cd83fe,110,,,"[40.0, 30.0]",19807,4,,,,-0.19739556,,Right Foot,,,,"[55.0, 27.0]",,Ground Pass,,15.297058,,,,,Keira Walsh,4658.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Manchester City WFC,746,['6b40fa6d-b833-4e05-b18c-783576901684'],37,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:37.346,Pass,
,,,,,,,,,,,,,,,,0.953696,,,,,,,,,,,,,,25775ed1-46aa-4cff-a75b-a74557e5d1ec,114,,,"[53.0, 26.0]",19807,4,,,,-3.0791738,,Right Foot,,,,"[37.0, 25.0]",,Ground Pass,,16.03122,,,,,Jennifer Patricia Beattie,17524.0,,,,,,,1,Regular Play,Keira Walsh,4658.0,Left Center Midfield,6,Manchester City WFC,746,"['12254c78-3a2e-4d63-b041-38008d158999', 'ae0e5b4f-55ea-4e28-9fb0-6cf7d7b4816c']",38,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:38.699,Pass,True
,,,,,,,,,,,,,,,,2.160958,,,,,,,,,,,,,,62a42dc8-400d-4f60-802b-7995c8642275,117,,,"[38.0, 25.0]",19807,4,,,,1.598567,,Right Foot,,,,"[37.0, 61.0]",,Low Pass,,36.013885,,,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,6,Manchester City WFC,746,['e1e10aa6-6fc0-42e3-9bd6-b099b4116b3f'],40,,,,,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:40.457,Pass,
