ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,25b742e3-fb32-49b3-970d-f450641b4f4b,1,,,,19797,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10091, 'name': 'Janni Arnth-Jensen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 10088, 'name': 'Katrine Veje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,19c46f38-9e6c-401c-9252-1b0f9046a1a5,2,,,,19797,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 32221, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 12}, {'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 19774, 'name': 'Charlotte Buxton'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 15716, 'name': 'Emily Syme'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 10195, 'name': 'Rachel Mclauchlan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Yeovil Town LFC,970,00:00:00.000,Starting XI,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b2c2847f-2cae-42ff-8e9a-4d7f0be78283,3,,,,19797,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['b4c237a9-309f-443e-a62c-88fbc456ed97'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b4c237a9-309f-443e-a62c-88fbc456ed97,4,,,,19797,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['b2c2847f-2cae-42ff-8e9a-4d7f0be78283'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d802407d-919f-4f3e-bd10-a8a28b9ccba7,1580,,,,19797,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,83,Yeovil Town LFC,970,['40f09263-42e1-4ada-928e-89c276af56ed'],0,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:00.000,Half Start,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,,40f09263-42e1-4ada-928e-89c276af56ed,1581,,,,19797,45,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,83,Yeovil Town LFC,970,['d802407d-919f-4f3e-bd10-a8a28b9ccba7'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,1.082172,,,,,,,,,,,,,,86d7b849-5aee-4b11-a706-bfacd5bad8d1,5,,,"[61.0, 41.0]",19797,0,,,,2.714965,,Right Foot,,,"[50.0, 46.0]",,Ground Pass,12.083046,,Emily Syme,15716.0,,,,,Kick Off,1,From Kick Off,Erin Bloomfield,21290.0,Center Forward,2,Yeovil Town LFC,970,['2c8c50d8-2111-49c1-9a1e-a47bcec927d2'],1,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:01.182,Pass,
,,,,,,,,,,,,1.216147,,,,,,,,,,,,,,58e5bde6-9c04-4ca4-8d1b-547a4f52ce0f,9,,,"[49.0, 46.0]",19797,0,,,,-2.819842,,Right Foot,,,"[34.0, 41.0]",,Ground Pass,15.811388,,Ellie Mason,15715.0,,,,,,1,From Kick Off,Emily Syme,15716.0,Right Center Midfield,2,Yeovil Town LFC,970,"['0fe2da4b-2b07-46db-b6d0-e7bba1dc9843', 'd51d48c4-a31a-4d29-900a-2ede327e7642']",2,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:02.733,Pass,True
,,,,,,,,,,,,1.374136,,,,,,,,,,,,,,3002ae9a-61f7-4a21-b776-6d6fb6bbab60,13,,,"[30.0, 40.0]",19797,0,,,,-1.4536875,,Left Foot,,,"[32.0, 23.0]",,Ground Pass,17.117243,,Nicola Cousins,15712.0,,,,,,1,From Kick Off,Ellie Mason,15715.0,Center Back,2,Yeovil Town LFC,970,"['1471ab9a-45f2-4deb-8c71-9a7c941bae01', '21e279fe-ea98-4db5-afdc-62f2b592374b']",5,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:05.113,Pass,True
,,,,,,,,,,,,0.706969,,,,,,,,,,,,,,f2349137-e216-4444-a8dd-653e30a33636,17,,,"[33.0, 22.0]",19797,0,,,,0.0,,Left Foot,,,"[51.0, 22.0]",,Ground Pass,18.0,,Anne-Marie Heatherson,15714.0,,,,,,1,From Kick Off,Nicola Cousins,15712.0,Left Center Back,2,Yeovil Town LFC,970,['31d0e010-e347-447b-8265-57f302966141'],8,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:08.370,Pass,
