ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.9155,,,,,,,,,,,,eb9556c8-ca8c-46d7-a73f-1dfa4d02d294,77,,,"[100.0, 66.0]",19765,1,,-2.819842,,Right Foot,,,,"[91.0, 63.0]",,Low Pass,9.486833,,Incomplete,,,,,,,,1,From Throw In,Connie Scofield,21556.0,Left Wing,5,Birmingham City WFC,969,['ac554b72-190e-4fce-ae22-f91922106eb9'],38,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:38.083,Pass,
,,,,,,,,,,,1.289058,,,,,,,,,,,,ac554b72-190e-4fce-ae22-f91922106eb9,78,,,"[30.0, 18.0]",19765,1,,0.27829966,,Right Foot,,,,"[44.0, 22.0]",,Ground Pass,14.56022,,Incomplete,,,,,,,Recovery,1,From Throw In,Laura Coombs,19416.0,Left Center Midfield,5,Birmingham City WFC,969,"['8efc0d26-abbb-46b3-b0c8-e27980e7a5be', 'eb9556c8-ca8c-46d7-a73f-1dfa4d02d294']",38,,,,,,,,,,,,,,,,Liverpool WFC,966,00:01:38.999,Pass,
,,,,,,,,,,,1.686479,,,,,,,,,,,,e47005f0-5016-437f-98a1-020634857cd1,81,,,"[76.0, 55.0]",19765,1,,-1.7590178,,Right Foot,,,,"[72.0, 34.0]",,Ground Pass,21.377558,,,Kerys Harrop,15569.0,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Defensive Midfield,5,Birmingham City WFC,969,['768f9ea5-9309-4169-85e6-8a7711cb599e'],40,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:40.934,Pass,
,,,,,,,,,,,0.84768,,,,,,,,,,,,e0db1ec4-830d-45a2-9646-c003741b6aec,84,,,"[76.0, 35.0]",19765,1,,0.43984258,,Left Foot,,,,"[93.0, 43.0]",,Ground Pass,18.788294,,,Connie Scofield,21556.0,,,,,,1,From Throw In,Kerys Harrop,15569.0,Left Back,5,Birmingham City WFC,969,['1db10bd1-481c-41d8-a824-46b2bb113d22'],44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:44.022,Pass,
,,,,,,,,,,,1.8826,,,,,,,,,,,,80043e4b-ac78-48ba-978b-40d9f30d52dd,89,,,"[28.0, 80.0]",19765,2,,-0.36933365,,,,,,"[59.0, 68.0]",,High Pass,33.24154,,Incomplete,,,,,,,Throw-in,1,From Throw In,Satara Murray,15629.0,Right Back,6,Liverpool WFC,966,['2d375f2d-bf85-486b-85da-1c54b0f622f7'],2,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:02.518,Pass,
,,,,,,,,,,,1.5987,,,,,,,,,,,,2d375f2d-bf85-486b-85da-1c54b0f622f7,90,,,"[62.0, 13.0]",19765,2,,-0.114876606,,Head,,,,"[88.0, 10.0]",,Low Pass,26.172504,,Incomplete,,,,,,,Recovery,1,From Throw In,Kerys Harrop,15569.0,Left Back,6,Liverpool WFC,966,"['5176b6b4-fd42-486c-b3f7-65f8773204b0', '80043e4b-ac78-48ba-978b-40d9f30d52dd']",4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:04.401,Pass,
,,,,,,,,,,,1.6143,,,,,,,,,,,,5176b6b4-fd42-486c-b3f7-65f8773204b0,91,,,"[33.0, 71.0]",19765,2,,2.9441972,,Head,,,,"[18.0, 74.0]",,High Pass,15.297058,,,Sophie Elizabeth Bradley-Auckland,15614.0,,,,,Recovery,1,From Throw In,Satara Murray,15629.0,Right Back,6,Liverpool WFC,966,"['2d375f2d-bf85-486b-85da-1c54b0f622f7', '6ae48f39-3411-4acf-9a58-f73a0b5f335a']",5,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:05.999,Pass,
,,,,,,,,,,,0.288633,,,,,,,,,,,,39dba77f-481b-4288-b8f1-29906168d3bd,93,,,"[18.0, 74.0]",19765,2,,1.5707964,,Head,,,,"[18.0, 80.0]",,Low Pass,6.0,,Out,,,,,,,,1,From Throw In,Sophie Elizabeth Bradley-Auckland,15614.0,Right Center Back,6,Liverpool WFC,966,,7,,,,,,,,,,,,,,,,Liverpool WFC,966,00:02:07.614,Pass,
,,,,,,,,,,,1.209458,,,,,,,,,,,,cbd976f0-378b-4318-9d5b-b397510e04d0,94,,,"[105.0, 1.0]",19765,2,,1.359703,,,,,,"[108.0, 15.0]",,Low Pass,14.3178215,,,Charlie Wellings,15563.0,,,,,Throw-in,1,From Throw In,Kerys Harrop,15569.0,Left Back,7,Birmingham City WFC,969,['7d714ba0-2f12-41bf-99e6-26624b573f19'],21,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:21.983,Pass,
,,,,,,,,,,,0.794789,,,,,,,,,,,,89d8e5b0-4822-42d9-97fd-cc1198bb7da0,97,,,"[108.0, 15.0]",19765,2,,-1.4711276,,Right Foot,,,,"[109.0, 5.0]",,Ground Pass,10.049875,,,Kerys Harrop,15569.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,7,Birmingham City WFC,969,['9d30f277-a3cc-473e-913c-dcd6cd98cbaf'],23,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:23.232,Pass,
,,,,,,,,,,,1.07727,,,,,,,,,,,,121c6f74-d494-4857-924b-ec23dd7a23b2,100,,,"[112.0, 4.0]",19765,2,,2.6476512,,Left Foot,,,,"[99.0, 11.0]",,Ground Pass,14.764823,,,Charlie Wellings,15563.0,,,,,,1,From Throw In,Kerys Harrop,15569.0,Left Back,7,Birmingham City WFC,969,['bd935f80-fee1-4c5b-839f-c0d54f24cafd'],25,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:25.176,Pass,
,,,,,,,,,,,2.179021,,,,,,,,,,,,2fb2a88d-73cd-4e24-adce-dab7f247b2d2,103,,,"[100.0, 11.0]",19765,2,,1.0303768,e74ba57e-533d-497f-b595-5573969eaa29,Right Foot,True,,,"[115.0, 36.0]",True,High Pass,29.15476,,,Emma Follis,15557.0,,,Through Ball,True,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,7,Birmingham City WFC,969,['6cc920f5-78b6-4d53-9fc2-ae8831fdd25f'],27,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:27.690,Pass,
,,,,,,,,,,,1.159,,,,,,,,,,,,04998dfd-7ee7-40de-a487-6f619be5c824,108,,,"[60.0, 40.0]",19765,3,,3.0172377,,Right Foot,,,,"[52.0, 41.0]",,Ground Pass,8.062258,,,Niamh Fahey,19777.0,,,,,Kick Off,1,From Kick Off,Laura Coombs,19416.0,Left Center Midfield,8,Liverpool WFC,966,['dabf26f9-6fc6-47e5-b04c-fc5af9c1923d'],21,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:21.890,Pass,
,,,,,,,,,,,4.879207,,,,,,,,,,,,978575ec-09cc-491e-85e3-099f3e998667,110,,,"[52.0, 41.0]",19765,3,,-0.7051113,,Right Foot,,,,"[99.0, 1.0]",,High Pass,61.7171,,Out,Rinsola Babajide,15613.0,,True,,,,1,From Kick Off,Niamh Fahey,19777.0,Center Defensive Midfield,8,Liverpool WFC,966,['e72de4e9-4d21-4c66-bf1f-12ebfe243c75'],23,,,,,,,,,,,,,,,,Liverpool WFC,966,00:03:23.049,Pass,
,,,,,,,,,,,0.793298,,,,,,,,,,,,8388b9b8-bd0b-48fc-a171-65efda4291a9,112,,,"[26.0, 80.0]",19765,3,,-0.7853982,,,,,,"[34.0, 72.0]",,Low Pass,11.313708,,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,9,Birmingham City WFC,969,['637cce60-6fc6-47df-a661-83fc49f33f24'],43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:43.705,Pass,
,,,,,,,,,,,0.922166,,,,,,,,,,,,da17e055-b31b-4647-8d17-f6ae233f6fab,115,,,"[36.0, 72.0]",19765,3,,2.55359,,Right Foot,,,,"[27.0, 78.0]",,Ground Pass,10.816654,,,Harriet Scott,19592.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,9,Birmingham City WFC,969,['5663d35c-91ce-4693-95d9-e17c21f4f4b4'],44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:44.632,Pass,
,,,,,,,,,,,0.629473,,,,,,,,,,,,7dcb2bd9-af69-433a-a0e5-3505ba62c324,119,,,"[27.0, 78.0]",19765,3,,0.0,,Right Foot,,,,"[38.0, 78.0]",,Ground Pass,11.0,,,Charlie Wellings,15563.0,,,,,,1,From Throw In,Harriet Scott,19592.0,Right Back,9,Birmingham City WFC,969,"['2f24b987-ebc4-44eb-bd04-beb8d0e62ac4', 'b3a04be5-c5f7-40a1-acd5-5c61c5c66649']",45,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:45.923,Pass,True
,,,,,,,,,,,1.847242,,,,,,,,,,,,5b8dcde2-f0fa-4bea-8405-a97e7ab83a8d,122,,,"[38.0, 78.0]",19765,3,,-2.7270858,,Right Foot,,,,"[13.0, 67.0]",,Ground Pass,27.313,,,Meaghan Sargeant,19502.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,9,Birmingham City WFC,969,['af1e8ae1-76a9-4802-94b4-73a6ed1eb952'],46,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:46.632,Pass,
,,,,,,,,,,,1.366055,,,,,,,,,,,,aab26112-ca1a-4883-9e63-525553b6657b,125,,,"[13.0, 66.0]",19765,3,,-2.0344439,,Right Foot,,,,"[5.0, 50.0]",,Ground Pass,17.888544,,,Hannah Hampton,22032.0,,,,,,1,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,9,Birmingham City WFC,969,['d930e86c-c976-4519-96b9-46297cf92756'],49,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:49.638,Pass,
,,,,,,,,,,,2.066589,,,,,,,,,,,,892b5984-e608-4ebe-bd60-e12c62a7c2bd,128,,,"[6.0, 49.0]",19765,3,,-1.1341692,,Right Foot,,,,"[13.0, 34.0]",,Ground Pass,16.552946,,,Aoife Mannion,19503.0,,,,,,1,From Throw In,Hannah Hampton,22032.0,Goalkeeper,9,Birmingham City WFC,969,['6232ff91-c992-4753-b428-1da06d76ad93'],52,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:52.384,Pass,
