ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0,,,,,,,,,,,,34f578ad-5c39-462c-8fbc-218d712ba49b,1,,,,19765,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 44}, {'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Liverpool WFC,966,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,73e36216-8381-4d57-86b4-31c52f41898a,2,,,,19765,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 29}, {'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 37}, {'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Birmingham City WFC,969,00:00:00.000,Starting XI,
,,,,,,,,,,,0.0,,,,,,,,,,,,75ea0a92-f0af-410d-8bb4-a7548a4f023d,3,,,,19765,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['b205458a-9ac1-43b2-8daf-e7a24e91bc3c'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,b205458a-9ac1-43b2-8daf-e7a24e91bc3c,4,,,,19765,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Liverpool WFC,966,['75ea0a92-f0af-410d-8bb4-a7548a4f023d'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,c61d39f0-1dc5-41fe-b920-1e0c72e5977b,1808,,,,19765,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Birmingham City WFC,969,['ad1a436b-0492-4cc9-b576-57c28073a38e'],0,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:00.000,Half Start,
,,,,,,,,,,,0.0,,,,,,,,,,,,ad1a436b-0492-4cc9-b576-57c28073a38e,1809,,,,19765,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Birmingham City WFC,969,['c61d39f0-1dc5-41fe-b920-1e0c72e5977b'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.000,Half Start,
,,,,,,,,,,,0.784317,,,,,,,,,,,,e33160fa-2feb-4e05-a9ea-ef28470662a4,5,,,"[61.0, 41.0]",19765,0,,3.1415927,,Right Foot,,,,"[52.0, 41.0]",,Ground Pass,9.0,,,Hayley Ladd,19501.0,,,,,Kick Off,1,From Kick Off,Charlie Wellings,15563.0,Center Forward,2,Birmingham City WFC,969,['b5c65609-1013-4fd8-b601-559d1e02330b'],0,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:00.295,Pass,
,,,,,,,,,,,1.470147,,,,,,,,,,,,e428ce68-07bc-4112-a2eb-20dd3dbca09e,8,,,"[52.0, 42.0]",19765,0,,-1.7942729,,Right Foot,,,,"[47.0, 20.0]",,Ground Pass,22.561028,,,Kerys Harrop,15569.0,,,,,,1,From Kick Off,Hayley Ladd,19501.0,Right Defensive Midfield,2,Birmingham City WFC,969,['d294a560-d75c-4a6b-81c3-b5e7eb12f100'],2,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:02.427,Pass,
,,,,,,,,,,,1.452348,,,,,,,,,,,,3bcd4373-c342-43c6-b02e-6250480d7bd3,11,,,"[47.0, 19.0]",19765,0,,2.0119758,,Left Foot,,,,"[30.0, 55.0]",,Ground Pass,39.812057,,,Meaghan Sargeant,19502.0,,,,,,1,From Kick Off,Kerys Harrop,15569.0,Left Back,2,Birmingham City WFC,969,['2764e312-bb7a-4667-abbd-21169bce0c3e'],5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:05.396,Pass,
,,,,,,,,,,,1.444666,,,,,,,,,,,,3cea581f-c72f-4755-824e-8c1af0f0df31,17,,,"[14.0, 59.0]",19765,0,,-0.7853982,,Right Foot,,,,"[18.0, 55.0]",,Ground Pass,5.656854,,,Meaghan Sargeant,19502.0,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['cef0732e-5631-4ca0-b28f-7923c1a7bf4b'],12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:12.592,Pass,
,,,,,,,,,,,1.733944,,,,,,,,,,,,01405171-bf2c-4397-afcb-4c624d239146,20,,,"[24.0, 53.0]",19765,0,,-1.5232133,,Right Foot,,,,"[25.0, 32.0]",,Ground Pass,21.023796,,,Aoife Mannion,19503.0,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,['f72344a3-f95d-4840-83a0-87876b7106cb'],17,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:17.190,Pass,
,,,,,,,,,,,1.65825,,,,,,,,,,,,1ddaa9b5-14c4-4169-9774-47da0e2b9955,23,,,"[33.0, 40.0]",19765,0,,2.2455373,,Right Foot,,,,"[25.0, 50.0]",,Ground Pass,12.806249,,,Meaghan Sargeant,19502.0,,,,,,1,From Kick Off,Aoife Mannion,19503.0,Left Center Back,2,Birmingham City WFC,969,['7b8eeaee-4042-4a34-8612-dba5317552ff'],22,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:22.631,Pass,
,,,,,,,,,,,1.467779,,,,,,,,,,,,92aaaa79-fdbf-417c-bb86-5f41f38cee69,26,,,"[25.0, 50.0]",19765,0,,1.19029,,Right Foot,,,,"[35.0, 75.0]",,Ground Pass,26.925823,,,Harriet Scott,19592.0,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,['bee504f7-6280-4f29-8e96-f26b07132787'],24,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:24.544,Pass,
,,,,,,,,,,,3.8024,,,,,,,,,,,,05dd47dd-518b-4d63-8666-4bb18f79f2f7,32,,,"[72.0, 25.0]",19765,0,,-0.12832323,,Right Foot,,,,"[103.0, 21.0]",,Ground Pass,31.257,,Incomplete,Rinsola Babajide,15613.0,,,,,Recovery,1,From Kick Off,Christie Murray,15628.0,Right Center Midfield,2,Birmingham City WFC,969,"['06a9ecbe-8615-4fcc-9e3b-7b8fc7b77895', '4c6a21f2-83b7-446c-a01c-e5b0512c53eb']",30,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:30.870,Pass,
,,,,,,,,,,,1.673286,,,,,,,,,,,,4c6a21f2-83b7-446c-a01c-e5b0512c53eb,34,,,"[18.0, 60.0]",19765,0,,-2.55359,,Right Foot,,,,"[6.0, 52.0]",,Ground Pass,14.422205,,,Hannah Hampton,22032.0,,,,,Recovery,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Birmingham City WFC,969,"['0231b8e5-7f53-4a99-a502-6d722343f8ac', '05dd47dd-518b-4d63-8666-4bb18f79f2f7']",34,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:34.673,Pass,
,,,,,,,,,,,0.2676,,,,,,,,,,,,44c73ddd-a75f-412e-b7f0-31227db8d967,38,,,"[6.0, 55.0]",19765,0,,0.16514868,,Right Foot,,,,"[12.0, 56.0]",,Low Pass,6.0827627,,Incomplete,,,,,,,,1,From Kick Off,Hannah Hampton,22032.0,Goalkeeper,2,Birmingham City WFC,969,['5b6f4ac4-208a-4b44-9c21-04d4f453b3b6'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:37.540,Pass,
,,,,,,,,,,,1.268172,,,,,,,,,,,,518ea9e0-e3c8-42e9-b5e5-e0879def9708,40,,,"[7.0, 45.0]",19765,0,,1.3258177,,Right Foot,,,,"[12.0, 65.0]",,Ground Pass,20.615528,,,Meaghan Sargeant,19502.0,,,,,Goal Kick,1,From Goal Kick,Hannah Hampton,22032.0,Goalkeeper,3,Birmingham City WFC,969,['c74ec90b-f5ad-4808-a6a9-87f920ee81a0'],52,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:52.833,Pass,
,,,,,,,,,,,1.022152,,,,,,,,,,,,53919cb0-de03-4032-b0e2-c51f51031f0d,43,,,"[13.0, 66.0]",19765,0,,-0.28605145,,Right Foot,,,,"[30.0, 61.0]",,Ground Pass,17.720045,,,Hayley Ladd,19501.0,,,,,,1,From Goal Kick,Meaghan Sargeant,19502.0,Right Center Back,3,Birmingham City WFC,969,['f9fc125f-f664-452c-abb9-3a15846789a9'],55,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:55.672,Pass,
,,,,,,,,,,,1.0999,,,,,,,,,,,,e700124e-5204-4c2f-99eb-48b225d5a2f9,46,,,"[30.0, 61.0]",19765,0,,1.5042281,,Right Foot,,,,"[31.0, 76.0]",,Ground Pass,15.033297,,,Harriet Scott,19592.0,,,,,,1,From Goal Kick,Hayley Ladd,19501.0,Right Defensive Midfield,3,Birmingham City WFC,969,['ddb50d62-9890-4bea-b0e6-61f13c95e29e'],56,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:56.774,Pass,
,,,,,,,,,,,0.3452,,,,,,,,,,,,e146c361-cb56-4cef-9421-6a984b6dac34,50,,,"[85.0, 7.0]",19765,0,,-0.19739556,,Right Foot,,,,"[90.0, 6.0]",,Ground Pass,5.0990195,,,Leigh-Anne Robe,15630.0,,,,,Recovery,1,From Goal Kick,Christie Murray,15628.0,Right Center Midfield,3,Birmingham City WFC,969,['1c8f6dd9-dae0-4d13-afe8-da74cc218481'],59,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:59.542,Pass,
,,,,,,,,,,,2.507635,,,,,,,,,,,,0cf30e96-0dff-4143-850a-41e0a7b585b8,53,,,"[35.0, 80.0]",19765,1,,-0.15660188,,,,,,"[54.0, 77.0]",,High Pass,19.235384,,,Charlie Wellings,15563.0,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,4,Birmingham City WFC,969,['46a093fb-03dd-45bb-b46e-290d26032e2d'],14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:14.738,Pass,
,,,,,,,,,,,0.818315,,,,,,,,,,,,005c5674-afe8-4068-b57d-52e49aa6b318,55,,,"[55.0, 76.0]",19765,1,,-1.5707964,,Head,,,,"[55.0, 66.0]",,Low Pass,10.0,,,Connie Scofield,21556.0,,,,,,1,From Throw In,Charlie Wellings,15563.0,Center Forward,4,Birmingham City WFC,969,['608bc994-9cc2-4d1a-a873-284d11a4e0ba'],17,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:17.398,Pass,
,,,,,,,,,,,1.807416,,,,,,,,,,,,ff6bb3b2-d4de-4192-9d6d-709373ef3b0f,58,,,"[56.0, 68.0]",19765,1,,0.4266275,,Right Foot,,,,"[78.0, 78.0]",,Low Pass,24.166092,,,Emma Follis,15557.0,,,,,,1,From Throw In,Connie Scofield,21556.0,Left Wing,4,Birmingham City WFC,969,['b7788e84-2968-4f01-bc1a-2f4d6e4b167d'],18,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:18.336,Pass,
,,,,,,,,,,,1.427742,,,,,,,,,,,,47055f82-2d25-4dc3-bc75-f82f6578fac3,65,,,"[118.0, 59.0]",19765,1,,-1.801887,33e955ab-d430-4215-b1a0-4329771e36bb,Right Foot,True,,,"[114.0, 42.0]",,Low Pass,17.464249,,,Chloe Arthur,10193.0,True,,,,,1,From Throw In,Emma Follis,15557.0,Right Wing,4,Birmingham City WFC,969,['36047139-442b-4e17-9555-9cf7c6d317e8'],26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.469,Pass,
,,,,,,,,,,,1.345076,,,,,,,,,,,,24d74c01-ec9e-4609-ae1d-0a93b2b7ca9e,71,,,"[76.0, 80.0]",19765,1,,-0.26060238,,,,,,"[91.0, 76.0]",,Low Pass,15.524175,,,Lucy Staniforth,15562.0,,,,,Throw-in,1,From Throw In,Harriet Scott,19592.0,Right Back,5,Birmingham City WFC,969,['9b9e446e-60ca-4426-ac5c-28f634d06b2f'],35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:35.357,Pass,
,,,,,,,,,,,0.399893,,,,,,,,,,,,2c53d223-f5a6-46aa-a39d-2c60dda0e5e8,74,,,"[90.0, 76.0]",19765,1,,-0.8379812,,Right Foot,,,,"[99.0, 66.0]",,Ground Pass,13.453624,,,Connie Scofield,21556.0,,,,,,1,From Throw In,Lucy Staniforth,15562.0,Center Attacking Midfield,5,Birmingham City WFC,969,['0c0b83ee-e935-4856-bcfe-efe3d3736362'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:37.467,Pass,
