50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.768329,,,,,,,,,,,e1831d2c-1b87-4545-ade2-7aeed241aca1,16,,,"[48.9, 3.4]",3775637,0,,,2.318238,,Right Foot,,,"[45.1, 7.5]",,Ground Pass,,5.59017,,,Anita Amma Ankyewah Asante,4657.0,,,,,,,1,Regular Play,Emma Follis,15557.0,Left Wing,3,Aston Villa,2647,['a0724237-2462-493b-a8b5-1bcba0cf72f9'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:11.347,Pass,
,,,,,,,,,,,,,,,,,1.244291,,,,,,,,,,,c2d18f82-eddb-4c4e-b4ed-0a11374cfac8,20,,,"[49.5, 6.2]",3775637,0,,,1.0927093,,Left Foot,,,"[55.2, 17.2]",,Ground Pass,,12.389108,,,Nadine Hanssen,46539.0,,,,,,,1,Regular Play,Anita Amma Ankyewah Asante,4657.0,Left Center Midfield,3,Aston Villa,2647,['9a3d7c52-d73a-4c0e-8197-a923d4053a56'],13,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:13.206,Pass,
,,,,,,,,,,,,,,,,,1.080742,,,,,,,,,,,f0fe87ef-ce92-4a17-bef3-2d9b37d95805,24,,,"[57.7, 20.8]",3775637,0,,,2.2974386,,Right Foot,,,"[48.9, 30.7]",,Ground Pass,,13.245754,,,Marisa Ewers,15565.0,,,,,,,1,Regular Play,Nadine Hanssen,46539.0,Right Center Midfield,3,Aston Villa,2647,"['0c7cfbaa-ec7c-4bb6-8914-84effc401a7b', 'c25efd3c-5e9a-418e-9387-5ad00d4931ed']",15,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:15.918,Pass,True
,,,,,,,,,,,,,,,,,2.874873,,,,,,,,,,,82dbd5e8-46d3-49ee-9f53-fca0665a53c4,27,,,"[48.3, 35.8]",3775637,0,,,1.3760365,,Right Foot,,,"[55.5, 72.3]",,Ground Pass,,37.20336,,,Asmita Ale,46541.0,,,,,,,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,3,Aston Villa,2647,['8f268402-b07b-46b5-9417-a7e34b922adc'],18,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:18.251,Pass,
,,,,,,,,,,,,,,,,,1.351746,,,,,,,,,,,ff121302-661d-4e72-8a86-a6fca03efcae,30,,,"[62.4, 75.8]",3775637,0,,,-0.10244385,,Right Foot,,,"[83.8, 73.6]",,Ground Pass,,21.512787,,,Shania Hayles,19499.0,,,,,,,1,Regular Play,Asmita Ale,46541.0,Right Back,3,Aston Villa,2647,['5e30fea2-7a4a-445a-8ec2-d2b9be5e9b2b'],22,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:22.208,Pass,
,,,,,,,,,,,,,,,,,1.403658,,,,,,,,,,,6428ef6a-5581-4b8e-a0e9-1995452bdfa6,34,,,"[24.3, 0.1]",3775637,0,,,0.27153283,,,,,"[41.9, 5.0]",,High Pass,,18.269373,,,Charlie Wellings,15563.0,,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Wing Back,4,Bristol City WFC,973,['70030825-6c3e-48ac-a05a-b94f7f664d2c'],38,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:38.458,Pass,
,,,,,,,,,,,,,,,,,1.365024,,,,,,,,,,,32686221-de44-459a-9de4-c5e7c4377fda,36,,,"[41.9, 5.0]",3775637,0,,,-0.043450896,,Head,,,"[51.1, 4.6]",,Low Pass,,9.208692,,,Ebony Salmon,31527.0,,,,,,,1,From Throw In,Charlie Wellings,15563.0,Left Attacking Midfield,4,Bristol City WFC,973,['9c962f66-ca67-456c-928a-19e337694479'],39,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:39.862,Pass,
,,,,,,,,,,,,,,,,,1.040375,,,,,,,,,,,b3921303-3330-43bf-84d4-b77ffeba6f0b,43,,,"[49.5, 0.1]",3775637,0,,,0.6923344,,,,,"[57.7, 6.9]",,High Pass,,10.652699,,Incomplete,Charlie Wellings,15563.0,,,,,,Throw-in,1,From Throw In,Jemma Elizabeth Purfield,24239.0,Left Wing Back,5,Bristol City WFC,973,"['8be93023-5423-4903-b2ad-b2312c816dc5', 'ccad8676-cc50-4439-87ef-14fae3ae59fe']",55,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:00:55.487,Pass,
,,,,,,,,,,,,,,,,,1.757728,,,,,,,,,,,8be93023-5423-4903-b2ad-b2312c816dc5,45,,,"[62.4, 73.2]",3775637,0,,,0.09966865,,Head,,,"[69.4, 73.9]",,Low Pass,,7.034913,,,Nadine Hanssen,46539.0,,,,,,Recovery,1,From Throw In,Ramona Petzelberger,46533.0,Right Wing,5,Bristol City WFC,973,"['b3921303-3330-43bf-84d4-b77ffeba6f0b', 'e51527c4-b3e1-4713-abff-422716f9e012']",56,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:56.528,Pass,
,,,,,,,,,,,,,,,,,1.460365,,,,,,,,,,,a58a975c-76c4-4c15-9447-780d38c9aa75,48,,,"[70.0, 74.2]",3775637,0,,,-1.9609332,,Right Foot,,,"[65.6, 63.5]",,High Pass,,11.569356,,Incomplete,Anita Amma Ankyewah Asante,4657.0,,,,,,,1,From Throw In,Nadine Hanssen,46539.0,Right Center Midfield,5,Bristol City WFC,973,"['67e23f78-1f55-47c7-9ae3-0b8d51ee5439', '77f19fc1-ea14-4d91-8ba1-697d08a2ab06']",59,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:00:59.003,Pass,
,,,,,,,,,,,,,,,,,0.891446,,,,,,,,,,,6480df12-f55e-4466-90f8-f8a4fe2df8a3,52,,,"[57.9, 13.5]",3775637,1,,,0.098045275,,Left Foot,,,"[64.0, 14.1]",,Low Pass,,6.129437,,,Ebony Salmon,31527.0,,,,,,,1,From Throw In,Carla Humphrey,16384.0,Right Center Midfield,5,Bristol City WFC,973,['100bf8a0-817d-480d-bce1-408fc9f4f5b2'],1,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:01.392,Pass,
,,,,,,,,,,,,,,,,,3.679231,,,,,,,,,,,f6e36207-b0f1-4cea-94f1-ea7e0043c2fb,58,,,"[47.0, 63.2]",3775637,1,,,-2.6983066,,Right Foot,,,"[9.3, 45.3]",,Ground Pass,,41.73368,,,Lisa Weiß,38317.0,,,,,,Recovery,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,6,Aston Villa,2647,['e6839243-7eff-4fe8-98e5-efd548815bef'],6,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:06.172,Pass,
,,,,,,,,,,,,,,,,,2.387799,,,,,,,,,,,cfaf8798-128e-4d76-9d56-4c37ab368c46,61,,,"[9.3, 44.6]",3775637,1,,,-0.96119606,,Right Foot,,,"[21.8, 26.7]",,Ground Pass,,21.832544,,,Natalie Haigh,46535.0,,,,,,,1,Regular Play,Lisa Weiß,38317.0,Goalkeeper,6,Aston Villa,2647,['b793b96c-5b4e-4d4f-ae6c-d736abb76d6b'],11,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:11.457,Pass,
,,,,,,,,,,,,,,,,,1.70065,,,,,,,,,,,8ad3aa03-b5ec-4706-8dc4-6078637412f1,64,,,"[28.8, 24.2]",3775637,1,,,-0.8410783,,Right Foot,,,"[43.2, 8.1]",,Ground Pass,,21.600231,,,Caroline Siems,46536.0,,,,,,,1,Regular Play,Natalie Haigh,46535.0,Left Center Back,6,Aston Villa,2647,['35a93d03-04d3-40a1-b2d3-8744d654b25a'],15,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:15.732,Pass,
,,,,,,,,,,,,,,,,,1.153183,,,,,,,,,,,3b7fe4f8-7526-4043-8bd3-4ad2fd43016a,67,,,"[52.0, 11.0]",3775637,1,,,0.6198194,,Right Foot,,,"[74.0, 26.7]",,High Pass,,27.027578,,Incomplete,Nadine Hanssen,46539.0,,,,,,,1,Regular Play,Caroline Siems,46536.0,Left Back,6,Aston Villa,2647,"['977295c6-ebc6-41ed-b371-cd71e1c8fcc6', '9bdaae76-4e56-40b4-87d1-11bd1b166df8']",19,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:19.456,Pass,
,,,,,,,,,,,,,,,,,1.20286,,,,,,,,,,,0f8fcdd9-418b-4120-a3a0-1d8a668a6863,71,,,"[50.1, 51.3]",3775637,1,,,-0.5172094,,Right Foot,,,"[66.8, 41.8]",,Ground Pass,,19.213017,,Incomplete,Ebony Salmon,31527.0,,,,,,,1,Regular Play,Naomi Layzell,46741.0,Center Back,6,Aston Villa,2647,"['a1b0e166-4066-48a9-b0f9-cf8318ef0840', 'c73acc58-3d7d-4f93-bd3b-3feefbb17164']",21,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:21.860,Pass,
,,,,,,,,,,,,,,,,,1.39671,,,,,,,,,,,6d7fd81c-65b0-4f2f-93e0-20fa89584bad,76,,,"[53.6, 39.8]",3775637,1,,,1.9458843,,Left Foot,,,"[42.3, 68.5]",,Ground Pass,,30.844448,,,Asmita Ale,46541.0,,,,,,,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,6,Aston Villa,2647,"['96978ecb-96f5-48eb-bdfe-68e33bf77043', 'd95ae5f0-8b59-43f2-92f3-27e51b5dd768']",24,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:24.661,Pass,True
,,,,,,,,,,,,,,,,,0.819286,,,,,,,,,,,47f81e63-64db-44ed-b9ac-29cf061530a9,79,,,"[82.3, 76.4]",3775637,1,,,-0.5274706,,Right Foot,,,"[92.6, 70.4]",,Low Pass,,11.920151,,,Shania Hayles,19499.0,,,,,,,1,Regular Play,Asmita Ale,46541.0,Right Back,6,Aston Villa,2647,['a3a6066f-e1fe-4f2c-8cf3-7a2012152255'],33,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:33.346,Pass,
,,,,,,,,,,,,,,,,,1.108881,,,,,,,,,,,960d6f55-6a06-4dac-9746-d8c8c07f204c,83,,,"[84.8, 63.9]",3775637,1,,,3.071938,,Right Foot,,,"[71.9, 64.8]",,Ground Pass,,12.931357,,,Marisa Ewers,15565.0,,,,,,,1,Regular Play,Shania Hayles,19499.0,Center Forward,6,Aston Villa,2647,['36d5d17b-88ed-401d-8932-e2bbade4584a'],37,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:37.023,Pass,
,,,,,,,,,,,,,,,,,1.299956,,,,,,,,,,,6acf5c52-dfb8-4eea-a757-ccde6d382a6e,85,,,"[68.8, 64.2]",3775637,1,,,-1.3240755,,Right Foot,,,"[72.2, 50.7]",,Ground Pass,,13.921566,,Incomplete,Anita Amma Ankyewah Asante,4657.0,,,,,,,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,6,Aston Villa,2647,"['558997f6-454a-46b3-a8aa-a01f29634b86', 'da40f2c4-b091-49bb-9d6b-3884d814c7fb']",38,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:01:38.132,Pass,
,,,,,,,,,,,,,,,,,2.071317,,,,,,,,,,,c681ac5e-cf31-4679-88c8-afc667aa61c0,96,,,"[56.2, 22.4]",3775637,1,,,2.3342545,,Right Foot,,,"[40.6, 38.7]",,Ground Pass,,22.562136,,,Naomi Layzell,46741.0,,,,,,Free Kick,1,From Free Kick,Ella Jade Mastrantonio,46737.0,Left Center Midfield,8,Bristol City WFC,973,['cdc3a760-c5d3-4fa7-b95b-220265eb96c0'],53,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:53.371,Pass,
,,,,,,,,,,,,,,,,,1.599996,,,,,,,,,,,337fadf9-e24e-4bf9-b851-0a503734f9b4,99,,,"[48.8, 47.2]",3775637,1,,,1.1142745,,Right Foot,,,"[57.1, 64.1]",,Ground Pass,,18.82817,,,Florence Allen,24922.0,,,,,,,1,From Free Kick,Naomi Layzell,46741.0,Center Back,8,Bristol City WFC,973,['1f0cd0a6-1e63-423c-95d8-d9bceb68f475'],56,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:01:56.984,Pass,
,,,,,,,,,,,,,,,,,0.841594,,,,,,,,,,,1aedb0f3-fa06-4f1b-afdb-920a9d39b4e5,102,,,"[69.7, 61.7]",3775637,2,,,-0.32556733,,Right Foot,,,"[85.4, 56.4]",,Ground Pass,,16.570456,,,Emma Bissell,46738.0,,,,,,,1,From Free Kick,Florence Allen,24922.0,Right Center Back,8,Bristol City WFC,973,['59f50119-c73e-4f03-92c0-1116287c230e'],1,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:01.664,Pass,
,,,,,,,,,,,,,,,,,1.198773,,,,,,,,,,,d7560d10-1039-4914-af93-f55aa9a60738,104,,,"[85.6, 55.5]",3775637,2,,,1.3629572,,Right Foot,,,"[88.7, 70.2]",,Ground Pass,,15.023315,,Incomplete,Yana Daniëls,10093.0,,,,,,,1,From Free Kick,Emma Bissell,46738.0,Right Attacking Midfield,8,Bristol City WFC,973,"['3390631e-8f44-481b-abd4-2864de51894a', '75da9c10-ce6e-4e7e-b55a-4b438756d804']",2,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:02.506,Pass,
,,,,,,,,,,,,,,,,,1.610845,,,,,,,,,,,f05fd079-e85c-4215-bcf0-22a81df2f104,109,,,"[36.0, 14.7]",3775637,2,,,-3.0400019,,Right Foot,,,"[15.4, 12.6]",,Ground Pass,,20.706762,,,Natalie Haigh,46535.0,,,,,,,1,Regular Play,Caroline Siems,46536.0,Left Back,9,Aston Villa,2647,['608b04a1-1133-43f9-9472-9d1b4ed5cfb3'],5,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:05.485,Pass,
,,,,,,,,,,,,,,,,,1.088482,,,,,,,,,,,7969e09a-ad6b-47d7-8c84-1a316a81492f,112,,,"[19.7, 16.2]",3775637,2,,,1.0509079,,Right Foot,,,"[28.0, 30.7]",,Ground Pass,,16.707483,,,Marisa Ewers,15565.0,,,,,,,1,Regular Play,Natalie Haigh,46535.0,Left Center Back,9,Aston Villa,2647,['654e9ea0-ab00-416f-8b00-eb9b702686fe'],9,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:09.175,Pass,
,,,,,,,,,,,,,,,,,1.885368,,,,,,,,,,,d5285a32-cf32-4a18-8eff-86fd7ac21b0f,114,,,"[28.0, 30.7]",3775637,2,,,-1.849096,,Right Foot,,,"[22.4, 11.1]",,High Pass,,20.384308,,,Natalie Haigh,46535.0,,,,,,,1,Regular Play,Marisa Ewers,15565.0,Center Defensive Midfield,9,Aston Villa,2647,['36dbae94-60b4-415f-a17d-1ad80cc3c854'],10,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:10.263,Pass,
,,,,,,,,,,,,,,,,,1.284746,,,,,,,,,,,e467baa0-5de8-4774-8642-a0c822053cd8,117,,,"[38.4, 18.4]",3775637,2,,,-0.14474335,,Right Foot,,,"[67.9, 14.1]",,Low Pass,,29.811743,,Incomplete,Shania Hayles,19499.0,,,,,,,1,Regular Play,Natalie Haigh,46535.0,Left Center Back,9,Aston Villa,2647,"['2a585390-5570-4edf-8b45-6ca70d6d52c9', '6079c44e-f1a3-46c9-9846-4bf0269a1bbe']",15,,,,,,,,,,,,,,,,,,Aston Villa,2647,00:02:15.622,Pass,
,,,,,,,,,,,,,,,,,1.182735,,,,,,,,,,,69369ae8-f91e-4c07-bcec-97d75a1024c5,126,,,"[51.6, 62.6]",3775637,2,,,1.811156,,Right Foot,,,"[49.1, 72.8]",,Ground Pass,,10.5019045,,,Yana Daniëls,10093.0,,,,,,,1,Regular Play,Florence Allen,24922.0,Right Center Back,10,Bristol City WFC,973,['3c28d127-64c0-4636-bb55-05674ad9f3a3'],20,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:20.952,Pass,
,,,,,,,,,,,,,,,,,1.745452,,,,,,,,,,,76b5d966-d73c-4711-b706-95bff66d6f34,129,,,"[50.3, 73.1]",3775637,2,,,-2.6522498,,Right Foot,,,"[33.4, 64.1]",,Ground Pass,,19.147062,,,Naomi Layzell,46741.0,,,,,,,1,Regular Play,Yana Daniëls,10093.0,Right Wing Back,10,Bristol City WFC,973,"['941deb3e-aafd-4854-a60f-d6876e6121bc', 'e9f6e425-da2e-4050-bf60-b554f24d6dca']",22,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:22.135,Pass,True
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,cc4cde3e-ae67-4101-bc1d-2793badcab0b,132,,,"[31.7, 54.9]",3775637,2,,,-1.5051374,,Left Foot,,,"[34.1, 18.4]",,Ground Pass,,36.57882,,,Gemma Evans,16381.0,,,,,,,1,Regular Play,Naomi Layzell,46741.0,Center Back,10,Bristol City WFC,973,['cf8fdc84-ebfb-4cb9-b550-d9ff9094e237'],25,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:25.980,Pass,
,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,53e6ca9c-812f-48c4-9823-5780de028a93,135,,,"[34.1, 19.3]",3775637,2,,,1.7805369,,Left Foot,,,"[29.8, 39.5]",,Ground Pass,,20.652603,,,Naomi Layzell,46741.0,,,,,,,1,Regular Play,Gemma Evans,16381.0,Left Center Back,10,Bristol City WFC,973,['2d013d1d-6d11-4637-93dc-94b0252cbdff'],28,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:28.394,Pass,
,,,,,,,,,,,,,,,,,1.161655,,,,,,,,,,,997d689c-678a-4d91-b368-e983aa7c7ef7,138,,,"[32.2, 46.0]",3775637,2,,,1.4893442,,Right Foot,,,"[33.8, 65.6]",,Ground Pass,,19.665197,,,Florence Allen,24922.0,,,,,,,1,Regular Play,Naomi Layzell,46741.0,Center Back,10,Bristol City WFC,973,['af670d68-f882-4abd-b677-0356d3f086a3'],32,,,,,,,,,,,,,,,,,,Bristol City WFC,973,00:02:32.286,Pass,
