bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.296827,,,,,,,,,,,,,44c3b323-3503-4f1a-a45e-5925de2bc2cd,9,,,"[40.4, 35.6]",3775638,0,,,,0.6561787,,Left Foot,,,,"[80.4, 66.4]",,High Pass,,50.48406,,,Incomplete,Gemma Suzanne Davison,15721.0,,,,,,1,From Kick Off,Shelina Laura Zadorsky,5074.0,Left Center Back,2,Tottenham Hotspur Women,749,"['186c504b-0b26-4da8-a86c-6968a059e5eb', '56bcd277-081d-4793-af9f-7a62e1689211']",3,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:03.611,Pass,
,,,,,,,,,,,,,,,,,,,1.198509,,,,,,,,,,,,,96395af8-5827-4d52-936d-d2015650321b,12,,,"[75.1, 80.0]",3775638,0,,,,-0.7751944,,,,,,"[85.0, 70.3]",,High Pass,,13.860014,,,,Kit Graham,31551.0,,,,,Throw-in,1,From Throw In,Esther Morgan,53440.0,Right Back,3,Tottenham Hotspur Women,749,['3583e88c-916c-473d-aabe-1ff6cd1da0d6'],17,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:17.066,Pass,
,,,,,,,,,,,,,,,,,,,2.801414,,,,,,,,,,,,,2f146f24-a8ed-418b-a3c1-0530eb4ec887,14,,,"[85.0, 70.3]",3775638,0,,,,0.32750866,,Other,,,,"[100.6, 75.6]",,Low Pass,,16.47574,,,Incomplete,Rosella Ayane,21048.0,,,,,,1,From Throw In,Kit Graham,31551.0,Center Attacking Midfield,3,Tottenham Hotspur Women,749,"['01c1d68c-ac40-48e7-b5dd-fd1f58259c8f', '04894dda-168d-49a1-b219-fa7513eb95b3']",18,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:18.265,Pass,
,,,,,,,,,,,,,,,,,,,0.761284,,,,,,,,,,,,,37cf4aa2-0c73-4b2d-935f-2845fd6feb5f,19,,,"[20.4, 4.5]",3775638,0,,,,-0.13888502,,Right Foot,,,,"[29.7, 3.2]",,Ground Pass,,9.390421,,,,Inessa Kaagman,15579.0,,,,,,1,From Throw In,Emma Wilhelmina Koivisto,32403.0,Left Wing Back,3,Tottenham Hotspur Women,749,['47f26671-7278-46fa-9bbe-9712ad7d439e'],22,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:22.064,Pass,
,,,,,,,,,,,,,,,,,,,3.207374,,,,,,,,,,,,,dea817fd-6330-4987-94ef-a1e423993260,23,,,"[29.4, 3.8]",3775638,0,,,,0.15582608,,Left Foot,,,,"[62.5, 9.0]",,High Pass,,33.50597,,,Incomplete,Geum-Min Lee,25453.0,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Left Center Midfield,3,Tottenham Hotspur Women,749,"['16c69cda-c4e3-440f-a5ab-505e37de3a61', '2e9608a3-1c6c-4df9-a9bd-3f01d5d00f2d', '8336f09a-93b3-4b4e-8c9c-1cf3fb448505']",23,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:23.382,Pass,True
,,,,,,,,,,,,,,,,,,,0.93336,,,,,,,,,,,,,8336f09a-93b3-4b4e-8c9c-1cf3fb448505,25,,,"[57.6, 71.1]",3775638,0,,,,-0.0064101685,,Right Foot,,,,"[73.2, 71.0]",,High Pass,,15.600321,,,Incomplete,Alanna Stephanie Kennedy,5078.0,,,,,Recovery,1,From Throw In,Abbie McManus,4648.0,Right Center Back,3,Tottenham Hotspur Women,749,"['283c731a-9c38-44f3-b036-360baec7a57f', 'a2ac96e5-bec4-4a26-8408-fc93222392ce', 'dea817fd-6330-4987-94ef-a1e423993260']",26,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:26.589,Pass,
,,,,,,,,,,,,,,,,,,,1.073506,,,,,,,,,,,,,f0f9e4cb-2e55-4174-896f-f3158c113115,28,,,"[32.9, 18.2]",3775638,0,,,True,0.0,,,,,,"[43.4, 18.2]",,Low Pass,,10.5,,,Incomplete,Inessa Kaagman,15579.0,,,,,Recovery,1,From Throw In,Aileen Whelan,16374.0,Left Center Forward,3,Tottenham Hotspur Women,749,"['80f41c45-1960-4419-9a1f-4acf291a2269', 'e02ce216-ac26-485f-93ca-92198707b118', 'fe13745f-8cff-4d6a-a76b-606c15ed3e6c']",30,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:30.068,Pass,True
,,,,,,,,,,,,,,,,,,,1.962517,,,,,,,,,,,,,172f9f1a-5637-47f5-b502-4b92ac64ecd3,35,,,"[76.7, 58.5]",3775638,0,,,,-2.9157264,,Right Foot,,,,"[53.2, 53.1]",,Ground Pass,,24.112446,,,,Shelina Laura Zadorsky,5074.0,,,,,,1,From Throw In,Alanna Stephanie Kennedy,5078.0,Right Defensive Midfield,3,Tottenham Hotspur Women,749,"['1115dfe9-d851-4701-ac5b-c9175d1b3a72', 'f0162854-f0a8-4da1-b3de-3e09659eff80']",32,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:32.974,Pass,True
,,,,,,,,,,,,,,,,,,,2.567281,,,,,,,,,,,,,9644bae7-b065-4a6e-9a37-ab793a1b562b,38,,,"[49.7, 51.9]",3775638,0,,,,-2.9837573,,Right Foot,,,,"[16.4, 46.6]",,Ground Pass,,33.719135,,,,Aurora Watten Mikalsen,36800.0,,,,,,1,From Throw In,Shelina Laura Zadorsky,5074.0,Left Center Back,3,Tottenham Hotspur Women,749,['c8b5bde2-9e65-4fee-a838-90a556a53fc1'],36,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:36.114,Pass,
,,,,,,,,,,,,,,,,,,,1.095256,,,,,,,,,,,,,c276bfab-c5e7-402a-824b-358762324bd0,41,,,"[18.9, 46.3]",3775638,0,,,,0.98987323,,Left Foot,,,,"[27.5, 59.4]",,Ground Pass,,15.670673,,,,Abbie McManus,4648.0,,,,,,1,From Throw In,Aurora Watten Mikalsen,36800.0,Goalkeeper,3,Tottenham Hotspur Women,749,['d281839f-ffee-45dc-a4d2-b510d168433e'],40,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:40.873,Pass,
,,,,,,,,,,,,,,,,,,,1.099059,,,,,,,,,,,,,7ec1d642-0839-4856-b3d1-75e52a318f4f,44,,,"[27.5, 63.1]",3775638,0,,,,0.71253467,,Right Foot,,,,"[42.2, 75.8]",,Ground Pass,,19.426271,,,,Esther Morgan,53440.0,,,,,,1,From Throw In,Abbie McManus,4648.0,Right Center Back,3,Tottenham Hotspur Women,749,['b7773bc8-076f-4762-a878-b6dd4a52d9ec'],43,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:00:43.568,Pass,
,,,,,,,,,,,,,,,,,,,1.749974,,,,,,,,,,,,,1b4b7be3-8b3f-4adb-a57b-e784f295b0f6,52,,,"[86.7, 8.7]",3775638,0,,,,1.7626914,,Left Foot,,,,"[83.3, 26.2]",,Ground Pass,,17.827227,,,,Geum-Min Lee,25453.0,,,,,,1,Regular Play,Aileen Whelan,16374.0,Left Center Forward,4,Brighton & Hove Albion WFC,965,['08f1ab5a-bcb7-4274-b041-f319937e6d49'],48,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:48.682,Pass,
,,,,,,,,,,,,,,,,,,,0.956609,,,,,,,,,,,,,96c3c4ab-e0a0-4e1c-a7a1-93906a1291bc,55,,,"[83.6, 27.3]",3775638,0,,,,1.9338078,0bbde3dd-b2e9-4086-97c5-6bbcc67fe10d,Right Foot,,,,"[78.7, 40.2]",,Ground Pass,,13.799275,,,,Megan Connolly,23413.0,True,,,,,1,Regular Play,Geum-Min Lee,25453.0,Right Center Forward,4,Brighton & Hove Albion WFC,965,"['864443c9-4612-416e-a7bf-6bf3752f8e92', 'e767bb4d-81c4-4687-9d39-fa6b9efba414']",50,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:50.432,Pass,True
,,,,,,,,,,,,,,,,,,,1.006456,,,,,,,,,,,,,9d0de9bc-6df3-46e5-9f61-447fa56deed4,61,,,"[7.9, 37.8]",3775638,1,,,,-1.1203059,,Keeper Arm,,,,"[15.3, 22.5]",,Ground Pass,,16.995588,,,,Shelina Laura Zadorsky,5074.0,,,,,,1,Regular Play,Aurora Watten Mikalsen,36800.0,Goalkeeper,5,Tottenham Hotspur Women,749,['990176e0-cf8c-469a-ab71-57141707b1e3'],1,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:01.351,Pass,
,,,,,,,,,,,,,,,,,,,1.85029,,,,,,,,,,,,,b0e13f03-528a-46af-ba05-521378165efd,64,,,"[15.3, 22.5]",3775638,1,,,,1.9404237,,Left Foot,,,,"[7.9, 41.6]",,Ground Pass,,20.483408,,,,Aurora Watten Mikalsen,36800.0,,,,,,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,5,Tottenham Hotspur Women,749,['f20a3e03-438c-4537-a89d-fd8cec117cd4'],3,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:03.344,Pass,
,,,,,,,,,,,,,,,,,,,1.107415,,,,,,,,,,,,,d29e5d52-6b7e-4edc-b480-ffbd72918b04,67,,,"[9.5, 43.6]",3775638,1,,,,1.1638255,,Left Foot,,,,"[14.5, 55.2]",,Ground Pass,,12.631706,,,,Abbie McManus,4648.0,,,,,,1,Regular Play,Aurora Watten Mikalsen,36800.0,Goalkeeper,5,Tottenham Hotspur Women,749,['2955d082-7979-4aaa-b7a8-1932073b7dac'],6,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:06.394,Pass,
,,,,,,,,,,,,,,,,,,,1.510921,,,,,,,,,,,,,3abde557-1d66-4192-9b77-d8509020c823,70,,,"[15.9, 53.9]",3775638,1,,,,-1.5515679,,Right Foot,,,,"[16.5, 22.7]",,Ground Pass,,31.205769,,,,Shelina Laura Zadorsky,5074.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Right Center Back,5,Tottenham Hotspur Women,749,['52cb5728-49ac-46a9-abfe-e90a6e6dcc9f'],9,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:09.106,Pass,
,,,,,,,,,,,,,,,,,,,1.323492,,,,,,,,,,,,,8962aa77-e388-48d1-bd90-91c36b73ae35,73,,,"[16.7, 21.9]",3775638,1,,,,-0.9782379,,Left Foot,,,,"[30.3, 1.7]",,Ground Pass,,24.351591,,,,Siri Worm,15572.0,,,,,,1,Regular Play,Shelina Laura Zadorsky,5074.0,Left Center Back,5,Tottenham Hotspur Women,749,['7d3cc0bf-7d6d-461f-93f7-cadbc9afea7b'],12,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:12.898,Pass,
,,,,,,,,,,,,,,,,,,,1.160603,,,,,,,,,,,,,d91dbf82-0b8f-449e-820a-d36022cc7fb9,76,,,"[30.3, 1.7]",3775638,1,,,,0.6435011,,Left Foot,,,,"[40.7, 9.5]",,Ground Pass,,13.0,,,,Angela Addison,31550.0,,,,,,1,Regular Play,Siri Worm,15572.0,Left Back,5,Tottenham Hotspur Women,749,['08625a6b-b0bb-42e8-93e7-1873c075b77a'],14,,,,,,,,,,,,,,,,,,,Tottenham Hotspur Women,749,00:01:14.486,Pass,
,,,,,,,,,,,,,,,,,,,0.743716,,,,,,,,,,,,,f52e375e-4494-42d5-a33b-f6c8aba23b3f,85,,,"[83.3, 67.7]",3775638,1,,,,-2.6779451,,Right Foot,,,,"[78.7, 65.4]",,Ground Pass,,5.1429563,,,,Megan Connolly,23413.0,,,,,,1,Regular Play,Emily Simpkins,23289.0,Right Center Midfield,6,Brighton & Hove Albion WFC,965,['6aca3117-b340-4563-9b7a-12919b33a841'],18,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:18.951,Pass,
,,,,,,,,,,,,,,,,,,,1.213119,,,,,,,,,,,,,5a24d327-43df-4173-8918-f0e7b58e8c09,90,,,"[79.5, 64.5]",3775638,1,,,,2.1515527,,Right Foot,,,,"[71.1, 77.3]",,Ground Pass,,15.310127,,,,Maya Le Tissier,22337.0,,,,,,1,Regular Play,Megan Connolly,23413.0,Center Defensive Midfield,6,Brighton & Hove Albion WFC,965,"['26cc904c-8d88-41fc-a27a-ef4caaf420cf', 'dbf05dca-8390-48fe-ba30-ba89d82b555c']",21,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:21.799,Pass,True
,,,,,,,,,,,,,,,,,,,2.019655,,,,,,,,,,,,,8bf3b0ae-827c-4409-b93a-b9ef7efe1d4b,93,,,"[71.1, 77.3]",3775638,1,,,,-2.9730816,,Right Foot,,,,"[47.0, 73.2]",,Ground Pass,,24.446268,,,,Danique Kerkdijk,16383.0,,,,,,1,Regular Play,Maya Le Tissier,22337.0,Right Center Back,6,Brighton & Hove Albion WFC,965,['33b22cae-ce3f-477a-909c-828f93be10ca'],25,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:25.121,Pass,
