ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.372682,,,,,,,,,,,,,,4a6c2cc1-6f61-480d-999c-d1673b1192fa,18,,,"[11.0, 45.1]",3775600,0,,,,,1.3045443,,Keeper Arm,,,"[13.1, 52.8]",,Ground Pass,,7.981228,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,3,Arsenal WFC,968,['5dfe8bde-e815-4dda-a8b4-2e74dc69b001'],20,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:20.628,Pass,
,,,,,,,,,,,,,,,,,1.595158,,,,,,,,,,,,,,24e4ee65-4777-447f-bb86-bac92302c8bf,21,,,"[13.5, 53.9]",3775600,0,,,,,0.8342026,,Right Foot,,,"[32.0, 74.3]",,Ground Pass,,27.539246,,,Lisa Evans,10179.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Right Center Back,3,Arsenal WFC,968,['002c8495-c907-4ce0-b60f-b138034d4bd7'],22,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:22.728,Pass,
,,,,,,,,,,,,,,,,,0.910548,,,,,,,,,,,,,,2b097c21-3c95-4b6a-a5c7-3929c1b6a0cb,25,,,"[41.0, 75.3]",3775600,0,,,,,-0.21938425,,Right Foot,,,"[55.8, 72.0]",,Ground Pass,,15.163443,,,Jill Roord,10650.0,,,,,,,1,Regular Play,Lisa Evans,10179.0,Right Back,3,Arsenal WFC,968,"['6041b56c-4fcd-401f-b3a9-bc889faf2930', '69ddb5ed-0fe5-447e-9be9-6818c7a3aed3']",26,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:26.324,Pass,True
,,,,,,,,,,,,,,,,,1.571579,,,,,,,,,,,,,,b2dff6b0-f1c6-41d9-ba13-3c6780a59d8b,31,,,"[57.0, 80.0]",3775600,0,,,,,-0.70927435,,,,,"[69.7, 69.1]",,Low Pass,,16.736189,,,Jill Roord,10650.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,4,Arsenal WFC,968,['740a99d9-7024-4cac-ac82-bccdd158bd95'],39,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.008,Pass,
,,,,,,,,,,,,,,,,,0.742557,,,,,,,,,,,,,,a205efd9-9632-4d1c-b5eb-35412d96d04f,35,,,"[65.1, 68.9]",3775600,0,,,,,3.0367157,,Right Foot,,,"[55.6, 69.9]",,Ground Pass,,9.552486,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,4,Arsenal WFC,968,['217f199c-e688-4593-8d9f-9b1f1944d9d8'],41,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:41.968,Pass,
,,,,,,,,,,,,,,,,,1.595778,,,,,,,,,,,,,,b0886e21-4d84-42e6-9240-733ab8dfacae,39,,,"[54.9, 65.5]",3775600,0,,,,,-1.4421996,,Right Foot,,,"[56.4, 53.9]",,Ground Pass,,11.696581,,,Lia Wälti,10405.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,4,Arsenal WFC,968,"['8949484d-4f93-4adc-aa57-8c65e7e88e3c', '91fbc644-cb29-4fc1-bd35-0babb039015b']",43,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:43.421,Pass,True
,,,,,,,,,,,,,,,,,0.91373,,,,,,,,,,,,,,113fe0d4-f08b-4267-ab02-00ea389af087,43,,,"[56.4, 52.6]",3775600,0,,,,,-1.06902,,Right Foot,,,"[64.3, 38.2]",,Low Pass,,16.424677,,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,4,Arsenal WFC,968,"['432fbe0c-88a9-482f-b1d3-ea2a931049d4', '57b00deb-5bf7-481e-b67a-c026ab5f2fbb']",45,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:45.202,Pass,True
,,,,,,,,,,,,,,,,,1.67384,,,,,,,,,,,,,,a232be2b-0057-49d1-963f-a1afff8d4fac,46,,,"[64.3, 37.2]",3775600,0,,,,,-1.8387067,,Left Foot,,,"[58.7, 16.8]",,Ground Pass,,21.154669,,,Katie McCabe,15620.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Right Center Midfield,4,Arsenal WFC,968,['1c9731d2-3368-444e-b74d-02b2262514a7'],46,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.835,Pass,
,,,,,,,,,,,,,,,,,1.636675,,,,,,,,,,,,,,ce324de3-bf8d-4289-8bf3-5eddff12e50b,49,,,"[93.9, 13.0]",3775600,0,,,,,-0.6129974,,Left Foot,,,"[105.7, 4.7]",,Ground Pass,,14.426711,,,Caitlin Jade Foord,11338.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,4,Arsenal WFC,968,['762522ee-e5bc-4a2f-be33-09eac8fc575b'],53,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:53.141,Pass,
,,,,,,,,,,,,,,,,,0.956376,,,,,,,,,,,,,,ec885ace-d1ed-48f9-bdce-22a8cc16e7ee,52,,,"[102.2, 5.7]",3775600,0,,,,,-3.066546,,Right Foot,,,"[88.9, 4.7]",,Ground Pass,,13.337541,,,Katie McCabe,15620.0,,,,,,,1,From Throw In,Caitlin Jade Foord,11338.0,Left Wing,4,Arsenal WFC,968,['1870a9e3-1915-4309-bb23-5703d17534c5'],56,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.772,Pass,
,,,,,,,,,,,,,,,,,2.408459,,,,,,,,,,,,,,1ffb2d16-bbd0-4e13-8384-2be372366416,55,,,"[90.3, 3.3]",3775600,0,,,,,0.80877054,,Left Foot,,,"[109.1, 23.0]",,Ground Pass,,27.231049,Incomplete,,Jill Roord,10650.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,4,Arsenal WFC,968,"['22731703-234f-4b58-8bdb-4ed12cd5a6dc', '98abbfeb-b20f-4697-b9b8-f81eaf3cc176']",58,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:58.916,Pass,
,,,,,,,,,,,,,,,,,1.324717,,,,,,,,,,,,,,9a1c105d-b18d-4afc-ad7c-16a12ed1b8c0,59,,,"[63.9, 6.6]",3775600,1,,,,,-0.28918064,,Right Foot,,,"[76.0, 3.0]",,High Pass,,12.624183,,,Katie McCabe,15620.0,,,,,,Recovery,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,4,Arsenal WFC,968,['b8a716ca-bc95-4455-be9d-65b782c4d2e3'],4,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:04.772,Pass,
,,,,,,,,,,,,,,,,,1.208525,,,,,,,,,,,,,,51b42436-e124-4cbb-87b3-31d422f120fe,61,,,"[76.0, 3.0]",3775600,1,,,,,3.1042964,,Left Foot,,,"[62.6, 3.5]",,Low Pass,,13.409325,,,Carlotte Wubben-Moy,49697.0,,,,,,,1,From Throw In,Katie McCabe,15620.0,Left Back,4,Arsenal WFC,968,['0a7eba8d-1a9f-4741-80ba-d7e86aa10f77'],6,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:06.096,Pass,
,,,,,,,,,,,,,,,,,1.2042,,,,,,,,,,,,,,4461a1a1-6e06-47ad-b32e-638435a13683,65,,,"[62.9, 3.2]",3775600,1,,,,,2.2505288,,Right Foot,,,"[57.0, 10.5]",,Ground Pass,,9.38616,,,Lia Wälti,10405.0,,,,,,,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,4,Arsenal WFC,968,"['9d9a2aa3-9c9f-482e-af07-9ecba1147335', 'd8749763-0b71-4605-89c2-7f4d02372003']",8,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:08.408,Pass,True
,,,,,,,,,,,,,,,,,0.639566,,,,,,,,,,,,,,a87aaa6c-159f-44ba-b570-54ff69484fe9,68,,,"[56.2, 11.6]",3775600,1,,,,,-0.14623542,,Right Foot,,,"[69.1, 9.7]",,Low Pass,,13.039172,,,Jill Roord,10650.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,4,Arsenal WFC,968,['0b632728-b7cf-43ee-8d06-0d5a1ef1aa2e'],14,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:14.770,Pass,
,,,,,,,,,,,,,,,,,1.027414,,,,,,,,,,,,,,6801cab7-5a19-46c1-b64b-68543a8b7c0a,72,,,"[50.0, 76.0]",3775600,1,,,,,-2.479651,,Left Foot,,,"[42.3, 70.0]",,Ground Pass,,9.76166,,,Lucy Bronze,10178.0,,,,,,Recovery,1,Regular Play,Chloe Kelly,15570.0,Right Wing,5,Manchester City WFC,746,['fdacd903-a237-45d3-b7a0-c6a69600f070'],17,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:17.918,Pass,
,,,,,,,,,,,,,,,,,1.317297,,,,,,,,,,,,,,e435e626-1016-4166-9e47-9185245708a0,80,,,"[39.8, 60.0]",3775600,1,,,,,-2.6372151,,Right Foot,,,"[27.3, 53.1]",,Ground Pass,,14.277955,,,Stephanie Houghton,10185.0,,,,,,,1,Regular Play,Lucy Bronze,10178.0,Right Back,5,Manchester City WFC,746,"['529aa2ff-c719-4be5-a10b-9e2126b7cd33', '8ee921c9-8219-430a-9a9c-17e31d21dbbe']",20,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:20.477,Pass,True
,,,,,,,,,,,,,,,,,1.638065,,,,,,,,,,,,,,16aac79b-e8a0-4587-ab41-376568945954,83,,,"[28.7, 49.8]",3775600,1,,,,,-1.9352559,,Right Foot,,,"[22.1, 32.5]",,Ground Pass,,18.516209,,,Abby Dahlkemper,5081.0,,,,,,,1,Regular Play,Stephanie Houghton,10185.0,Right Center Back,5,Manchester City WFC,746,['24ef20cd-3ec3-4ec4-b4f0-8ff6340085cd'],25,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:25.498,Pass,
,,,,,,,,,,,,,,,,,2.123652,,,,,,,,,,,,,,471d16d8-aa3e-4cc6-a6a4-81d20e6e769b,86,,,"[42.3, 21.7]",3775600,1,,,,,-0.6404171,,Right Foot,,,"[63.1, 6.2]",,Ground Pass,,25.940123,,,Alex Greenwood,10252.0,,,,,,,1,Regular Play,Abby Dahlkemper,5081.0,Left Center Back,5,Manchester City WFC,746,['a1f25ad1-957c-47ce-b724-f3f9b708b86d'],31,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:31.823,Pass,
,,,,,,,,,,,,,,,,,1.057628,,,,,,,,,,,,,,f14ad605-e5c2-4e9f-b94a-b89a62c3aad1,90,,,"[67.0, 5.8]",3775600,1,,,,,0.37195146,,Left Foot,,,"[85.2, 12.9]",,Ground Pass,,19.535864,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Alex Greenwood,10252.0,Left Back,5,Manchester City WFC,746,"['1bbbe8f8-1c9c-4b12-8dfb-b710909a0f42', 'c93182c1-6178-45af-bbe8-b7428b7b337c']",35,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:35.597,Pass,True
,,,,,,,,,,,,,,,,,1.259955,,,,,,,,,,,,,,b64fe33f-a759-4b59-b12c-1683b0ba7b5b,94,,,"[28.3, 80.0]",3775600,1,,,,,-0.8274786,,,,,"[37.4, 70.1]",,Low Pass,,13.446933,,,Jill Roord,10650.0,,,,,,Throw-in,1,From Throw In,Lisa Evans,10179.0,Right Back,6,Arsenal WFC,968,['b4bb2db0-8f70-44bb-8279-d09ca514c04d'],49,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:49.929,Pass,
,,,,,,,,,,,,,,,,,0.668402,,,,,,,,,,,,,,fc32e968-4597-4c21-91fe-7dadd58d078b,98,,,"[35.8, 67.2]",3775600,1,,,,,-2.8100386,,Right Foot,,,"[29.7, 65.1]",,Ground Pass,,6.4513564,,,Lia Wälti,10405.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Left Center Midfield,6,Arsenal WFC,968,"['ce81906d-ede0-48ba-b386-6a0f139b3ae0', 'd666001c-99c5-40b8-a936-833dd55091ca']",54,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:54.577,Pass,True
,,,,,,,,,,,,,,,,,0.996449,,,,,,,,,,,,,,eb4c1b90-7d01-4b5c-ba4b-ed63d674139a,101,,,"[29.7, 65.1]",3775600,1,,,,,2.1273956,,Left Foot,,,"[24.1, 74.1]",,Ground Pass,,10.6,,,Lisa Evans,10179.0,,,,,,,1,From Throw In,Lia Wälti,10405.0,Center Defensive Midfield,6,Arsenal WFC,968,['5f0d8cd4-c292-42cd-993f-fe6785fc6012'],56,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:56.355,Pass,
,,,,,,,,,,,,,,,,,1.711796,,,,,,,,,,,,,,45cd068d-6336-44db-891a-693bf08ea05f,104,,,"[21.2, 74.3]",3775600,1,,,,,-1.6187301,,Left Foot,,,"[19.9, 47.2]",,Ground Pass,,27.131163,,,Carlotte Wubben-Moy,49697.0,,,,,,,1,From Throw In,Lisa Evans,10179.0,Right Back,6,Arsenal WFC,968,['9c032e1a-2092-4495-ae66-eccc8714558e'],58,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:58.422,Pass,
,,,,,,,,,,,,,,,,,1.335126,,,,,,,,,,,,,,87cf846a-1d45-4c74-b1e2-0c0bd6eb007d,107,,,"[20.0, 47.4]",3775600,2,,,,,0.28290084,,Right Foot,,,"[37.2, 52.4]",,Ground Pass,,17.912006,Incomplete,,Jill Roord,10650.0,,,,,,,1,From Throw In,Carlotte Wubben-Moy,49697.0,Left Center Back,6,Arsenal WFC,968,"['77716107-36b0-4e64-9b6d-0032de644841', 'ad22bf28-e09f-4e83-9d1d-d6e195a0bd4a', 'd6b64bb5-b7d2-4630-b431-abd20064e808']",0,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:00.134,Pass,True
,,,,,,,,,,,,,,,,,1.03556,,,,,,,,,,,,,,e7d0f06f-b40f-4c92-90fa-ddf57e1ee860,115,,,"[33.5, 61.6]",3775600,2,,,,,0.42520502,,Right Foot,,,"[44.1, 66.4]",,Ground Pass,,11.63615,,,Bethany Mead,15619.0,,,,,,Recovery,1,From Throw In,Lisa Evans,10179.0,Right Back,6,Arsenal WFC,968,['3fa0ca4e-c6be-4ff7-8b88-5d840460b05b'],5,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:05.279,Pass,
,,,,,,,,,,,,,,,,,1.080092,,,,,,,,,,,,,,0f2a7f95-b5bb-4089-9923-91dc8aea49be,121,,,"[42.7, 68.6]",3775600,2,,,,,-3.1126153,,Right Foot,,,"[35.8, 68.4]",,Ground Pass,,6.902898,,,Leah Williamson,18999.0,,,,,,Free Kick,1,From Free Kick,Lisa Evans,10179.0,Right Back,7,Arsenal WFC,968,['97512870-7ddf-4f5b-9961-ece180d6b082'],17,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:17.857,Pass,
,,,,,,,,,,,,,,,,,2.517737,,,,,,,,,,,,,,3d1215db-83cf-4b87-98aa-8400adca84b9,124,,,"[49.1, 65.7]",3775600,2,,,,,-1.2376292,,Right Foot,,,"[64.5, 21.2]",,High Pass,,47.089382,,,Katie McCabe,15620.0,,,True,,,,1,From Free Kick,Leah Williamson,18999.0,Right Center Back,7,Arsenal WFC,968,['502b8f58-be70-4dd0-aa98-096abd02cf59'],21,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:21.926,Pass,
,,,,,,,,,,,,,,,,,1.17025,,,,,,,,,,,,,,f65ed55d-c790-44a7-8018-a6317e228d26,127,,,"[71.2, 17.6]",3775600,2,,,,,-0.6352025,,Left Foot,,,"[90.6, 3.3]",,Ground Pass,,24.10083,,,Caitlin Jade Foord,11338.0,,,,,,,1,From Free Kick,Katie McCabe,15620.0,Left Back,7,Arsenal WFC,968,['edbf39a5-3a25-46c8-bf33-971e34c2a14d'],25,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:25.929,Pass,
,,,,,,,,,,,,,,,,,1.742162,,,,,,,,,,,,,,7ba48bf8-b14d-4a8c-9c23-2c9baeff3cff,130,,,"[87.8, 20.9]",3775600,2,,,,,2.6149654,,Right Foot,,,"[70.6, 30.9]",,Ground Pass,,19.89573,Incomplete,,Lia Wälti,10405.0,,,,,,,1,From Free Kick,Caitlin Jade Foord,11338.0,Left Wing,7,Arsenal WFC,968,"['0261d51f-3c2a-4b12-a558-fb11edc144ac', 'a2ce06df-62f4-4872-b44b-736dd804eeb6']",31,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:31.727,Pass,
,,,,,,,,,,,,,,,,,1.313406,,,,,,,,,,,,,,644bf484-31a7-485e-9eb6-ec14127f3e77,135,,,"[49.3, 49.4]",3775600,2,,,,,-2.384356,,Right Foot,,,"[42.0, 42.5]",,Ground Pass,,10.044899,,,Caroline Weir,10188.0,,,,,,,1,Regular Play,Ellen White,10180.0,Center Forward,8,Manchester City WFC,746,"['06825af0-73b1-4361-9f3a-3d9928a9cce7', '86344484-e5a2-40cd-ab52-5fbd8236ee65']",34,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:34.397,Pass,True
,,,,,,,,,,,,,,,,,1.309263,,,,,,,,,,,,,,64a22d5b-dc36-4924-8c9b-79255c175a6b,139,,,"[42.1, 44.8]",3775600,2,,,,,-1.9052336,,Left Foot,,,"[33.1, 18.9]",,Ground Pass,,27.419153,,,Abby Dahlkemper,5081.0,,,,,,,1,Regular Play,Caroline Weir,10188.0,Left Center Midfield,8,Manchester City WFC,746,['9e3fe6bf-8f88-466a-852a-ae112e801ad3'],37,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:37.996,Pass,
