bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2307e144-f0b0-4ff4-a6d7-f3afbdd2b64e,1,,,2275113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 31555, 'name': 'Courtney Brosnan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 31553, 'name': 'Cecilie Redisch Kvamme'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 34232, 'name': 'Grace Fisk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 18151, 'name': 'Gilly Louise Scarlett Flaherty'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 31557, 'name': 'Katharina Baunach'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 23217, 'name': 'Tessel Middag'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 18147, 'name': 'Kate Longhurst'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 18153, 'name': 'Alisha Lehmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 15421, 'name': 'Kenza Dali'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 31554, 'name': 'Jacinta Galabadaarachchi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 18146, 'name': 'Leanne Kiernan'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",West Ham United LFC,972,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cf1068a9-a78c-4ee8-a7bc-b74e072ada43,2,,,2275113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,,0,,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1ec23de8-e767-4d3b-b9ce-83b56f4242a0,3,,,2275113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['1e6266c3-0cfa-4632-9abb-e5046d3ae7c1'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1e6266c3-0cfa-4632-9abb-e5046d3ae7c1,4,,,2275113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United LFC,972,['1ec23de8-e767-4d3b-b9ce-83b56f4242a0'],0,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,edad0b5a-8696-48ad-aabf-e4f754fe0bd4,1489,,,2275113,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,West Ham United LFC,972,['9c57a070-ec9b-4f53-8c2a-f42d453e0cbc'],0,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c57a070-ec9b-4f53-8c2a-f42d453e0cbc,1490,,,2275113,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,109,West Ham United LFC,972,['edad0b5a-8696-48ad-aabf-e4f754fe0bd4'],0,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.249841,,,,,,,,,,,,,5fee06c0-a45f-4366-a05e-b4d14710100e,5,,"[61.0, 40.1]",2275113,0,,,,,-3.1342127,,Right Foot,,,,"[33.9, 39.9]",,Ground Pass,,27.100739,,,,Victoria Williams,16395.0,,,,,,Kick Off,1,From Kick Off,Kayleigh Green,16400.0,Center Forward,2,Brighton & Hove Albion WFC,965,['715eb64a-ac85-4ec7-96d5-fd06efcef350'],0,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.330,Pass,
,,,,,,,,,,,,,,,,,1.335763,,,,,,,,,,,,,eca32483-95f7-4252-abc5-1bdc4570dfc4,8,,"[33.7, 38.3]",2275113,0,,,,,-1.5911325,,Right Foot,,,,"[33.1, 8.8]",,Ground Pass,,29.506102,,,,Felicity Gibbons,16392.0,,,,,,,1,From Kick Off,Victoria Williams,16395.0,Left Center Back,2,Brighton & Hove Albion WFC,965,['54d929e0-f70a-4637-8a78-1fa362784648'],4,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:04.141,Pass,
,,,,,,,,,,,,,,,,,1.634727,,,,,,,,,,,,,cd0a3b1b-ce42-4bbd-aeec-c7cff16af589,12,,"[36.1, 8.8]",2275113,0,,,,,3.1249967,,Left Foot,,,,"[12.0, 9.2]",,Ground Pass,,24.10332,,,,Victoria Williams,16395.0,,,,,,,1,From Kick Off,Felicity Gibbons,16392.0,Left Back,2,Brighton & Hove Albion WFC,965,"['12c9d9b2-a898-4e60-9be0-6c5034707d51', 'e4d9ab4a-c04c-4602-92de-f0b2a520b0c6']",9,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:09.991,Pass,True
,,,,,,,,,,,,,,,,,2.84003,,,,,,,,,,,,,d318cae3-3af0-4ad3-807c-de7a359529fd,15,,"[17.0, 10.4]",2275113,0,,,,,0.12568226,,Right Foot,,,,"[81.9, 18.6]",,High Pass,,65.41598,,,Incomplete,Kayleigh Green,16400.0,,,,,,,1,From Kick Off,Victoria Williams,16395.0,Left Center Back,2,Brighton & Hove Albion WFC,965,"['7b630c5f-23a4-4ffc-bfdd-9da50d747015', 'bb0e2d6d-9afb-477d-9c27-9f0e02589cee']",14,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:14.488,Pass,
,,,,,,,,,,,,,,,,,2.118917,,,,,,,,,,,,,7b630c5f-23a4-4ffc-bfdd-9da50d747015,17,,"[38.2, 61.5]",2275113,0,,,,,-0.37724906,,Head,,,,"[54.1, 55.2]",,Low Pass,,17.10263,,,,Kate Longhurst,18147.0,,,,,,Recovery,1,From Kick Off,Grace Fisk,34232.0,Right Center Back,2,Brighton & Hove Albion WFC,965,"['7c02285a-bb2e-492d-8b79-50600d15fdf2', 'd318cae3-3af0-4ad3-807c-de7a359529fd']",17,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:17.328,Pass,
,,,,,,,,,,,,,,,,,2.012233,,,,,,,,,,,,,dd534408-3e7d-4a73-9d8d-2a728e0e857a,20,,"[53.3, 55.4]",2275113,0,,,,,1.1843332,,Right Foot,,,,"[62.7, 78.5]",,High Pass,,24.939327,,,Out,Alisha Lehmann,18153.0,,,,,,,1,From Kick Off,Kate Longhurst,18147.0,Left Defensive Midfield,2,Brighton & Hove Albion WFC,965,['3e219e3a-8604-4acd-8f5e-221918dc0418'],19,,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:19.484,Pass,
,,,,,,,,,,,,,,,,,0.619346,,,,,,,,,,,,,657f433e-c1f6-4248-91d0-b5e0ac00905f,22,,"[54.2, 0.1]",2275113,0,,,,,1.3148532,,,,,,"[57.0, 10.8]",,Low Pass,,11.060289,,,,Megan Connolly,23413.0,,,,,,Throw-in,1,From Throw In,Felicity Gibbons,16392.0,Left Back,3,Brighton & Hove Albion WFC,965,['aef8f53d-b2ac-4c23-9a1a-7b21d492f866'],33,,,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:33.735,Pass,
