50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.818921,,,,,,,,,,,,af1bbc94-bcc4-419b-8a9c-bbc218a0e318,29,,,"[33.1, 72.2]",2275120,1,,,,,-1.0861361,,Right Foot,,,"[45.0, 49.6]",Ground Pass,,25.541534,,,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Lucy Whipp,31566.0,Right Wing,9,Birmingham City WFC,969,"['61c27f78-f2c8-45c1-b733-4411b50898a7', 'd80166fb-8a82-4880-a2c6-b0468a7873df']",8,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:08.672,Pass,True
,,,,,,,,,,,,,,,,1.138923,,,,,,,,,,,,5da07abd-0995-4fca-af8b-250586f2f556,32,,,"[45.0, 49.6]",2275120,1,,,,,3.096679,,Right Foot,,,"[36.1, 50.0]",Ground Pass,,8.908984,,,,Lucy Staniforth,15562.0,,,,,,,1,Regular Play,Chloe Arthur,10193.0,Center Attacking Midfield,9,Birmingham City WFC,969,['9e1024a6-449c-4a80-9287-6d990d4a4c03'],11,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:11.425,Pass,
,,,,,,,,,,,,,,,,1.262863,,,,,,,,,,,,2e05b12a-b8d4-4e61-8007-79102f85036a,36,,,"[34.1, 56.6]",2275120,1,,,,,1.6391827,,Right Foot,,,"[33.1, 71.2]",Ground Pass,,14.634207,,,,Adrienne Jordan,31567.0,,,,,,,1,Regular Play,Lucy Staniforth,15562.0,Left Center Midfield,9,Birmingham City WFC,969,['11bcae6d-ab9c-4167-8c8d-57ee62a5d6ee'],15,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:15.000,Pass,
,,,,,,,,,,,,,,,,1.513276,,,,,,,,,,,,ce6c2008-a55b-4d60-bcae-d516a98c642c,39,,,"[31.6, 70.3]",2275120,1,,,,,-3.071532,,Right Foot,,,"[20.2, 69.5]",Ground Pass,,11.428036,,,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Adrienne Jordan,31567.0,Right Back,9,Birmingham City WFC,969,['e331d7ff-80cd-46ba-bfb5-a220f6065c4a'],19,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:19.012,Pass,
,,,,,,,,,,,,,,,,1.645223,,,,,,,,,,,,4a3d7228-47dd-44d1-899e-9dfb800e1d5d,42,,,"[8.9, 69.0]",2275120,1,,,,,-1.829204,,Left Foot,,,"[2.9, 46.3]",Ground Pass,,23.479565,,,,Hannah Hampton,22032.0,,,,,,,1,Regular Play,Rebecca Holloway,31568.0,Right Center Back,9,Birmingham City WFC,969,['b0726f86-1871-4f92-9c07-5f3b156e80f6'],21,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:21.973,Pass,
,,,,,,,,,,,,,,,,1.541668,,,,,,,,,,,,31b48643-a22a-4a80-8ad4-4f579407a942,46,,,"[2.5, 45.9]",2275120,1,,,,,-0.95225334,,Right Foot,,,"[10.4, 34.8]",Ground Pass,,13.624243,,,,Kerys Harrop,15569.0,,,,,,,1,Regular Play,Hannah Hampton,22032.0,Goalkeeper,9,Birmingham City WFC,969,"['32d58205-1727-4e7e-9713-c50700c1b9cd', '3fe77db3-0e98-4890-8784-22fab2e83d0d']",24,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:24.171,Pass,True
,,,,,,,,,,,,,,,,1.444799,,,,,,,,,,,,f2dc1ddf-a8e3-451e-a77f-269fa79e5141,50,,,"[11.2, 33.9]",2275120,1,,,,,1.5106837,,Left Foot,,,"[12.5, 55.5]",Ground Pass,,21.639086,,,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Center Back,9,Birmingham City WFC,969,['e6955755-511b-43e1-b70f-54f4621d5f22'],26,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.251,Pass,
,,,,,,,,,,,,,,,,2.069954,,,,,,,,,,,,e4910d62-1f5d-4861-b309-84be50d83304,54,,,"[12.3, 50.2]",2275120,1,,,,,-0.71994555,,Left Foot,,,"[44.0, 22.4]",High Pass,,42.163136,,,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Rebecca Holloway,31568.0,Right Center Back,9,Birmingham City WFC,969,"['43284a80-d8c6-4d74-a622-5c97d8c21969', '9d63c95f-1f31-45a3-88ab-19ce767dc6d7']",29,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:29.551,Pass,True
,,,,,,,,,,,,,,,,1.105827,,,,,,,,,,,,0f6c0f76-1489-4ce2-a0cf-9ec92e42a0f2,61,,,"[66.9, 60.7]",2275120,1,,,,,-0.04542328,,Right Foot,,,"[75.7, 60.3]",Low Pass,,8.809086,,,,Simone Magill,15559.0,,,,,,Recovery,1,Regular Play,Molly Pike,31564.0,Right Center Midfield,10,Everton LFC,967,['41d7214f-f04f-4893-ba5e-b35f1fa2dd61'],35,,,,,,,,,,,,,,,Everton LFC,967,00:01:35.871,Pass,
,,,,,,,,,,,,,,,,1.847804,,,,,,,,,,,,3c9f500b-d384-4ead-8709-903668c908ce,66,,,"[75.5, 61.6]",2275120,1,,,,,2.3706863,,Right Foot,,,"[65.0, 71.8]",Low Pass,,14.638647,,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Simone Magill,15559.0,Right Wing,10,Everton LFC,967,['3d354432-c49d-4c54-b2b2-e2293df42694'],39,,,,,,,,,,,,,,,Everton LFC,967,00:01:39.004,Pass,
,,,,,,,,,,,,,,,,1.253976,,,,,,,,,,,,c79799be-9880-47ba-b04f-957ba0d68f17,69,,,"[65.0, 71.8]",2275120,1,,,,,0.07209704,,Right Foot,,,"[83.0, 73.1]",Ground Pass,,18.046883,,,,Molly Pike,31564.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,10,Everton LFC,967,['1b611a30-64af-4ebe-afdb-5e671cbd6684'],40,,,,,,,,,,,,,,,Everton LFC,967,00:01:40.922,Pass,
,,,,,,,,,,,,,,,,1.899102,,,,,,,,,,,,4fb7cd3f-92d5-4c31-85f7-f90333c69067,75,,,"[84.9, 80.0]",2275120,1,,,,,-0.21301928,,,,,"[116.8, 73.1]",Low Pass,,32.637707,,,,Simone Magill,15559.0,,,,,,Throw-in,1,From Throw In,Molly Pike,31564.0,Right Center Midfield,11,Everton LFC,967,['7bda0543-0309-44b0-b5e9-c87f0bb6750b'],52,,,,,,,,,,,,,,,Everton LFC,967,00:01:52.355,Pass,
,,,,,,,,,,,,,,,,1.713033,,,,,,,,,,,,c4b1bd2e-cccf-42d8-9f10-8f1c9195ba94,80,,,"[116.1, 77.8]",2275120,1,,,,,-1.553497,,Right Foot,True,,"[116.6, 48.9]",Low Pass,,28.904325,,Incomplete,,,,,,,,,,1,From Throw In,Simone Magill,15559.0,Right Wing,11,Everton LFC,967,['59afd3c0-9c14-4c2f-bfde-25dd5ea3574e'],56,,,,,,,,,,,,,,,Everton LFC,967,00:01:56.275,Pass,
,,,,,,,,,,,,,,,,0.877354,,,,,,,,,,,,27ba1315-f896-487c-b5d4-650015020550,82,,,"[104.6, 80.0]",2275120,2,,,,,-1.2169207,,,,,"[110.4, 64.3]",High Pass,,16.737085,,Incomplete,,Inessa Kaagman,15579.0,,,,,,Throw-in,1,From Throw In,Esme Beth Morgan,4649.0,Right Back,12,Everton LFC,967,"['7854a9d7-0d5a-4afe-a224-1c2bfeb7c021', '9e0ee885-4387-4141-9df1-f89b15d5f695']",11,,,,,,,,,,,,,,,Everton LFC,967,00:02:11.741,Pass,
,,,,,,,,,,,,,,,,0.34355,,,,,,,,,,,,421b5105-d744-407f-971e-44f7c1ae212d,88,,,"[84.3, 72.0]",2275120,2,,,,,-2.7610862,,Right Foot,,,"[81.3, 70.8]",Ground Pass,,3.231099,,Incomplete,,,,,,,,,,1,From Throw In,Lucy Hope,16386.0,Center Defensive Midfield,12,Everton LFC,967,"['42c855eb-8c8d-4c9d-af80-3656c0ad7970', '8ff19d91-4b7e-4e97-92da-b370bbfed2d5']",15,,,,,,,,,,,,,,,Everton LFC,967,00:02:15.572,Pass,True
,,,,,,,,,,,,,,,,0.81835,,,,,,,,,,,,ef63990b-2353-4e29-85bd-9e71a3c9ce1f,90,,,"[38.0, 8.9]",2275120,2,,,,,2.1699717,,Right Foot,,,"[35.2, 13.0]",Ground Pass,,4.9648767,,,,Abbi Grant,31565.0,,,,,,Recovery,1,Regular Play,Claudia Walker,15580.0,Center Forward,13,Birmingham City WFC,969,['8658ade3-8fe6-4211-915c-9716b4270144'],16,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:16.560,Pass,
,,,,,,,,,,,,,,,,1.07271,,,,,,,,,,,,f797a32f-b258-4e30-a0f7-378f6f4bbdeb,94,,,"[34.6, 11.9]",2275120,2,,,,,0.5987088,,Right Foot,,,"[45.3, 19.2]",Ground Pass,,12.9529915,,,,Chloe Arthur,10193.0,,,,,,,1,Regular Play,Abbi Grant,31565.0,Left Wing,13,Birmingham City WFC,969,"['56a57b40-d6a1-4c21-8e45-c0b19b446124', 'b2f4d377-241b-4555-a333-ae5594c40389']",17,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:17.802,Pass,True
,,,,,,,,,,,,,,,,1.481785,,,,,,,,,,,,4531e579-0033-46f6-afda-9af1f30ebd26,107,,,"[66.5, 38.2]",2275120,2,,,,,-1.4888546,,Right Foot,,,"[68.2, 17.5]",Ground Pass,,20.76969,,,,Gabrielle George,15575.0,,,,,,Free Kick,1,From Free Kick,Inessa Kaagman,15579.0,Left Center Midfield,15,Everton LFC,967,['4fc3eec1-17b7-43d4-b1a7-179f37c69f35'],51,,,,,,,,,,,,,,,Everton LFC,967,00:02:51.651,Pass,
,,,,,,,,,,,,,,,,0.734431,,,,,,,,,,,,990b1511-5a75-41cc-a715-c08285a074c8,111,,,"[83.2, 8.7]",2275120,2,,,,,0.09325392,,Left Foot,,,"[97.1, 10.0]",Ground Pass,,13.960659,,,,Danielle Turner,15571.0,,,,,,,1,From Free Kick,Gabrielle George,15575.0,Left Center Back,15,Everton LFC,967,['c60f1667-58e2-4148-b90a-d0e91dd90fde'],56,,,,,,,,,,,,,,,Everton LFC,967,00:02:56.067,Pass,
,,,,,,,,,,,,,,,,0.117593,,,,,,,,,,,,867920d1-70b1-452f-a861-5966767ae439,115,,,"[102.9, 13.0]",2275120,3,,,,,1.3101939,,Right Foot,,,"[103.7, 16.0]",High Pass,,3.104835,,Incomplete,,,,,,,,,,1,From Free Kick,Danielle Turner,15571.0,Left Back,15,Everton LFC,967,['6fc6585b-2365-4731-ad80-7b43a8031fba'],0,,,,,,,,,,,,,,,Everton LFC,967,00:03:00.176,Pass,
,,,,,,,,,,,,,,,,1.925315,,,,,,,,,,,,895244ec-0765-4242-868d-3195ef2b8176,127,,,"[36.7, 41.2]",2275120,3,,,,,-1.1217462,,Right Foot,,,"[50.0, 13.6]",Ground Pass,,30.637396,,,,Abbi Grant,31565.0,,,,,,,1,Regular Play,Lucy Staniforth,15562.0,Left Center Midfield,16,Birmingham City WFC,969,['918d56b9-aa3d-4a30-82f4-7d490ee8244e'],6,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:06.973,Pass,
,,,,,,,,,,,,,,,,2.350217,,,,,,,,,,,,209d07da-2c24-4ebb-995b-5accf63b171b,130,,,"[49.1, 13.6]",2275120,3,,,,,-0.48629183,,Right Foot,,,"[71.8, 1.6]",Ground Pass,,25.676643,,,,Claudia Walker,15580.0,,,,,,,1,Regular Play,Abbi Grant,31565.0,Left Wing,16,Birmingham City WFC,969,['d0225c63-fb8f-434b-8bc6-6b3c07401386'],9,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:09.183,Pass,
,,,,,,,,,,,,,,,,1.423508,,,,,,,,,,,,0c711abf-4a94-43d5-92f6-b33319327d71,133,,,"[73.1, 13.4]",2275120,3,,,,,2.2737153,,Right Foot,,,"[55.9, 33.7]",Ground Pass,,26.606955,,,,Rebecca Holloway,31568.0,,,,,,,1,Regular Play,Claudia Walker,15580.0,Center Forward,16,Birmingham City WFC,969,['99ce623d-66a3-49b6-80d0-3ba586e72c49'],16,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:16.309,Pass,
,,,,,,,,,,,,,,,,1.862175,,,,,,,,,,,,f942ca80-3cf8-4e2a-8ed9-5bc41c4b15a2,136,,,"[61.5, 32.9]",2275120,3,,,,,1.4854428,,Left Foot,,,"[64.7, 70.3]",Low Pass,,37.536648,,,,Adrienne Jordan,31567.0,,,,,,,1,Regular Play,Rebecca Holloway,31568.0,Right Center Back,16,Birmingham City WFC,969,['9e1fc43c-eb10-4212-a96b-272894d2852a'],19,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:19.464,Pass,
,,,,,,,,,,,,,,,,1.108119,,,,,,,,,,,,ce9beeb0-b66b-48ee-b46f-c9eed91aed05,139,,,"[82.5, 70.7]",2275120,3,,,,,0.47501075,,Right Foot,,,"[93.0, 76.1]",Ground Pass,,11.807201,,,,Brianna Visalli,18157.0,,,,,,,1,Regular Play,Adrienne Jordan,31567.0,Right Back,16,Birmingham City WFC,969,['16683182-8232-4b54-86f7-dc5784d78825'],27,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:27.513,Pass,
,,,,,,,,,,,,,,,,1.065945,,,,,,,,,,,,437022d8-b352-41be-ac47-5b4c1d12d9df,150,,,"[90.6, 57.7]",2275120,3,,,,,-1.2301801,ae2703e9-c1cc-4722-b374-5967983d6967,Left Foot,,,"[93.4, 49.8]",Ground Pass,,8.381527,,,,Claudia Walker,15580.0,True,,,,,,1,Regular Play,Adrienne Jordan,31567.0,Right Back,16,Birmingham City WFC,969,"['56dadf9b-d8a4-4ca9-b758-c41ada6ba563', 'c5ea6f76-e219-46e7-a73e-bb56c706e195']",36,,,,,,,,,,,,,,,Birmingham City WFC,969,00:03:36.214,Pass,True
,,,,,,,,,,,,,,,,1.805801,,,,,,,,,,,,7924f669-5556-4fc4-94ae-c67519b51fd0,154,,,"[3.6, 37.4]",2275120,3,,True,,,-1.2951053,,Keeper Arm,,,"[7.9, 22.2]",Ground Pass,,15.796518,,,,Gabrielle George,15575.0,,,,,,,1,From Keeper,Tinja-Riikka Tellervo Korpela,13857.0,Goalkeeper,18,Everton LFC,967,['2473306a-363a-4fb6-8610-ce04a3b25db3'],46,,,,,,,,,,,,,,,Everton LFC,967,00:03:46.623,Pass,
,,,,,,,,,,,,,,,,1.564165,,,,,,,,,,,,f6cf4adc-50d0-479c-b0fb-4f58e3894d51,156,,,"[15.6, 15.4]",2275120,3,,,,,-0.11768033,,Left Foot,,,"[35.9, 13.0]",Ground Pass,,20.44138,,,,Chloe Kelly,15570.0,,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,19,Everton LFC,967,['d23e51fd-b968-40d5-b950-3553cc7cb0a2'],49,,,,,,,,,,,,,,,Everton LFC,967,00:03:49.884,Pass,
,,,,,,,,,,,,,,,,0.162395,,,,,,,,,,,,e4cd541d-85eb-4895-aa09-51a571c3cf12,160,,,"[34.8, 17.9]",2275120,3,,,,,0.3109983,,Right Foot,,,"[37.6, 18.8]",Ground Pass,,2.9410882,,Incomplete,,Inessa Kaagman,15579.0,,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Wing,20,Everton LFC,967,"['82550b32-6560-4d27-970f-f82aab8584ae', 'a0f11e11-4b2b-4f13-9104-7a45d0ddb625', 'f9842399-2410-4177-8553-d7a143dc8134']",52,,,,,,,,,,,,,,,Everton LFC,967,00:03:52.478,Pass,True
,,,,,,,,,,,,,,,,2.414468,,,,,,,,,,,,bf63e447-023c-4175-a951-6c8e4654e5c4,166,,,"[33.1, 34.6]",2275120,3,,,,,1.2839329,,Right Foot,,,"[44.9, 74.6]",Low Pass,,41.704197,,,,Esme Beth Morgan,4649.0,,,,,,,1,Regular Play,Lucy Hope,16386.0,Center Defensive Midfield,20,Everton LFC,967,"['376a24b9-616d-4c77-aa44-c75ac914acca', 'bb706033-eb68-4fbc-bbe8-4c4cc0db4e2c']",54,,,,,,,,,,,,,,,Everton LFC,967,00:03:54.450,Pass,True
,,,,,,,,,,,,,,,,3.962112,,,,,,,,,,,,1ab98cbb-5dd0-40ac-885b-4817e61158ff,169,,,"[62.7, 75.2]",2275120,3,,,,,-0.16751754,,Right Foot,,,"[110.6, 67.1]",Low Pass,,48.580036,,,,Simone Magill,15559.0,,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,20,Everton LFC,967,['2e8db07e-ee88-475b-ac59-7dab4f57420c'],59,,,,,,,,,,,,,,,Everton LFC,967,00:03:59.912,Pass,
,,,,,,,,,,,,,,,,0.168385,,,,,,,,,,,,9b296cc3-2c9d-414c-8ee2-df159aaa9949,177,,,"[116.8, 59.4]",2275120,4,,,,,-2.1708465,,Right Foot,,,"[115.5, 57.5]",Ground Pass,,2.302173,,Incomplete,,,,,,,,,,1,Regular Play,Simone Magill,15559.0,Right Wing,20,Everton LFC,967,['e656ef2d-929d-436c-9627-8d55b4df4eda'],6,,,,,,,,,,,,,,,Everton LFC,967,00:04:06.387,Pass,
