50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.929548,,,,,,,,,,,92aa13db-bf5a-4f9d-84fb-3881bb9939a0,37,,"[74.6, 14.1]",2275044,0,,,,,-2.0304756,,Right Foot,,,,"[69.6, 4.0]",,Ground Pass,,11.269872,,,,Katie McCabe,15620.0,,,,,,1,From Kick Off,Jordan Nobbs,10192.0,Center Attacking Midfield,2,Arsenal WFC,968,['4f9f8b9e-52f2-4a78-947f-c4dcf1ecb54d'],27,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:27.546,Pass,
,,,,,,,,,,,,,,,,,0.716254,,,,,,,,,,,8fc4913c-60d5-4d80-8774-47110fb46612,40,,"[69.6, 4.0]",2275044,0,,,,,0.6957514,,Left Foot,,,,"[79.3, 12.1]",,Ground Pass,,12.637246,,,,Bethany Mead,15619.0,,,,,,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Arsenal WFC,968,['67286bb3-5f51-481b-ba1c-f3d363aaef91'],28,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:28.878,Pass,
,,,,,,,,,,,,,,,,,0.619416,,,,,,,,,,,262433a6-f323-4fe4-bf4c-e22860969bea,43,,"[77.8, 13.2]",2275044,0,,,,,2.2974386,,Right Foot,,,,"[74.6, 16.8]",,Ground Pass,,4.816638,,,,Jordan Nobbs,10192.0,,,,,,1,From Kick Off,Bethany Mead,15619.0,Left Wing,2,Arsenal WFC,968,['4802e003-2f50-498e-9182-5d9758a848db'],29,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:29.842,Pass,
,,,,,,,,,,,,,,,,,2.421249,,,,,,,,,,,85d16a79-1526-4732-9ab3-3eb0e5274979,46,,"[75.4, 19.0]",2275044,0,,,,,2.0598426,,Right Foot,,,,"[57.2, 53.2]",,Low Pass,,38.74119,,,,Lisa Evans,10179.0,,,,,,1,From Kick Off,Jordan Nobbs,10192.0,Center Attacking Midfield,2,Arsenal WFC,968,['f1179cae-807a-4df0-b92e-bd295cad43d8'],32,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:32.544,Pass,
,,,,,,,,,,,,,,,,,1.636082,,,,,,,,,,,ac1a0409-5b16-4641-b8d3-ffacbd1ebf82,50,,"[55.7, 71.6]",2275044,0,,,,,-0.328688,,Right Foot,,,,"[85.9, 61.3]",,Ground Pass,,31.90815,,,,Vivianne Miedema,15623.0,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,"['b8153061-b943-4487-b470-f8bd4d04e481', 'c2118048-39ad-4c90-a2e5-c41b173755e4']",37,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:37.735,Pass,True
,,,,,,,,,,,,,,,,,2.272152,,,,,,,,,,,201cbb7b-8a13-4e59-a0ca-2dd9aa3b8630,53,,"[94.9, 76.5]",2275044,0,,True,,,3.1415927,,Left Foot,,,,"[72.6, 76.5]",,Ground Pass,,22.3,,,,Lisa Evans,10179.0,,,,,,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,"['15622248-4ccd-4569-a902-ad29bde33d91', 'ca3064dc-86ce-418e-aacf-46436efeb599']",42,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:42.129,Pass,True
,,,,,,,,,,,,,,,,,0.578135,,,,,,,,,,,67d392a9-26a3-4465-a6ec-a4bb0b771678,57,,"[73.5, 75.4]",2275044,0,,,,,-0.9206618,,Right Foot,,,,"[80.8, 65.8]",,Ground Pass,,12.060266,,,,Jordan Nobbs,10192.0,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,"['50dbeddc-332f-4da0-bc89-29c2fda20c01', 'e1a1d340-27c4-4de8-aa7b-8f648dacc78a']",44,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:44.533,Pass,True
,,,,,,,,,,,,,,,,,1.146494,,,,,,,,,,,0759b695-bcad-475b-ba3d-625373d67bfc,61,,"[80.8, 66.0]",2275044,0,,,,,1.1621778,,Right Foot,,,,"[85.0, 75.7]",,Ground Pass,,10.570241,,,,Danielle van de Donk,10658.0,,,,,,1,From Kick Off,Jordan Nobbs,10192.0,Center Attacking Midfield,2,Arsenal WFC,968,"['4bf5bac9-317c-4066-8023-ff516845ba6a', 'dea497d2-5941-4903-9db4-a728704b5cbe']",45,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:45.174,Pass,True
,,,,,,,,,,,,,,,,,0.402089,,,,,,,,,,,de85e108-4861-4d1f-aafd-6eda9d9487c8,64,,"[85.0, 77.4]",2275044,0,,,,,-1.1071488,,Right Foot,,,,"[86.3, 74.8]",,Ground Pass,,2.9068885,,Incomplete,,,,,,,,,1,From Kick Off,Danielle van de Donk,10658.0,Right Wing,2,Arsenal WFC,968,['3e76f993-8deb-434a-add5-e7c088a9da80'],46,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:46.326,Pass,
,,,,,,,,,,,,,,,,,0.889945,,,,,,,,,,,3dd3ef1f-4c09-4ef8-90ae-e09acb31ae23,67,,"[80.1, 78.0]",2275044,0,,,,,-2.9626756,,Right Foot,,,,"[70.7, 76.3]",,Ground Pass,,9.552486,,,,Lisa Evans,10179.0,,,,,Recovery,1,From Kick Off,Danielle van de Donk,10658.0,Right Wing,2,Arsenal WFC,968,"['901d5c8a-5d66-4390-a560-32dcce70f656', 'a2c7159d-cb04-44c1-bfe5-db468a293785']",48,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:48.366,Pass,True
,,,,,,,,,,,,,,,,,0.802148,,,,,,,,,,,5d89e929-5a0b-4bab-8fae-4719032ac858,71,,"[68.8, 76.5]",2275044,0,,,,,-1.8180581,,Right Foot,,,,"[66.2, 66.2]",,Ground Pass,,10.623088,,,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,"['6b0a8d59-a892-4e57-b92a-a02399ed59c0', 'ce3b01e7-853d-4149-8e75-dcbcbb4f0e2a']",49,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:49.678,Pass,True
,,,,,,,,,,,,,,,,,1.517368,,,,,,,,,,,90f27fe6-2cf3-4299-b99a-3b61a32ae4dc,75,,"[63.4, 53.8]",2275044,0,,,,,-1.706324,,Left Foot,,,,"[60.4, 31.8]",,Ground Pass,,22.203604,,,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Lia Wälti,10405.0,Left Defensive Midfield,2,Arsenal WFC,968,"['5e04e400-1653-418d-aa22-5fae34fda93f', '801fcce6-154f-4020-a43a-f547a8643622']",52,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:52.958,Pass,True
,,,,,,,,,,,,,,,,,0.553815,,,,,,,,,,,a47c0676-8dfe-40e9-a907-655d07c1915e,78,,"[70.3, 26.7]",2275044,0,,,,,-0.034000497,,Right Foot,,,,"[85.0, 26.2]",,Ground Pass,,14.708501,,,,Vivianne Miedema,15623.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Arsenal WFC,968,['1d343ed1-e1bc-4f9f-8e32-1cb6731eaf45'],56,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.272,Pass,
,,,,,,,,,,,,,,,,,1.815967,,,,,,,,,,,4ccca12b-7068-4777-b4c6-30289fa5377b,81,,"[85.0, 26.2]",2275044,0,,,,,1.069532,,Right Foot,,,,"[93.0, 40.8]",,Low Pass,,16.648123,,Incomplete,,Danielle van de Donk,10658.0,,,,,,1,From Kick Off,Vivianne Miedema,15623.0,Center Forward,2,Arsenal WFC,968,"['202bebd1-7451-4f89-bc71-d5250face423', '9ba0e0b8-badf-4fde-9d06-a6ce3167c5f1']",56,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:56.905,Pass,
,,,,,,,,,,,,,,,,,1.597826,,,,,,,,,,,4b9a434d-6e32-4cab-8a32-3b628b273444,91,,"[84.8, 42.5]",2275044,1,,,,,1.6137806,,Right Foot,,,,"[84.0, 61.1]",,Ground Pass,,18.617197,,,,Lisa Evans,10179.0,,,,,,1,From Kick Off,Danielle van de Donk,10658.0,Right Wing,2,Arsenal WFC,968,"['181c06df-d86b-4072-bb88-72a9f4163784', 'eebe2a89-16e0-4ef2-b500-f70910164ae1']",2,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:02.720,Pass,True
,,,,,,,,,,,,,,,,,0.865484,,,,,,,,,,,43bdd7ed-c9e2-4e13-a898-7c3b6fb0bcf8,94,,"[89.1, 62.0]",2275044,1,,,,,-0.48216403,,Right Foot,,,,"[99.8, 56.4]",,Ground Pass,,12.076838,,Incomplete,,Jordan Nobbs,10192.0,,,,,,1,From Kick Off,Lisa Evans,10179.0,Right Back,2,Arsenal WFC,968,"['61c6ae02-1f80-478a-9ec6-97f385fee847', '8bfb84d6-3dda-4209-bac7-732851127bdf']",5,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:05.464,Pass,
,,,,,,,,,,,,,,,,,1.576042,,,,,,,,,,,fb064c08-b794-4e70-a9d3-d7f1470a943f,99,,"[20.5, 22.0]",2275044,1,,,,,0.006230449,,Left Foot,,,,"[52.6, 22.2]",,High Pass,,32.100624,,Incomplete,,Janine Elizabeth Beckie,4992.0,,,,,,1,From Kick Off,Demi Stokes,4651.0,Left Back,2,Arsenal WFC,968,"['29d6e1f5-a5a9-4b94-9cad-947da3f3c10a', '4c89256b-7132-460c-88cc-0cf05a834d0a', '94882090-ea59-4e08-8171-7d7fddf3fc68']",7,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:07.853,Pass,True
,,,,,,,,,,,,,,,,,0.361445,,,,,,,,,,,9c0141b4-04ff-4842-88a4-486b299856b5,103,,"[68.6, 59.4]",2275044,1,,,,,-1.0379524,,Right Foot,,,,"[70.9, 55.5]",,Ground Pass,,4.527693,,Incomplete,,Lia Wälti,10405.0,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,"['9d9e4b98-8f17-4527-ac23-38f912bcf008', 'ed7e3164-3d49-4efd-804e-53b8cbe0ca16']",10,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:10.766,Pass,
,,,,,,,,,,,,,,,,,2.146035,,,,,,,,,,,35110649-0884-4d55-a856-941aaab7f46d,107,,"[66.4, 45.3]",2275044,1,,,,,-1.8277607,,Left Foot,,,,"[62.8, 31.6]",,Ground Pass,,14.165098,,,,Katie McCabe,15620.0,,,,,Recovery,1,From Kick Off,Lia Wälti,10405.0,Left Defensive Midfield,2,Arsenal WFC,968,"['ac172e47-f7f8-4aa2-bd42-fa870132ac8f', 'ba2e077a-c5d9-46a1-a0e6-272966d6bb4e']",12,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:12.647,Pass,True
,,,,,,,,,,,,,,,,,1.286686,,,,,,,,,,,9b650740-4af4-4c68-894d-1ddfe8ea5163,110,,"[63.6, 16.0]",2275044,1,,,,,-0.8226943,,Left Foot,,,,"[76.5, 2.1]",,Ground Pass,,18.96365,,,,Bethany Mead,15619.0,,,,,,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Arsenal WFC,968,['0e96e0f0-cbed-4aa4-a433-e6270d0d60f2'],16,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:16.965,Pass,
,,,,,,,,,,,,,,,,,1.694356,,,,,,,,,,,ac5f0cf2-55c7-4a8f-9da4-b14ec46564e1,114,,"[78.0, 3.8]",2275044,1,,,,,2.8019514,,Right Foot,,,,"[63.0, 9.1]",,Ground Pass,,15.908803,,,,Katie McCabe,15620.0,,,,,,1,From Kick Off,Bethany Mead,15619.0,Left Wing,2,Arsenal WFC,968,"['01d2c013-442f-49fb-ab0a-24aa960ebe87', '514edfa5-29ca-48a7-969b-69a85cefb141']",18,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:18.372,Pass,True
,,,,,,,,,,,,,,,,,0.999801,,,,,,,,,,,2e9de1a0-e559-4dc8-9e61-fa087840b990,117,,"[63.0, 11.3]",2275044,1,,,,,2.5691328,,Left Foot,,,,"[49.5, 20.0]",,Ground Pass,,16.06051,,,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Arsenal WFC,968,['12976fea-4c63-4371-bc6c-e1012fc47af6'],20,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:20.453,Pass,
,,,,,,,,,,,,,,,,,1.68505,,,,,,,,,,,3ee865b1-0889-468d-a851-31e2d09a0db6,120,,"[49.5, 22.0]",2275044,1,,,,,1.9528075,,Right Foot,,,,"[40.3, 44.9]",,Ground Pass,,24.678938,,,,Leah Williamson,18999.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Arsenal WFC,968,['d8ed7877-eb94-4851-87b1-1b00e5646e3c'],25,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:25.480,Pass,
,,,,,,,,,,,,,,,,,1.430334,,,,,,,,,,,464430ed-e19e-41c9-9fad-5f590b3ff056,123,,"[41.0, 43.4]",2275044,1,,,,,-1.194085,,Right Foot,,,,"[48.2, 25.2]",,Ground Pass,,19.57243,,,,Jennifer Patricia Beattie,17524.0,,,,,,1,From Kick Off,Leah Williamson,18999.0,Right Center Back,2,Arsenal WFC,968,['4afaf314-e8c5-466c-b4f9-eecb59f985f5'],27,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:27.999,Pass,
,,,,,,,,,,,,,,,,,1.971163,,,,,,,,,,,3903da1e-22b5-40c7-a2fc-b116691290dd,126,,"[70.9, 26.7]",2275044,1,,,,,-0.993198,,Right Foot,,,,"[84.0, 6.6]",,Low Pass,,23.992083,,,,Katie McCabe,15620.0,,,,,,1,From Kick Off,Jennifer Patricia Beattie,17524.0,Left Center Back,2,Arsenal WFC,968,['28e16ad0-b8b6-4192-8830-50cdf4c0162b'],35,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:35.636,Pass,
,,,,,,,,,,,,,,,,,3.296648,,,,,,,,,,,ac07a139-7d2b-4e8b-94b1-2c5d3bf06edd,129,,"[84.6, 5.7]",2275044,1,,,,,0.4268403,,Left Foot,,,,"[120.0, 21.8]",,Low Pass,,38.889202,,Out,,Bethany Mead,15619.0,,,,,,1,From Kick Off,Katie McCabe,15620.0,Left Back,2,Arsenal WFC,968,['078702fb-494f-4966-9bbf-7ff9da5df425'],38,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:38.720,Pass,
,,,,,,,,,,,,,,,,,1.436457,,,,,,,,,,,c427a65d-f58c-45a1-b45c-eeeac21601e0,131,,"[7.0, 36.1]",2275044,1,,,,,-1.2706251,,Right Foot,,,,"[10.9, 23.5]",,Ground Pass,,13.189769,,,,Gemma Bonner,15554.0,,,,,Goal Kick,1,From Goal Kick,Ellie Roebuck,4637.0,Goalkeeper,3,Manchester City WFC,746,['83cadbac-08f5-44fc-a550-8ccf74903ac5'],51,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:51.200,Pass,
