ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,254c3b55-700d-4d79-9eab-000f572a7152,1,,,,19766,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 10646, 'name': 'Sari van Veenendaal'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10179, 'name': 'Lisa Evans'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 15621, 'name': 'Louise Quinn'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 18998, 'name': 'Emma Mukandi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10666, 'name': 'Dominique Johanna Anna Petrone Janssen'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 10405, 'name': 'Lia Wälti'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 15619, 'name': 'Bethany Mead'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 10658, 'name': 'Danielle van de Donk'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 15623, 'name': 'Vivianne Miedema'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 15620, 'name': 'Katie McCabe'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 15}]}",Arsenal WFC,968,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,ccfa9431-bd23-4cac-aac7-e12432d136c0,2,,,,19766,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,,0,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 19419, 'name': 'Marie Hourihan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19414, 'name': 'Kirsty Barton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16377, 'name': 'Sophie Perry-Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 16397, 'name': 'Chloe Peplow'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 21022, 'name': 'Jenna Legg'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 16399, 'name': 'Kate Natkiel'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Brighton & Hove Albion WFC,965,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,87b6993d-2eef-4086-9b5e-c00bf872affe,3,,,,19766,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['ddb2faaa-9596-406f-bee0-30bb29db4e9d'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,ddb2faaa-9596-406f-bee0-30bb29db4e9d,4,,,,19766,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal WFC,968,['87b6993d-2eef-4086-9b5e-c00bf872affe'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,ccb107bf-ff64-415e-b343-36a98ddc7a05,1654,,,,19766,45,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Brighton & Hove Albion WFC,965,['3bbbb6e0-5145-4816-b5c7-80849e1be157'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,3bbbb6e0-5145-4816-b5c7-80849e1be157,1655,,,,19766,45,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Brighton & Hove Albion WFC,965,['ccb107bf-ff64-415e-b343-36a98ddc7a05'],0,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:00.000,Half Start,
,,,,,,,,,,,,,1.593057,,,,,,,,,,,f8d8ef81-e9e9-4897-9d8a-270773fe2eb3,5,,,"[60.0, 40.0]",19766,0,,,,-2.5213432,,,Left Foot,,,,"[46.0, 30.0]",,Ground Pass,17.20465,,Lia Wälti,10405.0,,,Kick Off,1,From Kick Off,Vivianne Miedema,15623.0,Right Center Forward,2,Arsenal WFC,968,['b797ec7c-c788-48f1-8f7f-7c5c8cecaef1'],0,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:00.091,Pass,
,,,,,,,,,,,,,1.710229,,,,,,,,,,,43b34fbd-aa5f-42b0-8ba1-d216a65a2e21,8,,,"[46.0, 30.0]",19766,0,,,,-1.6162196,,,Right Foot,,,,"[45.0, 8.0]",,Ground Pass,22.022715,,Emma Mukandi,18998.0,,,,1,From Kick Off,Lia Wälti,10405.0,Left Defensive Midfield,2,Arsenal WFC,968,['6052cd76-c72a-474a-a6b2-90daa7f97e56'],4,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:04.005,Pass,
,,,,,,,,,,,,,1.477263,,,,,,,,,,,c8036c68-22af-4bc8-923c-643dd6b674e7,11,,,"[45.0, 8.0]",19766,0,,,,2.2794225,,,Left Foot,,,,"[33.0, 22.0]",,Ground Pass,18.439089,,Louise Quinn,15621.0,,,,1,From Kick Off,Emma Mukandi,18998.0,Left Back,2,Arsenal WFC,968,['3a9ec3b2-6ebf-4486-a62a-850371030678'],7,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:07.015,Pass,
,,,,,,,,,,,,,0.857885,,,,,,,,,,,d184f2f5-bbde-450e-934d-e7915198de1c,14,,,"[33.0, 24.0]",19766,0,,,,1.5707964,,,Left Foot,,,,"[33.0, 59.0]",,Ground Pass,35.0,,Leah Williamson,18999.0,,,,1,From Kick Off,Louise Quinn,15621.0,Left Center Back,2,Arsenal WFC,968,['093005b8-e9e0-4752-a501-0d11886c7363'],11,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:11.079,Pass,
