50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.650298,,,,,,,,,,,,78abe87c-9a7f-4576-bfe3-dee45cce7bd9,16,,,"[32.6, 58.0]",3775635,0,,,,,-0.6524964,,Left Foot,,,,"[53.8, 41.8]",High Pass,,26.68108,,,Claire Emslie,4646.0,,,,,,,1,Regular Play,Megan Finnigan,18254.0,Right Center Back,3,Everton LFC,967,['ba0c2536-1325-4e41-a653-7d8ef43c216b'],7,,,,,,,,,,,,,,,,Everton LFC,967,00:00:07.216,Pass,
,,,,,,,,,,,,,,,,,,,3.380444,,,,,,,,,,,,c2996f0a-b12b-4327-84ce-68346b5c0bbd,19,,,"[55.9, 36.1]",3775635,0,,,,,0.5710657,,Right Foot,,,,"[93.1, 60.0]",High Pass,,44.215946,Incomplete,,Kenza Dali,15421.0,,,,,,Recovery,1,Regular Play,Grace Fisk,34232.0,Center Back,3,Everton LFC,967,"['2d241384-fe1a-432f-ba75-42a76062fe81', '7173a04d-478f-4448-a0ce-2d185d0dc229']",11,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:11.591,Pass,
,,,,,,,,,,,,,,,,,,,1.469771,,,,,,,,,,,,48020661-85b8-4e15-89a9-b03829616357,26,,,"[104.4, 72.1]",3775635,0,,,,,-1.4131994,,Right Foot,True,,,"[108.5, 46.3]",High Pass,,26.123743,Incomplete,,,,,,,,,,1,Regular Play,Kenza Dali,15421.0,Left Center Midfield,3,Everton LFC,967,['323e5fe7-2336-43d5-b700-a909aa125b87'],21,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:21.562,Pass,
,,,,,,,,,,,,,,,,,,,1.195556,,,,,,,,,,,,0b7a5aaa-3d51-4716-afe4-aab4af0d9bc9,29,,,"[120.0, 0.1]",3775635,1,,,,,1.7832284,,Right Foot,,,,"[113.4, 30.7]",High Pass,True,31.303675,Incomplete,,Grace Fisk,34232.0,,,,Inswinging,,Corner,1,From Corner,Kenza Dali,15421.0,Left Center Midfield,4,West Ham United LFC,972,"['28d8e048-bcda-4650-a246-d8f8399e6ced', 'c705fdd2-a45b-4fc4-88bd-9d60e920a59f']",5,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:05.727,Pass,
,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,6d1d6a86-211f-41c6-93cd-79d94a353ff5,33,,,"[117.5, 54.3]",3775635,1,,,,,-1.1760052,,Right Foot,True,,,"[120.0, 48.3]",High Pass,,6.5,Out,,,,,,,,,Recovery,1,From Corner,Dagný Brynjarsdóttir,10124.0,Right Center Midfield,4,West Ham United LFC,972,,9,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:09.406,Pass,
,,,,,,,,,,,,,,,,,,,1.508745,,,,,,,,,,,,5df5c34f-a65d-4fc1-a86b-d79b728b8086,34,,,"[7.0, 44.1]",3775635,1,,,,,-1.5842184,,Right Foot,,,,"[6.8, 29.2]",Ground Pass,,14.901342,,,Rikke Læntver Sevecke,15789.0,,,,,,Goal Kick,1,From Goal Kick,Alexandra MacIver,34360.0,Goalkeeper,5,Everton LFC,967,['f19ebf8b-011b-4bd6-9e90-8eae1e5b0727'],18,,,,,,,,,,,,,,,,Everton LFC,967,00:01:18.074,Pass,
,,,,,,,,,,,,,,,,,,,1.860569,,,,,,,,,,,,9ab35f18-b013-41d5-8609-23a394a53435,37,,,"[6.8, 29.2]",3775635,1,,,,,-0.9709319,,Right Foot,,,,"[20.0, 9.9]",Ground Pass,,23.382257,,,Poppy Pattinson,17274.0,,,,,,,1,From Goal Kick,Rikke Læntver Sevecke,15789.0,Left Center Back,5,Everton LFC,967,['588ad929-427c-40c1-ac46-4348a3e61871'],20,,,,,,,,,,,,,,,,Everton LFC,967,00:01:20.424,Pass,
,,,,,,,,,,,,,,,,,,,1.340385,,,,,,,,,,,,cb808ea9-4db3-4e71-8b4b-633668461b18,40,,,"[20.8, 9.9]",3775635,1,,,,,2.426501,,Left Foot,,,,"[9.4, 19.8]",Ground Pass,,15.098676,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,From Goal Kick,Poppy Pattinson,17274.0,Left Back,5,Everton LFC,967,['7f01776f-49d5-4143-a973-1eba9509439a'],23,,,,,,,,,,,,,,,,Everton LFC,967,00:01:23.290,Pass,
,,,,,,,,,,,,,,,,,,,1.881959,,,,,,,,,,,,2e7046f7-3f30-4693-8104-67a88aef3c2f,44,,,"[8.7, 18.6]",3775635,1,,,,,0.28144148,,Left Foot,,,,"[38.1, 27.1]",High Pass,,30.604084,Incomplete,,,,,,,,,,1,From Goal Kick,Rikke Læntver Sevecke,15789.0,Left Center Back,5,Everton LFC,967,"['c3decbe4-bb76-408c-873f-c5afa701cd86', 'd1fb46e9-8c7a-4218-afcc-2a32c9fa410a']",24,,,,,,,,,,,,,,,,Everton LFC,967,00:01:24.710,Pass,True
,,,,,,,,,,,,,,,,,,,1.550784,,,,,,,,,,,,20349046-fd02-4013-8d68-41140c1112b5,47,,,"[82.4, 53.0]",3775635,1,,,,,-0.4808873,,Right Foot,,,,"[96.2, 45.8]",High Pass,,15.565346,,,Dagný Brynjarsdóttir,10124.0,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,6,West Ham United LFC,972,['b380a9da-2004-4198-839f-11af2ea4d506'],27,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:27.912,Pass,
,,,,,,,,,,,,,,,,,,,1.229412,,,,,,,,,,,,f25b3a8e-9c7e-49f8-937e-a3838df7fe11,50,,,"[96.2, 45.8]",3775635,1,,,,True,-0.77403504,8c3ee191-54fb-48e1-ba28-0541e30d76a5,,,,,"[105.1, 37.1]",Low Pass,,12.445883,,,Kenza Dali,15421.0,True,,,,,,1,Regular Play,Dagný Brynjarsdóttir,10124.0,Right Center Midfield,6,West Ham United LFC,972,"['077d9cba-c765-4c75-9771-8a0ef51a9850', '5b6cf39a-860f-491a-a818-c47375a9a8c9']",29,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:29.503,Pass,True
,,,,,,,,,,,,,,,,,,,0.893243,,,,,,,,,,,,a43ac011-cc8d-4b9b-98cf-0b3cb8ebc3f3,61,,,"[88.2, 55.9]",3775635,1,,,,True,-2.5917394,,,,,,"[82.0, 52.1]",Low Pass,,7.2718635,,,Kate Longhurst,18147.0,,,,,,Recovery,1,Regular Play,Cecilie Redisch Kvamme,31553.0,Right Wing Back,6,West Ham United LFC,972,"['0ee96dba-af59-4ed7-b581-61207e77c095', '5408171b-76a6-4e8d-b011-e9b6b6a581ed']",37,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:37.096,Pass,True
,,,,,,,,,,,,,,,,,,,1.512909,,,,,,,,,,,,17ebd045-5eb6-46d3-86f8-60c078ea5716,64,,,"[78.3, 52.1]",3775635,1,,,,,2.5667665,,Right Foot,,,,"[62.4, 62.4]",Ground Pass,,18.944656,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,6,West Ham United LFC,972,['369ccf8c-074e-4b54-9305-78c7b12e4ee4'],39,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:39.702,Pass,
,,,,,,,,,,,,,,,,,,,1.366431,,,,,,,,,,,,8fccb0d2-464b-4232-9edc-c265517e6ca7,67,,,"[62.4, 62.4]",3775635,1,,,,,0.089049585,,Right Foot,,,,"[90.4, 64.9]",Ground Pass,,28.111385,Incomplete,,Cecilie Redisch Kvamme,31553.0,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,6,West Ham United LFC,972,"['12eac599-d0e4-41b4-b99d-ce77af3082ec', '8f75938c-3e85-441d-8c1f-02aa541d3d91']",42,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:42.120,Pass,
,,,,,,,,,,,,,,,,,,,1.496931,,,,,,,,,,,,12eac599-d0e4-41b4-b99d-ce77af3082ec,69,,,"[29.7, 15.2]",3775635,1,,,,,0.23523238,,Left Foot,,,,"[41.8, 18.1]",Ground Pass,,12.442669,,,Claire Emslie,4646.0,,,,,,Recovery,1,Regular Play,Poppy Pattinson,17274.0,Left Back,7,Everton LFC,967,"['8fccb0d2-464b-4232-9edc-c265517e6ca7', 'c9b60c57-0b96-4bf4-823d-c2dd784ae92f']",43,,,,,,,,,,,,,,,,Everton LFC,967,00:01:43.486,Pass,
,,,,,,,,,,,,,,,,,,,0.853968,,,,,,,,,,,,5e3b32a6-5e26-464c-869e-fab49436d921,74,,,"[36.0, 17.7]",3775635,1,,,,,2.7643435,,Right Foot,,,,"[30.7, 19.8]",Ground Pass,,5.700877,,,Abbey-Leigh Stringer,15573.0,,,,,,,1,Regular Play,Claire Emslie,4646.0,Left Wing,7,Everton LFC,967,['2961e197-cc88-4c7c-b87c-d84853c542f1'],46,,,,,,,,,,,,,,,,Everton LFC,967,00:01:46.508,Pass,
,,,,,,,,,,,,,,,,,,,0.622223,,,,,,,,,,,,a3b725d2-d4e3-4d48-a464-626c5d777e35,78,,,"[29.5, 20.3]",3775635,1,,,,,2.7849724,,Right Foot,,,,"[24.4, 22.2]",Ground Pass,,5.4424257,,,Rikke Læntver Sevecke,15789.0,,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Left Center Midfield,7,Everton LFC,967,['4d7d2ae0-48cb-49a3-9f0a-647722880fad'],50,,,,,,,,,,,,,,,,Everton LFC,967,00:01:50.520,Pass,
,,,,,,,,,,,,,,,,,,,2.649755,,,,,,,,,,,,81bee487-46eb-4bfb-849d-194694cdfbf2,80,,,"[22.9, 22.7]",3775635,1,,,,,-0.0981294,,Right Foot,,,,"[42.2, 20.8]",High Pass,,19.393297,Incomplete,,Isobel Mary Christiansen,4645.0,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Left Center Back,7,Everton LFC,967,"['4922f4a4-2e43-46b4-97b8-bd61f9033190', '54e87340-e94d-4ba4-b964-dd9101a75d52']",51,,,,,,,,,,,,,,,,Everton LFC,967,00:01:51.142,Pass,
,,,,,,,,,,,,,,,,,,,3.76489,,,,,,,,,,,,de8b6eb9-f605-4e0e-8b22-a337b81451a5,86,,,"[77.4, 60.5]",3775635,1,,,,,-0.5355157,,Right Foot,,,,"[116.5, 37.3]",High Pass,,45.46482,Incomplete,,Kenza Dali,15421.0,,,,,,,1,Regular Play,Kate Longhurst,18147.0,Center Defensive Midfield,7,Everton LFC,967,"['4220b4a0-81e7-4943-896b-974e38bf97e8', '7e582094-5f9b-4310-8a90-c79aebc6572f']",54,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:54.716,Pass,
,,,,,,,,,,,,,,,,,,,2.204523,,,,,,,,,,,,9234fe10-0c7a-4f69-8e1a-4adc8688ab26,90,,,"[15.0, 42.0]",3775635,2,,,,,-1.2015495,,Keeper Arm,,,,"[27.5, 9.7]",Low Pass,,34.634377,,,Poppy Pattinson,17274.0,,,,,,,1,Regular Play,Alexandra MacIver,34360.0,Goalkeeper,7,Everton LFC,967,['44bc8c39-8a24-486d-af5d-cb2df827370d'],2,,,,,,,,,,,,,,,,Everton LFC,967,00:02:02.153,Pass,
,,,,,,,,,,,,,,,,,,,1.868346,,,,,,,,,,,,cb1f1faf-d644-4654-aa45-17864ae38055,94,,,"[35.7, 11.9]",3775635,2,,,,,0.106492154,,Left Foot,,,,"[64.7, 15.0]",Ground Pass,,29.165218,,,Claire Emslie,4646.0,,,,,,,1,Regular Play,Poppy Pattinson,17274.0,Left Back,7,Everton LFC,967,"['81c9285d-da07-4e49-a55b-1ff74a7a73ae', '9ea368a2-0421-48ce-a34a-56f5788e5f1b']",5,,,,,,,,,,,,,,,,Everton LFC,967,00:02:05.924,Pass,True
,,,,,,,,,,,,,,,,,,,5.222685,,,,,,,,,,,,506faeeb-f486-4508-a8cc-5a20d72a51c7,100,,,"[56.4, 65.3]",3775635,2,,,,,0.052995518,,Right Foot,,,,"[107.3, 68.0]",High Pass,,50.97156,Incomplete,,Martha Thomas,31558.0,,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,Everton LFC,967,"['6cacecc9-f0d3-4f21-8e5b-446055e35fd6', '8f13d067-9cd7-4977-bf88-26c97c900cd2']",10,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:10.644,Pass,
,,,,,,,,,,,,,,,,,,,1.739729,,,,,,,,,,,,1126ae5d-c5ab-4d03-91c7-8f0c237aa63b,105,,,"[6.3, 15.0]",3775635,2,,,,,-1.2767572,,Left Foot,,,,"[10.6, 0.8]",Low Pass,,14.836779,Out,,,,,,,,,,1,Regular Play,Rikke Læntver Sevecke,15789.0,Left Center Back,7,Everton LFC,967,,17,,,,,,,,,,,,,,,,Everton LFC,967,00:02:17.903,Pass,
,,,,,,,,,,,,,,,,,,,1.143337,,,,,,,,,,,,6eed73c2-412b-4f02-9e40-985735b60fc7,106,,,"[111.9, 80.0]",3775635,2,,,,,-1.5376959,,,,,,"[112.4, 64.9]",Low Pass,,15.108275,,,Kenza Dali,15421.0,,,,,,Throw-in,1,From Throw In,Dagný Brynjarsdóttir,10124.0,Right Center Midfield,8,West Ham United LFC,972,['6a94fbc2-f7e5-41e8-9725-c96bdc09e2c8'],42,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:42.626,Pass,
,,,,,,,,,,,,,,,,,,,1.3303,,,,,,,,,,,,4015e5d7-9276-42fb-891d-60b34650fa11,109,,,"[111.9, 64.9]",3775635,2,,,,,2.9441972,,Left Foot,,,,"[96.4, 68.0]",Ground Pass,,15.80696,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,From Throw In,Kenza Dali,15421.0,Left Center Midfield,8,West Ham United LFC,972,['f90ae4fe-b74d-427f-8a58-2cf079cff390'],45,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:45.576,Pass,
,,,,,,,,,,,,,,,,,,,1.432866,,,,,,,,,,,,70ab75c3-985f-44f4-bf5a-bc112af9c444,112,,,"[96.4, 68.0]",3775635,2,,,,,-1.1840258,,Right Foot,True,,,"[108.7, 37.8]",High Pass,,32.60874,Incomplete,,Martha Thomas,31558.0,,,,,,,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,8,West Ham United LFC,972,"['94e715c2-dfda-421d-9738-26ee6a6d4164', 'ea1efeeb-dc87-4331-b27c-1343824bb807']",46,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:46.987,Pass,
,,,,,,,,,,,,,,,,,,,1.799392,,,,,,,,,,,,f64c9d31-2955-42b4-b7bb-e4fd44e5510c,115,,,"[120.0, 80.0]",3775635,3,,,,,-1.7124307,,Right Foot,,,,"[112.4, 26.7]",High Pass,,53.83911,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Kenza Dali,15421.0,Left Center Midfield,9,West Ham United LFC,972,['b656d12b-bff0-4fb0-9579-3e93416a9b8c'],10,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:10.734,Pass,
,,,,,,,,,,,,,,,,,,,2.118664,,,,,,,,,,,,7b7fdf56-cebc-428a-bd88-339788d5ff46,118,,,"[120.0, 80.0]",3775635,3,,,,,-1.7634971,,Right Foot,,,,"[110.4, 30.8]",High Pass,,50.12784,Incomplete,True,,,,,True,Outswinging,,Corner,1,From Corner,Kenza Dali,15421.0,Left Center Midfield,10,West Ham United LFC,972,['8e722960-4034-48bc-8db1-eca99765e596'],34,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:34.762,Pass,
,,,,,,,,,,,,,,,,,,,2.08776,,,,,,,,,,,,14d2c1a9-58a5-4e71-8bc5-b9aee01d670c,124,,,"[90.6, 19.0]",3775635,3,,,,,2.9401376,,Right Foot,,,,"[62.2, 24.8]",Ground Pass,,28.986204,,,Hawa Cissoko,31157.0,,,,,,,1,From Corner,Mayumi Pacheco,15724.0,Left Wing Back,10,West Ham United LFC,972,['cbc00539-6805-4baa-97d4-f5a31e230302'],40,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:40.900,Pass,
,,,,,,,,,,,,,,,,,,,3.713393,,,,,,,,,,,,20e2c0b7-492e-4c03-9ded-6a74b1fe601a,127,,,"[62.4, 24.8]",3775635,3,,,,,0.046032716,,Right Foot,,,,"[114.5, 27.2]",High Pass,,52.15525,Incomplete,,,,,,,,,,1,From Corner,Hawa Cissoko,31157.0,Left Center Back,10,West Ham United LFC,972,['ba38285a-d04b-4613-a122-55bed6a5c4d6'],43,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:43.028,Pass,
,,,,,,,,,,,,,,,,,,,2.743465,,,,,,,,,,,,f21546c6-80f9-400c-ab9b-1b494ce3507e,130,,,"[19.6, 52.2]",3775635,4,,,,,0.12082511,,Right Foot,,,,"[78.9, 59.4]",High Pass,,59.7355,Incomplete,,,,,,,,,,1,From Corner,Alexandra MacIver,34360.0,Goalkeeper,10,West Ham United LFC,972,['5ef7d4c8-e24a-46ef-ab9d-1af4c9021974'],0,,,,,,,,,,,,,,,,Everton LFC,967,00:04:00.651,Pass,
,,,,,,,,,,,,,,,,,,,0.787995,,,,,,,,,,,,5ef7d4c8-e24a-46ef-ab9d-1af4c9021974,131,,,"[41.2, 20.7]",3775635,4,,,,,0.033320997,,Right Foot,,,,"[47.2, 20.9]",Low Pass,,6.0033326,Incomplete,,,,,,,,,Recovery,1,From Corner,Hawa Cissoko,31157.0,Left Center Back,10,West Ham United LFC,972,"['ef73f65d-b024-47c5-8ce8-a07e82577e0d', 'f21546c6-80f9-400c-ab9b-1b494ce3507e']",3,,,,,,,,,,,,,,,,West Ham United LFC,972,00:04:03.394,Pass,
