50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,aa83c2da-936f-418e-9a9c-76d2b6531412,1,,,18243,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 41221, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5721, 'name': 'Daniel Carvajal Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2ce513d7-b156-4951-b054-42b14cc0717d,2,,,18243,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,,"{'formation': 4222, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5fea79a2-4748-4ac0-b73a-a5f0dddc562b,3,,,18243,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['5b573194-f57a-438f-9b1d-2b26a832516b'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5b573194-f57a-438f-9b1d-2b26a832516b,4,,,18243,0,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['5fea79a2-4748-4ac0-b73a-a5f0dddc562b'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,91d368a8-c260-4992-a5ce-ec2a21976942,1967,,,18243,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Real Madrid,220,['7f7d6a98-139b-49b1-b3f6-2e1f437a2ff1'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7f7d6a98-139b-49b1-b3f6-2e1f437a2ff1,1968,,,18243,45,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Real Madrid,220,['91d368a8-c260-4992-a5ce-ec2a21976942'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,121d435c-4857-4936-9d0b-a0e84ec06ead,3573,,,18243,90,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,,,,201,Atlético Madrid,212,['6c9f4abb-9314-41d2-9391-288d82df389f'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6c9f4abb-9314-41d2-9391-288d82df389f,3574,,,18243,90,,,,,,,,,,,,,,,,,,,,,3,From Free Kick,,,,201,Atlético Madrid,212,['121d435c-4857-4936-9d0b-a0e84ec06ead'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4bf49d3d-d019-4ae5-8a2d-d71394596bb4,4204,,,18243,105,,,,,,,,,,,,,,,,,,,,,4,From Corner,,,,243,Atlético Madrid,212,['b30e629e-c437-4be1-9e77-856e9392d069'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b30e629e-c437-4be1-9e77-856e9392d069,4205,,,18243,105,,,,,,,,,,,,,,,,,,,,,4,From Corner,,,,243,Atlético Madrid,212,['4bf49d3d-d019-4ae5-8a2d-d71394596bb4'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
