50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f208a9af-4730-4b10-89b0-afb10145ce5f,1,,,,3889148,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 38640, 'name': 'Neri Alberto Pumpido Barrinat'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 38657, 'name': 'Óscar Alfredo Ruggeri Zocola'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 38642, 'name': 'José Luis Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 38643, 'name': 'José Luis Cuciuffo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 9}, {'player': {'id': 38654, 'name': 'Ricardo Omar Giusti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 38661, 'name': 'Julio Jorge Olarticoechea'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 16}, {'player': {'id': 38645, 'name': 'Sergio Daniel Batista'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 38644, 'name': 'Héctor Adolfo Enrique'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 38646, 'name': 'Jorge Luis Burruchaga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 38647, 'name': 'Jorge Alberto Francisco Valdano Castellano'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Argentina,779,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18802858-681a-4dcd-982f-ff55a0d2ea1b,2,,,,3889148,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 398746, 'name': 'Jean-Marie Pfaff'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 398749, 'name': 'Stéphane Demol'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 398747, 'name': 'Georges Grün'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 13}, {'player': {'id': 398763, 'name': 'Michel Renquin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 398767, 'name': 'Eric Gerets'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 398748, 'name': 'Patrick Vervoort'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 22}, {'player': {'id': 398764, 'name': 'Jan Ceulemans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 398766, 'name': 'Enzo Scifo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 398762, 'name': 'Franky Vercauteren'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 398750, 'name': 'Daniel Veyt'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 398765, 'name': 'Nico Claesen'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 16}]}",Belgium,782,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af917cb7-1399-44a9-8ae4-e648a5a9cdf5,3,,,,3889148,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,['041b4ed9-765a-4f0e-8fc6-ae0944556d80'],0,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,041b4ed9-765a-4f0e-8fc6-ae0944556d80,4,,,,3889148,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,['af917cb7-1399-44a9-8ae4-e648a5a9cdf5'],0,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,02a73445-f9d3-4463-a19b-fc4f84b3445f,1614,,,,3889148,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Belgium,782,['c5144e48-1fbe-4786-8f8b-a69b6933ddd1'],0,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c5144e48-1fbe-4786-8f8b-a69b6933ddd1,1615,,,,3889148,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,103,Belgium,782,['02a73445-f9d3-4463-a19b-fc4f84b3445f'],0,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.543665,,,,,,,,,,,,,24b3c6cd-1d0b-49bd-b58d-5b7818805d7f,5,,,"[61.0, 40.1]",3889148,0,,,,,1.8045396,,Right Foot,,,"[59.5, 46.4]",,Ground Pass,,6.47611,,,,Daniel Veyt,398750.0,,,,,Kick Off,1,From Kick Off,Nico Claesen,398765.0,Left Center Forward,2,Belgium,782,['f14a555e-8b2a-450f-8056-120cd329d971'],0,,,,,,,,,,,,,,,,,Belgium,782,00:00:00.431,Pass,
,,,,,,,,,,,,,,,,0.939982,,,,,,,,,,,,,aeba18ff-5872-4c40-b914-907be2ffdd58,8,,,"[59.5, 46.2]",3889148,0,,,,,-2.8216183,,Right Foot,,,"[42.6, 40.6]",,Ground Pass,,17.803652,,,,Georges Grün,398747.0,,,,,,1,From Kick Off,Daniel Veyt,398750.0,Right Center Forward,2,Belgium,782,['b011c690-070d-418b-9b96-d0a9b63f6c1d'],1,,,,,,,,,,,,,,,,,Belgium,782,00:00:01.115,Pass,
,,,,,,,,,,,,,,,,1.110283,,,,,,,,,,,,,659ecfde-d81b-4885-86f5-5a2f3ebf8295,11,,,"[45.4, 40.0]",3889148,0,,,,,1.4940244,,Right Foot,,,"[46.7, 56.9]",,Ground Pass,,16.949926,,,,Eric Gerets,398767.0,,,,,,1,From Kick Off,Georges Grün,398747.0,Center Back,2,Belgium,782,['17e6f99e-986f-42c9-b4fa-dc13c83570ee'],3,,,,,,,,,,,,,,,,,Belgium,782,00:00:03.142,Pass,
,,,,,,,,,,,,,,,,0.922546,,,,,,,,,,,,,a19269e3-2357-4393-a330-5923c94e7e46,14,,,"[46.7, 56.9]",3889148,0,,,,,-1.1571071,,Right Foot,,,"[50.3, 48.7]",,Ground Pass,,8.955445,,,,Georges Grün,398747.0,,,,,,1,From Kick Off,Eric Gerets,398767.0,Right Wing Back,2,Belgium,782,['8b389569-a066-4ab2-a134-a8dd74e1cb66'],4,,,,,,,,,,,,,,,,,Belgium,782,00:00:04.390,Pass,
