ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98e24382-faec-4ca1-a87e-929a28e7116d,1,,,3750191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,,0,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 38640, 'name': 'Neri Alberto Pumpido Barrinat'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 18}, {'player': {'id': 38643, 'name': 'José Luis Cuciuffo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 9}, {'player': {'id': 38642, 'name': 'José Luis Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 38657, 'name': 'Óscar Alfredo Ruggeri Zocola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 38654, 'name': 'Ricardo Omar Giusti'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 14}, {'player': {'id': 38661, 'name': 'Julio Jorge Olarticoechea'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 16}, {'player': {'id': 38645, 'name': 'Sergio Daniel Batista'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 38644, 'name': 'Héctor Adolfo Enrique'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 38646, 'name': 'Jorge Luis Burruchaga'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 38641, 'name': 'Diego Armando Maradona'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 38647, 'name': 'Jorge Alberto Francisco Valdano Castellano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Argentina,779,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f9399122-dc4b-4685-b13c-505e1c86c6cc,2,,,3750191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 38658, 'name': 'Peter Shilton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 38649, 'name': 'Gary Michael Stevens'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 38653, 'name': 'Terry Fenwick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 38659, 'name': 'Terry Butcher'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 38650, 'name': 'Kenny Sansom'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 38660, 'name': 'Glenn Hoddle'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 38656, 'name': 'Peter Reid'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 38651, 'name': 'Trevor Steven'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 38648, 'name': 'Steve Hodge'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 38559, 'name': 'Peter Beardsley'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 38662, 'name': 'Gary Lineker'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",England,768,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3a1eafa7-9f36-43b4-9b3a-6b5f8ad23b3b,3,,,3750191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,['06b3c460-01cf-49ba-84f0-f25cf03b5d3a'],0,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,06b3c460-01cf-49ba-84f0-f25cf03b5d3a,4,,,3750191,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Argentina,779,['3a1eafa7-9f36-43b4-9b3a-6b5f8ad23b3b'],0,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ef21828c-8f78-43b1-b7ab-417de9bf0590,1571,,,3750191,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,England,768,['6d14540a-064b-4443-ba1d-428caf28b733'],0,,,,,,,,,,,,,,,,,Argentina,779,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6d14540a-064b-4443-ba1d-428caf28b733,1572,,,3750191,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,England,768,['ef21828c-8f78-43b1-b7ab-417de9bf0590'],0,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.519033,,,,,,,,,,,,,,78c4c95e-c90f-48e5-8fc9-a05d58dd9851,5,,"[61.0, 40.1]",3750191,0,,,,2.145101,,Right Foot,,,"[59.9, 41.8]",,Ground Pass,,2.0248456,,,,Gary Lineker,38662.0,,,,,Kick Off,1,From Kick Off,Peter Beardsley,38559.0,Right Center Forward,2,England,768,['0df0c37e-c5e9-436c-8bce-fce1e7c65c86'],0,,,,,,,,,,,,,,,,,England,768,00:00:00.194,Pass,
,,,,,,,,,,,,,,0.506074,,,,,,,,,,,,,,ef8a9aaf-c3c4-4863-89d1-60f97e4917e8,8,,"[58.2, 41.1]",3750191,0,,,,-2.9829373,,Right Foot,,,"[55.7, 40.7]",,Ground Pass,,2.531798,,,,Glenn Hoddle,38660.0,,,,,,1,From Kick Off,Gary Lineker,38662.0,Left Center Forward,2,England,768,['d6d9852c-f20d-46b6-9456-2d88e3bc1cf0'],0,,,,,,,,,,,,,,,,,England,768,00:00:00.753,Pass,
,,,,,,,,,,,,,,1.930918,,,,,,,,,,,,,,f80bd866-958d-46c0-8f8a-651dce50a7a2,12,,"[56.0, 42.7]",3750191,0,,,,-2.2883973,,Right Foot,,,"[40.9, 25.4]",,Ground Pass,,22.963015,,,,Kenny Sansom,38650.0,,,,,,1,From Kick Off,Glenn Hoddle,38660.0,Right Defensive Midfield,2,England,768,"['3722caa8-e5a5-4a6d-b858-17469cffc9e2', '46826ae5-5e30-4d4b-94ae-a0b1d8c26b21']",2,,,,,,,,,,,,,,,,,England,768,00:00:02.025,Pass,True
,,,,,,,,,,,,,,1.954041,,,,,,,,,,,,,,89a1f99c-fdc6-4099-85a9-a4b773a98dac,15,,"[40.9, 25.0]",3750191,0,,,,-1.0382282,,Left Foot,,,"[53.1, 4.3]",,Ground Pass,,24.027693,,,,Steve Hodge,38648.0,,,,,,1,From Kick Off,Kenny Sansom,38650.0,Left Back,2,England,768,['8cd3abc8-ac6b-481e-aa29-a2f5bed0c4b7'],5,,,,,,,,,,,,,,,,,England,768,00:00:05.099,Pass,
,,,,,,,,,,,,,,1.494612,,,,,,,,,,,,,,1a081f3c-3b93-4a33-8865-af0d80486373,18,,"[53.1, 4.3]",3750191,0,,,,1.9513026,,Left Foot,,,"[46.9, 19.8]",,Ground Pass,,16.694012,,,,Kenny Sansom,38650.0,,,,,,1,From Kick Off,Steve Hodge,38648.0,Left Midfield,2,England,768,['fc44721c-0b9d-43e7-9694-fdcf34c61ee3'],7,,,,,,,,,,,,,,,,,England,768,00:00:07.181,Pass,
,,,,,,,,,,,,,,1.379446,,,,,,,,,,,,,,b61f29a4-fad2-4e53-a7a1-75402eb39d55,22,,"[44.0, 18.1]",3750191,0,,,,2.7480307,,Left Foot,,,"[15.1, 30.1]",,Ground Pass,,31.292332,,,,Terry Butcher,38659.0,,,,,,1,From Kick Off,Kenny Sansom,38650.0,Left Back,2,England,768,['3b4f185c-707d-44c6-9380-ae5686059dc2'],9,,,,,,,,,,,,,,,,,England,768,00:00:09.409,Pass,
,,,,,,,,,,,,,,3.062503,,,,,,,,,,,,,,e30b9229-b06e-4eed-b2b7-75610cb4fb1d,25,,"[15.1, 30.1]",3750191,0,,,,1.3491807,,Right Foot,,,"[24.0, 69.6]",,Ground Pass,,40.490246,,,,Gary Michael Stevens,38649.0,,,,,,1,From Kick Off,Terry Butcher,38659.0,Left Center Back,2,England,768,['5236829a-4b88-4968-a29e-4a66140657db'],12,,,,,,,,,,,,,,,,,England,768,00:00:12.925,Pass,
,,,,,,,,,,,,,,1.193021,,,,,,,,,,,,,,19444d4d-fc1d-4633-af4a-43c5670245c1,28,,"[35.3, 72.0]",3750191,0,,,,-2.0730987,,Right Foot,,,"[27.5, 57.8]",,Ground Pass,,16.201235,,,,Terry Fenwick,38653.0,,,,,,1,From Kick Off,Gary Michael Stevens,38649.0,Right Back,2,England,768,['1acca92d-c273-48f1-ae2c-e552f48cfdcb'],18,,,,,,,,,,,,,,,,,England,768,00:00:18.367,Pass,
