50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d3f74209-5bdc-4c6b-9c49-c644f887cf62,1,,,3825573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d3200889-f8eb-4e44-9362-bb57b708cfd9,2,,,3825573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26633, 'name': 'Alberto Lora Ramos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 11}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6573, 'name': 'Bernardo José Espinosa Zúñiga'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 18925, 'name': 'Ignacio Cases Mora'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Sporting Gijón,1041,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,08e2a0f1-06d2-4191-a549-983355c65604,3,,,3825573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['67663a15-94e2-4b7d-a98c-9bdbacb79457'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,67663a15-94e2-4b7d-a98c-9bdbacb79457,4,,,3825573,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['08e2a0f1-06d2-4191-a549-983355c65604'],0,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,38eb5085-6232-454b-b2d8-2e092361c7d7,1794,,,3825573,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Sporting Gijón,1041,['ec440f5e-7fee-4a0c-a4c9-d9c5611f7955'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec440f5e-7fee-4a0c-a4c9-d9c5611f7955,1795,,,3825573,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Sporting Gijón,1041,['38eb5085-6232-454b-b2d8-2e092361c7d7'],0,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.484869,,,,,,,,,,,,0fe7b449-d405-4453-9d9b-37b0de0d9520,5,,"[60.0, 40.0]",3825573,0,,,,,1.5707964,,Right Foot,,,,"[60.0, 40.9]",Ground Pass,,0.9,,,Carlos Carmona Bonet,23848.0,,,,Kick Off,1,From Kick Off,Miguel Ángel Guerrero Martín,6602.0,Right Center Forward,2,Sporting Gijón,1041,['9cf84ce2-54b0-4a32-bfb2-1bf42b16bec4'],0,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:00.854,Pass,
,,,,,,,,,,,,,,,,,1.359623,,,,,,,,,,,,5eddcec9-a4ae-42bc-96ee-48b712b8d65c,8,,"[60.0, 40.2]",3825573,0,,,,,3.1415927,,Right Foot,,,,"[44.3, 40.2]",Ground Pass,,15.7,,,Sergio Álvarez Díaz,13107.0,,,,,1,From Kick Off,Carlos Carmona Bonet,23848.0,Right Midfield,2,Sporting Gijón,1041,['6ae8a217-f02f-4f0b-9be5-3776f21e6111'],1,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:01.725,Pass,
,,,,,,,,,,,,,,,,,1.999664,,,,,,,,,,,,35edf81c-3ac4-4bc3-bc8a-51505419eb8e,12,,"[46.9, 41.8]",3825573,0,,,,,-0.6005877,,Right Foot,,,,"[86.9, 14.4]",High Pass,,48.48464,Incomplete,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,1,From Kick Off,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,2,Sporting Gijón,1041,"['77cd0584-a056-4698-b58c-82cb583c47d0', '878fef3a-118d-4228-adb7-58f1411643ca', 'ba9f7850-f01c-4e2d-ac9e-4db187137e6a']",4,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:04.306,Pass,True
,,,,,,,,,,,,,,,,,1.81967,,,,,,,,,,,,ba9f7850-f01c-4e2d-ac9e-4db187137e6a,14,,"[33.2, 65.7]",3825573,0,,,,,0.21370733,,Head,,,,"[56.7, 70.8]",Low Pass,,24.047037,,,Carlos Alberto Vela Garrido,5560.0,,,,Recovery,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Back,3,Real Sociedad,210,"['35edf81c-3ac4-4bc3-bc8a-51505419eb8e', 'a1baf3ef-9ebe-4385-93fb-cde0e3cf4311']",6,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:06.306,Pass,
,,,,,,,,,,,,,,,,,0.526716,,,,,,,,,,,,8fbf482e-c6f0-4ad5-a464-027b0433e081,18,,"[49.5, 70.2]",3825573,0,,,,,-1.5237722,,Left Foot,,,,"[49.9, 61.7]",Ground Pass,,8.509406,,,Rubén Pardo Gutiérrez,6899.0,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Attacking Midfield,3,Real Sociedad,210,['20c58652-3b27-42c2-b460-e385abcc5970'],10,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.363,Pass,
,,,,,,,,,,,,,,,,,3.408585,,,,,,,,,,,,51a3bfc4-4330-40f7-81b3-943df0955143,21,,"[49.9, 61.7]",3825573,0,,,,,0.65549254,,Right Foot,,,,"[73.7, 80.0]",High Pass,,30.022158,Out,,,,,,,,1,Regular Play,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,3,Real Sociedad,210,,10,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.899,Pass,
,,,,,,,,,,,,,,,,,1.565568,,,,,,,,,,,,773f630e-a427-4b0e-a5f7-9ccc576c6c37,22,,"[50.9, 0.1]",3825573,0,,,,,2.6039178,,,,,,"[34.8, 9.7]",High Pass,,18.744865,,,Bernardo José Espinosa Zúñiga,6573.0,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,4,Sporting Gijón,1041,['59967297-2b87-4618-808f-3d84ce4c095c'],17,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:17.976,Pass,
,,,,,,,,,,,,,,,,,2.899397,,,,,,,,,,,,745e0706-5b1e-4ff4-987b-f9a8383fe80f,25,,"[36.7, 9.0]",3825573,0,,,,,0.2477234,,Left Foot,,,,"[88.1, 22.0]",High Pass,,53.018486,Pass Offside,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,1,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,4,Sporting Gijón,1041,['203fcce6-ce9f-4be1-863f-0522d2165a62'],20,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:20.840,Pass,
,,,,,,,,,,,,,,,,,2.69347,,,,,,,,,,,,a24b914e-877d-423e-9691-afca29a4bb54,27,,"[31.6, 56.9]",3825573,0,,,,,0.05025945,,Right Foot,,,,"[81.3, 59.4]",High Pass,,49.762836,Unknown,,Xabier Prieto Argarate,6690.0,,,,Free Kick,1,From Free Kick,Gerónimo Rulli,6694.0,Goalkeeper,5,Real Sociedad,210,['cefc4a15-421a-4209-aff8-4a13cd469c6a'],44,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:44.583,Pass,
