50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.528278,,,,,,,,,,,,c98b5491-86fe-45c2-b774-0cd197908db7,31,,"[82.1, 59.0]",3825573,1,,,,,0.08858336,,Right Foot,,,,"[112.5, 61.7]",Ground Pass,,30.519667,Incomplete,,Carlos Alberto Vela Garrido,5560.0,,,,Free Kick,1,From Free Kick,Rubén Pardo Gutiérrez,6899.0,Left Defensive Midfield,6,Real Sociedad,210,"['53c2b352-c40c-4622-900d-b935c5a96c49', '6af6b7f7-e7db-4a0c-94ec-bf3a27181270']",26,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:26.698,Pass,
,,,,,,,,,,,,,,,,,2.130184,,,,,,,,,,,,5d4aadca-e61f-4d42-a01d-e7ea0869d5b6,41,,"[16.0, 33.9]",3825573,1,,,,,0.51669514,,Drop Kick,,,,"[68.8, 63.9]",High Pass,,60.72759,Incomplete,,Carlos Carmona Bonet,23848.0,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,7,Sporting Gijón,1041,"['1d45c26e-8553-49e8-b645-235131d70f13', '82dd916e-91bc-4ba7-82bd-1abba6d4ffd1']",40,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:40.808,Pass,
,,,,,,,,,,,,,,,,,1.525355,,,,,,,,,,,,afb37190-eb18-41f0-ab47-0fdeed57f938,44,,"[32.3, 80.0]",3825573,1,,,,,-0.55910134,,,,,,"[50.2, 68.8]",High Pass,,21.11516,Incomplete,,Miguel Ángel Guerrero Martín,6602.0,,,,Throw-in,1,From Throw In,Alberto Lora Ramos,26633.0,Right Back,8,Sporting Gijón,1041,"['2fd1a233-23a3-403f-8c01-6a6fadab61b9', '6da9dcf1-6dd8-473c-992b-466cae3e8a9c']",59,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:59.398,Pass,
,,,,,,,,,,,,,,,,,0.068877,,,,,,,,,,,,78cdb99f-c5db-459b-a6c2-f7196a4650e1,49,,"[58.6, 16.6]",3825573,2,,,,,-2.6011732,,Left Foot,,,,"[57.1, 15.7]",Ground Pass,,1.7492856,Incomplete,,Íñigo Martínez Berridi,6665.0,,,,Recovery,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,8,Sporting Gijón,1041,"['b6a54c40-688a-414f-80b7-854ae4293518', 'dd17afb8-74be-465c-a626-332097ab5a4c', 'e3a782a6-6322-4e51-b829-7c7a28ed8b62']",2,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:02.598,Pass,True
,,,,,,,,,,,,,,,,,3.903542,,,,,,,,,,,,53fe46a3-9fb7-4d95-badb-91ae0e3cac50,52,,"[53.4, 28.2]",3825573,2,,,,,-0.078834355,,Right Foot,,,,"[105.3, 24.1]",High Pass,,52.061695,Incomplete,,Jonathas Cristian de Jesus,8584.0,,,,Recovery,1,From Throw In,Aritz Elustondo Irribaria,6679.0,Right Back,8,Sporting Gijón,1041,"['43dd7eab-74a2-470e-81db-5d899a43bd78', 'afec4e19-60fb-4baa-914c-d04b9c8805cb']",5,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:05.081,Pass,
,,,,,,,,,,,,,,,,,2.352639,,,,,,,,,,,,3b67469e-7d0a-4375-a44b-abc67608d839,55,,"[15.2, 49.0]",3825573,2,,True,,,-1.2977877,,Keeper Arm,,,,"[21.5, 26.5]",Ground Pass,,23.365358,,,Bernardo José Espinosa Zúñiga,6573.0,,,,,1,From Throw In,Iván Cuéllar Sacristán,6610.0,Goalkeeper,8,Sporting Gijón,1041,['a7550194-8d8d-4726-96d8-a0fa98a773c5'],14,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:14.890,Pass,
,,,,,,,,,,,,,,,,,1.527122,,,,,,,,,,,,c046a4d3-fb62-43c8-94c9-821aba672bf0,57,,"[27.3, 20.7]",3825573,2,,,,,-0.7913861,,Left Foot,,,,"[43.9, 3.9]",Ground Pass,,23.61779,,,Ismael López Blanco,24263.0,,,,,1,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,8,Sporting Gijón,1041,['d1c069ec-a2b0-4ca9-a2fd-c746884042de'],19,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:19.012,Pass,
,,,,,,,,,,,,,,,,,1.383406,,,,,,,,,,,,5c7b7c2a-c154-4b10-baaf-2cf4e9dc2dbc,64,,"[95.5, 18.1]",3825573,2,,,,,-0.9964915,,Right Foot,,,,"[98.8, 13.0]",Ground Pass,,6.074537,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,1,From Throw In,Ismael López Blanco,24263.0,Left Back,8,Sporting Gijón,1041,"['32596fd5-05af-4b58-8a9f-d396eb5f0534', '7e6a1236-bc59-41de-9b74-7f1154b4ddbc']",27,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:27.706,Pass,
,,,,,,,,,,,,,,,,,1.033088,,,,,,,,,,,,4fb3d133-5070-48b8-aa85-e7a11fadedc0,67,,"[84.3, 0.1]",3825573,2,,,,,1.4118433,,,,,,"[86.4, 13.2]",High Pass,,13.267253,,,Jonathan Rodríguez Menéndez,6581.0,,,,Throw-in,1,From Throw In,Ismael López Blanco,24263.0,Left Back,9,Sporting Gijón,1041,['817be892-eba7-4441-9b88-f8f58d648c19'],36,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:36.481,Pass,
,,,,,,,,,,,,,,,,,1.232526,,,,,,,,,,,,e59f2755-a3ac-4b2d-b8be-a72696405d9f,72,,"[7.0, 44.1]",3825573,2,,,,,-0.14189705,,Right Foot,,,,"[28.0, 41.1]",Ground Pass,,21.213203,,,Asier Illarramendi Andonegi,6671.0,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,10,Real Sociedad,210,['4f047fc5-7a8a-4602-a270-b2e3b77d0a94'],58,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:58.677,Pass,
,,,,,,,,,,,,,,,,,1.658685,,,,,,,,,,,,89249ab5-df0c-4421-a50e-e5a8db552a28,75,,"[32.5, 43.2]",3825573,3,,,,,1.3215442,,Right Foot,,,,"[40.9, 76.2]",Ground Pass,,34.05231,,,Aritz Elustondo Irribaria,6679.0,,,,,1,From Goal Kick,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,10,Real Sociedad,210,['05829fd4-ce10-4145-8c05-1bd347b7bda7'],1,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:01.826,Pass,
,,,,,,,,,,,,,,,,,1.370001,,,,,,,,,,,,9516929e-850c-4b06-b03b-1713d0ecf840,78,,"[40.9, 75.7]",3825573,3,,,,,-2.3561945,,Right Foot,,,,"[26.7, 61.5]",Ground Pass,,20.081833,,,Diego Antonio Reyes Rosales,16539.0,,,,,1,From Goal Kick,Aritz Elustondo Irribaria,6679.0,Right Back,10,Real Sociedad,210,['256b9030-b5c8-4e54-acb6-ba5392d73405'],5,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:05.451,Pass,
,,,,,,,,,,,,,,,,,2.097115,,,,,,,,,,,,b199f407-77ff-48c9-84d5-f4dca7165ac1,81,,"[28.3, 56.6]",3825573,3,,,,,-1.5322479,,Right Foot,,,,"[29.7, 20.3]",Ground Pass,,36.32699,,,Íñigo Martínez Berridi,6665.0,,,,,1,From Goal Kick,Diego Antonio Reyes Rosales,16539.0,Right Center Back,10,Real Sociedad,210,['79bf111f-da45-422b-82d4-fe3c027c1bca'],8,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:08.522,Pass,
,,,,,,,,,,,,,,,,,0.092505,,,,,,,,,,,,a85c97fe-3ece-4fd6-8437-bddb1286f903,84,,"[34.6, 11.7]",3825573,3,,,,,0.44053033,,Left Foot,,,,"[41.6, 15.0]",Low Pass,,7.738863,Incomplete,,,,,,,,1,From Goal Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,10,Real Sociedad,210,['e6126074-8378-4fe8-9e83-ab846dea276f'],13,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:13.994,Pass,
,,,,,,,,,,,,,,,,,1.963769,,,,,,,,,,,,4746a2db-b297-426a-a364-d0f7af62afe9,91,,"[39.9, 23.6]",3825573,3,,True,,,1.4855335,,Right Foot,,,,"[42.9, 58.7]",Ground Pass,,35.22797,,,Asier Illarramendi Andonegi,6671.0,,,,Free Kick,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,11,Real Sociedad,210,['ff001c05-3ee1-4c62-a82c-ca329f643872'],23,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:23.308,Pass,
,,,,,,,,,,,,,,,,,1.646595,,,,,,,,,,,,0971f3be-03d9-4f64-86d4-106c0397f45d,93,,"[48.8, 57.8]",3825573,3,,,,,0.8651187,,Right Foot,,,,"[65.5, 77.4]",Ground Pass,,25.749758,,,Carlos Alberto Vela Garrido,5560.0,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Right Defensive Midfield,11,Real Sociedad,210,['b5fe7689-d734-48a2-a141-af84f6422333'],27,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:27.693,Pass,
,,,,,,,,,,,,,,,,,0.98803,,,,,,,,,,,,5fbefa51-d751-41f2-b2a8-fdb2de4b281b,96,,"[67.6, 73.8]",3825573,3,,,,,-0.8483072,,Left Foot,,,,"[79.5, 60.3]",Ground Pass,,17.99611,,,Xabier Prieto Argarate,6690.0,,,,,1,From Free Kick,Carlos Alberto Vela Garrido,5560.0,Center Attacking Midfield,11,Real Sociedad,210,['14ea7851-823b-4b82-b823-a3cb6f42e1c3'],30,,,,,,,,,,,,,,,,Real Sociedad,210,00:03:30.784,Pass,
,,,,,,,,,,,,,,,,,1.365735,,,,,,,,,,,,6ffa060c-f7ef-4097-8eec-d118286eddf5,102,,"[36.0, 10.2]",3825573,3,,True,,,0.5667292,,Left Foot,,,,"[56.9, 23.5]",High Pass,,24.772968,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,1,Regular Play,Ignacio Cases Mora,18925.0,Left Defensive Midfield,12,Sporting Gijón,1041,['8c2b3afb-75ba-441e-8fd8-834d49b2f7fc'],37,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:37.040,Pass,
,,,,,,,,,,,,,,,,,1.175737,,,,,,,,,,,,52c48507-f99f-4052-8c2c-ddf38fafeb8f,104,,"[50.2, 33.9]",3825573,3,,True,,,1.8750923,,Right Foot,,,,"[46.4, 46.0]",Ground Pass,,12.682665,,,Luis Hernández Rodríguez,6561.0,,,,,1,Regular Play,Arnaldo Antonio Sanabria Ayala,6880.0,Left Center Forward,12,Sporting Gijón,1041,['d54449b9-426c-4d53-af55-1798b06d5953'],40,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:40.553,Pass,
,,,,,,,,,,,,,,,,,1.771138,,,,,,,,,,,,6f2fc392-87b4-4e85-92e5-923fa6d4730a,106,,"[46.4, 46.0]",3825573,3,,,,,1.5948467,,Right Foot,,,,"[45.7, 75.1]",Ground Pass,,29.108418,,,Alberto Lora Ramos,26633.0,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,12,Sporting Gijón,1041,['654fcd82-e6bd-4e92-8881-7245cee2bc2a'],42,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:42.231,Pass,
,,,,,,,,,,,,,,,,,0.959299,,,,,,,,,,,,7a83c877-f849-4395-9c09-854860b37bb2,109,,"[45.7, 75.1]",3825573,3,,,,,-0.034768593,,Right Foot,,,,"[57.2, 74.7]",Ground Pass,,11.506954,,,Carlos Carmona Bonet,23848.0,,,,,1,Regular Play,Alberto Lora Ramos,26633.0,Right Back,12,Sporting Gijón,1041,['40f3b82f-0f88-4d7e-aebd-03bb367824d9'],44,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:44.593,Pass,
,,,,,,,,,,,,,,,,,1.23663,,,,,,,,,,,,5ae2960f-385d-4c68-b29c-306023dd8fbe,112,,"[57.2, 74.7]",3825573,3,,,,,-0.8062906,,Right Foot,,,,"[73.6, 57.6]",Ground Pass,,23.693249,,,Arnaldo Antonio Sanabria Ayala,6880.0,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Midfield,12,Sporting Gijón,1041,['1c30c26b-5b19-4ea3-bbc7-584870e0d21a'],46,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:46.519,Pass,
,,,,,,,,,,,,,,,,,1.690292,,,,,,,,,,,,f6c9cb30-30a7-4005-9606-c6e2c57f7033,118,,"[78.8, 56.5]",3825573,4,,,,,-0.45634848,,Left Foot,,,,"[106.3, 43.0]",High Pass,,30.634947,Incomplete,,,,,,,Free Kick,1,From Free Kick,Jonathan Rodríguez Menéndez,6581.0,Left Midfield,13,Sporting Gijón,1041,['8144081c-c9c5-49d8-972e-1f9b6f6b441d'],56,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:04:56.890,Pass,
,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,90b12e87-104c-4919-aa2e-9559e123fb4b,123,,"[94.2, 41.8]",3825573,5,,,,,-0.87190735,,Right Foot,,,,"[120.0, 11.1]",High Pass,,40.101498,Out,,Miguel Ángel Guerrero Martín,6602.0,,,,Recovery,1,From Free Kick,Sergio Álvarez Díaz,13107.0,Right Defensive Midfield,13,Sporting Gijón,1041,"['7ab305f3-ea2f-4d3e-af2e-a214ef1af0c7', 'eb1d09e8-198e-4ecf-abe3-0762f64d7670']",0,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:00.405,Pass,True
,,,,,,,,,,,,,,,,,3.916541,,,,,,,,,,,,aeada277-49c1-4197-894b-63a7f8242473,125,,"[7.0, 36.1]",3825573,5,,,,,-0.0691666,,Right Foot,,,,"[73.4, 31.5]",High Pass,,66.55914,Incomplete,,Xabier Prieto Argarate,6690.0,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,14,Real Sociedad,210,"['28f9d7cd-c128-48cc-a76b-e818ef3d4f3f', 'b0aa3ea1-50f8-4a97-923b-2ccfab16a0b3']",25,,,,,,,,,,,,,,,,Real Sociedad,210,00:05:25.987,Pass,
,,,,,,,,,,,,,,,,,0.783592,,,,,,,,,,,,28f9d7cd-c128-48cc-a76b-e818ef3d4f3f,128,,"[46.7, 48.6]",3825573,5,,,,True,-0.7491446,,,,,,"[56.7, 39.3]",High Pass,,13.656135,Incomplete,,Miguel Ángel Guerrero Martín,6602.0,,,,Recovery,1,From Goal Kick,Bernardo José Espinosa Zúñiga,6573.0,Left Center Back,14,Real Sociedad,210,"['59a5dfad-ff34-483a-8b56-b39c5ad37892', 'aeada277-49c1-4197-894b-63a7f8242473', 'ef8f3341-ba4a-4aff-b3c7-d62544be40d4', 'fc6fe7f8-32e9-464c-a321-9802b0af7cc7']",29,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:05:29.904,Pass,True
