bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb89a3f1-2876-4489-bd7f-997c8e3edab6,1,,,3825582,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 11634, 'name': 'Cristiano Piccini'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 6872, 'name': 'Bruno González Cabrera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 27346, 'name': 'Petros Matheus dos Santos Araújo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6651, 'name': 'Joaquín Sánchez Rodríguez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 6873, 'name': 'Francisco Portillo Soler'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 24}, {'player': {'id': 6630, 'name': 'Jorge Molina Vidal'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2d808c9a-73f8-425e-abf1-6a3cb178b66a,2,,,3825582,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 16622, 'name': 'Mikel González de Martín Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6674, 'name': 'Alberto De La Bella Madureño'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6899, 'name': 'Rubén Pardo Gutiérrez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 8584, 'name': 'Jonathas Cristian de Jesus'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b0522ee-1b8b-483d-852e-dc1538433e0c,3,,,3825582,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['0ab3f896-0126-4138-8bab-f021a6d92d6e'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0ab3f896-0126-4138-8bab-f021a6d92d6e,4,,,3825582,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['3b0522ee-1b8b-483d-852e-dc1538433e0c'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,56a2a282-34ee-4196-8903-334ce0d71f72,1609,,,3825582,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Real Sociedad,210,['c8574dd9-a8b7-4fda-bf55-26549475ca2f'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c8574dd9-a8b7-4fda-bf55-26549475ca2f,1610,,,3825582,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Real Sociedad,210,['56a2a282-34ee-4196-8903-334ce0d71f72'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.444771,,,,,,,,,,,,,589a9089-7a4b-49ca-8622-57b0b5126279,5,,"[60.0, 40.0]",3825582,0,,,,,2.3561945,,Left Foot,,,,"[57.3, 42.7]",,Ground Pass,,3.8183765,,,,Jorge Molina Vidal,6630.0,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Right Center Forward,2,Real Betis,218,['c527b4d1-74c7-4c04-972d-3d2e2bf908c7'],0,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.609,Pass,
,,,,,,,,,,,,,,,,,1.887121,,,,,,,,,,,,,12f03d14-77a0-4346-a244-f5d8f22d3652,8,,"[56.3, 42.9]",3825582,0,,,,,-2.7432916,,Right Foot,,,,"[36.1, 34.4]",,Ground Pass,,21.91552,,,,Heiko Westermann,27349.0,,,,,,1,From Kick Off,Jorge Molina Vidal,6630.0,Left Center Forward,2,Real Betis,218,['37a8bf07-5a47-4022-9162-676c40bf9e64'],1,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.422,Pass,
,,,,,,,,,,,,,,,,,1.15404,,,,,,,,,,,,,884ef1c2-c840-4538-a07c-4e0a397faedf,10,,"[36.1, 34.4]",3825582,0,,True,,,0.1405402,,Right Foot,,,,"[87.7, 41.7]",,High Pass,,52.11382,,Incomplete,,,,,,,,,1,From Kick Off,Heiko Westermann,27349.0,Left Center Back,2,Real Betis,218,['5ba26ab0-e3c9-40ac-988e-3eb3e10740e8'],4,,,,,,,,,,,,,,,,Real Betis,218,00:00:04.320,Pass,
,,,,,,,,,,,,,,,,,1.339072,,,,,,,,,,,,,80f66b6e-b68c-4df1-8513-5db360bf7fef,14,,"[63.1, 26.7]",3825582,0,,,,,-1.1807482,,Head,,,,"[66.8, 17.7]",,Low Pass,,9.730879,,Incomplete,,Xabier Prieto Argarate,6690.0,,,,,,1,From Kick Off,Jonathas Cristian de Jesus,8584.0,Center Forward,2,Real Betis,218,"['2efc659d-6509-459c-b7d4-40eca8c8e7d2', '7d317bba-fcb2-4fb6-8485-9cce43bd41cd', 'e1a8d259-ac68-48a3-bc7e-1bd5183e5003']",14,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:14.007,Pass,True
