50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f7fba1e7-c93d-4f38-bb6f-95b9a51ac917,1,,,,3825719,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 10}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6389, 'name': 'Mikel San José Domínguez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8152b341-e6e8-4380-aff6-88b0d1afa4a4,2,,,,3825719,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 7906, 'name': 'David Simón Rodríguez Santana'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6927, 'name': 'David García Santana'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8440, 'name': 'Aythami Artiles Oliva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 6932, 'name': 'Dani Castellano Betancor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6929, 'name': 'José Vicente Gómez Umpiérrez'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 27521, 'name': 'Juan Emmanuel Culio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 6608, 'name': 'Nabil El Zhar'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6928, 'name': 'Pedro Taunausú Domínguez Placeres'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 10755, 'name': 'Jonathan Viera Ramos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 8167, 'name': 'Sergio Ezequiel Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Las Palmas,208,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,673ebc4b-d03a-4400-b029-5e234f2415bc,3,,,,3825719,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['ff830a72-b62e-40b2-a91e-664b292211be'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff830a72-b62e-40b2-a91e-664b292211be,4,,,,3825719,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['673ebc4b-d03a-4400-b029-5e234f2415bc'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d35cd501-bfde-4ea9-8455-de20a7ae6f6f,1736,,,,3825719,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,108,Las Palmas,208,['9dd9530d-4bc5-49c1-9852-286b852595b9'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9dd9530d-4bc5-49c1-9852-286b852595b9,1737,,,,3825719,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,108,Las Palmas,208,['d35cd501-bfde-4ea9-8455-de20a7ae6f6f'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.585164,,,,,,,,,,,,,,a90c4d9f-08f8-447c-8d89-902b6dda3f25,5,,,"[61.0, 40.1]",3825719,0,,,,,1.6247978,,Right Foot,,"[60.8, 43.8]",Ground Pass,,3.7054014,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,Kick Off,1,From Kick Off,Sergio Ezequiel Araújo,8167.0,Center Forward,2,Las Palmas,208,['261d2bf8-c164-482a-b9d4-5c4decbd8f65'],0,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:00.790,Pass,
,,,,,,,,,,,,,,,,,,,1.532445,,,,,,,,,,,,,,55143870-a265-471a-aee7-f58fa3f183c0,8,,,"[59.3, 44.0]",3825719,0,,,,,2.7356741,,Right Foot,,"[35.8, 54.1]",Ground Pass,,25.578506,,,David García Santana,6927.0,,,,,,,1,From Kick Off,Pedro Taunausú Domínguez Placeres,6928.0,Center Attacking Midfield,2,Las Palmas,208,['64215326-3686-4c1e-b839-f9724ae1a7b1'],1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:01.857,Pass,
,,,,,,,,,,,,,,,,,,,2.359976,,,,,,,,,,,,,,5ca428dd-bf32-4cef-b134-881a83323c98,11,,,"[37.9, 52.8]",3825719,0,,,,,-0.7045828,,Right Foot,,"[70.6, 25.0]",High Pass,,42.92004,Incomplete,,Juan Emmanuel Culio,27521.0,,,,,,,1,From Kick Off,David García Santana,6927.0,Right Center Back,2,Las Palmas,208,"['2fa79f89-0316-45c8-ad7d-f135ccbc3814', 'e56c9c2f-143e-40cf-b78c-5ed3a00dc2d1']",5,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:05.297,Pass,
,,,,,,,,,,,,,,,,,,,2.496136,,,,,,,,,,,,,,2fa79f89-0316-45c8-ad7d-f135ccbc3814,13,,,"[49.5, 55.1]",3825719,0,,,,,0.0,,Head,,"[79.6, 55.1]",High Pass,,30.1,Incomplete,,Raúl García Escudero,6391.0,,,,,,Recovery,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Las Palmas,208,"['416da56a-82f9-4749-b809-4ab22068f646', '5ca428dd-bf32-4cef-b134-881a83323c98', 'b309da27-b00c-46ee-b841-88eb272ada12']",7,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.657,Pass,
,,,,,,,,,,,,,,,,,,,2.264188,,,,,,,,,,,,,,b309da27-b00c-46ee-b841-88eb272ada12,15,,,"[40.5, 25.0]",3825719,0,,,,,-0.9694389,,Head,,"[49.9, 11.3]",Low Pass,,16.614752,,,Dani Castellano Betancor,6932.0,,,,,,Recovery,1,From Kick Off,Aythami Artiles Oliva,8440.0,Left Center Back,2,Las Palmas,208,"['2fa79f89-0316-45c8-ad7d-f135ccbc3814', '475d30b3-e044-4886-844e-06c68a71992f']",10,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:10.153,Pass,
,,,,,,,,,,,,,,,,,,,0.494139,,,,,,,,,,,,,,2735a250-ba09-49e0-98c9-f0e1a5b3e126,19,,,"[51.2, 9.8]",3825719,0,,,,,-0.32887632,,Left Foot,,"[63.8, 5.5]",Ground Pass,,13.313527,,,Jonathan Viera Ramos,10755.0,,,,,,,1,From Kick Off,Dani Castellano Betancor,6932.0,Left Back,2,Las Palmas,208,"['8b560e5f-bdda-490e-a74f-ed45b0b460fa', 'bef35f0c-f3a4-4b24-9101-0c9e2e579074']",12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:12.597,Pass,True
,,,,,,,,,,,,,,,,,,,0.752724,,,,,,,,,,,,,,7ee7011c-91d5-4657-b7e1-9cc0f2b10d30,22,,,"[64.2, 4.9]",3825719,0,,,,,2.2547476,,Right Foot,,"[56.7, 14.1]",Low Pass,,11.869709,,,Dani Castellano Betancor,6932.0,,,,,,,1,From Kick Off,Jonathan Viera Ramos,10755.0,Left Wing,2,Las Palmas,208,['c1608e73-721a-4275-a327-9aed50a723f5'],13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:13.330,Pass,
,,,,,,,,,,,,,,,,,,,1.182736,,,,,,,,,,,,,,ee43b22f-ae11-4dc9-b33d-c3ed2582431b,26,,,"[56.9, 13.9]",3825719,0,,,,,1.7028898,,Left Foot,,"[55.0, 28.2]",Ground Pass,,14.425672,Incomplete,,Juan Emmanuel Culio,27521.0,,,,,,,1,From Kick Off,Dani Castellano Betancor,6932.0,Left Back,2,Las Palmas,208,"['13c46e05-8afd-44d2-bbab-bee230677367', '3a4494f6-43f4-43bf-9441-28b9ca350bcd']",14,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:14.502,Pass,
,,,,,,,,,,,,,True,,,,,,0.995284,,,,,,,,,,,,,,3a4494f6-43f4-43bf-9441-28b9ca350bcd,28,,,"[65.1, 51.9]",3825719,0,,,,,2.756988,,Right Foot,,"[56.7, 55.3]",Ground Pass,,9.062009,,,Mikel Rico Moreno,6656.0,,,,,,Interception,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,3,Athletic Club,215,"['69050cf2-ef4a-4fc9-b36c-81025aedeb00', 'ee43b22f-ae11-4dc9-b33d-c3ed2582431b']",15,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:15.684,Pass,
,,,,,,,,,,,,,,,,,,,1.184653,,,,,,,,,,,,,,1a6214b4-3c7b-4aae-b8c7-dd7724782384,32,,,"[57.8, 62.6]",3825719,0,,,,,-2.8410404,,Right Foot,,"[40.7, 57.3]",Ground Pass,,17.902514,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,Regular Play,Mikel Rico Moreno,6656.0,Left Defensive Midfield,3,Athletic Club,215,['70439af8-67fb-4de4-8d06-cc44bd228649'],17,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:17.931,Pass,
,,,,,,,,,,,,,,,,,,,1.23296,,,,,,,,,,,,,,c49f6b18-cca0-4979-9e24-f187a48e0e0f,35,,,"[41.8, 57.5]",3825719,0,,,,,1.2087873,,Left Foot,,"[48.2, 74.4]",Ground Pass,,18.071247,,,Óscar de Marcos Arana,6649.0,,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,3,Athletic Club,215,['6710be62-4ac8-4fc2-a055-f4d6171c8677'],22,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:22.468,Pass,
,,,,,,,,,,,,,,,,,,,1.451932,,,,,,,,,,,,,,ac14034a-b6df-4f6c-83a8-40a24b505675,39,,,"[48.2, 74.2]",3825719,0,,,,,-2.1840036,,Right Foot,,"[34.9, 55.3]",Ground Pass,,23.110603,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,3,Athletic Club,215,"['e6fdf3d8-b54f-4129-81b2-efe3a84b3180', 'f797d572-4f02-4282-9aa5-4e4bc5c74619']",24,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:24.554,Pass,True
