bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.019106,,,,,,,,,,,,,,,de23cbb4-d137-4c2c-9a72-565f1e9929c7,17,,"[42.6, 78.9]",3825715,0,,,,-0.827797,,Right Foot,,,,"[50.5, 70.3]",,Ground Pass,,11.677756,,,,,Daniel Wass,6797.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['ed8f750c-a11a-4aa5-9e8e-e01ead09ccec'],11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:11.756,Pass,
,,,,,,,,,,,,,,,,,,1.387256,,,,,,,,,,,,,,,a847d352-abe1-4653-b1a1-376b074f05d7,20,,"[49.5, 68.6]",3825715,0,,,,-1.5420272,,Right Foot,,,,"[49.9, 54.7]",,Ground Pass,,13.905754,,,,,Sergi Gómez Solà,6804.0,,,,,,1,From Kick Off,Daniel Wass,6797.0,Left Center Midfield,2,Celta Vigo,209,['43caf60f-61f6-411a-8a68-53d311d907c5'],13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:13.751,Pass,
,,,,,,,,,,,,,,,,,,1.041713,,,,,,,,,,,,,,,8689da38-89ec-4694-bd1d-90c5b735675f,25,,"[52.9, 54.7]",3825715,0,,,,0.33446175,,Right Foot,,,,"[67.0, 59.6]",,Ground Pass,,14.927156,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Right Center Midfield,2,Celta Vigo,209,['5f42f40d-6fd3-406f-b297-d72c5c0c1515'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:15.961,Pass,
,,,,,,,,,,,,,,,,,,0.947816,,,,,,,,,,,,,,,f97b59cb-d088-4d64-80d8-929eb3e8c367,30,,"[63.6, 59.6]",3825715,0,,,,2.8778129,,Right Foot,,,,"[49.9, 63.3]",,Ground Pass,,14.190842,,,,,Daniel Wass,6797.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Celta Vigo,209,"['481485f8-6962-47e0-b700-0abaa28ec294', '9d03657c-e342-431e-9c28-7a94cc8c1b08']",17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:17.861,Pass,True
,,,,,,,,,,,,,,,,,,0.929553,,,,,,,,,,,,,,,1f7956e2-4a3b-4046-8065-2a8d95fd77f5,32,,"[49.9, 63.5]",3825715,0,,,,1.6281105,,Right Foot,,,,"[49.2, 75.7]",,Ground Pass,,12.220065,,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Kick Off,Daniel Wass,6797.0,Left Center Midfield,2,Celta Vigo,209,['90d89be9-57fa-4095-9cad-e9d932f02e11'],18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:18.808,Pass,
,,,,,,,,,,,,,,,,,,2.453281,,,,,,,,,,,,,,,56c551c1-e4e2-485b-a29f-a8c34ae221a2,34,,"[49.2, 75.9]",3825715,0,,,,-2.4590907,,Right Foot,,,,"[28.9, 59.4]",,Ground Pass,,26.159893,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['57660eab-7796-4721-b7e7-60d7fdfa04cc'],19,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:19.738,Pass,
,,,,,,,,,,,,,,,,,,1.214779,,,,,,,,,,,,,,,cf01be5f-1506-4747-b366-c01a09d7a359,37,,"[35.8, 60.5]",3825715,0,,,,0.82827616,,Right Foot,,,,"[50.3, 76.3]",,Ground Pass,,21.445045,,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,['727b187a-b785-40d0-a772-5136dc681032'],27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:27.233,Pass,
,,,,,,,,,,,,,,,,,,0.933584,,,,,,,,,,,,,,,d62fa94d-22f5-41d3-896c-89f709138897,39,,"[50.3, 76.3]",3825715,0,,,,3.006065,,Other,,,,"[43.7, 77.2]",,Ground Pass,,6.661081,,,,,Daniel Wass,6797.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['62083592-b909-46e9-b98c-c6b387b702e3'],28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:28.448,Pass,
,,,,,,,,,,,,,,,,,,1.51338,,,,,,,,,,,,,,,7e9e7db9-c645-41ab-8bb2-e7cbe53d28bb,42,,"[43.7, 77.2]",3825715,0,,,,-2.1456225,,Right Foot,,,,"[33.4, 61.3]",,Ground Pass,,18.944656,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,From Kick Off,Daniel Wass,6797.0,Left Center Midfield,2,Celta Vigo,209,['eca6e47d-dd31-4ed4-ae1b-a578765cda9a'],30,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:30.469,Pass,
,,,,,,,,,,,,,,,,,,2.034303,,,,,,,,,,,,,,,64230561-04e2-417d-9c65-244ea497fd28,45,,"[35.3, 56.9]",3825715,0,,,,-1.790203,,Right Foot,,,,"[28.9, 28.2]",,Ground Pass,,29.404932,,,,,Jonathan Castro Otto,6802.0,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,['3d9b84a7-6057-4059-8a1d-caff4772abfd'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:32.992,Pass,
,,,,,,,,,,,,,,,,,,1.70144,,,,,,,,,,,,,,,f21cd836-17e6-4a5c-8115-828b60783eb6,47,,"[28.9, 28.2]",3825715,0,,,,-0.9992362,,Right Foot,,,,"[43.5, 5.5]",,Ground Pass,,26.989813,,,,,Carles Planas Antolínez,7577.0,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Left Center Back,2,Celta Vigo,209,['da2ebe9b-02b8-417d-b5f1-e47fdeacc3c0'],35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:35.026,Pass,
,,,,,,,,,,,,,,,,,,1.043754,,,,,,,,,,,,,,,9d1be3cc-86c1-4475-aa20-cc2dd1bfb127,50,,"[36.4, 5.5]",3825715,0,,,,1.2470734,,Left Foot,,,,"[41.5, 20.7]",,Ground Pass,,16.03278,,,,,Sergi Gómez Solà,6804.0,,,,,,1,From Kick Off,Carles Planas Antolínez,7577.0,Left Back,2,Celta Vigo,209,['0692c0a0-9b62-47c0-864b-1664c6ebacd6'],38,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:38.859,Pass,
,,,,,,,,,,,,,,,,,,0.451054,,,,,,,,,,,,,,,9c6d012d-64b6-436f-8877-7cbe7503aafa,62,,"[42.6, 42.7]",3825715,0,,,,0.14037499,,Left Foot,,,,"[51.8, 44.0]",,Ground Pass,,9.291394,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,2,Celta Vigo,209,"['9a2f56d3-e2be-45b2-86b1-610966c94390', '9f3a27ab-9d9c-495e-8bba-84986ad06b2a']",46,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:46.409,Pass,True
,,,,,,,,,,,,,,,,,,1.936543,,,,,,,,,,,,,,,f0e1114e-cf32-4ae2-a726-ca2f27be2938,65,,"[51.8, 44.0]",3825715,0,,,,1.2853934,,Left Foot,,,,"[56.7, 60.7]",,Ground Pass,,17.404022,,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Celta Vigo,209,['f671128f-4c28-4fc4-bcbd-04676e7d4a21'],46,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:46.938,Pass,
,,,,,,,,,,,,,,,,,,0.868629,,,,,,,,,,,,,,,3b1bfde2-3eeb-49f7-abe0-05564169e1bd,69,,"[64.6, 78.7]",3825715,0,,,,-1.6243166,,Left Foot,,,,"[64.0, 67.5]",,Ground Pass,,11.21606,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['f0c04e7e-86fd-409b-a0e0-b3a24f351b9e'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:52.140,Pass,
,,,,,,,,,,,,,,,,,,1.582903,,,,,,,,,,,,,,,eec8b361-c0ab-4e2d-a885-25a0caa32c41,72,,"[60.1, 53.4]",3825715,0,,,,-2.0482771,,Right Foot,,,,"[49.7, 33.3]",,Ground Pass,,22.631174,,,,,Jonathan Castro Otto,6802.0,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Celta Vigo,209,['d3e049de-c1c8-4671-a27d-226105b655b0'],57,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:57.966,Pass,
,,,,,,,,,,,,,,,,,,0.927962,,,,,,,,,,,,,,,d2e4190d-628d-402e-a7d1-6b03d7a63280,75,,"[49.7, 34.0]",3825715,0,,,,1.4214736,,Left Foot,,,,"[51.4, 45.3]",,Ground Pass,,11.42716,,,,,Sergi Gómez Solà,6804.0,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Left Center Back,2,Celta Vigo,209,"['45a55972-c297-4193-9201-00d85f6088b5', 'c7990a79-e771-4355-88eb-cd2e9aaf7b05']",59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:59.549,Pass,True
,,,,,,,,,,,,,,,,,,2.398423,,,,,,,,,,,,,,,671a145a-cc1b-46a4-b054-eb089c1ff586,78,,"[47.5, 46.6]",3825715,1,,,,-2.9651043,,Left Foot,,,,"[16.1, 41.0]",,Ground Pass,,31.895454,,,,,Rubén Blanco Veiga,6795.0,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Right Center Midfield,2,Celta Vigo,209,['cd368e86-742a-4c1b-808e-1b57793df243'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:01.323,Pass,
,,,,,,,,,,,,,,,,,,1.877105,,,,,,,,,,,,,,,f07101e7-541f-48b6-b1bc-033e1aa544be,81,,"[16.7, 41.0]",3825715,1,,,,1.193743,,Left Foot,,,,"[26.6, 66.0]",,Ground Pass,,26.888845,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,From Kick Off,Rubén Blanco Veiga,6795.0,Goalkeeper,2,Celta Vigo,209,['e4e544b4-894f-4794-88e4-dc28ab8c9508'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:05.054,Pass,
,,,,,,,,,,,,,,,,,,5.524493,,,,,,,,,,,,,,,4e714fb1-5216-4087-8153-01867358116b,84,,"[33.4, 65.4]",3825715,1,,,,-0.09681864,,Right Foot,,,,"[116.8, 57.3]",,High Pass,,83.79242,,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Celta Vigo,209,"['cb551f8b-0683-4bb6-b31f-27356442bdbc', 'd227b0d0-5dc8-429d-b04e-cd1276632c25']",10,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:10.765,Pass,
,,,,,,,,,,,,,,,,,,2.057742,,,,,,,,,,,,,,,ee6f7618-2be2-43bf-a840-3f66af4d5e6d,88,,"[6.9, 22.2]",3825715,1,,,,-0.7669306,,Keeper Arm,,,,"[26.2, 3.6]",,Ground Pass,,26.803917,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,3,Málaga,223,['b78884d4-2f50-4dcd-a400-a69c337da44e'],18,,,,,,,,,,,,,,,,,Málaga,223,00:01:18.369,Pass,
,,,,,,,,,,,,,,,,,,1.255736,,,,,,,,,,,,,,,b3ea0d79-469d-4b2d-b789-6c1f2f614bb6,91,,"[37.7, 5.7]",3825715,1,,,,0.33139655,,Left Foot,,,,"[56.3, 12.1]",,Ground Pass,,19.670282,,,,,Duje Čop,8419.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,3,Málaga,223,['6b5bd251-290f-482d-b8fe-ee0d05472851'],23,,,,,,,,,,,,,,,,,Málaga,223,00:01:23.926,Pass,
,,,,,,,,,,,,,,,,,,1.093052,,,,,,,,,,,,,,,648c28ee-c1bb-4cbd-ba54-05f68afe22e4,94,,"[49.0, 13.0]",3825715,1,,,,2.7744188,,Right Foot,,,,"[34.7, 18.5]",,Ground Pass,,15.321227,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,Regular Play,Duje Čop,8419.0,Right Center Forward,3,Málaga,223,['b0f7aa04-39b5-420f-8a9a-a769052b3e6a'],26,,,,,,,,,,,,,,,,,Málaga,223,00:01:26.346,Pass,
,,,,,,,,,,,,,,,,,,1.911411,,,,,,,,,,,,,,,d696f616-1a85-4cac-8933-29e8ae163f56,97,,"[31.7, 18.3]",3825715,1,,,,1.52439,,Right Foot,,,,"[33.2, 50.6]",,Ground Pass,,32.334812,,,,,Raúl Albentosa Redal,6727.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,3,Málaga,223,['01cef542-488e-403c-bebd-a1801e0e7224'],28,,,,,,,,,,,,,,,,,Málaga,223,00:01:28.543,Pass,
,,,,,,,,,,,,,,,,,,2.549594,,,,,,,,,,,,,,,38ad226d-ba73-4f43-998e-9232ae0b2681,101,,"[43.9, 64.3]",3825715,1,,,,0.027246924,,Right Foot,,,,"[91.6, 65.6]",,Ground Pass,,47.717712,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,3,Málaga,223,"['79c4b4f3-9235-4459-bb42-ec6fee59d934', '9b356c3f-1525-49a6-9cde-05a1de5775f7']",32,,,,,,,,,,,,,,,,,Málaga,223,00:01:32.513,Pass,True
,,,,,,,,,,,,,,,,,,1.00404,,,,,,,,,,,,,,,745a1251-bdf0-472a-b8dc-7cc7e13e3e10,110,,"[29.6, 5.9]",3825715,1,,,,1.5707964,,Left Foot,,,,"[29.6, 14.7]",,Ground Pass,,8.8,,,,,Sergi Gómez Solà,6804.0,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,4,Celta Vigo,209,['d19f4058-4aae-49d4-8363-43721c6d0b9a'],43,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:43.368,Pass,
,,,,,,,,,,,,,,,,,,5.356517,,,,,,,,,,,,,,,d1661531-d157-462b-9e5c-1010d632323e,116,,"[34.7, 11.5]",3825715,2,,,,-0.089823864,,Right Foot,,,,"[110.2, 4.7]",,High Pass,,75.8056,,,Incomplete,,Josep Señé Escudero,27342.0,,,,,Free Kick,1,From Free Kick,Jonathan Castro Otto,6802.0,Left Center Back,5,Celta Vigo,209,"['463cd127-584d-485d-9424-c97c46e11404', '4ad471ed-50de-4ae0-91d5-86aa03b322fb']",9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:09.163,Pass,
,,,,,,,,,,,,,,,,,,1.048704,,,,,,,,,,,,,,,dcd9baf7-d627-496a-b1eb-d7efd88d6f66,119,,"[105.1, 0.1]",3825715,2,,,,2.1951027,,,,,,"[98.4, 9.4]",,Low Pass,,11.462111,,,,,Pedro Pablo Hernández,6801.0,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,6,Celta Vigo,209,['c839c1c9-04b3-4bc6-b421-0decaaf992b9'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:25.678,Pass,
,,,,,,,,,,,,,,,,,,0.782004,,,,,,,,,,,,,,,80aad4e1-ebc4-4226-8364-5ba56a030808,123,,"[99.7, 15.8]",3825715,2,,,,2.2655346,,Left Foot,,,,"[92.2, 24.8]",,Ground Pass,,11.715375,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,6,Celta Vigo,209,"['ad03427b-482a-4665-b532-3f8fbb90a61c', 'e17706f4-1dd6-4ae1-b4be-add4a280884c']",29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:29.400,Pass,True
,,,,,,,,,,,,,,,,,,1.25688,,,,,,,,,,,,,,,2134b176-7cb3-46d6-bd92-224f9afe58c8,126,,"[92.2, 7.4]",3825715,2,,,,-0.45799795,,Right Foot,,,,"[106.4, 0.4]",,Ground Pass,,15.831614,,,Out,,Carles Planas Antolínez,7577.0,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,6,Celta Vigo,209,['c429ea16-3d10-47dd-881b-8b264279ef0d'],33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:33.914,Pass,
,,,,,,,,,,,,,,,,,,1.255024,,,,,,,,,,,,,,,df97fbf6-a510-4d15-b697-fa5aa9557ea3,128,,"[15.9, 80.0]",3825715,2,,,,-0.22971822,,,,,,"[48.4, 72.4]",,High Pass,,33.37679,,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,7,Málaga,223,"['4193fda3-5564-4613-a1df-2d4a1c38cd8b', '92e9adf3-050b-4ecb-8f66-bf346bee5b3a']",50,,,,,,,,,,,,,,,,,Málaga,223,00:02:50.327,Pass,
