50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2f52fba8-6e11-456d-99ce-223ddbac7938,1,,,,3825693,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5259, 'name': 'José María Giménez de Vargas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 6744, 'name': 'Luciano Vietto'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,ec6dd152-e30c-42ab-a780-440409efb9d3,2,,,,3825693,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 6388, 'name': 'Ander Iturraspe Derteano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 22}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 6394, 'name': 'Aritz Aduriz Zubeldia'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]}",Athletic Club,215,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c6aa7fcb-ca6b-4782-b379-00c21fd993da,3,,,,3825693,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['9c34858c-1950-4cca-a363-08453e24d9cb'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9c34858c-1950-4cca-a363-08453e24d9cb,4,,,,3825693,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['c6aa7fcb-ca6b-4782-b379-00c21fd993da'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8ba5fcf7-62aa-49a0-ba5d-c15633846901,2008,,,,3825693,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,118,Atlético Madrid,212,['9cc04318-8319-4c14-8330-0aa3b612b1d4'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9cc04318-8319-4c14-8330-0aa3b612b1d4,2009,,,,3825693,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,118,Atlético Madrid,212,['8ba5fcf7-62aa-49a0-ba5d-c15633846901'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.620028,,,,,,,,,,,b2097ec3-135c-4dfd-afe0-15325570fda3,5,,,"[61.0, 40.1]",3825693,0,,,,,1.6313283,,Right Foot,,,"[60.8, 43.4]",,Ground Pass,,3.306055,,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,Kick Off,1,From Kick Off,Raúl García Escudero,6391.0,Center Attacking Midfield,2,Athletic Club,215,['0a8c8179-32ba-448c-9659-06e4529ba41b'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.208,Pass,
,,,,,,,,,,,,,,,,1.804702,,,,,,,,,,,296ed169-7b0f-4901-90c6-ba61c57eea6b,8,,,"[60.1, 43.2]",3825693,0,,,,,-2.964631,,Right Foot,,,"[32.7, 38.3]",,Ground Pass,,27.83469,,,,,Aymeric Laporte,4353.0,,,,,,1,From Kick Off,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,2,Athletic Club,215,['381dc9b2-27fc-4938-9898-e5289faed509'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:01.868,Pass,
,,,,,,,,,,,,,,,,2.307192,,,,,,,,,,,b76b30c7-ec6a-4f9d-8f31-20598cb9d8e4,11,,,"[35.6, 38.7]",3825693,0,,,,,0.66422355,,Left Foot,,,"[81.2, 74.4]",,High Pass,,57.912434,,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['1606c8a3-f680-43f2-b0e7-4f2692cb1318'],5,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:05.170,Pass,
,,,,,,,,,,,,,,,,1.51453,,,,,,,,,,,9ffb02e3-8468-469e-941c-97fc07659eaa,14,,,"[81.2, 74.4]",3825693,0,,,,True,-1.1710153,,,,,"[87.2, 60.2]",,High Pass,,15.415577,,,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,"['7f450cd4-e00f-43b6-902f-de7a75778a4f', '9d61f660-400b-44ad-ba5c-29b139562ba6', 'f63b8fbc-70d3-40bd-a5eb-e059c90f33b0']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.477,Pass,True
,,,,,,,,,,,,,,,,6.950719,,,,,,,,,,,247bfc1c-d5e2-4b5e-af56-634262622191,19,,,"[35.2, 18.7]",3825693,0,,,,,-0.15189672,,Left Foot,,,"[105.1, 8.0]",,High Pass,,70.71421,,,Incomplete,,,,,,,,,1,From Kick Off,Diego Roberto Godín Leal,5249.0,Left Center Back,2,Athletic Club,215,"['3a64609e-e3f2-41ee-8b19-b27bc2d4ba43', 'f1c6057d-d113-4554-92e4-fc90777f4260']",9,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:09.848,Pass,True
,,,,,,,,,,,,,,,,4.464759,,,,,,,,,,,3df7c592-96a2-4fd6-b85d-208107842e3e,22,,,"[20.8, 76.9]",3825693,0,,,,,-0.41389138,,Right Foot,,,"[91.6, 45.8]",,High Pass,,77.32949,,,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Kick Off,Gorka Iraizoz Moreno,6576.0,Goalkeeper,2,Athletic Club,215,"['18c3de2b-0e4e-416f-a267-292b15e7a110', '8be2539d-da14-4456-95cc-578e6f341431']",18,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:18.956,Pass,
,,,,,,,,,,,,,,,,0.848698,,,,,,,,,,,437cc8a1-4208-42c7-9d18-ca48ad9d7626,26,,,"[30.8, 33.9]",3825693,0,,,,,0.5960281,,Right Foot,,,"[45.1, 43.6]",,Ground Pass,,17.279469,,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Kick Off,José María Giménez de Vargas,5259.0,Right Center Back,2,Athletic Club,215,['a21d277e-dc86-4d02-a83c-74204d3c47f0'],25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:25.426,Pass,
,,,,,,,,,,,,,,,,4.032294,,,,,,,,,,,ef9bcc95-9c85-421c-a477-b629795f8526,31,,,"[44.3, 74.3]",3825693,0,,,,,-0.102729864,,Right Foot,,,"[92.8, 69.3]",,Low Pass,,48.75705,,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,Recovery,1,From Kick Off,Juan Francisco Torres Belén,6375.0,Right Back,2,Athletic Club,215,"['1752ff0c-1a0b-4e69-adee-add01aa72dd2', '61066160-2834-454c-aa28-1f91adb8c91e']",29,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:29.531,Pass,
,,,,,,,,,,,,,,,,1.974114,,,,,,,,,,,1752ff0c-1a0b-4e69-adee-add01aa72dd2,33,,,"[27.3, 10.8]",3825693,0,,,,,2.2059832,,Right Foot,,,"[11.6, 32.1]",,Ground Pass,,26.460915,,,,,Gorka Iraizoz Moreno,6576.0,,,,,Recovery,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,"['2dd21522-8156-423e-aeb3-667d4d2b48cc', 'ef9bcc95-9c85-421c-a477-b629795f8526']",33,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:33.563,Pass,
,,,,,,,,,,,,,,,,3.210769,,,,,,,,,,,b22a83a2-81f1-475f-b9f1-5c26328b31bc,37,,,"[10.8, 34.8]",3825693,0,,,,,0.18702768,,Right Foot,,,"[64.7, 45.0]",,High Pass,,54.856632,,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Kick Off,Gorka Iraizoz Moreno,6576.0,Goalkeeper,2,Athletic Club,215,"['245b26ca-d357-4953-ab69-4855d043ce56', '75ecebb9-52cd-43b7-bf94-d12518cea586', '90215e91-e67f-4258-b7b5-ce0ff534280e']",37,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:37.317,Pass,True
