50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.648345,,,,,,,,,,,75ecebb9-52cd-43b7-bf94-d12518cea586,40,,,"[55.4, 35.1]",3825693,0,,,,True,-0.17930344,,,,,"[71.4, 32.2]",,High Pass,,16.260689,,,,,Luciano Vietto,6744.0,,,,,Recovery,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,3,Atlético Madrid,212,"['b22a83a2-81f1-475f-b9f1-5c26328b31bc', 'b806e45d-27ab-4d45-8d59-78e12d7436c5', 'ec9982d8-38c0-40dd-b076-7a90ed00fa49']",40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:40.528,Pass,True
,,,,,,,,,,,,,,,,0.967065,,,,,,,,,,,badb6182-4e32-465f-b3d0-6d91b6ef7ce1,44,,,"[72.9, 30.5]",3825693,0,,,,,1.0726796,,Right Foot,,,"[76.0, 36.2]",,High Pass,,6.4884515,,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Luciano Vietto,6744.0,Right Center Forward,3,Atlético Madrid,212,"['6208aebc-7c6e-4ead-91d3-f1bb169916ed', '8a04be1f-d327-4a1b-8654-e054f6b729b4']",42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.792,Pass,True
,,,,,,,,,,,,,,,,1.148417,,,,,,,,,,,958617f5-66fc-47f2-a9fd-0f745a9cbd83,49,,,"[76.2, 36.8]",3825693,0,,,,,-1.6447353,,Right Foot,,,"[75.6, 28.7]",,Ground Pass,,8.122191,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,3,Atlético Madrid,212,"['19548bac-4ef7-4f9c-991c-9a1d429dedcc', '689d6f61-d604-4a31-b1cc-60c707087ae1']",45,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:45.532,Pass,True
,,,,,,,,,,,,,,,,1.651261,,,,,,,,,,,f7844f2f-3598-456a-a886-0d60c562d164,52,,,"[77.0, 20.7]",3825693,0,,,,,-0.98415244,,Right Foot,,,"[88.3, 3.7]",,Ground Pass,,20.412987,,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,3,Atlético Madrid,212,['cd079dc5-cea7-4f1a-a58e-c82195945e8e'],47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.294,Pass,
,,,,,,,,,,,,,,,,0.723777,,,,,,,,,,,1f3993d4-650b-449d-8595-270ef5affd11,55,,,"[88.3, 3.7]",3825693,0,,,,,-2.9843645,,Right Foot,,,"[80.1, 2.4]",,Ground Pass,,8.302409,,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Midfield,3,Atlético Madrid,212,['f81905ca-2fc2-4557-8821-3f2e5f04dff3'],49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:49.104,Pass,
,,,,,,,,,,,,,,,,0.602798,,,,,,,,,,,480a1cd6-29c0-4c0e-8233-04bf197e3729,58,,,"[89.5, 1.0]",3825693,0,,,,,2.9060476,,Left Foot,,,"[84.5, 2.2]",,Ground Pass,,5.141984,,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,3,Atlético Madrid,212,['3a24077a-05fe-408c-a809-c7fe5ed4d709'],53,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:53.703,Pass,
,,,,,,,,,,,,,,,,0.5595,,,,,,,,,,,b5c8e240-cef5-4451-a99c-b8ccab6115c1,61,,,"[90.1, 9.7]",3825693,0,,,,,1.3734008,,Right Foot,,,"[91.6, 17.2]",,Ground Pass,,7.648529,,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Midfield,3,Atlético Madrid,212,['986256f8-cc37-4b79-976a-ff643ce066ae'],55,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:55.831,Pass,
,,,,,,,,,,,,,,,,0.706168,,,,,,,,,,,9acd6353-8b13-4d1c-b1eb-3a7b5b663de2,64,,,"[91.6, 17.2]",3825693,0,,,,,-0.56784403,,Left Foot,,,"[97.4, 13.5]",,Low Pass,,6.87968,,,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,3,Atlético Madrid,212,"['1edbc85b-1bd2-4c19-901c-1bf36414d003', 'af646792-5018-4435-8d1f-98c92cbbaed3']",56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:56.510,Pass,
,,,,,,,,,,,,,,,,0.527179,,,,,,,,,,,28632a3e-0a86-4093-bbfd-93e1ce428651,68,,,"[23.1, 65.6]",3825693,0,,,,,0.32175055,,Right Foot,,,"[31.2, 68.3]",,Ground Pass,,8.53815,,,,,Raúl García Escudero,6391.0,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Wing,4,Athletic Club,215,['80e6b8bc-f568-47c0-9a73-8af3a723e00f'],58,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:58.425,Pass,
,,,,,,,,,,,,,,,,0.632874,,,,,,,,,,,8a8f20c3-9d5a-434b-acd3-7ecca60e93cb,72,,,"[33.1, 67.5]",3825693,0,,,,,-1.6629714,,Right Foot,,,"[32.0, 55.6]",,Ground Pass,,11.950732,,,,,Ander Iturraspe Derteano,6388.0,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Center Attacking Midfield,4,Athletic Club,215,['b7093230-9b2c-433f-9a4b-532bfe435807'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:59.761,Pass,
,,,,,,,,,,,,,,,,0.277608,,,,,,,,,,,ebfe60a3-36d6-4b28-bd32-d6de5c25baaf,82,,,"[93.1, 27.0]",3825693,1,,,,,-0.10673567,,Right Foot,,,"[98.7, 26.4]",,Ground Pass,,5.632051,,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,5,Atlético Madrid,212,['d82a1d9c-b76f-4f5d-b572-8b6cb7c5443d'],2,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:02.338,Pass,
,,,,,,,,,,,,,,,,0.754288,,,,,,,,,,,06572284-3796-4dff-b97a-81924d91e9e7,86,,,"[18.1, 51.2]",3825693,1,,,,,-0.14189705,,Right Foot,,,"[27.9, 49.8]",,Low Pass,,9.899495,,,Incomplete,,Beñat Etxebarria Urkiaga,6396.0,,,,,Recovery,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,5,Atlético Madrid,212,"['12c6483d-d3b6-436a-a649-e2a018301af1', '592f85ac-49e8-4c9e-bd8b-88db298ff449']",3,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:03.384,Pass,
,,,,,,,,,,,,,,,,0.76495,,,,,,,,,,,67e4d819-2fe9-45e6-8629-99f145af58e0,91,,,"[92.2, 30.3]",3825693,1,,,,,1.9792852,,Right Foot,,,"[89.3, 37.0]",,High Pass,,7.300685,,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,5,Atlético Madrid,212,"['4ae430f0-4b7a-4806-927c-4fc62a760fd0', 'f7e09327-f7a7-4a72-a837-feed3c22add3']",4,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:04.811,Pass,True
,,,,,,,,,,,,,,,,0.591221,,,,,,,,,,,f7b45da1-6c8c-4201-936e-7a58bc8f7fa6,95,,,"[89.1, 37.0]",3825693,1,,,,,-1.8438051,,Right Foot,,,"[87.0, 29.5]",,Low Pass,,7.788453,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Right Midfield,5,Atlético Madrid,212,"['18021707-df91-4745-b314-ab956b105326', '5a95f5e2-3c7e-4ca7-b91f-e62636f3d980']",5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:05.696,Pass,True
,,,,,,,,,,,,,,,,0.80086,,,,,,,,,,,b0a6c3a8-2279-40d4-b384-fc00da31fd7c,99,,,"[40.4, 62.3]",3825693,1,,,,,-2.7248905,,Right Foot,,,"[34.3, 59.6]",,Ground Pass,,6.670832,,,,,Raúl García Escudero,6391.0,,,,,Recovery,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,5,Atlético Madrid,212,['4cea0cb6-03b1-4aa7-a8e5-6cd802768e1c'],7,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:07.929,Pass,
,,,,,,,,,,,,,,,,1.209502,,,,,,,,,,,60278cbd-d587-423c-8e0f-6cb66cfe01c7,102,,,"[36.8, 61.4]",3825693,1,,,,,0.20337456,,Right Foot,,,"[62.5, 66.7]",,High Pass,,26.240808,,,Incomplete,,Óscar de Marcos Arana,6649.0,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Center Attacking Midfield,5,Atlético Madrid,212,"['9be25d69-06d2-4232-a7db-5953fb34091c', 'c8c8afeb-440f-48f5-b217-25e495a9e0ee']",9,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:09.294,Pass,
,,,,,,,,,,,True,,,,,1.23223,,,,,,,,,,,c8c8afeb-440f-48f5-b217-25e495a9e0ee,104,,,"[57.6, 13.4]",3825693,1,,,,,0.2732125,,Right Foot,,,"[75.8, 18.5]",,Low Pass,,18.901058,,,,,Yannick Ferreira Carrasco,5633.0,,,,,Interception,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,5,Atlético Madrid,212,"['60278cbd-d587-423c-8e0f-6cb66cfe01c7', 'f86691bd-ca96-4453-a230-0b6232662e75']",10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:10.504,Pass,
,,,,,,,,,,,,,,,,0.587749,,,,,,,,,,,349d8220-620d-4b18-b40b-b30a69ec63d3,108,,,"[73.9, 18.9]",3825693,1,,,,,-2.6779451,,Right Foot,,,"[69.3, 16.6]",,Ground Pass,,5.1429563,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Midfield,5,Atlético Madrid,212,['8e35de53-876e-4b4b-97ac-adf6a05cb66a'],12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:12.550,Pass,
,,,,,,,,,,,,,,,,1.097396,,,,,,,,,,,6906745c-fb59-4a50-b58b-8e3a849557f1,112,,,"[72.9, 8.7]",3825693,1,,,,,-0.97282726,,Right Foot,,,"[77.6, 1.8]",,Ground Pass,,8.348653,,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,5,Atlético Madrid,212,"['484932a9-70ee-4cad-9037-05ee5ae251a3', 'accd856d-c4d2-4877-bec5-c8d97953924f']",14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:14.496,Pass,True
,,,,,,,,,,,,,,,,0.788039,,,,,,,,,,,32d005ae-60cd-4e55-aa9e-1514aafde23e,115,,,"[94.9, 6.2]",3825693,1,,,,,2.4998522,99b7f0e6-132a-4685-966f-9797193289e4,Left Foot,,,"[85.8, 13.0]",,Ground Pass,,11.360018,,,,,Yannick Ferreira Carrasco,5633.0,True,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,5,Atlético Madrid,212,['367b2190-1659-4607-8296-a84f3c379041'],18,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:18.501,Pass,
,,,,,,,,,,,,,,,,1.43948,,,,,,,,,,,66fb3f79-48c2-4b14-846d-57f9490e7e35,120,,,"[7.0, 36.1]",3825693,1,,,,,-1.6583766,,Right Foot,,,"[5.2, 15.6]",,Ground Pass,,20.578873,,,,,Aymeric Laporte,4353.0,,,,,Goal Kick,1,From Goal Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Athletic Club,215,['7d6f13e4-aefa-46a8-bbf9-eac7052852d1'],36,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:36.978,Pass,
,,,,,,,,,,,,,,,,1.532826,,,,,,,,,,,9e34fb32-fc4f-4652-af5c-95ffcb564412,123,,,"[27.1, 14.0]",3825693,1,,,,,0.7236431,,Left Foot,,,"[52.0, 36.0]",,Ground Pass,,33.226646,,,,,Ander Iturraspe Derteano,6388.0,,,,,,1,From Goal Kick,Aymeric Laporte,4353.0,Left Center Back,6,Athletic Club,215,['feae0919-5f61-4b32-bae2-608d2543e61c'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.749,Pass,
,,,,,,,,,,,,,,,,1.225711,,,,,,,,,,,eb2f71cc-ac14-479f-9099-889fbb4a650e,126,,,"[50.6, 32.5]",3825693,1,,,,,-1.5990573,,Right Foot,,,"[49.8, 4.2]",,Ground Pass,,28.311306,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Goal Kick,Ander Iturraspe Derteano,6388.0,Right Defensive Midfield,6,Athletic Club,215,['4a0b0f10-0c52-434c-b3c9-399789883359'],47,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:47.681,Pass,
,,,,,,,,,,,,,,,,1.713808,,,,,,,,,,,9649c45c-0a47-4211-8b10-05d4095bad31,129,,,"[50.6, 5.8]",3825693,1,,,,,2.7027333,,Left Foot,,,"[31.0, 15.0]",,Ground Pass,,21.65179,,,,,Aymeric Laporte,4353.0,,,,,,1,From Goal Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,6,Athletic Club,215,['df282318-81e7-4e46-9026-cff1a8d3cabb'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:50.055,Pass,
,,,,,,,,,,,,,,,,2.770832,,,,,,,,,,,8e8c98ff-9ca4-4ffe-ab2c-d60eb15499f1,132,,,"[36.6, 16.3]",3825693,1,,,,,1.2767026,,Left Foot,,,"[54.5, 75.4]",,High Pass,,61.751274,,,,,Eneko Bóveda Altube,6386.0,,True,,,,1,From Goal Kick,Aymeric Laporte,4353.0,Left Center Back,6,Athletic Club,215,['c22df292-0aec-40f3-b8d4-c305eb718d5a'],53,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:53.507,Pass,
