bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f0c7617f-49ef-4831-8815-94f0e13e8d31,1,,,,3825700,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a2908576-a6f2-454e-998a-aa8e64709b9c,2,,,,3825700,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 10612, 'name': 'Yoel Rodríguez Oterino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6914, 'name': 'Roberto Román Triguero'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 11298, 'name': 'José Ignacio Martínez García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 26848, 'name': 'Roberto Trashorras Gayoso'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 23761, 'name': 'Alhassane Bangoura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6852, 'name': 'Jozabed Sánchez Ruiz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 4711, 'name': 'Pablo Hernández Domínguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 11542, 'name': 'Javier Guerra Rodríguez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Rayo Vallecano,360,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e8b24cde-611d-47ac-b9cb-816f9ca4a45b,3,,,,3825700,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['8e0ae719-8b87-4019-8ab3-ce740f49d87c'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e0ae719-8b87-4019-8ab3-ce740f49d87c,4,,,,3825700,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['e8b24cde-611d-47ac-b9cb-816f9ca4a45b'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,028161c5-1889-4f6c-83f5-6ca28221a867,1636,,,,3825700,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Rayo Vallecano,360,['2bfb3b96-d65d-4617-b555-f9ab811b4e4c'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2bfb3b96-d65d-4617-b555-f9ab811b4e4c,1637,,,,3825700,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Rayo Vallecano,360,['028161c5-1889-4f6c-83f5-6ca28221a867'],0,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.610642,,,,,,,,,,,,,e8007877-f0a7-4ee5-864c-c484c43d65fd,5,,,"[60.0, 40.0]",3825700,0,,,,-1.6262949,,Left Foot,,,,"[59.9, 38.2]",,Ground Pass,,1.8027756,,,,Karim Benzema,19677.0,,,,,,Kick Off,1,From Kick Off,James David Rodríguez Rubio,5695.0,Right Center Midfield,2,Real Madrid,220,['a63c1d35-5121-4ddb-b62f-77de694ca955'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.874,Pass,
,,,,,,,,,,,,,,,,,,,2.229492,,,,,,,,,,,,,57f35b88-f0e0-40fd-928a-64d21d49d947,7,,,"[60.1, 37.7]",3825700,0,,,,2.6689363,,Left Foot,,,,"[38.0, 49.0]",,Ground Pass,,24.821362,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,['70de18e4-c6c3-4033-88cc-6eb36cdc3202'],1,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:01.485,Pass,
,,,,,,,,,,,,,,,,,,,1.989877,,,,,,,,,,,,,da8e3204-115d-449d-b390-fe7948416bc7,10,,,"[40.4, 49.8]",3825700,0,,,,-1.6500999,,Right Foot,,,,"[38.0, 19.6]",,Ground Pass,,30.295214,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Real Madrid,220,['e36b2052-f470-4f58-9a4d-44b8db7ad6bc'],5,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:05.286,Pass,
,,,,,,,,,,,,,,,,,,,1.002871,,,,,,,,,,,,,93ef4c1b-43f2-4b97-a63e-ae455bdef96b,14,,,"[38.2, 19.0]",3825700,0,,,,0.0,,Right Foot,,,,"[52.5, 19.0]",,Ground Pass,,14.3,,,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,2,Real Madrid,220,"['96d00818-1822-46ac-9778-43d9d8157381', 'e9aaeea7-7c0b-4e0f-860f-c566bb326370']",7,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:07.855,Pass,True
,,,,,,,,,,,,,,,,,,,1.043513,,,,,,,,,,,,,d1a9461e-92b5-4cd5-8d50-8acd54a3f3d7,17,,,"[48.8, 17.0]",3825700,0,,,,-1.9100889,,Left Foot,,,,"[43.4, 1.7]",,Ground Pass,,16.224981,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Left Center Midfield,2,Real Madrid,220,['bbe94e2a-c4a0-4b49-82bb-79dcee315058'],9,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.762,Pass,
,,,,,,,,,,,,,,,,,,,3.480617,,,,,,,,,,,,,5d985167-51bc-42d6-a039-f80c7d1c2837,20,,,"[40.8, 2.0]",3825700,0,,,,2.3160086,,Left Foot,,,,"[3.8, 42.1]",,High Pass,,54.56198,,,,Keylor Navas Gamboa,5597.0,,,True,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,['cd65b0ad-6fe2-4e57-a9d8-d5b1ab2bbf59'],12,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.370,Pass,
,,,,,,,,,,,,,,,,,,,1.484681,,,,,,,,,,,,,25dbae83-f1c6-465e-8a55-e8de84d301b3,23,,,"[7.7, 49.4]",3825700,0,,,,1.2768809,,Right Foot,,,,"[15.6, 75.5]",,Ground Pass,,27.269396,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Keylor Navas Gamboa,5597.0,Goalkeeper,2,Real Madrid,220,['6ad100ef-f9c5-439e-be55-1f8ee9a7f154'],18,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:18.598,Pass,
,,,,,,,,,,,,,,,,,,,1.778158,,,,,,,,,,,,,654ad559-794e-4b78-81c7-da565f639412,26,,,"[15.6, 75.5]",3825700,0,,,,-2.0741467,,Right Foot,,,,"[3.1, 52.8]",,Ground Pass,,25.91409,,,,Keylor Navas Gamboa,5597.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Real Madrid,220,['8d7ff36c-459c-4b0c-88a9-36c92908081d'],21,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:21.864,Pass,
,,,,,,,,,,,,,,,,,,,2.141306,,,,,,,,,,,,,88cf78e5-f558-494b-8540-e628f26a95c5,30,,,"[3.1, 53.3]",3825700,0,,,,0.31611001,,Right Foot,,,,"[40.4, 65.5]",,High Pass,,39.24449,,,,Danilo Luiz da Silva,3063.0,,,,,,,1,From Kick Off,Keylor Navas Gamboa,5597.0,Goalkeeper,2,Real Madrid,220,"['4a9db7c3-037a-4621-a82d-06c5ae2ba329', '9f2d0cd2-5e77-42f1-abaf-643caab2922e']",25,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.068,Pass,True
,,,,,,,,,,,,,,,,,,,1.006293,,,,,,,,,,,,,bd062ace-61bc-461a-a3b1-73bfe1212ded,35,,,"[42.2, 61.5]",3825700,0,,,,-2.4685018,,Right Foot,,,,"[34.8, 55.6]",,Ground Pass,,9.464143,,,,Toni Kroos,5574.0,,,,,,Recovery,1,From Kick Off,Danilo Luiz da Silva,3063.0,Right Back,2,Real Madrid,220,['2e0d7018-20d0-4c70-8efc-5581c1c63494'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:29.012,Pass,
,,,,,,,,,,,,,,,,,,,1.280724,,,,,,,,,,,,,64b78493-08fc-415e-87ec-73deff36c926,38,,,"[34.1, 55.0]",3825700,0,,,,-2.1801698,,Left Foot,,,,"[23.7, 40.1]",,Ground Pass,,18.17058,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Kick Off,Toni Kroos,5574.0,Center Defensive Midfield,2,Real Madrid,220,['7b103c72-b9ed-4736-ba90-7ec87a5c5692'],30,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.659,Pass,
,,,,,,,,,,,,,,,,,,,1.417152,,,,,,,,,,,,,7d665f3f-0fd3-41f9-a284-7066b223cb8c,41,,,"[26.1, 41.7]",3825700,0,,,,1.5854473,,Right Foot,,,,"[25.7, 69.0]",,Ground Pass,,27.30293,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,2,Real Madrid,220,['b7d8e110-80bf-4d29-bb75-47e33e7ddb7c'],35,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:35.003,Pass,
,,,,,,,,,,,,,,,,,,,1.083278,,,,,,,,,,,,,9679faf0-e307-46d0-98c4-4347d6d464c1,44,,,"[25.7, 69.0]",3825700,0,,,,-0.13285337,,Right Foot,,,,"[47.4, 66.1]",,Ground Pass,,21.892921,,,,James David Rodríguez Rubio,5695.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Real Madrid,220,['ffd9dfa0-5d67-4969-9366-f099e57009c7'],38,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:38.210,Pass,
,,,,,,,,,,,,,,,,,,,1.211075,,,,,,,,,,,,,d46f8b25-2c79-40c3-9e02-c577107a66ce,47,,,"[43.1, 66.2]",3825700,0,,,,-2.8736823,,Left Foot,,,,"[27.8, 62.0]",,Ground Pass,,15.866001,,,,Sergio Ramos García,5201.0,,,,,,,1,From Kick Off,James David Rodríguez Rubio,5695.0,Right Center Midfield,2,Real Madrid,220,['3b3f5f5f-5607-41f1-8b26-5db159486e75'],40,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:40.240,Pass,
,,,,,,,,,,,,,,,,,,,1.80514,,,,,,,,,,,,,8beaeacd-068b-4533-892e-000a84af9093,50,,,"[27.8, 62.0]",3825700,0,,,,-1.0214218,,Right Foot,,,,"[42.8, 37.5]",,Ground Pass,,28.727165,,,,Luka Modrić,5463.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Right Center Back,2,Real Madrid,220,['87dd5859-07d3-4021-bbc7-2d1a68a8000c'],42,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:42.295,Pass,
,,,,,,,,,,,,,,,,,,,1.664176,,,,,,,,,,,,,40cc6a55-6802-47a9-9c3c-ac9991c50354,54,,,"[47.0, 34.7]",3825700,0,,,,-1.3937558,,Right Foot,,,,"[52.6, 3.4]",,Ground Pass,,31.797012,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Kick Off,Luka Modrić,5463.0,Left Center Midfield,2,Real Madrid,220,['afad2b40-529f-4bf8-86c2-3ddfe2951087'],45,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:45.236,Pass,
,,,,,,,,,,,,,,,,,,,2.742246,,,,,,,,,,,,,ec0c0356-7449-42d4-a769-c83823ef13d9,57,,,"[54.4, 3.4]",3825700,0,,,,0.3209329,,Left Foot,,,,"[91.1, 15.6]",,Ground Pass,,38.674667,,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,"['3318485c-a0ca-4890-96c9-88317df05598', 'f46c61c7-6f2f-4a36-9604-c079aa20fac3']",47,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:47.805,Pass,
,,,,,,,,,,,,,,,,,,,2.10428,,,,,,,,,,,,,3318485c-a0ca-4890-96c9-88317df05598,60,,,"[29.0, 64.5]",3825700,0,,,,-2.3963737,,Right Foot,,,,"[8.3, 45.4]",,Ground Pass,,28.165583,,,,Yoel Rodríguez Oterino,10612.0,,,,,,Recovery,1,Regular Play,Roberto Román Triguero,6914.0,Right Back,3,Rayo Vallecano,360,"['46747a49-8bd4-4672-a58a-0362b6ad7b0d', '9e6ddce0-9e74-40c1-9adf-589b336dde3b', 'ec0c0356-7449-42d4-a769-c83823ef13d9']",50,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:50.547,Pass,True
,,,,,,,,,,,,,,,,,,,4.007887,,,,,,,,,,,,,95f6834a-afe1-437f-84a4-0353e2628fdc,62,,,"[8.3, 45.4]",3825700,0,,,,0.07776494,,Right Foot,,,,"[69.9, 50.2]",,High Pass,,61.78673,,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,,1,Regular Play,Yoel Rodríguez Oterino,10612.0,Goalkeeper,3,Rayo Vallecano,360,"['1720b9dc-501f-4d0c-bf18-8310d95ae444', 'b949e4e3-76bf-4362-93fb-18730cd630e3']",52,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:52.652,Pass,
,,,,,,,,,,,,,,,,,,,1.555599,,,,,,,,,,,,,b949e4e3-76bf-4362-93fb-18730cd630e3,65,,,"[50.2, 29.9]",3825700,0,,,True,0.66150767,,,,,,"[65.1, 41.5]",,High Pass,,18.88306,,Incomplete,,,,,,,,,Interception,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Left Center Back,3,Rayo Vallecano,360,"['95f6834a-afe1-437f-84a4-0353e2628fdc', 'b01f41fd-1861-4e98-9627-47f1803d9008', 'd6014996-917a-4fbd-b504-bc1c3b5f7f4e']",56,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:56.660,Pass,True
,,,,,,,,,,,,,,,,,,,0.813125,,,,,,,,,,,,,d6014996-917a-4fbd-b504-bc1c3b5f7f4e,66,,,"[55.0, 38.6]",3825700,0,,,,0.0,,Right Foot,,,,"[68.6, 38.6]",,Low Pass,,13.6,,,,Jozabed Sánchez Ruiz,6852.0,,,,,,Recovery,1,Regular Play,Pablo Hernández Domínguez,4711.0,Left Wing,3,Rayo Vallecano,360,"['97d8d197-8b5a-4d66-ba74-67f86d91db57', 'b949e4e3-76bf-4362-93fb-18730cd630e3']",58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:58.215,Pass,
,,,,,,,,,,,,,,,,,,,1.024271,,,,,,,,,,,,,436ea431-e7bc-4cc9-afa4-f8a37f53ed2c,69,,,"[68.6, 38.6]",3825700,0,,,,1.5100018,,Right Foot,,,,"[69.3, 50.1]",,Ground Pass,,11.521285,,,,Javier Guerra Rodríguez,11542.0,,,,,,,1,Regular Play,Jozabed Sánchez Ruiz,6852.0,Center Attacking Midfield,3,Rayo Vallecano,360,['94af9135-a62e-4890-b2cc-c9878d6152cf'],59,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:59.148,Pass,
,,,,,,,,,,,,,,,,,,,2.413532,,,,,,,,,,,,,f4416c29-e2f8-4825-8f45-47c49017d899,75,,,"[82.5, 50.6]",3825700,1,True,,,1.0559512,,Right Foot,,,,"[96.7, 75.7]",,Ground Pass,,28.838343,,,,Alhassane Bangoura,23761.0,,,,,,Free Kick,1,From Free Kick,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,4,Rayo Vallecano,360,['ccfe1f9a-22d3-4ccb-8f7b-78f04049594a'],10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:10.980,Pass,
,,,,,,,,,,,,,,,,,,,0.874091,,,,,,,,,,,,,a6e16efb-c5d2-457a-ba22-0c6320518bea,77,,,"[104.2, 67.9]",3825700,1,,,,-1.1910301,,Right Foot,True,,,"[113.5, 44.6]",,Low Pass,,25.087446,,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,,1,From Free Kick,Alhassane Bangoura,23761.0,Right Wing,4,Rayo Vallecano,360,"['7de56b77-8ad7-4e75-a9ac-73e6c975129a', '91c7082f-5916-41d8-aa4c-b03672bc1384']",15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:15.371,Pass,
,,,,,,,,,,,,,,,,,,,1.329847,,,,,,,,,,,,,b76beffc-7de5-4cc2-a005-94db1b1eb690,80,,,"[120.0, 80.0]",3825700,1,,,,-1.8025793,,Right Foot,,,,"[112.4, 47.8]",,High Pass,,33.08474,,Incomplete,True,Antonio Amaya Carazo,27144.0,,,,Outswinging,,Corner,1,From Corner,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,5,Rayo Vallecano,360,"['11c258f3-d2d5-4c12-b5f8-0d82a8e61ae1', 'd3e6c1c8-0dff-43be-ab1d-b56d3393c7d1']",50,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:50.321,Pass,
,,,,,,,,,,,,,,,,,,,2.928974,,,,,,,,,,,,,df328214-498a-4b10-a18e-7407ea829e4e,84,,,"[96.8, 80.0]",3825700,2,,,,-0.13992468,,,,,,"[111.0, 78.0]",,Low Pass,,14.340154,,,,Alhassane Bangoura,23761.0,,,,,,Throw-in,1,From Throw In,Roberto Román Triguero,6914.0,Right Back,6,Rayo Vallecano,360,['c4a26171-60a5-43dc-aaf6-413397d82e67'],21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:21.102,Pass,
,,,,,,,,,,,,,,,,,,,1.569965,,,,,,,,,,,,,328f34b3-93d8-438c-8f7c-c8bfb86cb244,87,,,"[117.6, 77.8]",3825700,2,,,,-1.94013,42e4543a-d32c-46dd-871a-4ed4fc52c4cc,Right Foot,True,True,,"[105.6, 46.8]",,Ground Pass,,33.24154,,,,Jozabed Sánchez Ruiz,6852.0,True,,,,,,1,From Throw In,Alhassane Bangoura,23761.0,Right Wing,6,Rayo Vallecano,360,['e947974a-204a-4c98-948e-91e97933f0c2'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:24.233,Pass,
,,,,,,,,,,,,,,,,,,,1.075488,,,,,,,,,,,,,2b6c0e42-6d9a-4a5b-b940-705e50f96baf,93,,,"[19.2, 19.6]",3825700,2,,,,0.07553171,,Right Foot,,,,"[37.7, 21.0]",,Ground Pass,,18.552896,,,,Karim Benzema,19677.0,,,,,,Recovery,1,Regular Play,Luka Modrić,5463.0,Left Center Midfield,7,Real Madrid,220,"['97a0d466-820b-4212-8c93-52c2330a2141', 'c333194c-736e-4b97-826d-fd54bbe670b9']",27,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:27.506,Pass,True
,,,,,,,,,,,,,,,,,,,1.671015,,,,,,,,,,,,,8b9d6d3f-41fb-4188-861f-e91cd029fada,96,,,"[37.2, 21.5]",3825700,2,,,,-0.59305733,,Left Foot,,,,"[64.5, 3.1]",,Ground Pass,,32.92188,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,7,Real Madrid,220,['3ba8d9c7-95a3-4b43-b768-af4414bf8751'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:29.497,Pass,
