bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.107634,,,,,,,,,,,,,e2a7e28a-e58f-49c9-ad7c-a4a77863576b,14,,"[55.8, 28.4]",3825591,0,,,,0.26060238,,Right Foot,,,,"[66.3, 31.2]",Low Pass,,10.866922,,,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,Recovery,1,From Kick Off,Francisco Portillo Soler,6873.0,Left Midfield,2,Valencia,207,"['1328b45e-4c60-4fa6-aa45-2a04b97104d3', '47e7f51f-da79-4dcb-b428-9d25aac1f179', '6ba26912-db9b-4579-931c-d0ab53c78646']",7,,,,,,,,,,,,,,,,Real Betis,218,00:00:07.929,Pass,
,,,,,,,,,,,,,,,3.526451,,,,,,,,,,,,,9178d3f5-640b-4e35-875e-7902c28075ca,22,,"[74.1, 24.9]",3825591,0,,,,-0.080436096,,Left Foot,,,,"[120.0, 21.2]",Ground Pass,,46.048885,,,Out,,Rubén Castro Martín,6832.0,,,,,,Free Kick,1,From Free Kick,Juan Manuel Vargas Risco,27347.0,Left Back,3,Real Betis,218,['ac996d32-6367-4fae-8baf-880a8ca88640'],35,,,,,,,,,,,,,,,,Real Betis,218,00:00:35.651,Pass,
,,,,,,,,,,,,,,,3.9184,,,,,,,,,,,,,f1f721df-ee4a-495a-8e1d-59edaa9d4f9d,24,,"[6.0, 44.0]",3825591,0,,,,0.24333258,,Right Foot,,,,"[63.2, 58.2]",High Pass,,58.936237,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Jaume Doménech Sánchez,6898.0,Goalkeeper,4,Valencia,207,['4075f554-1bef-4ed0-8134-0c2560518bc8'],58,,,,,,,,,,,,,,,,Valencia,207,00:00:58.861,Pass,
,,,,,,,,,,,,,,,4.43314,,,,,,,,,,,,,4075f554-1bef-4ed0-8134-0c2560518bc8,25,,"[56.9, 21.9]",3825591,1,,,,0.41198844,,Head,,,,"[94.2, 38.2]",Low Pass,,40.70602,,,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,Recovery,1,From Goal Kick,Francisco Portillo Soler,6873.0,Left Midfield,4,Valencia,207,"['ad9e8100-1604-43d2-9849-cebb3adcfab2', 'dbe0ed26-0b83-412d-bc5c-5e40eac37689', 'f1f721df-ee4a-495a-8e1d-59edaa9d4f9d']",2,,,,,,,,,,,,,,,,Real Betis,218,00:01:02.779,Pass,
,,,,,,,,,,,,,,,1.378528,,,,,,,,,,,,,b66e6b7b-dc03-4014-860d-346a43cfcf21,29,,"[26.3, 41.2]",3825591,1,,,,1.816957,,Left Foot,,,,"[21.3, 61.1]",Ground Pass,,20.518528,,,,,Shkodran Mustafi,3638.0,,,,,,,1,From Goal Kick,Aymen Abdennour,4406.0,Left Center Back,4,Valencia,207,['d2ae2de9-0443-40bb-8411-c38e15b91ae1'],7,,,,,,,,,,,,,,,,Valencia,207,00:01:07.982,Pass,
,,,,,,,,,,,,,,,1.802535,,,,,,,,,,,,,6a2fe001-76b4-48b9-ba7c-35f92a5450c3,33,,"[20.2, 65.9]",3825591,1,,,,0.49016246,,Right Foot,,,,"[45.5, 79.4]",High Pass,,28.676472,,,Out,,,,,,,,,,1,From Goal Kick,Shkodran Mustafi,3638.0,Right Center Back,4,Valencia,207,['9f373213-a060-4c19-8f79-f73baa79b5c7'],10,,,,,,,,,,,,,,,,Valencia,207,00:01:10.370,Pass,True
,,,,,,,,,,,,,,,2.038458,,,,,,,,,,,,,98dd9769-4d91-4278-b9b3-934ce9827876,34,,"[72.8, 0.1]",3825591,1,,,,0.42483217,,,,,,"[106.4, 15.3]",High Pass,,36.878178,,,Incomplete,,Jorge Molina Vidal,6630.0,,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,5,Real Betis,218,"['b27efb2e-81fc-48a2-be4f-5ee8a8eb8561', 'dddb86c4-b613-450d-afa1-f979b1e12deb']",18,,,,,,,,,,,,,,,,Real Betis,218,00:01:18.960,Pass,
,,,,,,,,,,,,,,,0.882118,,,,,,,,,,,,,408d1f10-2415-4835-bdff-4298bda8d12b,38,,"[104.4, 0.1]",3825591,1,,,,1.929567,,,,,,"[101.4, 8.1]",Low Pass,,8.5440035,,,,,Francisco Portillo Soler,6873.0,,,,,,Throw-in,1,From Throw In,Rubén Castro Martín,6832.0,Left Center Forward,6,Real Betis,218,['a78e8f26-b60d-4ba4-b8f3-cb97c0ac5933'],25,,,,,,,,,,,,,,,,Real Betis,218,00:01:25.700,Pass,
,,,,,,,,,,,,,,,0.491127,,,,,,,,,,,,,ad92466d-ca04-440c-b426-c1d27e251962,43,,"[19.8, 75.0]",3825591,1,,,,-1.1278712,,Right Foot,,,,"[23.5, 67.2]",Ground Pass,,8.633076,,,,,Daniel Parejo Muñoz,6595.0,,,,,,Recovery,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,7,Valencia,207,['aa15f06a-dd83-4f34-9976-3a40c0a869d7'],28,,,,,,,,,,,,,,,,Valencia,207,00:01:28.448,Pass,
,,,,,,,,,,,,,,,0.866856,,,,,,,,,,,,,cba481e9-b90d-4ea8-b9a9-731f665e6bbc,46,,"[19.8, 66.3]",3825591,1,,,,1.407701,,Other,,,,"[21.1, 74.2]",Ground Pass,,8.0062475,,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,7,Valencia,207,['4f8ac3cb-b350-42fe-88e5-129b0eb4dd20'],30,,,,,,,,,,,,,,,,Valencia,207,00:01:30.055,Pass,
,,,,,,,,,,,,,,,0.766721,,,,,,,,,,,,,1b45d33a-76e6-4386-8d33-0711ae5579c3,49,,"[21.1, 74.2]",3825591,1,,,,0.074627504,,Right Foot,,,,"[31.8, 75.0]",Ground Pass,,10.729865,,,,,Sofiane Feghouli,18724.0,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,7,Valencia,207,['d834c2bd-993d-4895-85d8-c68140d0f209'],31,,,,,,,,,,,,,,,,Valencia,207,00:01:31.356,Pass,
,,,,,,,,,,,,,,,0.612205,,,,,,,,,,,,,960d7d46-bb66-4fc3-9501-4fbee6e82fea,51,,"[31.8, 75.0]",3825591,1,,,,-1.7707893,,Right Foot,,,,"[30.3, 67.6]",Ground Pass,,7.5504966,,,,,Javier Fuego Martínez,6751.0,,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,7,Valencia,207,['06de6e3b-dc62-463c-ae78-eef4931641cd'],32,,,,,,,,,,,,,,,,Valencia,207,00:01:32.123,Pass,
,,,,,,,,,,,,,,,1.112679,,,,,,,,,,,,,0b89051e-7842-4754-8fb6-7ff8a8576a0e,54,,"[35.5, 60.9]",3825591,1,,,,-0.42087215,,Left Foot,,,,"[56.5, 51.5]",Low Pass,,23.007824,,,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,7,Valencia,207,['fd017ade-199d-4b38-8bd8-13a6c07c3de1'],34,,,,,,,,,,,,,,,,Valencia,207,00:01:34.415,Pass,
,,,,,,,,,,,,,,,1.496637,,,,,,,,,,,,,c349dfd6-88f1-44ae-ac52-7c8f924546d0,58,,"[63.9, 51.5]",3825591,1,,,,0.75992596,,Left Foot,,,,"[80.0, 66.8]",Ground Pass,,22.210358,,,Incomplete,,Rodrigo Moreno Machado,5718.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,7,Valencia,207,"['131b2635-9c40-4e5a-8228-de611a39a7d7', '5931f0ec-44e2-4811-b775-10f1b253d252']",36,,,,,,,,,,,,,,,,Valencia,207,00:01:36.885,Pass,
,,,,,,,,,,,,,,,2.86732,,,,,,,,,,,,,c88e0873-5a1a-47d7-80c9-2570843d192b,62,,"[41.0, 12.0]",3825591,1,True,,,2.0423594,,Left Foot,,,,"[33.3, 27.1]",Low Pass,,16.949926,,,,,Heiko Westermann,27349.0,,,,,,Free Kick,1,From Free Kick,Juan Manuel Vargas Risco,27347.0,Left Back,8,Real Betis,218,['cf73e716-a8a9-4333-aa7f-7c1cf9c44a7e'],47,,,,,,,,,,,,,,,,Real Betis,218,00:01:47.021,Pass,
,,,,,,,,,,,,,,,2.157786,,,,,,,,,,,,,19a3fd91-1829-49c7-8518-3ff2176ec93b,64,,"[33.5, 25.1]",3825591,1,True,,,-1.7309047,,Right Foot,,,,"[30.9, 9.0]",Ground Pass,,16.308586,,,,,Juan Manuel Vargas Risco,27347.0,,,,,,,1,From Free Kick,Heiko Westermann,27349.0,Left Center Back,8,Real Betis,218,['5e929fab-9216-4459-b7e7-da10febf0c9d'],51,,,,,,,,,,,,,,,,Real Betis,218,00:01:51.631,Pass,
,,,,,,,,,,,,,,,1.550962,,,,,,,,,,,,,15a83d92-a1d4-4cab-bf4c-d45daccab130,66,,"[31.4, 11.2]",3825591,1,True,,,0.25135908,,Left Foot,,,,"[71.9, 21.6]",High Pass,,41.81399,,,,,Rubén Castro Martín,6832.0,,,,,,,1,From Free Kick,Juan Manuel Vargas Risco,27347.0,Left Back,8,Real Betis,218,['09ff5306-e2e8-4b8e-969f-562a3822cf00'],56,,,,,,,,,,,,,,,,Real Betis,218,00:01:56.735,Pass,
,,,,,,,,,,,,,,,0.97116,,,,,,,,,,,,,a37a4eb6-35d6-4936-af0c-ff3f582ce414,69,,"[71.9, 21.6]",3825591,1,,,True,0.26227254,,,,,,"[86.8, 25.6]",Low Pass,,15.427572,,,Incomplete,,,,,,,,,,1,From Free Kick,Rubén Castro Martín,6832.0,Left Center Forward,8,Real Betis,218,"['bb64851e-f017-4a7f-8324-71e9059f834e', 'd417b70e-1862-4c62-9d5c-3b1ce25195d4']",58,,,,,,,,,,,,,,,,Real Betis,218,00:01:58.286,Pass,True
,,,,,,,,,,,,,,,2.190323,,,,,,,,,,,,,75c9c9e3-3ad3-4d26-a6c2-0cdd8097d18d,72,,"[38.6, 56.3]",3825591,2,,,,-1.8513331,,Right Foot,,,,"[30.1, 26.8]",Ground Pass,,30.700163,,,,,Aymen Abdennour,4406.0,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,9,Valencia,207,['c0923fce-ba35-4e76-9690-eb97dd2c781a'],3,,,,,,,,,,,,,,,,Valencia,207,00:02:03.086,Pass,
,,,,,,,,,,,,,,,1.218034,,,,,,,,,,,,,7241ecb3-7a5d-413a-856a-a77d8a320af7,75,,"[32.0, 26.8]",3825591,2,,,,-1.1091211,,Left Foot,,,,"[42.1, 6.5]",Ground Pass,,22.673773,,,,,Lucas Alfonso Orbán Alegre,27480.0,,,,,,,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,9,Valencia,207,['844b0e9e-cf54-4312-aef3-f837793103aa'],6,,,,,,,,,,,,,,,,Valencia,207,00:02:06.424,Pass,
,,,,,,,,,,,,,,,1.142724,,,,,,,,,,,,,03578f8d-12a6-455e-8f16-9ba270a81a5e,78,,"[44.2, 3.5]",3825591,2,,,,2.488746,,Right Foot,,,,"[35.7, 10.0]",Ground Pass,,10.700467,,,,,Aymen Abdennour,4406.0,,,,,,,1,Regular Play,Lucas Alfonso Orbán Alegre,27480.0,Left Back,9,Valencia,207,['5063dea9-9327-4788-80c0-4f1d6061cbe2'],10,,,,,,,,,,,,,,,,Valencia,207,00:02:10.529,Pass,
,,,,,,,,,,,,,,,2.002491,,,,,,,,,,,,,6940030d-bc2f-4066-b775-8b6c886b36f1,81,,"[36.6, 10.0]",3825591,2,,,,1.8218683,,Left Foot,,,,"[27.7, 44.7]",Ground Pass,,35.823177,,,,,Shkodran Mustafi,3638.0,,,,,,,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,9,Valencia,207,['45c28bd9-b19f-4e0c-95c8-151fe18f6673'],13,,,,,,,,,,,,,,,,Valencia,207,00:02:13.040,Pass,
,,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,1e81041d-705d-4360-aa06-95aa21c7ba25,84,,"[27.7, 46.5]",3825591,2,,,,1.15934,,Right Foot,,,,"[37.3, 68.5]",Ground Pass,,24.003334,,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,9,Valencia,207,['0c14e4fb-4676-43d9-b2d6-42f1d8f0de97'],16,,,,,,,,,,,,,,,,Valencia,207,00:02:16.648,Pass,
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,eb484ab7-e384-4237-9ffe-798adb1eed89,87,,"[37.3, 68.5]",3825591,2,,,,-2.3980305,,Right Foot,,,,"[26.1, 58.2]",Ground Pass,,15.21611,,,,,Shkodran Mustafi,3638.0,,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,9,Valencia,207,['45969821-d4eb-48b5-97ca-33a823968ff0'],18,,,,,,,,,,,,,,,,Valencia,207,00:02:18.965,Pass,
,,,,,,,,,,,,,,,1.191919,,,,,,,,,,,,,3257f15d-0eff-4ab5-8eae-f4cbb8c6f155,90,,"[28.7, 59.1]",3825591,2,,,,-1.4725224,,Right Foot,,,,"[30.1, 44.9]",Ground Pass,,14.268847,,,,,Javier Fuego Martínez,6751.0,,,,,,,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,9,Valencia,207,['32c36296-e91f-4ca7-9dc0-dd60384c068f'],23,,,,,,,,,,,,,,,,Valencia,207,00:02:23.078,Pass,
,,,,,,,,,,,,,,,1.291495,,,,,,,,,,,,,fd315466-6258-4a5e-aaf3-75e521d1ba41,93,,"[30.1, 44.9]",3825591,2,,,,1.0610484,,Right Foot,,,,"[46.2, 73.7]",Ground Pass,,32.994698,,,,,Antonio Barragán Fernández,6663.0,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Center Defensive Midfield,9,Valencia,207,['e4912b0b-e12b-45bd-a440-723f11796e20'],26,,,,,,,,,,,,,,,,Valencia,207,00:02:26.298,Pass,
,,,,,,,,,,,,,,,3.414121,,,,,,,,,,,,,612d7766-f750-4b79-89ff-d38a3cc3559f,97,,"[70.2, 0.1]",3825591,2,True,,,0.5596816,,,,,,"[86.8, 10.5]",High Pass,,19.588772,,,,,Rubén Castro Martín,6832.0,,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,10,Real Betis,218,['de4ec275-916e-4617-a95c-e1504752d5c6'],35,,,,,,,,,,,,,,,,Real Betis,218,00:02:35.383,Pass,
,,,,,,,,,,,,,,,2.229045,,,,,,,,,,,,,2db062f7-3073-4649-ab14-3be58cac7282,99,,"[86.8, 10.5]",3825591,2,,,,1.9589232,,Right Foot,,,,"[78.5, 30.8]",Ground Pass,,21.931255,,,,,Daniel Ceballos Fernández,6697.0,,,,,,,1,From Throw In,Rubén Castro Martín,6832.0,Left Center Forward,10,Real Betis,218,['7fd995b0-1e2f-4128-a7fe-3066826a008e'],41,,,,,,,,,,,,,,,,Real Betis,218,00:02:41.235,Pass,
,,,,,,,,,,,,,,,1.285784,,,,,,,,,,,,,d9b6883e-5e66-4420-9caa-9c52f833e76c,106,,"[79.8, 21.9]",3825591,2,,,,-1.2872566,,Right Foot,,,,"[84.2, 6.8]",Ground Pass,,15.728001,,,,,Francisco Portillo Soler,6873.0,,,,,,,1,From Throw In,Daniel Ceballos Fernández,6697.0,Left Defensive Midfield,10,Real Betis,218,['a8466e8a-52b6-4a93-97b9-97cee4d714eb'],45,,,,,,,,,,,,,,,,Real Betis,218,00:02:45.161,Pass,
,,,,,,,,,,,,,,,1.377201,,,,,,,,,,,,,22a107ae-a6d7-49d5-b4dd-bd87b84927ce,110,,"[84.4, 6.8]",3825591,2,,,,-3.069602,,Right Foot,,,,"[63.6, 5.3]",Ground Pass,,20.854017,,,,,Juan Manuel Vargas Risco,27347.0,,,,,,,1,From Throw In,Francisco Portillo Soler,6873.0,Left Midfield,10,Real Betis,218,"['292e5a22-be6f-40ad-a680-0502a46cc7ac', '8cdfa401-5dd4-4b35-90bd-d0b78ebb56ee']",47,,,,,,,,,,,,,,,,Real Betis,218,00:02:47.709,Pass,True
,,,,,,,,,,,,,,,1.520469,,,,,,,,,,,,,cb433a93-1ea9-41af-97ba-19f81a475bbc,113,,"[63.6, 5.3]",3825591,2,,,,2.4264305,,Right Foot,,,,"[42.3, 23.8]",Ground Pass,,28.212408,,,,,Heiko Westermann,27349.0,,,,,,,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,10,Real Betis,218,['b69ef349-e47a-4086-a95d-71a4402e8e75'],49,,,,,,,,,,,,,,,,Real Betis,218,00:02:49.978,Pass,
,,,,,,,,,,,,,,,1.315516,,,,,,,,,,,,,0329c0e6-2fb4-4f9f-ae6e-aabe2fde25be,116,,"[39.2, 27.3]",3825591,2,,,,1.5031912,,Right Foot,,,,"[40.5, 46.5]",Ground Pass,,19.24396,,,,,Bruno González Cabrera,6872.0,,,,,,,1,From Throw In,Heiko Westermann,27349.0,Left Center Back,10,Real Betis,218,['4b4cb7a2-cb6e-4d2c-a118-5d804a8fb8e6'],52,,,,,,,,,,,,,,,,Real Betis,218,00:02:52.301,Pass,
,,,,,,,,,,,,,,,2.193491,,,,,,,,,,,,,b47ab584-0656-498d-a35e-c7abb66ef818,119,,"[42.9, 49.8]",3825591,2,,,,0.8960554,,Right Foot,,,,"[64.5, 76.8]",Ground Pass,,34.57687,,,,,Francisco José Molinero Calderón,6865.0,,,,,,,1,From Throw In,Bruno González Cabrera,6872.0,Right Center Back,10,Real Betis,218,['de5c776f-5953-4a54-9f84-32f2c415895c'],54,,,,,,,,,,,,,,,,Real Betis,218,00:02:54.500,Pass,
,,,,,,,,,,,,,,,2.259545,,,,,,,,,,,,,db711c28-361d-4296-82d1-e9b72781f4d1,122,,"[69.8, 77.5]",3825591,2,,,,-0.023692248,,Right Foot,,,,"[90.9, 77.0]",Ground Pass,,21.105923,,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,1,From Throw In,Francisco José Molinero Calderón,6865.0,Right Back,10,Real Betis,218,['14ebe480-9b27-43ac-b90a-1b1ff6e8319b'],58,,,,,,,,,,,,,,,,Real Betis,218,00:02:58.000,Pass,
