ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c8364bc5-2956-4a2b-ae61-2de1808b699c,1,,,3825903,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6654, 'name': 'Antonio Adán Garrido'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 7161, 'name': 'Germán Alejandro Pezzella'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 27349, 'name': 'Heiko Westermann'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 27347, 'name': 'Juan Manuel Vargas Risco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 5671, 'name': ""Alfred John Momar N''Diaye""}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6697, 'name': 'Daniel Ceballos Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 186264, 'name': 'Foued Kadir'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 5}, {'player': {'id': 3601, 'name': 'Charly Musonda Junior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 37212, 'name': 'Leandro Damião da Silva dos Santos'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e48c7938-64fb-4686-96bf-30e48158bf0d,2,,,3825903,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 6727, 'name': 'Raúl Albentosa Redal'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 26669, 'name': 'Weligton Róbson Pena de Oliveira'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6878, 'name': 'Miguel Torres Gómez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8234, 'name': 'Ignacio Camacho Barnola'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6563, 'name': 'Juan Pablo Añor Acosta'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 6740, 'name': 'Gonzalo Castro Irizábal'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 5}, {'player': {'id': 8419, 'name': 'Duje Čop'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 6707, 'name': 'Charles Días Barbosa de Oliveira'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Málaga,223,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6d0bb256-a154-437e-ac37-a7f42133f2c1,3,,,3825903,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['3f1d25ef-e9e9-4cd9-8de3-e08476a8ea3b'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3f1d25ef-e9e9-4cd9-8de3-e08476a8ea3b,4,,,3825903,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['6d0bb256-a154-437e-ac37-a7f42133f2c1'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ea79361a-2d86-49e4-bdb6-3743c6b1327f,1775,,,3825903,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,116,Real Betis,218,['7327eb7d-8682-4587-85d4-f41ca879e661'],0,,,,,,,,,,,,,,,,,,Málaga,223,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7327eb7d-8682-4587-85d4-f41ca879e661,1776,,,3825903,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,116,Real Betis,218,['ea79361a-2d86-49e4-bdb6-3743c6b1327f'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.801384,,,,,,,,,,,,,,eeea84df-989b-4f9f-be91-33f156d78c9c,5,,"[61.0, 40.1]",3825903,0,,,,1.3045443,,Right Foot,,,,"[61.6, 42.3]",,Ground Pass,,2.280351,,,,Daniel Ceballos Fernández,6697.0,,,,,Kick Off,1,From Kick Off,Rubén Castro Martín,6832.0,Left Center Forward,2,Real Betis,218,['3cc1f64f-0887-48f8-976f-bc6cf0c58ace'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.452,Pass,
,,,,,,,,,,,,,,,,1.60579,,,,,,,,,,,,,,eab87bca-c58c-4a20-8efa-eb66361954b3,8,,"[60.9, 43.3]",3825903,0,,,,-2.9979606,,Right Foot,,,,"[36.7, 39.8]",,Ground Pass,,24.45179,,,,Heiko Westermann,27349.0,,,,,,1,From Kick Off,Daniel Ceballos Fernández,6697.0,Left Defensive Midfield,2,Real Betis,218,['5435f56e-c54b-47f0-880f-1ad8ad2fec0a'],1,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:01.274,Pass,
,,,,,,,,,,,,,,,,2.919829,,,,,,,,,,,,,,ce1fa70c-5a9c-43b7-8cca-ecc31e73c796,11,,"[34.6, 47.5]",3825903,0,,,,0.32378307,,Right Foot,,,,"[93.6, 67.3]",,High Pass,,62.233753,,Incomplete,,,,,,,,,1,From Kick Off,Heiko Westermann,27349.0,Left Center Back,2,Real Betis,218,['8f71164c-7a35-4514-a300-01fac3403e49'],4,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:04.372,Pass,
,,,,,,,,,,,,,,,,2.049969,,,,,,,,,,,,,,8f71164c-7a35-4514-a300-01fac3403e49,13,,"[26.5, 12.8]",3825903,0,,,True,-1.0863184,,,,,,"[32.5, 1.4]",,High Pass,,12.882546,,,,Gonzalo Castro Irizábal,6740.0,,,,,Recovery,1,From Kick Off,Miguel Torres Gómez,6878.0,Left Back,2,Real Betis,218,"['5b9f3d47-9a67-44ef-bca5-eabad0c2ad06', '9db17d7a-b69b-4ea8-a3c4-98711997bbbc', 'ce1fa70c-5a9c-43b7-8cca-ecc31e73c796']",7,,,,,,,,,,,,,,,,,,Málaga,223,00:00:07.292,Pass,True
