ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b897eff6-de26-46b7-b14d-6cb5ef0e2ee4,1,,,3825702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6679, 'name': 'Aritz Elustondo Irribaria'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 16539, 'name': 'Diego Antonio Reyes Rosales'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 6770, 'name': 'Esteban Félix Granero Molina'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8522, 'name': 'Armindo Tué Na Bangna'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6677, 'name': 'Imanol Agirretxe Arruti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Sociedad,210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,791d69f5-d029-4115-b55a-059e30cd03e7,2,,,3825702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 7034, 'name': 'Mateo Pablo Musacchio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 6828, 'name': 'Jaume Vicent Costa Jordá'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 6357, 'name': 'Jonathan dos Santos Ramírez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,40820e48-d351-4ee6-99ee-8c22d4466ece,3,,,3825702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['e43ee0a2-ebe1-4002-bd8b-61f21f854647'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e43ee0a2-ebe1-4002-bd8b-61f21f854647,4,,,3825702,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Sociedad,210,['40820e48-d351-4ee6-99ee-8c22d4466ece'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,83ff11fc-a007-47a9-a69f-3b6c605c6465,1999,,,3825702,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,108,Villarreal,222,['9ae464cf-6c6b-465c-a19b-dfefd3c00922'],0,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9ae464cf-6c6b-465c-a19b-dfefd3c00922,2000,,,3825702,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,108,Villarreal,222,['83ff11fc-a007-47a9-a69f-3b6c605c6465'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.552303,,,,,,,,,,,,,99eed476-3b4e-4d6b-8a8e-6385faacefe9,5,,"[61.0, 40.1]",3825702,0,True,,,-2.0074234,,Right Foot,,,"[59.6, 37.1]",,Ground Pass,,3.310589,,,,Esteban Félix Granero Molina,6770.0,,,,,Kick Off,1,From Kick Off,Imanol Agirretxe Arruti,6677.0,Center Forward,2,Real Sociedad,210,['a9c2392d-22c4-4165-ad62-b7c0e5a97e30'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.673,Pass,
,,,,,,,,,,,,,,,,,0.913094,,,,,,,,,,,,,656c7471-27fe-4905-946a-b804d9de32cc,7,,"[60.1, 38.2]",3825702,0,,,,2.6559706,,Left Foot,,,"[56.5, 40.1]",,Ground Pass,,4.0706263,,,,Asier Illarramendi Andonegi,6671.0,,,,,,1,From Kick Off,Esteban Félix Granero Molina,6770.0,Left Center Midfield,2,Real Sociedad,210,['9e3e3601-6555-41a4-ac58-0937c8819413'],1,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:01.348,Pass,
,,,,,,,,,,,,,,,,,1.800149,,,,,,,,,,,,,5a76f1b0-ec6d-44a9-b3b3-e71acdb9eb6d,10,,"[56.3, 43.2]",3825702,0,,,,1.7485865,,Right Foot,,,"[51.7, 68.8]",,Ground Pass,,26.009998,,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,From Kick Off,Asier Illarramendi Andonegi,6671.0,Center Defensive Midfield,2,Real Sociedad,210,['989d913d-a974-4baa-831c-64ac2ba9f339'],2,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:02.925,Pass,
,,,,,,,,,,,,,,,,,0.920725,,,,,,,,,,,,,b97ee338-5066-4c10-8097-f9492aad408c,13,,"[49.4, 67.3]",3825702,0,,,,-1.8322752,,Right Foot,,,"[45.6, 53.1]",,Ground Pass,,14.69966,,,,Sergio Canales Madrazo,6673.0,,,,,,1,From Kick Off,Aritz Elustondo Irribaria,6679.0,Right Back,2,Real Sociedad,210,['ba12d49f-c7ec-4d9e-b7ca-88949ec97f02'],5,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:05.910,Pass,
,,,,,,,,,,,,,,,,,1.841219,,,,,,,,,,,,,4ba82517-758d-4574-bc91-3a04f6a3d7df,16,,"[41.8, 53.1]",3825702,0,,,,-1.6926388,,Left Foot,,,"[37.6, 18.8]",,Ground Pass,,34.556187,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,Sergio Canales Madrazo,6673.0,Right Center Midfield,2,Real Sociedad,210,['a11e0f2b-871f-4a01-87c1-4638a212d5ed'],7,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:07.703,Pass,
,,,,,,,,,,,,,,,,,1.243925,,,,,,,,,,,,,0ffc0834-8206-4b12-b56c-fab451df05d3,19,,"[40.0, 16.7]",3825702,0,,,,-0.60803634,,Left Foot,,,"[52.5, 8.0]",,Ground Pass,,15.229576,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Real Sociedad,210,['80c13322-689b-4193-81b5-b3371bf2e614'],10,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.458,Pass,
