bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,991bbbbc-fcb3-4d26-98a0-15c3e1153533,1,,,3825742,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 20064, 'name': 'Hugo Miguel Almeida Costa Lopes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 26387, 'name': 'Edgar Antonio Méndez Ortega'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 27109, 'name': 'Youssef El-Arabi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Granada,1049,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d8a39935-cfbe-46cb-b389-0265be27ac41,2,,,3825742,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6861, 'name': 'Juan Torres Ruiz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 25881, 'name': 'Juan Antonio Rodríguez Villamuela'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Getafe,216,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,58c2a4cd-53bb-4df7-ae16-c5c564986e49,3,,,3825742,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['2db84d4a-8cb2-4529-8beb-5edc67226653'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2db84d4a-8cb2-4529-8beb-5edc67226653,4,,,3825742,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Granada,1049,['58c2a4cd-53bb-4df7-ae16-c5c564986e49'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2e6fc96a-1cc5-47e7-84b6-506a9d21dbdf,1803,,,3825742,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Getafe,216,['ff0b1979-9e32-4f29-94a5-165b5aeb80f6'],0,,,,,,,,,,,,,,,,,,Granada,1049,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff0b1979-9e32-4f29-94a5-165b5aeb80f6,1804,,,3825742,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Getafe,216,['2e6fc96a-1cc5-47e7-84b6-506a9d21dbdf'],0,,,,,,,,,,,,,,,,,,Getafe,216,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.3171,,,,,,,,,,,,,,2b7e069a-bab6-4775-b8b3-69f9a0296f35,5,,"[60.0, 40.0]",3825742,0,,,,,-1.677532,,Right Foot,,,"[59.7, 37.2]",,Ground Pass,,2.8160255,,,,,Rubén Rochina Naixes,6680.0,,,,,Kick Off,1,From Kick Off,Youssef El-Arabi,27109.0,Center Forward,2,Granada,1049,['c263f18d-1632-4a23-9dd6-12284c3b56bc'],1,,,,,,,,,,,,,,,,,,Granada,1049,00:00:01.091,Pass,
,,,,,,,,,,,,,,,,1.764674,,,,,,,,,,,,,,d928ac87-7053-45eb-9043-92be66637158,7,,"[59.8, 36.6]",3825742,0,,,,,-2.872425,,Left Foot,,,"[39.5, 31.0]",,Ground Pass,,21.058252,,,,,David Rodríguez Lombán,6702.0,,,,,,1,From Kick Off,Rubén Rochina Naixes,6680.0,Center Attacking Midfield,2,Granada,1049,['4e5f2b66-e27c-49a7-9aa7-dc2b812992e2'],1,,,,,,,,,,,,,,,,,,Granada,1049,00:00:01.408,Pass,
,,,,,,,,,,,,,,,,2.3925,,,,,,,,,,,,,,795ddf8f-bca3-437d-a3c7-ba4c280cb0ce,10,,"[39.2, 31.0]",3825742,0,,,,,1.378213,,Right Foot,,,"[47.0, 71.0]",,Ground Pass,,40.753407,,,,,Hugo Miguel Almeida Costa Lopes,20064.0,,True,,,,1,From Kick Off,David Rodríguez Lombán,6702.0,Left Center Back,2,Granada,1049,['b4094c1b-e511-4823-af71-1508eb57e23a'],4,,,,,,,,,,,,,,,,,,Granada,1049,00:00:04.087,Pass,
,,,,,,,,,,,,,,,,1.304345,,,,,,,,,,,,,,c728c49f-d66d-4843-a3b6-e7e23c487ee1,13,,"[49.2, 70.5]",3825742,0,,,,,-2.3758,,Right Foot,,,"[36.2, 58.0]",,Ground Pass,,18.034689,,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,1,From Kick Off,Hugo Miguel Almeida Costa Lopes,20064.0,Right Back,2,Granada,1049,['17ea2224-b836-4bcd-80c0-8724b003dc4d'],8,,,,,,,,,,,,,,,,,,Granada,1049,00:00:08.653,Pass,
