bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3cb51b37-68a3-4a84-979a-ba33893415cc,1,,,3825882,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 7}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,caa5e06b-ad86-43fd-b4d1-dc072903ca9f,2,,,3825882,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6884, 'name': 'Sergio Álvarez Conde'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6804, 'name': 'Sergi Gómez Solà'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 6801, 'name': 'Pedro Pablo Hernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6038, 'name': 'John Guidetti'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Celta Vigo,209,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,108ca3d0-05b0-4b1d-8b5c-7fb65e6ab5a1,3,,,3825882,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['c5ee5580-8472-4df6-a03c-915d68dd0d63'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c5ee5580-8472-4df6-a03c-915d68dd0d63,4,,,3825882,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['108ca3d0-05b0-4b1d-8b5c-7fb65e6ab5a1'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,71f3cb33-ebd0-45f8-b5a7-138d33792dbc,1935,,,3825882,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Atlético Madrid,212,['d6883d2d-27d8-4e10-8b25-fec955a70ebc'],0,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d6883d2d-27d8-4e10-8b25-fec955a70ebc,1936,,,3825882,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,103,Atlético Madrid,212,['71f3cb33-ebd0-45f8-b5a7-138d33792dbc'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.074312,,,,,,,,,,,,a347f358-89cb-4b39-8388-2c7225960978,5,,"[60.0, 40.0]",3825882,0,,,,,2.7233684,,Left Foot,,,"[58.2, 40.8]",Ground Pass,,1.9697715,,,,Fernando José Torres Sanz,6382.0,,,,,,Kick Off,1,From Kick Off,Antoine Griezmann,5487.0,Left Center Forward,2,Atlético Madrid,212,['2ab3f0be-6e9b-4624-a330-5136e003376d'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.635,Pass,
,,,,,,,,,,,,,,,,1.174349,,,,,,,,,,,,55330ba9-7a95-4e27-87bc-f60218723e4a,8,,"[57.6, 39.2]",3825882,0,,,,,-2.9958932,,Right Foot,,,"[39.2, 36.5]",Ground Pass,,18.597042,,,,Augusto Matías Fernández,19668.0,,,,,,,1,From Kick Off,Fernando José Torres Sanz,6382.0,Right Center Forward,2,Atlético Madrid,212,['1e3d2cec-6b64-4e48-8f50-caabeebbb4cb'],1,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.216,Pass,
,,,,,,,,,,,,,,,,2.694597,,,,,,,,,,,,88ed898a-f31d-460e-a161-4234082b379a,12,,"[44.0, 40.0]",3825882,0,,,,,-0.5743048,,Right Foot,,,"[86.5, 12.5]",High Pass,,50.621143,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,From Kick Off,Augusto Matías Fernández,19668.0,Left Defensive Midfield,2,Atlético Madrid,212,['bb8a76dd-0e1f-4ee6-a16f-4530b768ff39'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:03.963,Pass,
,,,,,,,,,,,,,,,,1.373944,,,,,,,,,,,,3b0e9f94-b90b-484d-941a-608560bab675,14,,"[86.5, 12.5]",3825882,0,,,,,0.98994374,,Head,,,"[101.4, 35.2]",High Pass,,27.153269,,Incomplete,,Antoine Griezmann,5487.0,,,,,,,1,From Kick Off,Saúl Ñíguez Esclapez,6381.0,Right Midfield,2,Atlético Madrid,212,"['11b5708b-c631-4f25-b7a5-7695004fbc25', 'f337944f-b786-4133-b0bf-438f9ca2d908']",6,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.698,Pass,
,,,,,,,,,,,,,,,,3.150154,,,,,,,,,,,,f337944f-b786-4133-b0bf-438f9ca2d908,16,,"[18.7, 44.9]",3825882,0,,,,,-0.5971767,,Head,,,"[41.2, 29.6]",High Pass,,27.20919,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Sergi Gómez Solà,6804.0,Left Center Back,2,Atlético Madrid,212,"['3b0e9f94-b90b-484d-941a-608560bab675', '64b0af5b-eb4f-4881-a730-ecc7b9faf554']",8,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:08.072,Pass,
,,,,,,,,,,,,,,,,1.413922,,,,,,,,,,,,ff100cc3-67fc-4f84-af2f-0502fb235ea5,20,,"[78.5, 48.7]",3825882,0,,,,,0.8418166,,Left Foot,,,"[92.7, 64.6]",Ground Pass,,21.317833,,,,Juan Francisco Torres Belén,6375.0,,,,,,,1,From Kick Off,Augusto Matías Fernández,19668.0,Left Defensive Midfield,2,Atlético Madrid,212,['81008d8a-1cb0-429a-b740-3decc816898f'],13,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:13.362,Pass,
,,,,,,,,,,,,,,,,1.298437,,,,,,,,,,,,66182bc6-b546-4901-94a1-9c0016105cc6,23,,"[97.5, 64.6]",3825882,0,,,,,-1.3706648,,Right Foot,True,,"[103.2, 36.5]",Low Pass,,28.672287,,,,Antoine Griezmann,5487.0,,,,,,,1,From Kick Off,Juan Francisco Torres Belén,6375.0,Right Back,2,Atlético Madrid,212,['0ca15c47-b3e2-4529-89d6-2fa479be99dc'],15,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:15.594,Pass,
