bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.246619,,,,,,,,,,,,65a13107-119c-45a7-8705-4122eba819f0,26,,"[101.8, 34.8]",3825882,0,,,,,1.4036945,,Right Foot,,,"[103.2, 43.1]",Low Pass,,8.417244,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Left Center Forward,2,Atlético Madrid,212,['1c979506-7399-432e-89ab-fbb0f7db15ec'],17,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:17.032,Pass,
,,,,,,,,,,,,,,,,0.731465,,,,,,,,,,,,3ffe3aab-67e0-4418-b37c-ac7ec963e108,31,,"[82.0, 80.0]",3825882,0,,,,,-2.2278712,,,,,"[73.9, 69.5]",Low Pass,,13.261222,,,,Gabriel Fernández Arenas,6384.0,,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,3,Atlético Madrid,212,['8bd2637b-cd03-44b4-95e4-980adf8cf202'],24,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:24.374,Pass,
,,,,,,,,,,,,,,,,1.064553,,,,,,,,,,,,0bfd5b3c-d482-4d62-a228-86484c084c25,35,,"[78.3, 77.0]",3825882,0,,,,,-0.15750794,,Right Foot,,,"[95.3, 74.3]",High Pass,,17.213076,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,3,Atlético Madrid,212,"['ce6769d9-fd44-46d8-b417-ccfdeaef848e', 'd78f1a23-c9bd-44d6-8249-24e1fda4f70a']",29,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:29.367,Pass,
,,,,,,,,,,,,,,,,1.673225,,,,,,,,,,,,39b2ee4c-c44c-497b-b17f-a599c641773b,39,,"[27.4, 0.1]",3825882,0,,,,,0.3021452,,,,,"[50.5, 7.3]",High Pass,,24.196074,,,,Manuel Agudo Durán,6724.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,4,Celta Vigo,209,['a65f0882-c56c-4ca1-ade4-500ca8b7c125'],42,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:42.928,Pass,
,,,,,,,,,,,,,,,,1.545292,,,,,,,,,,,,dcd818ec-2147-401d-8547-eb7b2720ea40,41,,"[50.5, 7.3]",3825882,0,,,,,0.5848776,,Head,,,"[57.9, 12.2]",High Pass,,8.875246,,Incomplete,,,,,,,,,,1,From Throw In,Manuel Agudo Durán,6724.0,Left Wing,4,Celta Vigo,209,['8b23c1e4-27b4-40d1-8b5b-a8ae12fd3947'],44,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:44.601,Pass,
,,,,,,,,,,,,,,,,1.809,,,,,,,,,,,,8b23c1e4-27b4-40d1-8b5b-a8ae12fd3947,42,,"[62.2, 67.9]",3825882,0,,,,,-0.5585993,,Head,,,"[68.6, 63.9]",High Pass,,7.547185,,Incomplete,,,,,,,,,Interception,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,4,Celta Vigo,209,"['0c6f17f4-8e67-4169-9b17-52b9eccc802d', 'dcd818ec-2147-401d-8547-eb7b2720ea40']",46,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:46.147,Pass,
,,,,,,,,,,,,,,,,1.532427,,,,,,,,,,,,96734482-47a5-4c24-878b-46a468461847,44,,"[54.4, 15.3]",3825882,0,,,,,-0.6403565,,Head,,,"[64.6, 7.7]",High Pass,,12.720063,,Incomplete,,,,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,4,Celta Vigo,209,['7e4a9e2f-8f72-4c62-9d77-a9f65f971f92'],49,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:49.314,Pass,
,,,,,,,,,,,,,,,,1.888744,,,,,,,,,,,,7e4a9e2f-8f72-4c62-9d77-a9f65f971f92,45,,"[55.5, 72.4]",3825882,0,,,,,-0.36254424,,Head,,,"[64.2, 69.1]",High Pass,,9.304837,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,Recovery,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,4,Celta Vigo,209,"['410d9dca-1726-4cf0-ac61-75914bf2b2d9', '96734482-47a5-4c24-878b-46a468461847']",50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:50.847,Pass,
,,,,,,,,,,,,,,,,0.908433,,,,,,,,,,,,0285f596-38af-4991-a4bb-aafaa3c9ae1a,49,,"[55.7, 14.1]",3825882,0,,,,,-1.1705557,,Other,,,"[57.9, 8.9]",Low Pass,,5.646238,,,,Pedro Pablo Hernández,6801.0,,,,,,Recovery,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,4,Celta Vigo,209,['b1390b97-9647-4c94-a644-ccd949b670a3'],53,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:53.310,Pass,
,,,,,,,,,,,,,,,,0.216653,,,,,,,,,,,,984d375a-ce2e-47f3-9f8a-ad4055a062a7,53,,"[62.5, 18.8]",3825882,0,,,,,1.4288993,,Right Foot,,,"[63.1, 23.0]",Ground Pass,,4.2426405,,Incomplete,,,,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,4,Celta Vigo,209,['cdb189cb-068d-4f52-8c02-60e7ba225097'],55,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:55.928,Pass,
,,,,,,,,,,,,,,,,0.777591,,,,,,,,,,,,466cfcae-d4eb-47fc-8c9e-d0a0378c85e8,55,,"[53.4, 24.6]",3825882,0,,,,,-1.3349267,,Left Foot,,,"[59.0, 1.3]",Ground Pass,,23.963514,,Out,,,,,,,,,Recovery,1,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,4,Celta Vigo,209,,57,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:57.365,Pass,
,,,,,,,,,,,,,,,,0.983439,,,,,,,,,,,,052ca132-33f8-414b-a676-e0346715d2cd,56,,"[65.3, 80.0]",3825882,1,,,,,-1.0402384,,,,,"[74.1, 65.0]",High Pass,,17.390802,,,,Fernando José Torres Sanz,6382.0,,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,['06c2d740-d73d-49fd-8c1c-b513535c0616'],5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:05.111,Pass,
,,,,,,,,,,,,,,,,3.403762,,,,,,,,,,,,c778bf3d-a7a1-4cb5-b771-0b542d9f7b9a,58,,"[74.3, 65.0]",3825882,1,,,,,0.63946885,,Head,,,"[94.2, 79.8]",High Pass,,24.800201,,Out,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,From Throw In,Fernando José Torres Sanz,6382.0,Right Center Forward,5,Atlético Madrid,212,['d902b023-7b2a-4671-835c-664fa3eb8eee'],6,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:06.135,Pass,
,,,,,,,,,,,,,,,,1.613748,,,,,,,,,,,,e8cc131c-eb6d-426a-8638-3d72d7d33f1c,60,,"[28.6, 0.1]",3825882,1,,,,,0.31774524,,,,,"[51.1, 7.5]",High Pass,,23.68565,,,,Pedro Pablo Hernández,6801.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,6,Celta Vigo,209,['143e76dc-c1fe-4df8-adbd-d1170d6d18da'],28,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:28.439,Pass,
,,,,,,,,,,,,,,,,1.04788,,,,,,,,,,,,f7bab4c2-b881-45b6-94fd-525ed945ba6f,62,,"[52.6, 7.9]",3825882,1,,,,,0.056016102,,Head,,,"[63.3, 8.5]",High Pass,,10.716809,,,,John Guidetti,6038.0,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,6,Celta Vigo,209,['5ef14fc0-8039-401c-b2cf-ead4756cf3fd'],30,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:30.053,Pass,
,,,,,,,,,,,,,,,,1.586821,,,,,,,,,,,,72348b74-f430-467d-9797-351d33a36e33,64,,"[63.9, 8.5]",3825882,1,,,,,0.77452904,,Head,,,"[73.2, 17.6]",High Pass,,13.011534,,Incomplete,,,,,,,,,,1,From Throw In,John Guidetti,6038.0,Center Forward,6,Celta Vigo,209,['7e0d8b2c-77d6-4ad2-855b-9a3ebd298888'],31,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:31.101,Pass,
,,,,,,,,,,,,,,,,2.023134,,,,,,,,,,,,7e0d8b2c-77d6-4ad2-855b-9a3ebd298888,65,,"[46.9, 62.5]",3825882,1,,,,,-0.078181334,,Head,,,"[68.6, 60.8]",High Pass,,21.766487,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,Recovery,1,From Throw In,Stefan Savić,6376.0,Right Center Back,6,Celta Vigo,209,"['2ccf15b9-347b-4e23-b7d7-ad2423bdbda3', '72348b74-f430-467d-9797-351d33a36e33', 'e9f5f210-bca1-4928-93e1-4de3915ea516']",32,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:32.687,Pass,
,,,,,,,,,,,,,,,,5.032947,,,,,,,,,,,,e153d420-62db-47be-bbbf-272ac9de9f0a,68,,"[66.7, 66.8]",3825882,1,,,,,-0.41213575,,Right Foot,,,"[104.9, 50.1]",High Pass,,41.690887,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,Recovery,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,6,Celta Vigo,209,"['58ff1fe8-6682-419c-a057-e69a8647098e', 'f3c9ace9-3d75-4bf5-abed-79a49c997c6d']",36,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:36.492,Pass,
,,,,,,,,,,,,,,,,2.224908,,,,,,,,,,,,4dcb4894-49f5-4891-84bf-aac175e73d7e,72,,"[5.9, 50.0]",3825882,1,,,,,0.7712147,,Left Foot,,,"[20.2, 63.9]",Ground Pass,,19.942417,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,6,Celta Vigo,209,['32a87cdb-172c-482f-a97e-1ff04845c115'],46,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:46.124,Pass,
,,,,,,,,,,,,,,,,1.519847,,,,,,,,,,,,3c0e5276-a21c-48e2-9e55-b2db7062c009,75,,"[21.0, 63.9]",3825882,1,,,,,-1.6910918,,Right Foot,,,"[16.6, 27.5]",Ground Pass,,36.66497,,,,Sergi Gómez Solà,6804.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Center Back,6,Celta Vigo,209,['b2dc7ace-fd34-4e30-ad01-9329c83163ef'],49,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:49.324,Pass,
,,,,,,,,,,,,,,,,1.43125,,,,,,,,,,,,3ff81710-5469-4b35-aabe-ca0a4806a720,78,,"[15.0, 30.0]",3825882,1,,,,,2.1633103,,Right Foot,,,"[4.7, 45.3]",Ground Pass,,18.44397,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,6,Celta Vigo,209,['1db549f6-a8e2-4505-b086-7ceb66c9bad3'],51,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:51.688,Pass,
,,,,,,,,,,,,,,,,3.576615,,,,,,,,,,,,0a4004d5-5e91-4bbf-8322-d6c4b8e3d57d,82,,"[7.6, 46.9]",3825882,1,,,,,0.36219653,,Right Foot,,,"[68.3, 69.9]",High Pass,,64.9114,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,6,Celta Vigo,209,"['5ed6784f-080b-4fcd-b57f-76a4c8f63cc5', '8f9806b3-298b-4c0b-9574-267c02af9d77']",54,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:54.578,Pass,True
,,,,,,,,,,,,,,,,0.944744,,,,,,,,,,,,a85a44f4-8c66-4424-8af0-339156b9781d,85,,"[67.9, 69.1]",3825882,1,,,,True,0.035383455,,,,,"[79.2, 69.5]",High Pass,,11.307077,,,,John Guidetti,6038.0,,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,6,Celta Vigo,209,"['4e316749-48cb-4c0a-8684-f065ce586797', '73de6a72-e79e-4492-beaa-73ef5c71b57f']",58,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:58.154,Pass,True
,,,,,,,,,,,,,,,,2.163003,,,,,,,,,,,,2c817ca1-f09a-44d6-b2af-4ccd49f39c50,91,,"[74.4, 80.0]",3825882,2,,True,,,-2.0344439,,,,,"[69.9, 71.0]",Low Pass,,10.062305,,,,Daniel Wass,6797.0,,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,7,Celta Vigo,209,['d8e81be5-bbe8-4f40-ba2d-1f793e9e8579'],10,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:10.544,Pass,
,,,,,,,,,,,,,,,,1.406076,,,,,,,,,,,,6046fbc3-2dbb-432b-8f82-06aac8ad06a8,94,,"[67.2, 73.8]",3825882,2,,,,,3.0896163,,Left Foot,,,"[49.9, 74.7]",Ground Pass,,17.323395,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Daniel Wass,6797.0,Right Defensive Midfield,7,Celta Vigo,209,['5b753e3f-d653-47db-8050-cfeb397173a1'],13,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:13.721,Pass,
,,,,,,,,,,,,,,,,3.896766,,,,,,,,,,,,af749e97-a362-434d-acec-65bd5ddb1d3a,97,,"[44.1, 72.7]",3825882,2,,,,,-2.379446,,Right Foot,,,"[13.3, 43.3]",Ground Pass,,42.579338,,,,Sergio Álvarez Conde,6884.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Center Back,7,Celta Vigo,209,['ce77c2ad-fb33-4d1f-89d8-78b175bfc67a'],16,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:16.057,Pass,
,,,,,,,,,,,,,,,,2.450188,,,,,,,,,,,,3eb0efd4-58fc-4354-838b-873fdaeb3667,100,,"[12.3, 41.7]",3825882,2,,,,,1.0649612,,Left Foot,,,"[27.2, 68.6]",Low Pass,,30.750935,,,,Hugo Mallo Novegil,6805.0,,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,7,Celta Vigo,209,['d1ec3e45-4a0e-4238-84fd-fb78f430d70e'],21,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:21.933,Pass,
,,,,,,,,,,,,,,,,1.036125,,,,,,,,,,,,2b913451-3f2e-42b2-975c-024b10c1813a,103,,"[30.1, 68.6]",3825882,2,,,,,-0.65107673,,Right Foot,,,"[38.5, 62.2]",Ground Pass,,10.560303,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Center Back,7,Celta Vigo,209,['8c35ab4e-4c3f-4088-bac8-8fa45432f215'],25,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:25.566,Pass,
,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,f9c5562a-f7b8-4f84-92ae-b478ed0900fc,106,,"[40.2, 57.5]",3825882,2,,,,,-1.3599924,,Right Foot,,,"[50.3, 10.3]",Ground Pass,,48.26852,,,,Carles Planas Antolínez,7577.0,,,True,,,,1,From Throw In,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,7,Celta Vigo,209,['5cf6751c-752d-40e3-bc69-f9feaa615ce7'],28,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:28.883,Pass,
