ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,66d6e652-a735-47d4-abb8-74f7933a52f9,1,,,3825784,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 6378, 'name': 'Jan Oblak'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6376, 'name': 'Stefan Savić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6381, 'name': 'Saúl Ñíguez Esclapez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 6377, 'name': 'Ángel Martín Correa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 6382, 'name': 'Fernando José Torres Sanz'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,56d181b5-de2f-4fa5-ae0d-b1a7ed10e865,2,,,3825784,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3379, 'name': 'Alphonse Areola'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6772, 'name': 'Mario Gaspar Pérez Martínez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6827, 'name': 'Daniele Bonera'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 6752, 'name': 'Víctor Ruíz Torre'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3324, 'name': 'Eric Bertrand Bailly'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5588, 'name': 'Antonio Rukavina'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 22819, 'name': 'Bruno Soriano Llido'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 6622, 'name': 'Tomás Pina Isla'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6829, 'name': 'Samuel Castillejo Azuaga'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 26009, 'name': 'Roberto Soldado Rillo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6862, 'name': 'Cédric Bakambu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Villarreal,222,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,674b70ef-5e0d-44a2-8cb4-ed3984326498,3,,,3825784,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['91cadb76-2bbb-47e5-b1f6-96a6eabb7524'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,91cadb76-2bbb-47e5-b1f6-96a6eabb7524,4,,,3825784,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Atlético Madrid,212,['674b70ef-5e0d-44a2-8cb4-ed3984326498'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fe581cfa-ac38-4924-8b57-8515257e8e17,1860,,,3825784,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Atlético Madrid,212,['5a49af6b-bddc-49ba-86c0-f785892ac773'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5a49af6b-bddc-49ba-86c0-f785892ac773,1861,,,3825784,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,110,Atlético Madrid,212,['fe581cfa-ac38-4924-8b57-8515257e8e17'],0,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.383538,,,,,,,,,,,,934800a8-e019-481d-b055-c95a5b0fa753,5,,"[61.0, 40.1]",3825784,0,,,,,1.7754382,,Right Foot,,"[59.9, 45.4]",Ground Pass,,5.4129477,,,,Roberto Soldado Rillo,26009.0,,,,,,Kick Off,1,From Kick Off,Cédric Bakambu,6862.0,Left Center Forward,2,Villarreal,222,['711805ea-af57-43b4-9d39-27bf9daf4da5'],0,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:00.845,Pass,
,,,,,,,,,,,,,,0.885961,,,,,,,,,,,,e3f99915-37fc-42e7-b369-e140357ac660,8,,"[58.7, 44.4]",3825784,0,,,,,-2.346094,,Right Foot,,"[53.8, 39.4]",Ground Pass,,7.0007143,,,,Tomás Pina Isla,6622.0,,,,,,,1,From Kick Off,Roberto Soldado Rillo,26009.0,Right Center Forward,2,Villarreal,222,['7e42de52-0620-468c-bcaa-6042e1d12c1e'],1,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:01.363,Pass,
,,,,,,,,,,,,,,1.608546,,,,,,,,,,,,bf13db11-dd13-4849-b92b-cbdd44761c4b,11,,"[50.9, 35.8]",3825784,0,,,,,-2.0140386,,Left Foot,,"[41.5, 16.0]",Ground Pass,,21.91803,,,,Eric Bertrand Bailly,3324.0,,,,,,,1,From Kick Off,Tomás Pina Isla,6622.0,Left Center Midfield,2,Villarreal,222,['78818c8d-da4b-4c79-9430-2f1710aa224b'],3,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:03.122,Pass,
,,,,,,,,,,,,,,2.230722,,,,,,,,,,,,df66ffc0-15e6-41d2-bd5f-d6bc991d6c44,14,,"[46.1, 10.2]",3825784,0,,,,,-0.10875039,,Left Foot,,"[86.4, 5.8]",High Pass,,40.539486,,Incomplete,,Cédric Bakambu,6862.0,,,,,,,1,From Kick Off,Eric Bertrand Bailly,3324.0,Left Back,2,Villarreal,222,"['570aa19b-a154-4aa4-9535-d02165fc2790', 'fd9b1ec0-5c49-43d6-a6dd-53f902192f2d']",6,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:06.785,Pass,
